Time	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11
3.796666666666667	1941	2309	2514	2732	2481	2636	2744	2572	2708	2922
3.8525	1894	2151	2342	2713	2520	2481	2630	2822	2628	2681
3.908333333333333	1914	2237	2416	2585	2496	2575	2587	2632	2650	2789
3.964166666666667	1888	2292	2414	2708	2714	2590	2631	2589	2740	2758
4.02	1917	2257	2316	2660	2502	2578	2606	2629	2778	2653
4.075833333333334	1911	2315	2276	2899	2515	2692	2632	2594	2612	2857
4.131666666666667	1905	2106	2389	2738	2520	2414	2498	2649	2538	2941
4.1875	1921	2355	2241	2673	2482	2533	2737	2834	2577	2964
4.243333333333333	1873	2511	2454	2498	2463	2633	2527	2766	2805	3032
4.299166666666666	1888	2524	2339	2661	2481	2461	2842	2710	2640	2776
4.355	1917	2469	2342	2700	2652	2457	2684	2680	2617	2746
4.410833333333334	1871	2469	2291	2761	2660	2628	2885	2534	2777	2830
4.466666666666667	1889	2465	2344	2764	2579	2420	2628	2773	2711	2669
4.5225	1915	2461	2386	2670	2709	2551	2536	2816	2636	2742
4.578333333333333	1896	2444	2335	2712	2608	2614	2641	2545	2628	3065
4.634166666666666	1909	2366	2422	2520	2491	2732	2951	2864	2515	3011
4.69	1893	2404	2491	2431	2608	2631	2844	2814	2665	2922
4.745833333333334	1889	2401	2333	2461	2480	2744	2632	2673	2880	2616
4.801666666666667	1853	2479	2209	2694	2602	2632	2758	2753	2813	2874
4.8575	1910	2456	2657	2836	2542	2586	2621	2819	2877	2948
4.913333333333333	1909	2502	2416	2859	2679	2834	2626	2657	3022	2637
4.969166666666666	1882	2430	2425	2584	2429	2703	2850	2765	2835	2782
5.025	1861	2449	2436	2653	2806	2682	2653	2926	2715	2770
5.0808333333333335	1901	2500	2417	3027	2651	2751	2745	2828	2544	2706
5.136666666666667	1880	2510	2523	2793	2585	2753	2778	2848	2705	2785
5.1925	1865	2476	2610	2710	2561	2876	2933	2821	2944	2806
5.248333333333333	1874	2432	2507	2678	2683	2762	2689	2808	2655	2635
5.304166666666666	1863	2542	2307	2769	2522	2649	2641	2743	2835	2990
5.36	1865	2488	2288	2723	2623	2837	2843	2948	2831	2899
5.4158333333333335	1851	2491	2528	2783	2610	2717	2796	2830	2695	2859
5.471666666666667	1895	2513	2544	2675	2651	2707	2763	2826	2639	2828
5.5275	1910	2442	2451	2705	2560	2682	2744	2812	2821	3038
5.583333333333333	1913	2390	2477	2701	2682	2650	2780	2652	2968	3046
5.639166666666667	1893	2503	2283	2673	2525	2795	3001	2880	2854	3160
5.695	1908	2491	2429	2897	2518	2767	2884	2858	2955	2784
5.7508333333333335	1885	2416	2289	2940	2749	2714	2806	2976	2712	3187
5.806666666666667	1944	2558	2351	2773	2799	2669	2816	3071	2837	3272
5.8625	1911	2490	2345	2751	2621	2609	2795	3148	2943	2999
5.918333333333333	1893	2512	2450	2928	2700	2725	2962	2894	2752	2989
5.974166666666667	1890	2501	2360	2597	2541	2621	2888	2928	2757	3037
6.03	1877	2551	2612	2966	2725	2672	3011	2982	2716	2973
6.085833333333333	1867	2565	2351	2452	2786	2890	2877	3037	2805	2835
6.141666666666667	1910	2522	2398	2867	2822	2975	2788	2779	2924	3059
6.1975	1878	2440	2603	2703	2791	2999	2924	2918	3031	2978
6.253333333333333	1841	2449	2532	2896	2748	2792	2991	3056	2949	3306
6.309166666666667	1884	2518	2481	2799	2799	2889	3009	2924	2920	3022
6.365	1879	2470	2462	2706	2810	2909	2925	2985	2876	3048
6.420833333333333	1864	2538	2425	2708	2571	2809	2870	3086	2959	3013
6.476666666666667	1898	2590	2453	2661	2654	2896	3010	2815	2912	2893
6.5325	1893	2444	2470	2859	2752	2755	2876	2835	2941	2907
6.588333333333333	1881	2618	2906	2980	2976	3107	2887	2848	2817	2804
6.644166666666667	1882	2529	2474	2965	2693	2729	3062	3123	2966	3115
6.7	1895	2611	2490	3060	2968	2893	2936	2884	2726	2814
6.755833333333333	1888	2608	2598	2753	2763	3015	2885	2905	2838	3272
6.8116666666666665	1891	2560	2714	2698	2682	2686	3080	3110	2867	2879
6.8675	1866	2437	2472	2630	2695	2989	2960	2889	2789	2946
6.923333333333333	1869	2505	2469	2726	2739	3060	2909	2907	3023	2678
6.979166666666667	1894	2479	2331	3107	2898	2970	3101	3172	2843	3071
7.035	1888	2589	2622	2906	2787	2677	2859	2748	3024	3346
7.090833333333333	1823	2549	2721	2856	2665	2920	3002	3076	2741	3235
7.1466666666666665	1903	2482	2778	2695	2995	2981	2911	2850	3063	3075
7.2025	1897	2558	2627	2771	2859	2766	3031	3007	2888	3191
7.258333333333334	1907	2554	2575	2790	2871	3077	3025	3028	3099	3076
7.314166666666667	1843	2520	2531	2914	3045	2956	2916	3114	3067	3134
7.37	1862	2680	2472	3052	2893	2854	3023	3121	3067	3170
7.425833333333333	1863	2551	2396	2894	2871	3073	3049	2980	3282	3032
7.4816666666666665	1841	2659	2445	2901	2761	2926	3075	3091	3005	3263
7.5375	1857	2707	2518	2789	2839	2963	3104	3078	3162	3049
7.593333333333334	1894	2549	2631	2925	3063	3032	3135	3002	2867	3274
7.649166666666667	1915	2532	2578	2771	2937	2874	3390	3053	2861	3019
7.705	1897	2664	2550	3078	3087	2925	3113	3091	2849	2934
7.760833333333333	1904	2648	2725	2938	2844	2999	3107	3074	3344	2955
7.816666666666666	1893	2557	2652	2991	2691	3219	2862	3177	3031	3091
7.8725	1892	2460	2456	2888	2754	2974	3204	3189	3117	3198
7.928333333333334	1930	2598	2593	3115	2942	3108	3291	3017	2907	2923
7.984166666666667	1861	2620	2710	2749	3079	2867	3070	3305	3016	3313
8.04	1858	2652	2482	3312	3022	2904	3211	3093	2870	3250
8.095833333333333	1851	2599	2896	2868	2880	2883	3114	2875	3156	3160
8.151666666666667	1881	2635	2713	2927	3164	3116	3221	3056	3133	2992
8.2075	1908	2616	2702	3030	2966	2851	3029	3096	3275	3274
8.263333333333334	1869	2602	2519	2926	2907	3074	3281	3121	3073	3326
8.319166666666666	1864	2712	2732	2787	3034	3055	3088	3287	3273	3486
8.375	1865	2570	2713	2947	3004	2825	3026	2952	3106	2895
8.430833333333334	1877	2697	2483	3139	3050	3066	3101	3294	3162	2852
8.486666666666666	1841	2620	2613	2719	2923	2960	3171	3202	2976	3129
8.5425	1878	2688	2647	2837	3034	3247	3396	3151	2909	3028
8.598333333333333	1926	2683	2538	3204	3125	3233	3023	2945	3313	3346
8.654166666666667	1878	2818	2623	3147	3049	3222	3100	3152	2923	3321
8.71	1853	2649	2646	2889	2999	3060	3287	2867	3019	3098
8.765833333333333	1882	2577	2558	2853	2823	3002	3145	2926	2921	3297
8.821666666666667	1881	2647	2607	2981	3280	3382	3151	3354	3080	3113
8.8775	1855	2629	2573	3075	2998	3067	2981	3043	3449	3517
8.933333333333334	1838	2667	2668	2934	2807	3207	3313	2952	2858	3472
8.989166666666666	1861	2704	2695	2880	2826	3203	3315	3084	2979	3471
9.045	1868	2618	2510	2585	3046	3034	3358	3179	3147	3369
9.100833333333334	1862	2704	2597	2957	3084	3176	3159	3246	3121	3340
9.156666666666666	1888	2615	2995	2710	3309	3185	3331	3252	3245	3283
9.2125	1877	2554	2889	3058	3242	3093	3316	3293	3170	3143
9.268333333333333	1880	2733	2997	3079	2935	3181	3221	2915	3254	3269
9.324166666666667	1857	2734	2707	2899	3084	3249	3309	3233	3101	3273
9.38	1909	2721	2942	3043	3118	3276	3243	3239	3107	3570
9.435833333333333	1896	2761	2887	3198	3372	3228	3183	3557	3041	3382
9.491666666666667	1890	2699	2580	3181	2980	2984	3457	3201	3295	3405
9.5475	1920	2851	2899	3264	3370	3555	3329	3097	3259	3422
9.603333333333333	1860	2814	2837	3313	3239	3165	3219	3288	3339	3469
9.659166666666666	1890	2764	2723	3452	3083	3423	3222	3080	3408	3333
9.715	1864	2721	2772	3103	3140	3111	3282	3243	3294	3412
9.770833333333334	1873	2847	2685	3124	3029	3154	3306	3170	3229	3318
9.826666666666666	1879	2730	3249	3141	3425	3230	3156	3146	3016	3471
9.8825	1866	2843	2859	3275	3091	3484	3464	3263	3380	3376
9.938333333333333	1893	2784	2900	3389	3156	3306	3058	3149	3110	3188
9.994166666666667	1872	2765	2932	3167	3209	3457	3320	3176	3333	3350
10.05	1898	2843	3092	3221	3345	3083	3258	3276	3018	3405
10.105833333333333	1864	2742	2671	3070	3394	3424	3410	3069	3346	3436
10.161666666666667	1858	2788	3155	3054	3318	3266	3525	3480	3153	3705
10.2175	1866	2832	2931	3098	3479	3258	3545	3366	3220	3561
10.273333333333333	1888	2864	2651	3110	3189	3536	3519	3392	3257	3179
10.329166666666667	1860	2920	3012	3491	3045	3447	3350	3458	3345	3266
10.385	1893	2914	3170	3307	3571	3540	3800	3490	3285	3605
10.440833333333334	1852	2880	2971	3291	3191	3368	3108	3360	3614	3658
10.496666666666666	1892	2834	3154	3449	3237	3428	3505	3629	3696	3448
10.5525	1889	2839	3019	3400	3221	3295	3667	3568	3529	3749
10.608333333333333	1906	2996	3189	3269	3308	3432	3511	3409	3099	3442
10.664166666666667	1882	2798	3164	3454	3253	3292	3446	3324	2975	3839
10.72	1855	2972	3065	3286	3371	3460	3425	3548	3185	3724
10.775833333333333	1882	2911	3315	3483	3715	3227	3485	3448	3332	3746
10.831666666666667	1882	2912	3291	3786	3342	3201	3622	3606	3574	3584
10.8875	1854	2893	3167	3332	3161	3509	3642	3378	3360	3508
10.943333333333333	1876	2989	3310	3628	3406	3759	3686	3830	3292	3626
10.999166666666667	1852	2960	3467	3748	3431	3589	3467	3454	3346	3798
11.055	1896	2864	3362	3504	3371	3565	3682	3420	3320	3794
11.110833333333334	1854	2957	3215	3686	3517	3867	3835	3373	3652	3796
11.166666666666666	1878	2901	3101	3241	3732	3672	3879	3366	3681	3892
11.2225	1875	2896	3359	3841	3749	3505	3840	3529	3440	3759
11.278333333333334	1902	2926	3520	3694	3465	3381	3646	3005	3340	3603
11.334166666666667	1890	2918	3481	3637	3749	3358	3437	3464	3482	3526
11.39	1854	2974	3707	3483	3451	3413	3541	3464	3158	3685
11.445833333333333	1897	3052	3588	3801	3332	3804	3572	3491	3400	3884
11.501666666666667	1871	3055	3793	3680	3798	3575	3885	3532	3466	3655
11.5575	1869	2974	3792	3846	3421	3513	3789	3501	3581	3658
11.613333333333333	1866	2975	3833	4034	3386	3945	3770	3581	3802	3838
11.669166666666667	1839	3035	4104	3948	3614	3905	3454	3344	3457	3849
11.725	1880	2963	4025	3890	3286	3676	4032	3592	3485	3793
11.780833333333334	1838	2995	3674	4180	3602	3717	3653	3483	3312	3712
11.836666666666666	1845	3044	3906	3988	3620	3531	3650	3721	3328	3720
11.8925	1855	2941	4109	4203	3796	3640	3705	3695	3353	3716
11.948333333333334	1853	2999	4279	4053	3634	3582	3696	3512	3683	3894
12.004166666666666	1868	2993	4421	4153	3574	3523	3952	3623	3582	3903
12.06	1871	2918	4591	4276	3438	3937	3826	3671	3553	3847
12.115833333333333	1839	3209	4142	4325	3707	3830	3700	3640	3368	3793
12.171666666666667	1862	3053	4317	4322	3637	3822	3919	3585	3658	3789
12.2275	1837	3113	4284	4678	3916	4048	3761	3545	3869	3840
12.283333333333333	1867	3127	4528	4414	3703	3850	3432	3562	3663	3667
12.339166666666667	1882	3100	4969	4454	3672	3755	3850	3247	3633	3727
12.395	1878	3138	4778	4859	3823	4035	3831	3689	3875	3822
12.450833333333334	1860	3322	4665	4815	3826	3959	3802	3610	3734	4287
12.506666666666666	1886	3118	4877	4629	3701	3703	3679	3619	3313	4005
12.5625	1830	3211	4737	4906	3533	3736	3913	3625	3374	4038
12.618333333333334	1836	3197	5057	5027	3832	4132	3902	3739	3662	3620
12.674166666666666	1887	3152	5077	5271	3611	3973	3680	3741	3393	3855
12.73	1856	3303	5129	5096	4016	3667	3912	3461	3672	4190
12.785833333333333	1833	3221	5149	4678	3903	3831	4075	3669	3627	4139
12.841666666666667	1864	3221	5286	5170	3680	3893	3980	3578	3870	4179
12.8975	1867	3361	5201	4963	4066	3762	3825	3711	3560	4196
12.953333333333333	1887	3370	5565	5160	4025	3492	4199	3813	3835	4007
13.009166666666667	1843	3189	5237	5222	4310	3871	3825	3734	3528	4064
13.065	1873	3376	5790	5067	3968	3855	3770	3738	3552	3920
13.120833333333334	1872	3256	5539	5380	3946	3820	3956	3969	3898	4221
13.176666666666666	1890	3237	5764	5312	4622	3897	3794	3746	4018	4224
13.2325	1898	3303	5816	5623	4074	3986	3888	3928	4092	4124
13.288333333333334	1845	3355	5816	5530	4100	3952	3860	3506	4027	4133
13.344166666666666	1882	3318	5978	5660	4006	3914	4190	3642	3763	4049
13.4	1843	3311	5735	6348	4051	4276	3938	3475	3493	4313
13.455833333333333	1859	3447	6074	5734	4063	4022	4323	3667	3781	3754
13.511666666666667	1880	3449	5905	5911	4064	4095	4264	3770	3794	3754
13.5675	1857	3185	6096	6023	3906	4111	4270	3699	3607	4060
13.623333333333333	1858	3345	6390	6170	4059	4265	4019	3759	3598	4476
13.679166666666667	1857	3545	6557	5942	4139	4217	3955	3393	4024	4330
13.735	1802	3400	6664	5978	3983	4147	3707	3616	3582	4254
13.790833333333333	1839	3462	6594	6276	4347	3787	4070	3961	3946	4608
13.846666666666666	1850	3251	6674	5963	4421	4150	4281	3796	3835	4276
13.9025	1850	3483	6824	6775	4460	4314	4150	3616	3769	4598
13.958333333333334	1833	3422	7053	6205	4164	4170	4216	4064	3665	4359
14.014166666666666	1849	3524	7320	6541	4207	3999	3903	3634	3723	4386
14.07	1830	3410	7450	6294	4198	4355	4007	3797	3913	4422
14.125833333333333	1829	3561	7019	6654	4292	4303	4183	4196	3596	4735
14.181666666666667	1847	3503	7395	6705	4586	4061	3852	3855	4067	4461
14.2375	1855	3601	7440	6804	4380	4405	4251	3809	3967	4706
14.293333333333333	1831	3635	7764	6949	4878	4431	4119	4029	3644	4452
14.349166666666667	1852	3516	7733	7044	4800	4365	4525	3905	3809	4936
14.405	1874	3518	7809	7362	4714	4444	4309	3745	3463	4463
14.460833333333333	1857	3544	8318	6969	4848	4317	3999	4158	3924	4578
14.516666666666667	1850	3696	8102	7188	4677	4383	4529	4061	3770	4864
14.5725	1883	3623	7816	6805	4987	4412	4447	4109	4130	4347
14.628333333333334	1817	3683	7965	7254	4281	4082	4020	4183	3972	4306
14.684166666666666	1822	3734	8065	7397	5132	4332	4262	3694	4044	5029
14.74	1869	3555	8596	7488	4764	4758	4291	3925	3729	4479
14.795833333333333	1859	3739	8197	7120	4733	4424	4408	3739	4107	4455
14.851666666666667	1846	3568	8403	7790	4647	4415	4314	3724	3708	4345
14.9075	1856	3632	8844	7599	4543	4315	4639	3928	4052	4519
14.963333333333333	1840	3908	8720	7846	4754	4188	4526	4004	4194	4881
15.019166666666667	1867	3763	9150	8391	5066	4194	4500	4367	3881	4885
15.075	1871	4011	9108	7861	4850	4739	4591	4085	3958	5101
15.130833333333333	1854	3796	9157	7986	4737	4607	4477	4232	4088	4767
15.186666666666667	1864	3842	9002	8559	5146	4584	4415	4051	3789	4412
15.2425	1849	3852	9318	8562	5201	4607	4647	4060	3885	4745
15.298333333333334	1842	3954	9624	8044	5397	4731	4479	4294	4221	4761
15.354166666666666	1830	4068	10180	8276	4974	4376	4297	4381	3748	4625
15.41	1848	4073	10122	8267	4868	4854	4441	4035	3846	4490
15.465833333333334	1858	4129	10302	8088	5168	5060	4844	3812	3752	4830
15.521666666666667	1867	4004	10030	9044	5055	4432	4236	3889	4142	4723
15.5775	1870	4130	10164	8812	5334	4087	4796	4304	3724	5324
15.633333333333333	1848	4013	10531	9516	4858	4777	4129	4384	4007	4835
15.689166666666667	1833	4077	10272	8777	5238	4803	4470	4145	4088	4839
15.745	1831	4051	10276	9508	5454	4524	4930	4350	4640	5013
15.800833333333333	1844	4167	10948	9336	5553	4844	4784	4465	4121	4908
15.856666666666667	1803	4081	10555	9256	5501	4647	4562	4237	3887	4873
15.9125	1849	4114	10738	9703	5059	4652	4279	4568	4161	4610
15.968333333333334	1845	4193	11155	9425	5540	4247	4658	4281	4686	4605
16.024166666666666	1839	4276	11169	9305	5401	4547	4693	4058	4129	4642
16.08	1826	4282	11386	9104	5646	4526	4634	4138	4108	4597
16.135833333333334	1837	4348	11391	9273	5729	5094	4411	4140	3949	4940
16.191666666666666	1858	4329	11199	9887	5572	4908	4736	4458	4141	4808
16.2475	1826	4353	12003	10317	5703	4745	4619	4103	4404	4886
16.303333333333335	1839	4348	11656	9727	5819	4895	4185	4430	4255	5375
16.359166666666667	1828	4267	11788	10542	5887	4917	4661	4430	4458	5371
16.415	1845	4462	11668	10079	5444	4978	5175	4321	4157	5599
16.470833333333335	1850	4472	11903	10429	5831	5221	4919	4335	4590	5014
16.526666666666667	1818	4581	12407	10170	5754	5427	4749	4478	4158	4312
16.5825	1845	4540	12444	10847	6211	5339	5271	4584	3985	4879
16.638333333333332	1835	4604	12163	10566	6026	4699	5142	4221	4777	5364
16.694166666666668	1860	4771	12341	10630	6547	5041	5137	4686	4533	4985
16.75	1843	4606	12679	11042	5908	5290	4593	4440	4809	5203
16.805833333333332	1830	4539	12713	10161	5521	4453	5237	4626	4077	5354
16.861666666666668	1834	4773	13252	10867	5843	4764	4816	4761	4412	4996
16.9175	1845	4793	13059	11033	5946	5004	5171	4710	4359	4890
16.973333333333333	1862	4868	13052	11431	6233	4858	4873	4463	4608	5363
17.029166666666665	1842	4836	13093	12230	6326	5259	4411	4499	4376	5383
17.085	1813	4942	13715	11881	6082	4784	5093	4348	4319	5623
17.140833333333333	1855	4812	13189	11566	6066	5238	4889	4757	4359	5434
17.196666666666665	1800	4939	13776	11615	6274	5072	4857	4421	4438	5536
17.2525	1858	5050	14077	11834	5880	4926	4839	4862	4155	5432
17.308333333333334	1854	5015	14006	12069	6578	5239	4574	4834	5007	5361
17.364166666666666	1845	5132	14146	12579	6792	5219	5185	4683	4210	5463
17.42	1860	5250	13950	11537	6937	5589	4889	4455	4604	5588
17.475833333333334	1859	5067	14480	12623	5888	4921	5181	4796	4747	5148
17.531666666666666	1832	5125	14262	12294	6781	5695	5486	4829	4617	5826
17.5875	1858	5176	14634	12528	6707	5164	4688	4755	4335	5409
17.643333333333334	1864	5318	14915	12511	7139	5126	4944	4699	4369	5694
17.699166666666667	1827	5277	15065	12745	6098	4995	4727	4679	4720	5602
17.755	1830	5497	15225	13932	6492	5640	5478	4566	4659	5047
17.810833333333335	1865	5548	15618	13167	7084	5331	4930	5015	4577	5716
17.866666666666667	1871	5394	15323	13540	6849	5434	4883	4672	4575	5344
17.9225	1828	5523	15679	13548	6801	5470	5379	4745	4707	5360
17.97833333333333	1825	5702	15308	13510	7106	5702	5533	4928	4727	5971
18.034166666666668	1835	5469	15730	13916	6641	5691	4965	4754	4600	5204
18.09	1868	5732	15578	14099	6505	5511	5553	4662	5074	5441
18.145833333333332	1829	5797	16327	13608	6786	4989	5057	4760	4808	5867
18.201666666666668	1855	5709	16308	14849	6799	5567	5023	4970	4576	5808
18.2575	1844	5663	16334	13691	6881	5045	5352	5004	4731	5590
18.313333333333333	1828	6025	16208	14427	7424	5335	5401	4875	4270	5371
18.36916666666667	1847	5948	16433	15014	6729	6144	5389	5334	4730	5439
18.425	1841	5914	16609	14365	7915	5285	5112	5197	4909	5805
18.480833333333333	1821	6099	17245	15081	7694	5291	5759	5161	4500	6428
18.536666666666665	1868	5845	17298	14572	7038	5407	5274	5129	4590	6830
18.5925	1838	5876	17565	15509	7387	5552	5713	5055	4887	6066
18.648333333333333	1874	5968	18137	14787	7527	5418	6228	5161	5256	6567
18.704166666666666	1882	6151	18132	15000	7412	5688	5451	5084	4768	5861
18.76	1842	6077	18139	16095	7169	5436	5480	4871	4968	6736
18.815833333333334	1842	6172	18451	16380	7474	5670	5170	5172	4890	5997
18.871666666666666	1837	6034	18656	16042	7678	5854	6015	5514	5065	6269
18.9275	1840	6200	18274	16640	7584	6078	5230	4545	4869	6745
18.983333333333334	1886	6185	19015	16462	7101	5560	5829	5224	5222	6629
19.039166666666667	1836	6322	18555	15272	8137	5868	5622	4949	5037	6220
19.095	1863	6441	18705	16938	7743	5785	5598	4536	4575	6262
19.150833333333335	1821	6318	19036	17084	8313	5066	5646	5323	4794	6129
19.206666666666667	1855	6441	18894	16530	8142	5725	5678	5033	4971	6812
19.2625	1839	6421	19107	18002	7778	5801	6032	5574	5197	6439
19.31833333333333	1818	6637	19196	17361	8436	6309	5885	5309	4948	6927
19.374166666666667	1830	6560	19901	17072	7463	5611	5878	4913	4489	6530
19.43	1859	6799	20021	18545	8063	6141	5560	5163	5247	6198
19.485833333333332	1830	6511	20064	17732	8214	5678	5926	4955	4799	6989
19.541666666666668	1861	6616	20105	18671	8581	6098	5691	5431	4931	6648
19.5975	1870	6706	20707	20335	8490	6211	6058	5618	4946	7148
19.653333333333332	1824	6782	20993	18179	8699	5727	5833	5536	5119	6034
19.70916666666667	1840	6787	21212	19206	8543	6836	5753	5498	4611	6951
19.765	1871	6909	21297	20161	8440	6274	5964	5061	4627	6632
19.820833333333333	1813	6691	21544	20013	8331	6570	5556	5491	5541	7278
19.876666666666665	1849	6732	21047	19692	8483	6171	6238	5474	5229	7019
19.9325	1813	6928	21793	19281	8248	6183	5945	5824	5247	7157
19.988333333333333	1851	7226	21533	19663	9058	6378	5812	5577	5247	6880
20.044166666666666	1822	7301	22416	19379	8129	6063	6552	5279	5298	7483
20.1	1838	7251	22047	19890	8866	5909	5989	5692	5116	7613
20.155833333333334	1859	7317	23404	19830	9555	6003	6365	5105	5461	6921
20.211666666666666	1862	7317	23010	19406	8668	5836	5601	5556	4984	7379
20.2675	1844	7506	23261	19667	9022	6199	6408	5825	5350	7079
20.323333333333334	1838	7431	22964	18908	8470	6361	6507	5459	5413	7786
20.379166666666666	1844	7573	23923	20132	8522	6726	6456	5494	5593	7802
20.435	1840	7635	23925	20665	8686	6269	6208	5636	5042	7435
20.490833333333335	1829	7573	23989	20157	9385	6447	6616	5505	5948	6561
20.546666666666667	1844	7686	23935	19971	10082	6124	6359	5188	5177	7513
20.6025	1841	7644	24424	20765	9731	6503	6504	5365	5654	7912
20.658333333333335	1814	7857	24406	21189	9489	5988	6140	6421	5505	7821
20.714166666666667	1823	7759	24862	21309	9365	6504	5873	5613	5667	8975
20.77	1813	7928	24940	21310	9649	6377	6594	5521	5159	8303
20.825833333333332	1833	7840	24254	20521	8729	7309	6543	5723	5262	7498
20.881666666666668	1804	7875	25619	21793	10000	7486	6638	6061	5886	6775
20.9375	1814	8011	25316	21826	9133	7408	6604	5808	5822	8243
20.993333333333332	1841	8011	25984	21630	10546	7297	6596	5432	5326	7420
21.049166666666668	1859	8177	25124	21619	9495	6522	5909	5409	5542	7947
21.105	1838	8298	25499	22110	9351	7072	6435	5580	5326	8234
21.160833333333333	1819	8361	25378	22714	11189	7018	6414	5854	5929	8425
21.216666666666665	1860	8269	25860	21936	10292	7476	6631	5925	5423	8523
21.2725	1836	8149	27595	23105	9197	6864	6599	5608	5000	8831
21.328333333333333	1871	8318	28039	22704	10420	6772	5687	5618	5609	8023
21.384166666666665	1812	8455	28455	22791	9688	7322	6693	6205	5692	8097
21.44	1854	8454	28079	24290	10132	6629	7064	5966	5296	9138
21.495833333333334	1830	8496	29216	23099	10170	6799	6968	6317	5828	8402
21.551666666666666	1853	8701	29007	23755	11108	7384	6836	6346	6375	8465
21.6075	1834	8715	28798	24016	10495	6879	6967	6225	6009	8482
21.663333333333334	1829	9088	28172	24020	11043	7096	6959	5530	5420	9086
21.719166666666666	1828	8774	29696	23777	10530	7501	6670	6198	5351	9069
21.775	1848	8818	29057	23387	11338	6975	7302	6439	5826	9026
21.830833333333334	1869	9044	29862	23823	10439	6913	7233	5930	5907	9248
21.886666666666667	1848	8948	30293	24334	11295	7974	7051	5962	5521	9489
21.9425	1820	9245	29668	25021	10946	7603	6136	6247	5499	9283
21.998333333333335	1839	8989	30218	26255	10984	7336	7495	6250	5800	9560
22.054166666666667	1858	9188	29356	25438	10416	7120	6909	6103	5805	9178
22.11	1861	9051	29930	25982	10764	7453	7364	6607	5923	9190
22.16583333333333	1816	9079	31095	25092	10570	7768	6807	5934	6136	8392
22.221666666666668	1819	9088	30566	26286	11305	7142	6772	5972	6008	9325
22.2775	1810	9119	31211	28006	10889	7376	6433	6367	6282	8886
22.333333333333332	1857	9141	30942	26480	11461	7508	6562	6100	5892	9595
22.389166666666668	1846	9314	32861	26084	11499	7335	7048	6469	6114	9527
22.445	1821	9376	31090	28023	11211	7919	7350	6566	6269	9255
22.500833333333333	1849	9489	31452	28228	10994	7782	6766	6399	6054	8438
22.55666666666667	1844	9560	31858	27783	11284	7773	7442	6533	6615	8782
22.6125	1871	9286	31730	25370	11405	7953	6978	6311	5569	9082
22.668333333333333	1832	9787	31500	26131	11660	7629	7402	6137	5987	9548
22.724166666666665	1788	9725	32117	27974	11875	7716	7370	6587	6596	9388
22.78	1853	9722	32268	27354	11546	7568	7773	7641	6450	9713
22.835833333333333	1823	9882	33042	27963	12431	8097	7405	6159	5609	10296
22.891666666666666	1840	9985	32469	27431	12135	8400	7421	6185	5994	9701
22.9475	1836	10162	34554	28027	11894	8246	7559	6905	6338	10978
23.003333333333334	1852	9897	34198	28512	12470	8259	7441	6832	6326	10279
23.059166666666666	1835	9979	33539	28167	12860	7902	7595	7371	6427	11278
23.115	1857	10159	34241	28344	12606	8045	7422	6497	6478	10427
23.170833333333334	1821	10370	33266	28789	12287	7663	6944	6599	6129	10600
23.226666666666667	1841	9947	34030	29048	12754	7588	7252	7169	5882	11644
23.2825	1830	10345	34239	30038	12572	7844	7391	6619	6301	11659
23.338333333333335	1851	10479	34377	28910	13101	7924	7779	6278	6046	11615
23.394166666666667	1843	10752	34723	28484	12376	8763	8285	6876	6476	11033
23.45	1817	10841	34694	27770	12857	8036	7993	6918	6270	11366
23.50583333333333	1828	11193	33575	28616	11573	7940	7964	6650	6342	11369
23.561666666666667	1816	10800	34511	30240	12864	8399	7970	6963	6882	12018
23.6175	1815	10839	34723	30314	14363	8226	7528	7083	6266	11833
23.673333333333332	1832	11153	34939	30032	13157	7795	7975	6133	6957	13013
23.729166666666668	1857	10837	35038	31024	13307	8893	7994	6613	6113	12382
23.785	1836	11000	34304	30172	14034	8065	7641	7201	6106	12887
23.840833333333332	1840	11292	34855	29653	13478	7841	8139	7035	6230	13205
23.89666666666667	1837	11060	35158	29740	13603	9037	7798	6619	6757	13821
23.9525	1867	11158	34873	29748	14120	8024	7917	7020	5859	13756
24.008333333333333	1905	11477	35026	30607	14303	8693	8103	6942	6825	14133
24.064166666666665	1810	11216	35278	30374	13798	8128	7615	7161	6906	13515
24.12	1830	11456	34242	29884	14161	9018	7336	7404	6948	14427
24.175833333333333	1847	11417	36170	30241	14225	7944	7537	6725	6590	14657
24.231666666666666	1852	11293	35847	30735	13884	8762	8638	6897	7129	14465
24.2875	1891	11806	37214	30660	13511	8495	8388	6433	6781	15276
24.343333333333334	1867	11571	35871	29806	13299	8871	8741	7488	6897	15964
24.399166666666666	1796	11894	37195	29468	14127	9319	8457	6989	7061	15511
24.455	1875	11660	37106	30005	14074	9000	7906	7348	6818	16345
24.510833333333334	1838	11410	37351	29921	13976	9521	7732	7082	7188	16871
24.566666666666666	1842	11455	38480	29427	13462	8118	8367	7278	7162	16266
24.6225	1848	11537	38742	31914	14592	9429	8458	7665	6880	17399
24.678333333333335	1826	12155	38343	29896	15539	8522	8692	7313	7508	18052
24.734166666666667	1831	12436	39304	30826	14635	8521	7817	6868	7577	18157
24.79	1860	12579	38925	31600	15239	9102	8803	8025	7239	18253
24.845833333333335	1862	12208	40087	34017	15169	9415	8459	6965	6621	18577
24.901666666666667	1839	12513	41516	33225	14786	8716	8683	6473	7017	18862
