Time	B01	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	B12	C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	D01	D02	D03	D04	D05	D06	D07	D08	D09	D10	D11	D12	E01	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	E12	F01	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	F12	G01	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11	G12
0.966667	79872	46285	30687	21516	18030	15729	15047	14938	14902	14149	14244	96985	77462	45403	29298	21774	17413	16306	15374	14518	15029	14754	13873	102385	75546	46849	30360	21753	17555	16125	15094	14705	14391	14792	14418	95820	75325	45649	29028	21630	17289	17468	14190	14702	15028	14292	14979	88260	73192	44555	29100	21749	17759	16011	15216	15704	14863	15185	14595	94910	71372	44554	28487	20982	17907	15420	15510	15178	14740	15303	15070	74118
0.983333	79662	46102	30488	21419	18231	16004	14823	14664	15124	13960	14129	93588	76270	45313	29944	21757	17547	16359	15178	15007	15269	14611	13975	108031	76299	47217	30554	21834	17473	15979	14979	14639	14625	14493	14513	93856	75183	44742	28932	21715	17518	17624	14044	14570	14590	14016	14899	86182	74107	44246	29461	22388	17851	16296	14832	15762	14749	15036	14781	93533	72117	44007	29316	21177	17934	15658	15579	14957	15013	14889	15155	74779
1.000000	78503	45629	30626	21486	18439	15531	15056	14679	14746	14293	14305	93815	76187	46025	29789	21921	17695	16169	15249	14573	15264	14593	14253	105675	75819	46862	31278	21904	18050	16234	15085	14568	14713	14862	14697	95495	75534	45312	29015	21277	17427	17562	14133	14764	14861	14199	14806	86508	74220	45316	29839	21781	18118	15728	15193	15688	15158	15101	14733	93110	71367	43639	29523	21129	17783	15468	15584	15380	15250	14977	15051	78924
1.016667	78867	45545	30450	21215	18256	16249	14954	14882	14738	14214	14425	94810	77065	46033	29438	21753	17645	16437	15353	14849	15195	14301	13782	106255	75597	46332	31009	22046	17787	16172	15130	14607	14775	14701	14638	92988	75354	44985	28881	21378	17784	17461	14301	14319	14660	14304	15187	90668	73156	44922	29462	21682	18381	15722	15068	15867	15108	15179	14657	96665	71984	44222	29209	21354	17990	15219	15386	15008	14911	15158	14968	79671
1.033333	79757	46012	31169	21519	18372	16233	14969	15008	14873	13936	14131	95261	76749	46021	29154	21991	17276	16303	15740	14603	15126	14587	13990	107440	76472	46155	30381	21851	17955	16272	15176	15005	14621	14705	14699	99275	75184	45118	29404	21387	17481	17908	14332	14524	15017	14152	14934	86704	73274	44537	29484	21616	18051	15560	15487	15568	14755	14804	14254	97151	72119	43777	29250	21298	17930	15196	15735	15032	14929	14969	15018	76880
1.050000	78749	45821	30885	21587	18118	15691	15028	14688	15393	14289	13865	93498	76824	45024	29447	21827	17759	16707	15339	14433	15314	14403	14067	103599	75840	46127	30466	21599	18102	16106	15214	14849	14928	14678	14823	93492	74822	45466	29738	21657	17613	17123	14185	14778	14702	14307	14962	90717	72923	45341	29555	21819	18087	15651	15291	15696	15129	15460	14439	95645	72368	43874	28659	20984	17739	15293	15578	15206	14908	15040	15025	77342
1.066667	79076	45500	30395	21729	18388	16398	15180	14923	14721	14436	14350	93607	76693	45440	29860	21855	17383	16619	15706	14594	14959	14599	14158	105998	76228	46670	30855	22035	18082	15960	15070	14276	14764	14768	14668	92415	75428	44643	29383	21349	17717	17765	14444	14682	14520	13926	14694	87788	73823	44513	29135	21913	17903	16090	15007	15393	15020	15216	14854	95852	71450	44444	29143	21054	18157	15555	15594	15499	14852	14970	15061	78597
1.083333	79212	45816	30220	21155	18655	15633	15056	15030	14997	13925	13776	93180	77214	45493	29578	21828	17482	16437	15249	15010	15171	14784	14106	105446	77363	46342	30853	22301	17870	15926	15099	14892	14196	14912	14616	91506	75060	45300	29575	21550	17846	17734	14021	14368	14917	14314	14825	85240	74063	44929	29945	21451	18053	16065	15307	15747	14953	14865	14857	95808	72434	43977	29405	20933	18003	15434	15585	14903	14859	14857	14722	72856
1.100000	79147	45369	31033	21663	18155	15757	15245	14544	14849	14166	14229	96372	76801	45880	29268	21623	17499	16356	15558	14577	15149	14800	14448	106164	76200	46305	30022	22168	17719	16101	15338	14747	14576	14676	14916	95812	75078	45558	29228	21576	17717	17535	14299	14412	14427	14424	15344	87629	73452	44491	29122	21742	18574	15893	15464	15586	14862	14988	14783	89727	71719	44156	29489	20925	18078	15616	15283	15258	14925	14946	14881	76588
1.116667	79925	44954	30624	21715	18639	16133	14803	14788	14430	14454	14183	92556	76744	45906	29043	21894	17478	16819	15354	14878	14976	14751	14076	105383	75805	47009	30108	21219	17607	16545	14692	14643	14980	14917	14577	95088	75727	45315	29434	21323	17681	17116	14282	14524	14896	14667	14681	86976	73501	44685	29342	22523	18286	15857	15330	16080	14875	15221	14467	99826	72588	43637	29734	21218	17955	15173	15616	15281	15167	14819	15115	74151
1.133333	79429	45552	30810	20857	18099	15931	15107	14823	15222	13906	14298	91698	76366	45604	29774	21986	17567	16639	15290	14355	15284	14630	13792	101639	76777	46679	30698	21765	17949	16208	15305	14693	14551	14425	14649	99302	75382	45612	29470	21454	17166	17916	14404	14545	14738	14670	14958	86876	73554	45090	29865	21929	18009	15898	15538	15777	14759	15387	14736	99703	72143	43523	29267	21608	18163	15573	15251	15426	14899	14695	14880	76143
1.150000	78805	46134	30733	21510	17675	15827	15222	14930	14804	13927	14132	90257	76948	44989	29290	21848	17746	16410	15565	14657	15360	14180	13939	105832	76759	46896	30548	21931	17835	15855	15017	14990	14843	14875	14932	93934	74454	45686	29253	21745	17580	17631	14277	14442	14705	14299	15079	88450	73813	45413	29198	21752	17834	15780	15187	15628	14960	15330	14766	96952	72164	44378	29257	20771	18191	15486	15526	14898	14864	14748	15097	79863
1.166667	78536	46045	30640	21206	18043	16168	15099	14712	14605	14392	14322	95802	77288	46321	29127	21697	17427	16582	15521	14762	14842	14641	14104	105270	76823	46247	30647	21514	17957	16042	15299	14597	14681	14678	14432	93200	75017	46049	29256	21466	17434	17446	14111	14464	14464	14498	14681	86419	73148	44555	29444	21815	18105	15944	15306	15839	15185	14951	14760	97746	72096	43014	29373	20853	18256	15534	15350	15095	14889	14819	14999	82080
1.183333	78987	45805	30577	21133	18072	15793	15318	15101	14702	13966	13919	94385	76633	44956	29591	21703	17563	16116	15731	14652	15287	14745	13989	102914	76261	46036	30610	21858	17396	15882	15038	14556	14386	14658	14427	93144	75050	45482	29094	21358	17491	17558	13919	14643	14667	14216	14660	85559	73230	45455	29625	21615	18032	15714	15151	15927	15067	15358	14681	97965	71560	43846	28865	21306	18203	15411	15420	15348	14962	15237	14676	78155
1.200000	78356	45933	30783	21339	18568	15973	15054	15119	15184	14012	13857	92684	77287	45234	29328	21318	17727	16436	15642	14711	15028	14623	13937	108495	75420	46583	30762	22027	17774	15874	15339	14812	14619	14753	14845	99093	74654	45101	29456	21704	17397	17570	13962	14540	14877	14143	14784	89035	73420	45252	29316	22057	17895	15759	14975	15732	14706	15051	14530	94816	71532	43583	29098	20913	18185	15606	15808	15086	14707	15042	14705	74058
1.216667	78822	45737	30619	21485	18350	15961	14823	15106	14898	13687	14128	92384	77205	45412	29844	21944	17469	16662	15602	14473	15426	14433	14102	104306	75988	46649	30695	21862	17618	16220	15099	14511	14675	14695	14802	92166	75005	45747	29025	21556	17344	17298	14457	14983	14525	14171	15021	88401	73294	44669	29628	21925	18348	15953	14971	16180	15075	15003	14677	101935	71311	43601	29272	21087	17563	15298	15459	15105	14813	14756	15092	76690
1.233333	78262	45877	30706	21300	18351	16002	15162	15114	14845	14483	14130	93279	76980	45466	29626	21404	17089	16645	15136	14430	15218	14705	13769	106444	76771	46889	30314	22162	17688	16032	14978	14660	14988	14706	14805	95605	74875	45229	29767	20833	17479	17509	14352	14815	14632	14170	15171	85978	74268	44785	29887	21895	18127	15700	15256	15879	15087	15243	15069	95732	71704	43581	28837	20788	18211	15338	15320	15544	14945	15174	14680	77168
1.250000	78334	46145	30423	20927	18260	15680	15305	14474	14882	14251	14351	91322	75947	45908	29293	21845	17332	16966	15338	14726	15361	14374	13880	107546	76147	45766	30457	22008	17845	16271	14811	14856	14861	14580	14705	94192	75471	45172	29311	21742	17672	17750	14372	14575	14678	14480	14470	84620	73770	45105	29330	21903	17607	15728	15432	16156	14700	15428	15214	94545	71817	43367	28880	21325	18282	15312	15511	15372	14792	15029	14755	78317
1.266667	79595	45733	30814	21540	17813	15838	15121	15205	15214	14030	13937	93091	76487	45156	29421	21687	17178	16479	15441	14719	14879	14627	13938	105528	75946	46556	30962	22152	17481	16129	15177	14793	14784	14676	14615	92864	74595	44666	29145	21729	17473	17299	14168	14568	14468	14315	15195	83461	73317	44645	29699	21826	17573	16008	15300	15887	15078	14988	14863	96789	72800	42806	29165	20818	17696	15802	15803	15090	15241	14672	15037	74399
1.283333	78524	45727	30776	21114	18449	15370	15061	14948	14635	14608	14149	94030	76735	45179	29221	21760	17066	16573	15619	14530	15196	14367	14178	104648	76498	46469	30609	21906	17765	15557	15364	14772	14518	14619	14982	94079	74368	45127	29264	21240	17380	17501	13991	14704	14874	14517	14782	87109	73954	44202	29743	21723	18129	15864	15503	15641	14744	15067	14409	98881	71791	43743	28874	20998	17933	15302	15593	15298	14767	15007	14929	76764
1.300000	79691	45893	30923	21775	18130	15630	15036	14297	14818	14456	14235	93873	76607	45466	29462	21948	18041	16481	15693	14920	15386	14446	14013	105506	76150	46688	31224	21667	17530	15923	14653	14459	14706	14879	14351	96988	75403	45003	29233	21609	17411	17270	14280	14799	14891	14272	14989	87174	74180	44066	29507	21870	17977	15897	15067	15494	14760	15167	14504	99013	71871	43097	29021	21060	18259	15720	15620	15056	14787	15065	15152	74645
1.316667	78967	46224	30878	21382	18751	16001	15033	14509	14959	14384	14285	93108	76339	46178	28858	21509	17442	16623	15438	15001	15289	14446	13908	105116	76448	45469	30268	21810	17759	15522	15446	14957	14627	14377	14561	93232	76050	45460	29113	21133	17616	17366	14152	14341	14914	14101	15028	87942	73995	44633	29198	21739	17831	15746	15247	15576	14473	14866	14697	98872	72172	43961	29678	21123	18038	15160	15551	14822	15047	14987	14881	75104
1.333333	78795	45278	31148	21695	18614	16230	14966	14459	14532	14400	14430	91570	76621	45603	29621	21431	17531	16464	15128	14773	15488	14397	14065	104221	76125	46545	30466	21704	17479	16431	14719	14415	14685	14682	14617	97611	75135	45278	29231	21879	17539	17529	14060	14277	14563	14405	14791	90103	73905	44471	29550	21778	17619	15994	15070	15773	14943	15226	14757	95901	72259	43804	29094	21201	17760	15207	15429	15307	14705	15127	14642	75216
1.350000	79070	45598	30645	21682	18801	15719	15058	14447	15064	14817	14141	91211	75940	45925	28668	21998	17488	16403	15547	14486	14799	14470	14324	105522	76632	46342	31024	21796	17513	16230	15209	14569	14839	14407	14828	92202	75095	45239	29392	21003	17232	17787	14345	14408	14368	14387	15040	86877	73673	44684	29320	21788	17874	15518	15253	16016	14861	15033	15032	92039	71963	44041	28772	20982	18387	15311	15647	15134	14924	14982	14771	77919
1.366667	79772	45601	30634	21142	18510	15910	14947	14582	14828	14614	14277	92005	77018	45747	29789	21800	17153	16923	15629	14723	15241	14665	13904	103836	76359	45941	30966	21776	17981	16039	15354	14758	14821	14621	14787	93537	75192	45687	29104	21390	17421	17342	14104	15182	14661	14566	14859	87531	73234	44550	29711	21496	17869	16181	14956	15881	15148	15319	14514	97359	71733	44191	29198	20827	18186	15691	15404	15105	15021	14603	14749	74582
1.383333	79290	46710	30450	21156	18504	16101	15371	14583	15118	14553	14194	95365	76289	45049	29169	21775	17702	16482	15645	14889	14948	14675	13880	105717	75737	46199	30641	21685	17922	15881	15421	15132	14533	14598	14740	95128	75334	44774	29034	20969	17730	17995	13960	14647	14415	14423	14727	84226	73535	44380	29126	22190	17927	15834	15136	15915	14930	15410	14749	97483	72807	43955	28684	21029	18503	15200	15567	15163	14955	15189	15410	77330
1.400000	78988	45821	31159	21303	18793	15818	15018	14641	15088	14482	14287	92954	76257	45877	29514	21593	17475	16576	15497	14572	15215	14282	14389	107927	75357	46474	30630	21847	17796	16207	15037	14720	14476	14642	14575	97374	77278	46055	29261	21579	17681	17565	14413	14499	14844	14228	14916	86391	72769	44283	28998	22109	18153	15839	15238	15829	15144	15146	14346	99465	72355	43544	28412	21451	17879	15430	15404	15262	14916	14819	14661	78420
1.416667	79602	46195	31210	21456	18377	15891	14991	14692	14721	15042	14207	94424	77239	45878	29253	21644	17566	16570	15907	14602	15089	14504	14028	101223	76448	46333	30443	21877	17636	15876	15419	14736	15000	14473	14892	93599	76472	44925	29901	21712	17623	17608	14187	14443	14797	14198	14846	83905	73901	44183	29391	21590	18091	15581	15000	15680	14742	15089	14550	97111	71928	43914	29003	21197	18247	15092	15062	15024	14821	14893	14676	80798
1.433333	79374	45936	31016	21667	18602	16434	14970	15166	14928	14758	14033	92099	77698	45456	29515	21789	17779	16585	15560	14528	15085	14262	14107	104865	75583	46256	30546	21772	17869	15900	15059	14961	14550	14384	14642	97860	75918	45184	28953	20954	17568	17515	13966	14982	14463	14234	14898	83485	74233	44418	29332	21746	17908	16075	15242	15718	14871	15090	14655	96215	72152	43884	29158	20907	18145	15481	15562	15128	14821	14749	14938	75596
1.450000	78960	46074	31181	21492	18428	16125	14957	14840	14992	15019	14159	92119	76446	45193	29718	21374	17455	16496	15510	14667	15112	14573	14164	103379	75976	46366	30689	21565	17576	15958	14838	14383	14684	14411	14619	94158	75832	44899	28946	21744	17388	17343	13947	14955	14437	14405	14962	86739	73851	44047	29235	21725	18325	16014	15484	15847	14904	15077	14221	97169	72197	43813	28747	21070	18011	15459	15584	15160	14789	14549	15075	77104
1.466667	79496	45581	30438	21355	18355	15909	15507	14991	14813	14522	13993	91327	76548	45425	29286	21857	17153	16572	15863	14706	15444	14634	13771	103328	75776	46502	30322	21923	17719	16029	15029	14600	14774	14398	14553	97483	75596	45800	29442	21577	17378	17580	14186	14812	14658	13850	14754	84874	72850	44971	29900	22217	18134	15724	15254	15511	14790	15338	14550	100634	72543	43580	29187	21110	17945	15162	15657	15227	15262	14660	14615	78118
1.483333	78530	45540	30545	21347	18203	15967	15122	15088	14828	14497	14413	94079	77002	45849	29125	21357	17126	16656	15784	14809	15288	14425	14113	102948	76582	46642	30432	21843	17374	16090	15254	14466	15130	14581	14582	96523	74741	45019	29526	21523	17506	17414	14017	14565	14329	14581	14857	87164	73374	44013	29636	22111	18002	15892	15424	16097	14987	14755	14660	94745	72236	43727	29365	21233	18068	15296	15310	15061	14714	14881	14714	80273
1.500000	78801	45487	30709	21305	18064	16540	14933	14958	14513	14758	14072	92096	76882	46035	29435	22039	18023	16563	15552	15012	15002	14656	14057	103080	76432	45838	30923	21723	17641	15920	14906	14545	14349	14640	14624	94092	75913	45093	29594	21329	17372	17796	14254	14665	14857	14332	14596	84606	73752	44719	29397	21677	18011	15849	15147	15974	14872	14935	14635	100036	71661	43664	29518	21136	17965	15177	15692	14972	14911	15105	15185	77046
1.516667	79130	46289	30741	20963	18380	16314	15163	15155	14284	14292	14109	94373	76507	45642	29589	21555	17381	16545	15304	14473	14848	14386	14438	103199	75171	45980	30561	21747	17629	16294	15090	14690	14951	14517	14723	89814	76587	45836	29169	21320	17501	17614	13829	14784	14968	14162	14813	89064	73457	45154	29375	21818	17918	15666	15366	15348	15020	15493	14267	93279	72292	43827	28991	20787	18207	15493	15414	15523	14806	14632	14912	78367
1.533333	79707	46124	30188	21499	18224	15775	15324	14920	14639	14301	14157	93649	77029	45418	29162	22058	17350	16497	15597	14843	14933	14664	14031	107036	76348	46428	30823	22217	17990	15667	15555	14779	14827	14162	14509	95228	76339	45857	29724	21310	17490	17335	14322	14486	14950	14256	14755	83294	74757	45084	29477	21584	18198	15951	15265	15660	14763	15565	14585	94786	71585	43446	29172	21725	18137	15383	15406	15257	14812	15006	14858	78757
1.550000	79328	46044	30880	21184	18586	15725	15354	15407	15230	14484	13819	92689	76585	45935	29635	21828	17498	16403	15377	14831	14962	14233	14179	105776	75743	46545	30298	21907	17501	15996	15031	14721	14374	14443	14711	91659	76578	45441	29445	21310	17411	17162	14274	14574	14372	14423	15006	83067	74097	44233	28958	22028	18098	15601	15297	15897	15094	15199	14894	95889	72183	43342	28589	21058	17923	15321	15541	15204	15200	14753	15091	80621
1.566667	78679	45285	30856	21469	18279	16109	15237	15400	14675	14634	13821	93535	76795	45232	29454	21834	17079	16731	15656	14649	15166	14610	14120	105110	75812	46079	30532	21761	17790	16042	15282	14486	14745	14502	14465	96308	75719	44931	28732	21464	17471	17805	13809	14524	14607	14383	15053	85369	74421	44564	29551	21820	18048	15757	15009	15421	15026	15575	14519	100535	71916	43609	29214	21408	18285	15300	15415	15002	14818	14813	15176	79541
1.583333	78645	45885	30768	21259	18636	15807	15211	14895	14523	14581	14039	93899	76495	45593	29154	21665	17322	16675	15567	14524	14878	14598	14374	104742	76979	46562	30611	21949	17945	16227	15110	14814	14864	14760	14842	95501	75578	45400	29603	21613	17576	17495	14005	14669	14714	14659	14986	84946	73848	44686	29434	21875	18062	15837	15247	15515	14888	15805	14649	95620	71925	43827	29113	21287	17747	15144	15579	15141	15145	14843	14792	76997
1.600000	79387	45670	31171	21369	18341	15916	14845	15068	14828	14646	13749	95111	77330	46058	29424	21868	17400	16865	15783	14568	14684	14425	14233	102266	75962	46065	30931	21854	18051	16153	15656	14531	14568	14657	14537	94677	75495	45712	29533	21700	17711	17486	14003	14423	15009	14102	15198	86778	73856	44321	30118	21773	18172	15420	15019	15644	14770	15464	14128	100741	71861	43854	29262	20836	17983	15507	15511	15077	14805	14868	14930	76829
1.616667	79229	46097	30746	21604	18357	16158	15204	15241	14825	14720	14094	94265	76621	45766	29611	21759	17197	16510	15439	14953	15146	14486	14243	105975	76195	46679	30251	21762	17421	15686	14854	14869	14580	14552	14746	94920	75274	45571	29369	21601	17478	17137	14268	14862	14664	14274	14564	83330	73947	44624	29596	21906	18068	15864	15215	15705	15080	15313	14463	93558	71868	43165	29159	20857	17812	15458	15581	15150	15009	14950	14966	78273
1.633333	78731	45464	30417	21397	18338	16149	14810	15407	14747	14521	13961	90687	76657	45709	29494	21567	17420	16281	15742	14350	14832	14330	14012	106939	76015	46114	30784	21741	17667	16086	15496	15019	14442	14365	14423	92675	75673	45795	29218	21446	17673	17775	14003	14438	14628	14500	15183	87101	74074	44511	29346	21937	18164	16092	15340	15732	14955	15157	14732	98322	71540	43692	28700	21494	18185	15479	15535	15191	14890	14783	14703	75459
1.650000	78287	45767	31045	21157	18085	15948	15227	15425	14906	14370	13809	92881	76564	45154	29672	21947	17482	16595	15536	14596	15171	14507	14371	104239	75917	46696	30990	21811	17455	16346	14915	14788	14783	14682	14741	96819	75343	45286	29545	21358	17759	17429	14426	14658	14437	14123	14658	86642	73075	44448	29643	21842	18358	15800	15263	15276	14791	14950	14465	99979	70826	43300	29221	21256	17671	15082	15355	15255	14860	15005	14834	75569
1.666667	78752	45354	30521	21120	18422	16459	15128	15718	14947	14376	14138	92945	77208	45460	29397	21239	17451	16868	15534	14788	15385	14294	14453	103807	76056	46174	30636	22082	17959	16056	15184	14649	14665	14324	14519	95252	75850	44963	29392	21526	17363	17351	14112	14434	14990	14545	14852	85463	73422	44414	29549	22480	18251	16015	15337	15630	14949	15143	14571	100346	72403	43029	28931	21539	17978	15648	15692	15109	14699	15155	14682	74049
1.683333	79232	46042	30448	21352	18631	16035	15031	15496	14846	14444	14183	94909	76769	45733	29306	21600	17177	16680	15427	14487	15093	14487	14347	107768	75896	46252	30950	21399	17996	16527	14977	14713	15002	14573	14702	94288	75778	44814	29193	20902	17223	17298	14402	14183	14583	14149	15027	85253	73975	44670	29919	21922	18120	15908	15024	15909	14795	15375	14516	96082	71884	43042	28802	21169	17834	15206	15510	15421	15225	14858	14260	77661
1.700000	78821	45574	30731	21919	18196	15889	15514	15268	14800	14411	14137	93806	76394	45812	29122	21528	17569	16863	15732	14477	14916	14481	14337	104795	76304	46136	30545	22350	17889	16121	14984	14718	14604	14324	14410	92724	76038	45094	28876	21367	17349	17817	14039	14812	14664	14491	15041	83501	73064	44791	29053	22034	18302	15577	14961	15010	15445	14733	14562	100909	71645	43458	29223	20994	18297	15356	15614	15076	14594	14660	14962	74786
1.716667	78737	45952	31214	21221	18380	15801	14960	15001	14273	14763	13916	91448	76616	46113	29384	22113	17337	16494	15467	14459	15505	14520	14373	103300	76329	46834	30813	21787	17447	15929	14713	14949	14561	14749	14528	95346	75601	45741	29783	21551	17387	17540	14201	14822	14997	14721	15092	84551	73761	44636	29337	22308	18030	15985	14956	15510	14915	15421	14540	95904	72013	43879	28921	20607	18081	15671	15685	15193	14738	15170	14871	71888
1.733333	79517	45447	30806	21206	18564	15873	15279	15096	14865	14282	14151	88767	77353	45833	29016	21305	17402	16585	15982	14640	15012	14153	14383	100689	76107	46201	30864	21949	17379	15868	15031	14650	14889	14129	15000	93816	75894	45492	29302	21556	17498	17516	14407	14637	14666	14224	14777	84500	73476	44717	29510	22066	17743	16022	15316	15835	15372	15295	14464	102113	71725	43148	29386	21321	17939	15269	15460	15218	15331	15045	14860	76218
1.750000	79292	45556	30542	21387	18086	15805	15424	15120	14718	14422	13967	93574	76242	45407	29460	21708	17384	16521	15378	14718	15150	14633	14196	104784	77023	46496	30707	22080	17821	16006	14915	14460	14363	14360	14663	94821	75723	45469	29165	21536	17202	17469	14334	14653	14142	14371	15174	87202	73298	44346	29474	22052	17972	15994	14901	15545	15168	15435	14539	98532	72517	43789	29002	21084	18175	15231	16005	15313	14636	14971	15049	75431
1.766667	78943	45175	31094	21410	18251	16128	14619	15169	14765	14371	14477	92256	77556	46329	29402	21645	17530	16450	15704	14656	15396	14610	14006	104807	76011	46067	30742	21732	18204	16124	15492	15071	14434	14388	14706	97982	75199	45526	29352	21351	17735	17266	14176	14699	14538	14523	14625	86914	73434	45064	29404	21802	18146	16002	15412	15532	14997	15213	14570	102092	72240	43789	28806	21061	18140	15475	15361	15315	14753	14889	14690	75797
1.783333	79247	45855	30538	21242	18346	16085	15335	14987	14971	14874	13993	95378	77528	45681	29664	21721	17905	16313	15596	14621	15490	14444	14161	103891	75221	46612	30518	22337	17584	16319	14986	14685	14803	14806	14658	94717	75772	45643	29670	21576	17653	17142	14063	14724	14497	14143	14637	84221	74166	44343	29158	21920	17743	16250	15455	15564	15051	15249	14899	96008	72094	43312	29326	20983	17978	15354	15515	15086	14850	15030	14699	76724
1.800000	79169	45199	30313	21399	18421	16223	15003	15226	14692	14724	14292	96161	76543	45582	29924	21985	17306	16681	15569	14218	15090	14404	14359	107034	75771	46423	30604	21706	17751	16090	15288	14643	14696	14227	14815	92853	75364	45507	29511	21422	18058	17417	14264	14532	14575	14404	14728	81313	73810	44838	29701	22346	18074	15583	15274	15853	14935	15040	14815	99028	72303	43516	29016	20856	18157	15141	15447	15303	14949	14807	14945	75196
1.816667	78681	45770	30763	21194	18124	15930	14832	15002	14820	14108	14339	93255	75625	45221	29591	21934	17489	16553	15706	14640	15362	14626	14379	106426	75279	46374	30573	22014	18221	16138	15176	14762	14607	14513	14437	93109	75346	45376	29947	21439	17513	17251	14035	14725	14384	14480	14854	88210	73358	45248	29821	22210	18146	15769	15170	15493	14959	14878	14472	94337	72531	42799	28492	20709	18298	15070	15745	15177	14832	14998	14571	78304
1.833333	79064	45782	30784	21431	18328	16163	15074	14816	14777	14643	13993	92462	76514	45611	29224	21605	17097	16531	15680	14755	15100	14278	14489	104196	75515	46391	30857	22051	17974	16232	15164	14878	14604	14582	14705	93726	75559	45610	29238	21390	17387	17987	14081	14645	14802	14588	14848	86434	74082	44510	29458	22202	17779	16093	15331	15482	14697	15139	14547	99017	71929	43591	28602	21061	17868	15493	15406	15383	14883	14721	14583	75410
1.850000	78798	45560	30535	21077	18350	16285	14922	15084	14761	14174	14288	92242	76645	45089	29532	21648	17272	16149	15783	14928	15195	14252	14139	107277	76112	46353	30936	21968	17841	15890	14679	14893	14806	14621	14327	97589	75983	45086	29579	21228	17171	16938	14548	14679	14897	14387	14828	86274	73757	44250	30057	22286	18034	15718	15305	15648	14911	15282	14448	91380	72286	43467	29158	21093	18031	15477	15393	15274	14735	15172	14895	79345
1.866667	78767	45766	30912	20862	18234	16289	14830	14922	14809	14604	14545	88559	76785	46059	29353	21722	17356	16935	15669	14819	15410	14403	14099	106325	76144	46042	30885	21708	17564	16066	15023	14521	14730	14319	14457	96136	75281	44904	28900	21599	17444	17473	14122	14269	14984	14045	15080	81479	73505	44780	29771	22074	18286	15814	14866	15603	14826	15247	14632	97642	71801	43174	29327	20523	17957	15145	15365	15505	14844	14958	14979	78511
1.883333	78806	46170	30689	21121	18548	15852	15165	14905	14861	14130	14127	92235	75931	45295	29045	21643	17445	16390	15677	14682	14891	14613	14270	107379	76446	46741	30780	21560	18060	16262	15219	14717	14408	14059	14881	96330	75471	45834	29576	21485	17385	17577	14419	14453	14988	14210	15150	83079	74107	43790	29251	22063	18180	16022	15127	15631	14822	15335	14673	97540	71292	43440	28519	21208	17920	15149	15311	15033	14950	14935	15213	76786
1.900000	78360	45764	30865	21484	18187	16092	15146	14858	14450	14082	14134	93268	75803	45445	29339	21050	17428	16656	15399	14507	15226	14284	14406	103180	76304	46838	30648	21984	17273	16257	15264	14301	14858	14637	14593	96236	75668	45366	29294	21567	17252	17532	13944	14724	14354	14560	15018	82328	72489	43971	29216	21915	18303	16134	15194	15713	14950	15346	14671	95679	72271	43641	29031	21250	18069	15505	15231	15062	14444	14781	14794	76546
1.916667	79403	45850	30596	21352	18300	16201	15109	14810	14938	14615	14548	94352	76467	45538	29285	22021	17150	16652	15290	14696	15317	14435	14361	106602	76430	46188	30520	21786	17578	15890	14987	14775	14518	14378	14499	95416	75493	45195	29297	21578	17571	17449	14471	14655	14766	14759	15053	86989	73434	44287	29504	22024	17846	15648	15048	15661	14942	15086	14528	94874	72845	43601	28874	21646	18183	15387	15012	15155	15045	14556	14895	80817
1.933333	78797	45521	30574	21285	18494	15709	14953	15109	14750	14558	14314	89344	77512	45145	28803	21354	17379	16595	15639	14483	15250	14564	14286	99538	75924	46113	30817	21712	17931	15503	15039	14756	14633	14388	14494	93825	75658	45959	29589	21398	17135	17245	14318	14634	15110	14541	14754	83247	73592	45190	29610	22103	18099	16155	15222	15641	15017	15589	14398	97457	71084	43840	28902	21648	17641	15422	15195	15109	14809	14561	15096	77765
1.950000	78223	45818	30724	20951	18284	16074	15056	14780	14838	14145	14316	91045	77251	45478	29331	21598	17650	16325	15467	14753	15411	14464	14603	104152	76604	47053	31065	21753	17433	15886	14842	14878	14433	14197	14684	96179	75573	45316	29355	21556	17540	17433	14154	14754	14846	14480	15101	87899	73645	44996	30049	21742	17910	15750	15193	15801	15121	15208	14465	95365	71937	43561	29602	21235	17542	15316	15553	15319	14889	14771	14737	79553
1.966667	78935	46194	30532	21484	18411	16017	15210	14801	14769	14306	14256	94557	76609	45757	29412	21264	17404	16361	15771	14772	15312	14639	14185	108823	75434	46219	30852	22100	17748	16134	14840	14542	14658	14659	14222	96664	75308	46016	29398	21379	17557	17691	13773	14450	14472	14130	14911	85521	73562	44856	29239	21859	17837	15731	15161	15921	15253	14886	14559	95661	71717	43557	29045	21035	18042	15253	15447	15163	14732	14732	14928	76556
1.983333	79052	45298	30872	21375	18576	15998	15065	15475	15055	14049	14213	91572	76814	45968	29577	22017	17447	16300	15582	14875	14968	14432	14249	100738	75900	46352	30319	21684	17703	15930	15481	14997	14657	14469	14863	95717	76217	45069	29320	21652	17484	17791	14361	14247	14682	14283	15049	82251	73746	44294	29800	22037	18063	15622	15251	15692	14674	15196	14034	97339	72345	43319	29355	20685	17984	15250	15632	14827	14868	14994	15038	76727
