Time	B01	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	B12	C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	D01	D02	D03	D04	D05	D06	D07	D08	D09	D10	D11	D12	E01	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	E12	F01	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	F12	G01	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11	G12
3.033333	78590	45839	31046	21037	18555	16565	15043	14211	14704	13858	14072	95360	75692	45555	29565	21723	17293	16445	15616	14960	15160	14222	14124	105741	76402	46413	30757	21671	17981	16148	15168	14944	14567	14600	14485	95114	75354	45160	29745	21029	17472	17606	14316	14852	14493	14124	14751	85366	73454	44574	29475	21713	17712	15705	14933	15715	15082	15214	14878	97548	71203	43898	29107	21279	18050	15211	15503	15083	14757	15040	14650	74081
3.050000	79639	45669	31047	21534	19137	16203	14977	14493	14769	14161	14125	95321	76663	45790	29236	21475	17419	16392	15575	14594	14928	14586	14042	103941	75498	46936	30578	21542	17607	15839	15381	14968	14900	14307	14560	93833	74648	45465	29381	21416	17385	17365	13890	14877	14351	14577	15217	86658	73678	44456	29726	21698	18467	15680	15136	15634	14822	15399	14479	96585	72238	43411	29676	20940	18380	15114	15436	14957	14835	14661	15031	74278
3.066667	79073	45712	30780	21180	19034	16146	15302	14348	14937	14092	14039	93862	76891	45897	29289	21847	17404	16795	15543	14456	15276	14324	14025	106300	76114	46388	30779	21626	17692	15840	15066	14695	14716	14515	14830	95530	75221	44597	29274	21152	17274	17603	14146	14426	14436	14149	14870	80258	74008	44616	29204	21923	18098	15345	14935	15536	14980	15151	14635	97819	72657	43389	29688	21319	17942	15303	15487	15147	14560	14888	14687	75712
3.083333	79024	45852	30573	21223	18813	16469	15243	14554	14499	14362	13982	93153	76835	45945	29534	21551	17253	16784	15474	14337	15529	14391	13852	105204	75270	46869	31165	21884	17613	15751	15074	14635	14623	14104	14427	95819	74582	45420	29089	21130	17318	17594	14205	14590	14616	14233	14794	83069	73745	45193	29572	22300	18157	16200	15350	15814	15122	15009	14427	104162	72219	43707	28989	21030	18054	15265	15563	14970	14816	14833	14753	71510
3.100000	78864	46024	30947	21399	19254	15913	15113	14417	14641	14295	13967	92813	76604	46136	29441	21408	17219	16701	15417	14616	15025	14454	14391	102257	76211	46814	30730	22180	17775	16219	15110	14675	14762	14613	14886	93968	75156	45692	29203	21021	17592	17734	13773	14881	14638	14325	14662	84402	73888	45501	29707	22129	18405	15984	15211	15725	14908	15364	14882	101936	71870	43785	29237	21061	18277	15247	15609	15086	14982	14963	15075	78724
3.116667	79715	46079	30274	21432	18979	16480	14766	14433	14807	14441	13936	95272	76794	45618	29316	21569	17273	16336	15559	14263	15459	14236	13707	106248	76889	46652	31054	21727	18216	16297	15330	14505	14811	14660	14712	98141	74584	45173	29477	20822	17689	17446	13962	14804	14428	14587	14814	85444	72799	45041	29539	22098	18069	15448	14822	15504	14371	15102	14698	96275	72173	43693	28704	21574	18137	15422	15217	15202	14635	14667	14894	72041
3.133333	79293	46270	30897	21201	19140	16104	14994	14559	14713	14423	14124	98373	77328	45961	29373	21734	17350	16570	15479	14923	15035	14004	14244	105636	75932	46680	30683	21566	17635	16039	14972	14784	14501	14340	14389	94281	75150	44753	29297	21188	17375	17807	13967	14471	14769	14470	14799	87815	72990	45300	29644	21785	17880	15835	15338	15886	14899	15479	14554	96743	72059	43509	29404	21209	18309	15103	15550	15065	14624	15115	14822	74075
3.150000	78607	45986	30914	20727	18504	16373	15039	14744	14931	14103	14092	94190	76921	45653	29485	22243	17627	16691	15783	14777	15069	14486	14032	101943	75650	46467	30667	21757	17950	16072	14732	14761	14594	14595	14383	95711	75117	45228	28312	21394	17510	17433	14278	14581	14701	14249	15013	83915	73507	44368	29448	21638	18054	15837	15361	15879	14694	15148	14408	99302	72824	43839	29516	20841	18233	15205	15323	15135	14901	14910	14681	74035
3.166667	79173	46428	30834	21249	19308	16159	15198	14175	14972	14224	14004	94025	77231	45926	29330	21724	17370	16639	15536	15044	15148	14390	14221	106972	76121	46702	30889	22024	17720	16234	14890	14733	14903	14473	14596	95702	74214	44840	28786	21225	17232	17467	14136	14860	14789	14395	15101	83677	74551	45468	29413	21911	17681	15830	15426	15813	14691	15337	14612	100090	72077	43437	29408	21433	17673	14875	15188	15274	14788	14702	14803	74437
3.183333	79088	45647	31359	21120	18710	16047	14861	14660	14888	14185	14341	97048	77001	45505	29105	21584	17528	16505	15541	14592	15394	14321	13999	102107	75750	46529	30576	21953	17632	15899	15517	14928	14596	14518	14361	97918	75286	44618	29420	21146	17529	17361	14139	14376	14355	14620	15111	83506	73499	44475	29337	22031	18156	16080	15535	15786	14905	15478	14578	100404	71453	43881	29113	21272	17829	15472	15287	15318	14687	14884	14919	72655
3.200000	79442	45978	31160	21384	19248	16269	14963	14550	15145	14378	13771	92868	76755	46326	29552	21315	17415	16952	15803	14774	15354	14236	13942	104694	75754	46640	31101	21665	17619	15876	15149	15261	14892	14420	14530	96201	74713	44979	29605	21121	17423	17420	14249	14405	14663	14483	15120	84172	73769	44709	29454	22278	17954	15686	15315	15624	15011	15600	14310	96400	71781	43632	29532	21462	18147	15340	15148	15228	14668	14703	14574	72358
3.216667	78669	45853	31030	21110	18591	16499	15102	14595	15200	14121	14347	90034	76917	45955	29323	21703	17447	16852	15786	14766	15526	14466	14091	103250	76086	45808	30433	21595	17411	16113	14835	15240	14919	14410	14521	95753	74011	45073	29044	21423	17374	17301	13821	14651	14647	14184	14721	82183	72941	45039	30379	21840	18299	16083	15240	15658	15080	15558	14705	101804	72450	43434	29427	20743	18122	15141	15311	15031	14572	14888	14933	72660
3.233333	79549	46098	31032	21202	18609	16022	15225	14702	15408	14037	14213	97310	76988	46167	29437	21709	17101	17102	15338	14602	15479	14143	13906	103331	75005	47164	31002	21479	17518	16189	14661	14754	14490	14623	14336	96629	74591	45247	29021	21466	17783	17275	14021	14858	14462	14534	14883	82659	73459	45234	29567	22181	18251	15695	15023	15418	14932	15322	14332	97743	71747	42751	28781	20845	17965	15367	15655	15298	14650	14662	14906	75026
3.250000	78485	45549	31042	21398	18843	16020	14957	14622	15165	13909	14497	92652	76272	45045	29250	21636	17111	16659	15645	14687	15414	14313	13862	103174	75741	46939	30658	21929	17831	15817	15444	14759	14898	14389	14686	93496	75429	45269	29789	21145	17519	17397	13841	14702	14560	14460	14750	84249	73566	44881	28918	21664	17886	15651	14866	15549	15098	15176	14421	98619	72518	43926	29465	21124	18085	15317	15482	14930	14977	14888	14617	74476
3.266667	79473	46092	30664	21335	19128	16228	14648	14648	15452	13732	13978	91949	77034	45906	29849	21871	17511	17121	15993	14879	15327	14462	14300	105401	75553	46755	30954	21792	17151	15832	14905	14711	14808	14747	14728	95213	74939	45000	29465	21662	17447	17220	13825	14705	14860	14502	14824	82625	74244	44395	29318	22066	18390	15424	15172	15980	14630	14906	14402	96703	71713	44379	29172	21345	18362	15486	15554	15059	14712	14750	14830	76139
3.283333	79113	45174	31048	21536	18905	16105	15265	14627	15576	14161	13873	92213	77158	46003	29452	21385	17121	16904	15803	14560	15451	14558	14024	105002	75793	46485	30610	22080	17283	16165	15036	14976	14461	14136	14509	92162	75181	45062	29153	21708	17291	17710	13986	14714	14635	13938	14819	86141	74431	44839	29702	21701	18383	15762	14925	15239	14884	15571	14649	102235	71772	43582	29303	20725	17907	15103	15208	15198	15185	14923	14730	75306
3.300000	78560	45292	30811	21177	18861	16185	15064	14582	15614	14079	14305	93492	76164	46416	29394	21332	17670	16802	15625	14650	15587	14204	14026	107534	76703	46955	30684	21667	17256	16339	15101	14881	14948	14206	14449	94030	74255	45133	29144	21375	17913	17258	14080	14785	14313	14335	14933	83708	73456	45150	29439	21679	18169	15568	15037	15613	14923	15274	14552	100481	72079	44089	28991	21212	18075	15609	15377	15282	14871	14866	14700	75543
3.316667	78538	45989	30802	21571	18951	15668	14997	14694	15259	14036	13958	93281	76691	45520	29305	21360	17388	16968	15712	14538	15262	14357	14172	104828	76559	46704	30852	21667	17538	16062	15316	14517	14596	14467	14485	95021	74008	45394	29295	20873	17341	17601	14179	14888	14514	14257	14695	82093	74113	44252	29453	21885	17864	15849	14814	15525	14782	15228	14871	95891	72481	43536	29343	20808	17838	15566	15328	15058	15047	14773	14838	72839
3.333333	79743	46016	30568	21390	18810	15977	15138	14524	15132	14416	13896	96288	76592	45821	29629	21905	17088	16750	15600	14428	15302	14510	14060	102258	76229	46835	30725	22065	17548	16010	14932	15042	14892	14540	14483	97655	75291	45571	28804	21358	17250	17312	14135	14699	14301	14427	14624	81579	73948	45138	29393	21880	17723	15345	15061	15742	14801	15009	14477	95895	71789	43675	29166	21340	18018	15570	15494	15032	14679	14733	14818	76200
3.350000	78784	44837	30230	21229	18827	16310	15074	14484	15117	14315	14120	95736	76820	45880	29224	21500	17053	16463	15704	14488	15257	14570	14096	110294	75716	46212	30889	22321	17949	15975	14812	14972	14744	14694	14431	97111	74532	45324	29799	20869	17623	17309	13795	14467	14492	14143	14663	83162	73422	44365	29711	21700	18181	15621	15078	15977	15081	15207	14398	102199	72159	43202	28850	21097	18003	15399	15441	15090	14981	14973	14635	73394
3.366667	78905	45350	30646	21246	19006	16069	15085	14375	15267	13992	13980	93830	77115	46246	30064	21539	17076	16474	15347	14386	15196	14276	14067	104813	76479	46285	30313	21647	17803	16022	15184	14670	14499	14580	14817	95293	75667	45201	29317	21189	17482	17231	13963	14631	14668	14707	14895	82266	73814	44602	29996	21889	18394	15801	15000	15847	14877	14921	14375	99012	72590	44124	29159	21497	18079	15427	15605	15052	14884	15008	14723	73780
3.383333	79436	45946	30994	21263	18746	15977	15429	14441	15185	14177	14109	89759	75962	45666	29263	21523	17404	16916	15609	14272	15275	14335	14067	105734	76281	46717	30712	21830	18430	15926	15140	15032	14319	14433	14548	93320	74968	44645	29470	21595	17387	17468	14348	14455	14568	14241	14617	80998	73736	44482	29661	22176	17985	15901	15563	15521	14821	15347	14564	100167	72607	43090	28996	21422	17978	15080	15473	15274	14851	14484	14651	75267
3.400000	79228	46008	30904	21282	18675	16209	14981	14439	15128	14041	14306	95410	76299	45790	29375	21617	17274	16807	15400	14652	15233	14594	14160	107212	76193	46232	30572	22343	18012	16116	14886	14892	14901	14235	14279	95241	74474	45355	29520	21274	17609	17272	14061	14596	14746	14106	14613	81924	73412	45144	29590	22114	17999	15794	15541	15618	14744	15344	14391	101430	71694	43592	28632	21151	18373	15539	15195	14911	14616	14873	14948	77453
3.416667	78901	46298	30479	21194	19271	16041	15179	14344	15248	13906	14339	93058	76376	46436	29295	21289	17540	16646	15539	14620	15299	14452	14069	102334	75581	46451	30879	21730	17948	15895	14871	15008	15167	14245	14022	93891	74860	45009	28899	21724	17374	17832	14002	14345	14477	14477	14736	81279	74522	44861	29430	21222	18137	15639	14831	15547	14800	15353	14613	100453	72070	43688	29142	21271	18105	15257	15450	15225	15073	15249	14671	74533
3.433333	79248	45526	30742	21743	19134	16092	15374	14870	15632	14073	13996	96336	76680	45973	29274	21445	17493	16907	15486	14389	15007	14680	13994	106709	75176	46073	30942	21389	17972	15866	14886	14721	14693	14285	14294	96121	75290	45402	29340	21449	17604	17694	14197	14540	14405	15033	15302	82991	74204	45084	29529	21739	18156	16099	15394	15500	14921	15537	14776	99415	71455	43718	29081	21364	18157	15347	15689	15170	14897	15035	14690	73722
3.450000	78532	45650	30762	21445	18799	15843	14945	14584	14853	14156	13992	94514	76384	45952	28872	21252	17346	16885	16061	14506	15128	14214	14363	104480	75451	46572	30889	22233	18166	15945	14801	14627	14798	14827	14323	95282	74073	45280	29526	20636	17181	17618	14188	14778	14519	14096	14731	86098	73529	44528	29673	21641	17896	15813	15183	16077	14733	15085	14477	102528	71987	44003	29549	21681	18056	15358	15241	14775	14835	14662	14682	75122
3.466667	78556	45421	30411	20829	18931	16250	15125	14529	15055	14004	14396	91202	77160	45719	29128	21628	17427	16304	15356	14322	15174	14214	14004	105745	76002	46373	30835	22184	18564	16123	15079	14841	14775	14173	14654	96575	75887	44963	29475	20984	17460	17190	14040	14609	14594	14652	15242	85181	74057	45298	29729	21769	18489	16000	15076	15738	14807	15089	14248	101554	72253	43573	28839	21325	18365	15431	15871	15272	14387	14872	15028	72073
3.483333	79242	45796	30807	21457	19003	16201	15198	14274	15066	13991	14100	92400	77414	46321	29644	21781	17412	16680	15748	14715	15133	14384	14141	105076	75546	46391	30667	21777	18022	16354	14980	14875	14535	14522	14447	97326	74866	44464	29202	21213	17506	17884	14282	14446	14081	14353	14662	84132	72898	45206	29405	21608	18150	15443	14988	15753	14888	15022	14673	99566	72126	43434	29143	20914	18289	15333	15511	14874	14832	14881	14625	73607
3.500000	78782	45798	30919	20843	18541	16061	14655	14598	15298	14138	14328	98104	75335	45745	29106	21627	17797	17187	15840	14648	15130	14469	14269	103609	76766	46718	30673	21713	18251	16153	14672	14848	14833	14388	14626	96556	75568	45259	29509	21347	17307	17554	13816	14352	14218	14168	14530	81986	73943	44848	29516	21736	17936	15811	14812	16057	14988	15375	14175	101354	71786	43752	29201	21427	18223	15399	15041	14966	14841	14857	15077	75270
3.516667	78833	45271	30723	21560	18910	15850	14773	14798	14952	14251	13954	94944	76439	45751	28813	21544	17265	16478	15590	14452	15071	14434	14170	102784	76248	46689	31149	21936	17980	16335	14857	14586	14712	14666	14457	98956	75267	44980	29746	21169	17416	17499	14086	14464	14536	14343	14675	83191	74115	44448	29066	21600	18081	15702	15030	15964	14671	15015	14473	101821	71760	43592	28867	21301	18305	14963	15227	15036	14494	14522	14576	75201
3.533333	78686	45170	30898	21011	19063	16173	15045	14640	14918	14348	14031	97214	75816	46088	29195	21774	17385	16871	15607	14674	15110	14476	13925	104139	75830	45900	30673	21407	18248	15972	15077	14439	14611	14514	14662	95758	74898	45519	28778	20904	17519	17494	14175	14233	14289	14483	14770	84774	74242	45525	29379	22176	18374	15979	14983	15508	15042	14931	14501	99103	71562	43525	29495	21096	18208	15410	15307	15161	15052	15083	14578	78605
3.550000	78426	45133	30993	21352	18951	16321	14833	14612	15071	14071	14286	97226	76129	45908	29261	21662	17267	16687	15917	14730	15414	14215	13907	101186	75048	47147	30672	21857	18156	15615	14548	14777	14886	14238	14428	95551	75577	44780	29161	21351	17025	17591	14385	14583	14576	14049	14784	86158	74402	44884	29923	21467	18601	16295	15410	15959	14741	15308	14510	103440	72248	43250	28936	20964	18367	15396	15485	15253	14975	14623	14912	71734
3.566667	79314	46085	30720	21545	18769	16619	14926	14547	14904	14244	14122	94301	76453	45598	28716	21536	17435	16107	15657	14460	15036	14594	14211	105293	76497	46100	30334	21795	18300	15668	15094	14659	14573	14750	14025	95834	75488	44717	29273	21443	17212	17580	14307	14683	14615	14371	14942	84139	73665	44427	29636	21941	18215	15837	15394	15789	14340	14998	14331	100920	72655	43826	29359	21010	18024	15325	15671	15340	14591	14728	14877	73014
3.583333	79543	45449	31134	20949	18935	16221	14865	14462	14863	13972	14235	91661	77702	45450	29455	21498	17357	16631	15661	14653	15458	14359	14176	103290	76447	46173	30991	21804	18112	16017	14754	14856	14944	14552	14669	97595	75051	44630	29416	20754	17414	17729	14080	14645	14599	14304	14821	82926	74692	44724	29318	22049	18344	16072	14992	15986	14672	14951	14144	105281	71903	43748	29316	21323	18281	15037	15771	15255	14895	14777	14991	71594
3.600000	78870	45870	30828	21365	18741	16267	15288	14878	14928	14309	13930	94069	76976	46378	29412	21616	17485	16519	15276	14467	15192	14125	13801	105910	76246	46682	31019	21808	18021	15862	15113	14591	14445	14309	14427	93763	75864	45140	29160	21276	17518	17486	13977	14567	14169	14288	14563	82505	73748	45074	29451	22174	18118	15666	15229	16047	14409	15091	14458	99373	72010	43640	28712	20865	18084	15198	15471	15457	14900	14899	14538	76325
3.616667	78083	45640	31039	21536	19050	16349	15347	14548	15100	14118	14357	95733	76209	46115	28967	21684	17458	16620	15476	14690	15508	14499	14119	103849	76050	46122	30646	21799	18164	16563	14990	14914	14715	14587	14106	93091	74696	45080	28946	21372	17263	17553	14132	14233	14646	14315	14814	81979	73060	45271	29708	22278	18539	16047	15484	15807	14844	15088	14568	101013	71640	43430	28532	21324	18174	14975	15257	14840	14867	14698	14799	78839
3.633333	78768	46281	30916	21512	19240	16207	15234	14780	15131	14083	14303	95579	76232	46488	29050	21530	16916	16608	15631	14557	14820	14290	13949	104360	76335	46741	30503	22542	18029	15795	14531	14853	14786	14246	14718	97612	74937	45689	29550	21185	17472	17361	14064	14492	14674	14196	14923	83599	73116	43647	29835	21798	18301	15654	15176	15944	14730	15090	14543	97412	72086	43552	29085	20697	17981	15588	15442	15062	14656	14601	14822	78271
3.650000	79484	45348	30613	21581	18587	15879	15112	14538	15124	13866	13983	95090	76724	46285	28896	21559	17192	16734	15766	14659	15140	14423	13681	104998	75401	47116	30899	22212	18399	15905	15276	14762	14784	14450	14522	94700	75653	45107	28872	21403	17584	17586	13959	14449	14368	14146	14793	83768	73388	44249	29534	22289	18209	15187	15090	15781	14836	15284	14439	100402	71730	43317	29262	20951	18316	15296	15640	15280	14508	14768	14861	70528
3.666667	79668	45158	30718	21417	18740	16070	15184	14654	15031	14098	13782	96424	76250	45543	29539	21945	17205	16610	15885	14642	15331	14611	14397	103993	75929	46911	31125	21959	18130	16003	14917	14886	14758	14536	14372	94263	74796	45420	29635	21924	17681	17252	14191	14595	14562	14308	14644	82980	73319	44244	29665	21696	18275	15671	15367	15715	14768	15164	14461	96461	72056	43970	28964	21091	18573	15303	15576	14915	14615	14922	14760	72167
3.683333	78995	45957	30406	21576	18978	15986	14858	14667	15096	13930	14107	95033	76322	45775	29159	21415	17348	16771	15791	14730	15338	14403	14010	105857	76345	46790	30772	21942	18300	16139	14779	14756	14739	14359	14522	95814	74772	45214	29368	21411	17850	17355	14095	14278	14842	14383	14890	81638	73808	43939	29711	21981	18291	16000	15345	15922	14901	15252	14604	97581	72273	43207	29049	21299	17689	15165	15879	15234	14801	14605	14748	74526
3.700000	78650	46014	30695	21399	18731	16190	15018	14471	14901	14212	13922	97058	77138	46092	29660	21773	17319	16690	15938	14493	15260	14285	14112	106143	76107	45837	31294	21872	18040	16217	14924	14830	14861	14060	14278	96696	74235	45477	29102	21268	17627	17759	13658	14640	14329	14384	14934	80340	73818	44382	29515	21852	18120	15867	15702	15711	14922	15524	14232	97907	71970	44267	29154	21587	18253	15429	15442	15266	14622	14711	14646	78199
3.716667	78225	45431	31036	21011	18783	16221	15019	14462	15045	14368	14362	91619	76570	45835	29065	21422	17214	16644	15738	14560	14932	14458	14057	105134	75445	46308	31400	22026	18163	16038	15258	14809	14904	14027	14407	95871	75636	44807	29314	21494	17422	17685	13952	14479	14806	14355	14858	80916	73698	44145	29632	21986	18189	16010	15100	15667	14653	15004	14554	100167	72527	43798	29212	20945	18387	15273	15015	15232	14611	14811	14714	73870
3.733333	78744	46365	31338	21321	18654	16143	15378	14527	14754	14375	14076	94969	76630	46538	29154	21209	17117	17239	15776	14675	15215	14350	14029	102787	76803	46263	30636	22094	17913	15985	14690	14477	14346	14582	14511	96690	74399	44774	29347	20668	17275	17295	14450	14630	14903	14335	14667	82745	73824	44704	29369	22243	18014	16406	15042	15936	14871	15188	14437	96888	70987	44104	28503	21308	18269	15435	15679	15113	14790	14741	14623	74644
3.750000	79250	46318	30728	21099	18463	15893	14941	14535	15021	13949	14185	94689	75496	46416	29541	21704	17168	16970	15459	14559	15291	14509	14001	107278	75694	46827	31361	21813	18144	16067	14733	15227	14752	14456	14417	93859	75393	44871	29392	21239	17578	17322	14132	14541	14454	14356	14813	83120	74979	44725	29323	21539	18282	15782	14884	15533	14660	15060	14295	97791	71994	44462	29038	20991	18310	15422	15445	14912	14848	14295	14994	76134
3.766667	79345	46462	31195	21231	18723	16063	14977	14843	15020	13923	14159	94298	77647	46336	29158	21965	17968	16781	15502	14608	15025	14764	13821	102874	76946	46530	31113	22376	17758	16045	15089	14622	14792	14655	14690	96185	74507	45089	29353	20999	17441	17872	14079	14733	14715	14630	14731	84566	74517	44433	29588	21714	18008	15788	15142	15717	14509	15082	14541	96932	72985	43300	28819	21605	18284	15229	15531	15062	14639	15136	14438	75812
3.783333	79040	46059	31402	21271	18672	16284	15261	14509	14916	13809	13985	98242	77457	45889	29496	21491	17415	16607	15623	14438	15257	14012	14060	109228	76782	46771	30172	22044	17784	16240	14708	14857	14911	14556	14207	98754	74273	45164	29161	20901	17345	17589	14043	14633	14802	14583	14849	82982	73614	44415	29967	22411	18063	15635	15049	15755	14762	15349	14240	96128	72672	43791	28870	21472	18162	15089	15606	15012	14922	15161	15249	77601
3.800000	79435	45706	30812	21447	18947	16017	14851	15053	15006	14099	14184	94982	76379	45808	29403	21692	17099	17022	15393	14806	15100	14226	13886	104167	76023	46621	30899	22076	17639	16143	15300	14653	14615	14447	14286	96669	74101	44942	28882	20753	17361	17571	14254	14614	14646	14328	15178	81427	73822	44762	29159	21841	18189	15773	15046	15437	14741	15513	14599	94002	72254	43418	29096	20793	18098	15225	15782	15266	14331	14540	15138	74415
3.816667	78731	45485	30630	21650	18704	16404	15065	14641	14739	14241	13813	93876	77325	46092	29629	21676	17594	16835	15833	14852	15077	14085	14217	102992	75816	46466	30948	22161	17783	16052	15038	14810	14574	14637	14577	95177	74848	45653	29343	21610	17503	17555	14036	14644	14478	14357	14821	83196	73377	44226	29526	22365	18110	15962	15262	15511	14791	15316	14555	101852	72747	43164	29026	21324	18241	15196	15416	15395	14952	14972	14783	71868
3.833333	79300	46623	31157	21005	18740	16358	14991	14693	15057	14008	13894	95558	76643	45648	29451	21615	17766	16805	15571	14212	15067	14720	13981	105755	76055	47014	30349	21597	17965	15884	15050	14459	14781	14724	14361	96595	74923	45199	29728	21382	17369	17367	13941	14304	14514	14314	14898	84392	74172	44682	29317	21796	18279	15948	15037	15605	15088	15284	14482	97422	72285	43159	29349	21332	18447	15545	15472	15177	14919	14881	14831	76464
3.850000	79285	45247	30784	21229	18972	16459	15183	14178	15132	14665	14102	94518	76760	46073	28931	21356	17654	16545	15752	14793	15146	14429	13860	109092	76289	46350	30477	22228	17655	15610	14863	14509	14753	14218	14961	97341	74479	45799	28730	21220	17415	17472	14142	14598	14475	14424	14467	84043	74215	44741	29215	21814	18521	16044	15204	15785	14868	15132	14308	101498	72421	44160	29141	21175	17980	15292	15225	15410	14500	14900	15082	75604
3.866667	78787	46134	30409	21269	19143	16447	15073	14864	14686	14402	14062	95307	76738	45997	29519	21534	17228	16793	15816	14803	15254	14579	13499	105201	75996	46949	30800	22127	17832	15728	15162	14930	14715	14788	14357	93989	74200	45569	29546	21252	17384	17498	14186	14634	14655	14329	14667	79478	74156	44644	29825	21956	18237	15588	15123	15539	14918	15260	14529	94868	72705	43559	28973	21394	17785	14930	15236	14859	14775	14611	14939	73381
3.883333	78975	46063	30992	21864	18785	16184	15034	14898	15158	13934	13982	94881	76937	46215	29143	21204	17157	16468	15947	14721	15016	14566	14047	104008	76331	47018	31021	22007	17684	15927	15262	15016	14488	14517	14657	96223	74944	45040	29357	21144	17069	17281	13933	14329	14866	14239	14707	82525	74514	44534	29309	21902	18524	15568	15203	15392	14916	15032	14593	101782	72481	43549	29262	21077	18350	15207	15458	15288	14820	14636	14874	78468
3.900000	79348	46092	30846	21634	18521	16074	15419	14404	15000	13746	14110	95872	77831	45723	29193	21768	17600	17028	15761	14584	15040	14266	14076	104384	76308	46784	30904	21790	17698	15914	15060	14945	14633	14375	14392	94009	74181	44280	29269	21188	17500	17134	14031	14630	14805	14131	14669	82238	74599	43964	29804	22238	18007	16001	14997	15645	14287	15270	14447	95793	72535	44506	28399	21096	18125	15280	15636	15119	14659	14992	14832	80791
3.916667	79377	45804	30725	21121	19094	16407	15371	14886	14876	14463	13732	92543	76835	46057	28718	21852	17340	16817	15450	14506	15281	14312	13424	103491	76864	46477	30804	22154	18164	15954	15038	14769	14488	14579	14551	97978	73920	45104	29464	21190	17598	17635	14418	14506	14615	14164	14816	82538	73479	44361	29657	21604	18622	15421	15004	15714	14652	15100	14539	100760	71883	43447	29387	21305	18279	15242	15610	14958	14967	14874	14634	73406
3.933333	79225	46170	30670	21076	18334	16082	15129	14617	14864	14166	13906	94221	76096	46062	28928	21588	17232	16941	15681	14844	15382	14577	14198	104022	76536	46641	31009	21093	17845	15972	14712	14870	14517	14543	14570	96452	75254	44778	29449	20900	17675	17586	13664	14616	14885	14200	14709	81211	74295	44406	29533	22002	18275	15950	15077	15677	14789	15485	14396	96488	72432	43885	29059	21031	18110	15417	15764	15199	14632	14971	14989	74436
3.950000	78675	44857	30927	21203	19010	16359	15028	14953	14800	14244	14355	94811	76339	46368	29454	21376	17633	16794	15577	14622	15439	14154	14195	102725	76135	46409	30949	21728	17813	16552	14648	14818	14416	14137	14606	97464	75020	45123	29757	21283	17573	17872	14110	15016	14813	14283	15132	81136	73351	44649	29492	21752	18262	15874	14987	15633	14806	15330	14335	98586	72327	43716	29694	21221	18444	15178	15336	15116	14892	15070	14917	75133
3.966667	79268	45622	30686	21418	19226	16356	14832	14264	14830	13954	14378	97639	77579	46417	29487	21914	17320	16437	15921	14296	15367	14267	14115	105725	76730	45969	30932	21668	17913	16005	14855	14591	14662	14347	14095	95603	74849	45455	29204	21327	17540	17420	14062	14624	14470	14360	14884	81850	74166	44649	29428	21610	18095	15839	14791	15531	14897	15103	14295	103494	72543	43709	29402	21238	18140	14715	15740	15101	14694	14957	14773	78385
3.983333	80216	45756	30842	21399	18783	16128	15050	14487	14806	14286	14158	97337	76033	45987	28819	21769	17249	16495	15679	14918	15520	14583	13931	103821	76406	46512	31126	22284	17954	16251	14720	14756	14837	14511	14506	96225	75868	44409	29140	21490	17411	17260	14047	14672	14412	14378	14698	82535	74179	44832	29750	21785	17896	15783	15028	15586	14986	15490	14445	98871	71950	44237	29008	21000	18278	15632	15483	15209	14849	15276	14998	75261
4.000000	79481	45801	31161	21371	18582	16188	15360	14270	14856	14171	13935	96610	76504	45930	28969	21719	17381	16773	15856	14699	15324	14642	14311	104585	76068	46138	30875	22448	17911	15980	14981	14686	14683	14606	14855	94520	75874	44955	29169	21598	17374	17207	14296	14674	14209	14304	15041	85121	73714	45012	29243	21735	18270	16020	15083	15341	14985	15282	14739	98806	72596	43748	29649	21261	18240	15045	15457	14926	14364	14777	14701	76045
4.016667	79382	45471	30513	21393	18878	16337	15271	14346	14572	14309	13971	96468	76695	46027	28828	21491	17659	16660	15668	14791	15399	14350	14068	102031	76389	46571	30822	21899	17854	16112	15072	15022	14811	13994	14454	98395	74814	45721	29721	21159	17537	17740	13977	14647	14369	14074	14792	81329	74332	44186	29223	22102	18210	15766	14965	15538	14563	15786	14280	101225	71658	43426	29214	20973	18076	15113	15515	15382	14944	14966	14708	71879
4.033333	79090	45811	31334	21055	18773	16432	15101	14654	14797	14087	13993	94525	76738	45575	29181	21620	17976	16745	15642	14372	14873	14378	14010	106331	77247	46728	30648	21987	18057	16055	14966	15063	14555	14272	14642	93558	74576	45238	29304	20960	17900	17641	14135	14903	14686	14158	14841	83696	73245	44754	29613	22083	18004	15814	15078	15668	14731	15088	14423	99431	72326	44052	28833	21175	17779	15330	15510	14833	14801	14768	14449	76999
4.050000	78870	45648	30940	21397	18604	16137	14826	14714	14580	14321	14262	94359	76993	45463	28774	21167	17806	16353	15710	14606	15525	14591	14140	106073	76428	46336	30899	21977	17588	16091	14928	15013	14791	14471	14356	94840	74791	44663	29293	21209	17417	17521	13984	14398	14363	14301	15028	80755	73829	45164	30073	21642	18214	15534	15163	15360	14781	14757	14469	104648	71923	44204	29200	21203	18308	15158	15410	15286	14746	14511	14962	78644
