Time	A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12	B01	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	B12	C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	D01	D02	D03	D04	D05	D06	D07	D08	D09	D10	D11	D12	E01	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	E12	F01	F02	F03
1.100000	18055	17108	20592	20050	21728	21801	32187	32701	32857	38480	42760	38867	37615	37183	36811	36540	36944	38717	38917	38010	32265	35480	36341	35396	35905	37071	37993	29594	29053	29529	39358	37752	39785	40552	37837	30761	24163	39546	40605	41148	35495	39507	29319	30579	30360	35798	41669	41380	37352	38283	38128	39899	37588	38936	40472	40680	41123	29299	30118	28419	31340	31872	34100
1.116667	18307	17323	20549	20188	21875	22080	32494	33116	33652	38904	42922	39449	37460	37736	36952	36677	36788	38900	38509	38345	32658	35310	36889	35336	35982	36766	37836	29504	28894	29583	39716	38223	40197	40441	38100	30708	24350	39512	40725	41265	35566	39351	29356	30226	30381	37129	42005	41667	36911	38171	38558	40107	38319	39060	40384	39988	40808	29667	29768	28065	31323	31790	33942
1.133333	18228	17736	20860	20988	22474	22686	33362	33335	33803	39733	43248	39692	37784	37425	36889	36884	37393	38947	38669	38152	32860	35504	36338	35432	36181	36602	37528	29189	29068	29664	40036	38132	40525	40678	38309	30979	24549	39436	40735	41343	35793	38915	29170	30334	30360	37775	42864	41904	37561	38380	38304	39519	38345	38964	40145	40013	41232	29467	29679	28404	31364	31366	33724
1.150000	18464	17903	21160	21071	22771	22838	34011	34140	34567	39889	43937	40424	37588	38263	36987	36732	37686	39177	38840	38324	32988	35500	36230	35299	36017	36948	37146	29431	28564	29035	39763	38663	40176	40976	38800	30844	24311	39319	40671	40810	36120	39650	29512	29910	30606	37564	43210	41884	37767	38234	38273	40018	38616	38920	40360	40304	41372	29112	29480	28182	31736	31420	33578
1.166667	18337	18152	21512	21120	22933	23028	33836	34688	34855	40186	43888	40385	37785	37580	37156	37062	38086	39061	38744	38867	33038	35451	36840	35184	36132	36772	37262	29255	28541	29748	39999	38714	41042	41026	39317	30988	24167	39474	40503	41016	35792	39027	29655	29811	30389	39025	44116	41920	37451	38520	38464	40042	38856	39144	40848	40515	41090	29456	29836	28193	31225	31316	33872
1.183333	19053	18306	21525	21734	23148	23441	34736	34678	35013	40709	44567	40124	37511	37696	36922	37010	37380	38887	38744	38752	33696	35536	36465	35140	36023	36409	37103	29469	28712	29383	40025	39012	40660	41376	39556	30900	24073	39433	40447	40689	35458	39064	29372	29892	30578	39194	44264	41540	37472	38112	38650	40143	38929	39225	40252	39887	41485	29080	29661	27908	31092	31054	34119
1.200000	19405	19027	22503	22123	23492	23713	35166	35627	35658	41143	44735	41066	38175	37664	37068	36830	37959	38548	38736	38727	33951	35519	37361	35412	35895	36312	37839	29133	28824	29375	40021	39287	41364	41573	39844	31217	24526	39264	40508	40968	35471	39025	29183	30381	30665	40039	44949	42320	37458	38484	38624	40115	38404	38587	40592	39522	40940	29161	29682	27973	31271	31076	33920
1.216667	19364	18973	22412	22524	23825	24450	35568	35425	35801	41089	44548	41304	38051	37294	36863	37543	37836	38832	38591	38728	33356	35420	37020	35377	35684	36676	37156	29266	28423	29195	40583	39704	40976	40945	39688	30900	24349	39248	40096	41137	35832	39213	29184	30107	30332	39960	45417	42472	38022	38434	38872	40146	38505	38704	40494	40095	41004	29461	29661	28040	31283	31180	33295
1.233333	19540	19108	22922	22746	24232	24574	35780	36218	36180	41837	45212	41420	37789	37882	37322	37281	38260	39177	39383	38828	33268	35743	36293	35273	35521	36483	37440	29560	28716	29412	40715	39792	41517	41586	40437	31572	24811	39692	40364	40666	35370	39752	29365	30172	30388	40575	45520	42153	37866	39063	38474	40332	38981	38401	40529	39832	41352	29263	29224	27693	31211	30881	33010
1.250000	19849	19328	22903	23005	24492	25259	35727	35634	36497	42201	44810	41792	37877	37510	37715	37532	37930	38436	38804	38820	33788	35423	36524	35539	35791	36388	37737	29423	28352	29656	40236	39832	41044	41107	40449	31325	24794	39172	40376	41285	35344	38848	29235	30119	30116	41196	46556	42328	37192	38171	38917	40509	39344	38272	40035	40105	40974	29324	29577	27828	31065	31260	33456
1.266667	19888	19668	23142	23442	25206	25314	36652	36336	36652	41981	45624	41776	37737	38140	37343	37028	37378	38831	38863	38928	33621	35475	36900	35458	36004	36378	37215	29208	28648	29376	40232	40047	41305	41693	40944	31198	24347	39659	40740	40995	35332	38676	29394	30320	30355	41347	47033	42803	37755	38368	38480	40381	38570	38686	40153	39897	40939	29221	29567	27820	31016	30742	33750
1.283333	20186	19947	23815	23868	25172	25430	37316	37029	37156	42216	45767	42140	37846	37712	37064	37277	37819	39033	38755	38740	33748	35114	36429	34849	35637	36740	37147	28804	28419	29249	40336	40508	41113	41668	40672	31170	24486	39489	40436	40835	35866	38956	28985	30241	30119	42164	47252	42319	38465	38196	38796	40076	38180	39076	40446	39677	41311	29190	29292	28269	31324	30519	33747
1.300000	20176	20048	24124	24345	25766	26088	37487	37479	37240	42476	45900	42172	38572	38225	37012	36838	38407	38572	38845	38840	33883	35683	36551	34960	35452	36708	37248	28801	28251	29413	40233	40726	41390	41501	41352	31864	24289	39664	40619	40748	35234	39454	28840	29943	29840	41684	47317	42648	37768	38907	38874	40429	38706	38994	40154	40068	41254	29247	29471	27736	31298	30706	33368
1.316667	20695	20493	24390	24419	26092	26109	37528	37951	37564	42348	45915	42601	38271	37469	37064	37329	38012	38493	38791	38857	33726	35280	36352	34922	35439	36493	37563	29168	28100	29652	40154	40796	41753	41644	41067	31560	24389	39565	40452	41176	35180	39178	28543	29641	30011	42734	47536	43006	37673	38188	38324	40011	38703	38812	39958	39937	41228	29093	29445	27716	30994	31082	33631
1.333333	21049	20503	24809	24572	26332	26691	38193	37868	37936	43069	47116	42639	37776	37601	37434	37396	37928	38568	38936	38455	34612	35408	36919	35228	35773	36481	37465	29088	28452	29015	39823	41051	41491	41785	41427	31464	24507	39400	40342	41138	35886	38998	28985	29663	30025	42790	48109	43255	38013	38138	38600	40512	38752	39444	40243	40142	40933	29184	29136	28088	31024	30799	33272
1.350000	21586	21228	24916	24812	27137	27196	37848	38391	38330	43559	46456	42851	38168	37904	37194	36964	37945	38576	38635	38828	34174	35527	36899	35299	35688	36534	37332	28566	28205	29059	40210	41462	40984	41788	41892	31722	24080	39456	40262	40303	35704	39224	28911	29501	29945	42926	48032	42975	37874	38564	38674	40053	38796	38468	39872	39520	41116	29188	29657	28113	31160	30708	33836
1.366667	21684	21355	25397	25258	27224	27456	38423	38502	38417	43552	46840	43584	38253	37657	37260	36892	37731	38670	38472	38938	34200	35371	36491	35407	35821	36419	37237	28713	28359	29261	40001	41196	41276	42155	41660	31085	24284	39637	40749	40448	35814	38872	29190	30028	29758	43878	48760	42536	37653	38053	38734	40505	38587	38237	40607	39360	41022	29300	29028	27641	31010	31071	33604
1.383333	22148	21877	25920	25303	27660	27497	39129	39288	38728	43841	47106	43487	38352	37213	37391	36896	38363	38880	38585	38922	34260	35082	36485	34960	35648	36052	37793	29006	28026	28864	40217	40575	40850	41884	42050	31620	24222	39916	40013	40356	35941	38856	28893	29966	29741	44284	48984	43284	37984	38068	38432	40444	38664	38256	39799	39820	41056	29107	29310	27820	30960	30737	33490
1.400000	22284	22136	26284	25824	28016	28038	39239	39192	39121	44247	46472	43304	37968	37769	37471	37408	38058	38814	38900	38888	34004	35092	36929	34946	35116	36849	36537	28980	28288	29066	40223	41292	41592	41370	41925	31723	24191	39544	40712	40888	35870	38943	28970	29661	30226	44072	48919	43156	37809	38317	38417	39851	38867	37919	39898	39392	40825	28979	29212	27973	30840	30820	33597
1.416667	22716	22117	26304	25880	28012	27659	39349	39049	39300	44152	47570	43824	38004	37408	36977	36568	37544	38343	38634	38626	34117	35245	36579	35082	35510	36278	37431	28825	28032	29059	40733	41404	41268	41982	42590	31436	24484	39572	40144	40872	35196	39397	28648	29163	29878	44178	49872	43123	37683	38145	38720	39568	38346	38280	40055	39676	40465	28890	29122	27460	30687	30899	33428
1.433333	23053	22495	26721	26392	28520	28413	39959	39743	39168	44284	47549	43799	38208	37464	36563	37385	37724	38311	38565	38736	34212	35228	37199	35012	35628	36411	37358	28860	28320	28970	40555	41251	40873	41858	42046	31252	24100	39304	40517	40024	35484	38664	28639	29481	29717	45248	48872	42652	37859	38396	38471	39901	38349	37876	40053	38990	40384	28911	29172	27701	30939	30756	32998
1.450000	23400	23132	27199	27082	28447	28698	39955	40024	39256	44353	48021	44087	38114	37555	37181	37188	37545	38585	38792	38411	33695	34893	35874	34994	35634	36344	37261	28501	28176	29143	40493	40520	40799	41795	42736	31491	24839	39424	40247	40457	35323	38858	28862	29448	29602	44919	49567	42924	38219	38058	39124	39894	38308	38509	40028	39198	41034	28632	29000	27460	31191	31092	33916
1.466667	23486	23338	27600	27244	29201	29139	40166	39852	40113	44416	47362	43576	37785	38066	36992	37280	37892	38598	38627	38524	33823	35210	36664	34891	35740	36165	37046	28487	28287	28745	40000	41500	41421	41259	42740	31542	24318	39465	40358	40104	35298	39396	28459	29767	30008	45449	49692	43021	37911	37613	38530	40213	38688	38424	40124	39352	40855	28737	29209	27582	31119	30544	33388
1.483333	24015	23116	27721	27022	29407	28917	40165	40201	40022	44765	48338	44091	38269	37428	37148	37124	37868	37891	38308	38172	33502	35279	36644	35258	35438	36482	37086	28857	27918	28777	40044	41421	40696	41932	42109	31250	24505	39566	40287	40200	35461	39253	28574	29411	29319	45046	50252	42962	37603	37852	38696	40191	38323	38316	40053	38835	41012	28721	29148	27534	31080	30416	33170
1.500000	24397	23876	27960	27593	29637	29839	40484	40288	40355	44683	48192	44773	38011	37800	37144	37240	37874	37992	38571	38699	33876	34944	36448	34968	35153	36312	36791	28812	27818	29005	39593	41252	41409	41396	42216	31344	24395	39577	40868	40548	34977	38990	28466	29536	29570	45366	50190	43044	38118	37695	38368	39826	38621	37785	39594	39102	40400	28731	29085	27468	31477	30641	33037
1.516667	24348	23913	28524	28319	30010	29989	40788	40584	40103	44839	48061	44560	37943	37244	36751	37448	38151	38307	38155	38478	33996	34965	36357	34608	35040	36456	36904	28574	27816	29167	40132	40712	41144	41196	42994	31224	24203	39399	40696	40252	34748	38432	28796	30022	29885	45885	50469	42991	37672	38439	38832	39746	38066	37940	39760	39231	40588	28583	29180	27682	31305	30204	33496
1.533333	24868	24568	28892	28087	30499	30180	41311	41076	40257	44644	47851	44228	37836	37346	37252	37388	37579	37924	38518	38275	33810	35104	36224	34834	35938	35848	36753	28691	28064	29131	39840	41258	40762	41388	42859	31580	24724	39168	40188	40438	35020	38833	28904	29696	29826	45749	51276	42469	38027	38521	38392	39791	38645	38392	39712	39022	40433	28679	29360	27908	31424	30379	33388
1.550000	25122	25000	28907	28479	30748	30497	41248	40752	40529	44912	48272	44371	37936	38069	36928	36706	37847	38108	38726	38127	33740	34276	36511	34740	35550	36392	36794	28749	28121	28369	40240	40958	40987	40964	42829	31286	23812	39555	40320	39703	34984	38946	28785	29518	29992	46346	50688	42853	38308	38100	38992	39908	38440	37691	39889	39488	40748	29134	29188	27671	30968	30095	33012
1.566667	25067	24830	29566	28609	30948	30557	41577	41220	40624	44675	47841	45219	37860	37862	36928	37082	37492	38223	38542	38296	33462	35164	36552	35054	34994	35998	37395	28240	28109	28323	40197	41164	41166	41302	42628	31341	24607	39396	40561	40345	34714	38740	28502	29248	29545	47035	50561	42524	37534	38152	38666	40131	38156	37877	39912	39368	40264	28869	29038	27675	30709	30360	33247
1.583333	25507	25219	30207	28936	31197	30946	41674	41376	40873	44597	48612	44344	37728	37239	36963	37001	37116	37767	38708	38325	34224	34918	36696	34635	35569	35754	36943	28432	27880	28835	39929	41280	41086	41084	43332	31129	24336	39317	40088	40064	34452	38811	29092	29491	29347	46306	51036	42500	37637	37776	38528	39555	38134	38199	39540	39303	40400	28698	29211	27428	30723	30468	33688
1.600000	26056	25755	30004	29713	31094	31212	41449	41281	41096	45074	48765	44990	37630	37634	37153	36820	36887	38799	38194	38476	33708	35303	36752	34890	35306	36199	37235	28360	28240	28471	39436	41072	40832	41095	42826	31580	24452	39732	39892	39766	34766	38403	28571	29524	29730	46493	50598	42508	37181	37856	38891	39495	38208	37774	39585	39182	40962	29131	29130	27507	31087	30288	33298
1.616667	26139	26095	30708	29507	31552	31311	42024	41096	41363	45142	48486	45199	37888	37785	37431	37220	37554	37965	38419	38318	33732	35064	36609	35006	35176	35540	37304	28433	27919	28780	39781	40962	40588	41099	43164	31104	24378	39448	39744	40279	34303	38686	28603	29340	29312	46876	50442	42856	37763	37792	38717	39212	38536	38220	39581	39562	40358	28820	29003	27277	30995	30082	32952
1.633333	26275	26329	30707	29736	31955	31665	42496	41290	41032	44762	48747	45197	37968	37471	37275	36814	36884	38186	38594	38534	33335	34742	36648	34736	35325	35841	37730	28461	28064	28708	39080	40891	41238	40556	42237	31112	24216	39365	40533	39930	34526	38371	28542	29870	29459	46819	51630	42428	37246	37878	38594	39497	38332	37435	39294	39125	40813	28628	29204	27531	30746	30045	33380
1.650000	26524	26588	31039	30312	32355	31938	42356	42023	41534	45985	48435	44460	37838	37756	37568	36700	37039	38066	37951	38567	33960	34830	36388	34566	35126	35623	37087	28299	27908	28644	39744	40886	41002	40632	43409	31397	24308	39052	40788	40035	34579	38791	28616	29555	29564	47558	50832	42787	37968	38180	38041	39348	38259	38104	40093	39062	40697	28636	29171	27283	30904	30006	32846
1.666667	26933	26750	31169	30725	32325	32116	42319	41364	41793	45888	48964	45316	37556	37905	37088	36780	36932	37919	38197	38013	33427	34519	36425	34584	35578	36048	37482	28162	27828	28752	39092	41058	40646	40720	43072	31611	23988	39244	41184	40320	34517	38738	28458	29891	29368	47375	51210	42292	37895	37909	38024	39446	38539	37594	39238	39442	40662	28649	28592	27822	30902	30244	33148
1.683333	26791	27236	31402	30650	32973	32330	42560	41835	41748	45688	48449	45567	37386	37480	37513	36664	36907	37940	37676	38186	33798	34556	36751	34510	35343	35971	37639	28340	28037	28475	39375	40692	40980	40320	42820	31087	24325	39423	40660	40328	34517	38588	28516	29262	29386	47077	50752	42321	37964	37723	39031	39744	38603	37904	39555	39020	40537	28262	28823	27400	30833	30180	33334
1.700000	27038	27702	32032	31216	32947	32774	42460	42285	41882	45921	48904	45082	37059	38197	37180	36473	36815	38073	38110	38353	33738	34586	36468	34700	35217	35846	36694	28452	28049	28440	39379	40931	40653	40295	43075	31096	24016	39027	40353	40006	34211	38732	28245	29631	29571	47313	51000	42507	37073	38408	37940	39342	38444	37969	39177	38775	40579	28825	28597	27227	30862	30264	33376
1.716667	27010	27598	32126	31058	32938	32584	42745	41825	42116	45366	48774	45154	36587	37769	37461	36366	37252	37940	38028	38467	33568	34700	35808	34096	35278	36561	37092	28399	27906	28510	39470	40804	40635	39738	43034	31581	24111	39240	40489	39729	34559	38566	28524	28978	29173	47406	50832	42386	37947	38149	38182	39070	38441	37124	39255	38782	40871	28529	28880	27332	30767	30069	33165
1.733333	28005	28132	32374	31147	33341	33333	43099	42236	41896	46050	49064	45479	36908	37690	36881	36366	36981	38174	38127	38235	33421	34708	36311	34368	35480	35708	37137	28310	27493	28493	39404	40578	40449	39859	42450	31212	23884	39349	40209	40129	34354	39239	28560	29400	29528	47668	50947	41977	37728	38209	38706	39082	38784	38228	39856	38569	40278	28568	28707	27224	31087	29914	33504
1.750000	28191	28534	32948	31326	33495	33116	43172	42532	42428	45909	48871	45129	37437	37793	37354	36529	36721	37980	38244	38035	33533	34588	36497	34188	35567	35588	37125	28588	27647	28912	39294	41140	40688	40230	42896	31131	24202	39201	40469	39996	34286	38621	28248	29212	28936	47807	51222	42444	37540	38209	38204	39614	38361	38369	38940	39159	40188	28303	28660	27474	30832	29744	33331
1.766667	28353	28720	32905	31990	33517	33561	42980	42724	42259	46078	48521	45308	37942	37712	37376	36152	36778	37800	38036	38434	33384	34982	36536	34500	34935	35419	37456	28505	27581	28642	38936	40441	40403	39930	42836	31510	24522	39265	40586	40053	34409	38802	28362	29200	29172	48472	51354	42344	37400	37758	38304	39676	39085	37968	39690	38804	40227	28332	28822	27225	30980	29392	33233
1.783333	28386	29440	33436	32194	33896	33661	43493	42254	42728	46361	48666	45296	37474	37117	37108	36211	36296	37176	38359	37888	33207	34450	35948	34747	35239	35991	36921	28368	27935	28765	39107	40242	40105	40208	42827	31409	24144	39200	39996	39920	34267	38772	28126	29341	29376	48413	51108	42319	37376	37516	38249	39116	38838	37698	39638	39197	40112	28227	28546	27531	30529	29852	33264
1.800000	28092	29197	33804	32300	34225	34037	44028	43441	43013	46162	49447	46248	37717	37608	37200	36297	36276	38292	38510	37856	33051	35030	36203	35028	35304	36151	37165	28351	27633	28210	38503	40710	40431	40532	42882	31326	24053	39632	40490	40107	34148	38534	28477	29071	29447	47773	50984	42595	37273	37880	38512	39533	38676	37963	39608	38880	40208	28705	28968	26944	30928	29906	33014
1.816667	28574	29791	34078	32705	34064	34558	43850	43702	42517	46745	49241	45601	38368	37444	37846	36464	36016	38188	38221	38209	32754	35035	36498	34888	35352	35494	37055	28456	27825	28312	38860	40739	40456	40268	43192	31513	24112	39330	40424	40397	33924	39122	28523	29076	29352	48553	51045	42290	37528	38304	38367	39410	38652	37592	39548	38884	40170	28400	28919	26974	30772	30182	32955
1.833333	28579	29943	34153	32912	34866	34399	44176	43032	42818	46704	49133	45568	37436	37524	37308	35724	36128	38680	38352	37995	33236	34660	35999	35004	35347	35777	37714	28098	27627	28352	38516	40852	40281	40433	43086	30772	24262	39376	40596	39780	34024	39422	28245	28720	29155	47924	51180	42134	37579	37952	38465	39525	38676	37962	39472	38872	40045	28324	28816	27300	30811	30176	33030
1.850000	28982	30133	34580	32412	34746	34174	43976	43087	42927	46272	48699	46083	37938	37410	37175	36376	35968	37521	38299	38261	33314	33962	36443	35422	35408	36002	37182	28198	27757	28224	39063	41082	39997	40488	43153	31425	23863	39521	40140	40505	33924	38620	28048	29131	29234	48582	51359	42229	37591	37896	38257	39053	39109	38139	39464	38860	40528	28546	28547	27400	30882	30119	33190
1.866667	29330	30722	34869	32928	35577	34626	44456	43368	42518	46832	49356	45690	37505	37701	37412	36307	36117	37803	38148	38191	33157	34483	36446	35030	35379	36085	37417	28297	27516	28542	38807	40796	40631	40584	43305	31088	24445	39570	39949	40001	34338	38630	27957	29364	29253	48131	51506	42096	37865	37904	38151	39611	38261	38123	38960	38873	40346	28216	28248	27092	31064	29953	33328
1.883333	29109	31145	35082	33364	35094	34470	43952	43409	42735	46145	49286	45550	37331	37185	37560	36200	36058	37998	38000	38205	33651	34436	36006	34650	35057	36431	37427	28456	28024	28606	38840	40138	40105	40515	43211	31507	24076	39380	40789	39896	34229	38247	28146	29426	29120	48298	50802	42014	37736	37929	37952	39400	38378	37931	38970	38770	40169	28108	28825	27664	30735	29668	32882
1.900000	29060	30920	35586	33324	35428	34999	44153	43153	43361	46820	49776	45412	37350	37478	37255	36214	36170	38072	38520	38293	33427	34664	35820	34409	35336	35895	36811	28424	27316	28226	38444	40460	39897	40937	43013	31285	24102	39541	39906	40499	34059	38937	28124	29375	29257	48479	51514	42060	37755	38080	38332	39586	38460	37900	38896	38742	40352	28366	28801	26984	30998	29675	32755
1.916667	29912	31774	35181	33088	35231	35225	44328	43496	42849	47391	49701	45869	37112	37258	37597	36176	36362	37851	38245	37877	33752	34394	35959	35091	35432	36057	37077	28103	27752	28110	39077	40687	40072	41275	43118	31368	24100	39994	40536	40399	34084	38852	28072	29352	29043	48856	51064	42532	37580	38115	38660	39076	38745	37432	39598	39321	40559	27960	28368	27061	30579	29774	33106
1.933333	29984	31824	35798	34252	35625	35294	43941	43704	43349	46914	50027	46511	36684	37458	37218	36318	35774	37676	38198	38092	33284	34613	36021	34453	35593	36150	37012	28024	27801	28411	38749	40811	39877	41138	43677	31113	24455	39744	40571	40545	33947	39435	28321	28995	29161	48686	51450	42128	37227	38370	38781	39654	38748	38089	39653	38751	40646	28502	28551	27279	30975	29599	33367
1.950000	29992	31961	35984	34048	36097	35528	44300	43531	43156	46816	49825	45871	37064	37524	37627	36421	36015	38247	38715	38243	33264	34460	36071	35141	35335	36286	37214	28318	27576	28216	38704	40886	40252	41285	43609	31557	24009	40284	40406	40119	33655	38976	27968	29386	29167	48815	51601	41954	36876	38212	38383	39501	38719	38172	39452	38903	40014	28339	28463	27248	31160	29652	33356
1.966667	30701	32320	36412	34156	36576	35564	44648	43688	42939	46927	49688	46056	36792	37704	37034	36420	36336	37871	38430	37992	33351	34458	35790	34288	35599	36848	37356	28354	27652	28308	38550	40869	39963	40631	43180	31444	24031	39646	40240	40365	34163	38594	28040	28981	29134	48624	51809	42044	37464	38264	38388	39568	38721	37789	39794	38123	40554	28377	29048	27384	30678	29515	33444
