Time	B02	B04	B06	C02	C04	C06
4.312500	2271	444	19080	2322	507	16313
4.318889	2286	432	19147	2323	505	16343
4.325278	2269	449	19103	2313	502	16327
4.331667	2288	443	19254	2333	500	16417
4.338056	2289	437	19196	2325	501	16347
4.344444	2298	449	19136	2333	503	16423
4.350833	2291	443	19200	2354	496	16414
4.357222	2301	445	19180	2367	497	16448
4.363611	2296	441	19232	2340	493	16506
4.370000	2298	443	19245	2363	504	16499
4.376389	2279	439	19291	2384	498	16664
4.382778	2306	442	19308	2370	495	16655
4.389167	2318	441	19350	2359	501	16666
4.395556	2299	439	19322	2378	494	16773
4.401944	2299	447	19317	2376	500	16740
4.408333	2309	438	19257	2368	494	16791
4.414722	2315	446	19346	2379	497	16900
4.421111	2337	443	19374	2416	504	16867
4.427500	2314	445	19414	2375	507	16905
4.433889	2326	436	19488	2374	501	17010
4.440278	2322	444	19562	2374	493	16993
4.446667	2333	447	19402	2400	503	16909
4.453056	2303	436	19541	2402	502	16966
4.459444	2326	450	19537	2391	510	16946
4.465833	2316	440	19596	2400	503	16954
4.472222	2339	438	19597	2387	507	16897
4.478611	2353	447	19623	2400	495	16989
4.485000	2336	440	19643	2419	505	17101
4.491389	2322	439	19613	2396	499	17065
4.497778	2335	439	19690	2398	496	17011
4.504167	2330	443	19754	2406	502	17064
4.510556	2346	443	19731	2414	501	17143
4.516944	2351	445	19792	2414	501	17034
4.523333	2353	443	19772	2413	507	17185
4.529722	2346	450	19881	2410	506	17164
4.536111	2349	438	19877	2396	498	17138
4.542500	2354	439	19853	2416	500	17211
4.548889	2350	440	19898	2419	497	17204
4.555278	2356	443	19889	2416	501	17301
4.561667	2363	440	19945	2448	508	17431
4.568056	2363	445	19997	2435	513	17391
4.574444	2379	442	20020	2424	506	17470
4.580833	2366	440	20055	2424	504	17496
4.587222	2371	447	20048	2416	502	17621
4.593611	2367	440	20019	2425	494	17612
4.600000	2377	448	19998	2425	498	17638
4.606389	2349	446	20040	2432	510	17663
4.612778	2370	445	20052	2435	503	17664
4.619167	2367	443	20099	2425	495	17612
4.625556	2360	448	20147	2434	490	17559
4.631944	2381	447	20129	2423	505	17552
4.638333	2369	451	20091	2453	503	17661
4.644722	2393	443	20254	2431	504	17658
4.651111	2368	447	20243	2435	500	17737
4.657500	2388	446	20236	2439	502	17710
4.663889	2371	443	20285	2459	494	17767
4.670278	2398	443	20290	2455	503	17779
4.676667	2389	440	20356	2456	505	17832
4.683056	2377	438	20412	2443	503	17830
4.689444	2377	442	20507	2457	504	17856
4.695833	2406	439	20403	2472	501	17861
4.702222	2377	456	20406	2461	501	17937
4.708611	2401	447	20445	2462	500	17949
4.715000	2408	442	20604	2466	504	17887
4.721389	2411	443	20631	2462	498	17996
4.727778	2392	445	20613	2454	499	17947
4.734167	2395	442	20547	2458	500	17974
4.740556	2382	439	20718	2466	499	17995
4.746944	2408	442	20710	2474	496	18086
4.753333	2411	438	20786	2478	503	18200
4.759722	2426	440	20737	2477	505	18131
4.766111	2410	447	20753	2488	502	18210
4.772500	2417	437	20636	2509	498	18143
4.778889	2398	443	20764	2482	504	18145
4.785278	2423	449	20845	2505	492	18285
4.791667	2421	450	20785	2483	504	18303
4.798056	2444	445	20857	2469	494	18337
4.804444	2440	450	20858	2480	510	18325
4.810833	2432	443	20929	2508	497	18336
4.817222	2413	438	20922	2489	501	18299
4.823611	2409	439	20896	2504	499	18390
4.830000	2423	447	21037	2515	507	18497
4.836389	2409	444	21093	2462	498	18490
4.842778	2429	441	21090	2491	510	18464
4.849167	2458	454	21122	2506	497	18478
4.855556	2432	451	21108	2495	500	18434
4.861944	2435	445	21070	2486	504	18501
4.868333	2422	444	21165	2507	500	18465
4.874722	2428	450	21089	2493	505	18529
4.881111	2443	450	21122	2516	501	18538
4.887500	2439	449	21103	2525	507	18575
4.893889	2443	443	21196	2509	494	18626
4.900278	2435	452	21172	2510	491	18587
4.906667	2451	443	21194	2515	506	18605
4.913056	2462	442	21137	2510	506	18638
4.919444	2458	440	21192	2516	507	18667
4.925833	2460	440	21303	2532	503	18755
4.932222	2458	442	21402	2519	504	18845
4.938611	2472	449	21365	2538	507	18776
4.945000	2455	446	21332	2519	501	18740
4.951389	2457	442	21392	2515	496	18667
4.957778	2462	445	21375	2526	497	18822
4.964167	2424	444	21500	2519	509	18815
4.970556	2473	443	21426	2539	503	18946
4.976944	2470	451	21540	2551	501	18928
4.983333	2473	445	21501	2522	500	18910
4.989722	2474	444	21548	2545	494	18868
4.996111	2465	448	21594	2545	501	18955
5.002500	2469	440	21688	2540	504	18981
5.008889	2474	456	21630	2554	496	18956
5.015278	2473	448	21759	2568	501	19041
5.021667	2478	445	21759	2539	500	19140
5.028056	2479	441	21753	2566	494	19144
5.034444	2490	437	21793	2559	491	19203
5.040833	2486	434	21887	2553	497	19223
5.047222	2479	442	21854	2546	505	19335
5.053611	2477	451	21874	2558	500	19301
5.060000	2487	446	21853	2564	495	19240
5.066389	2486	445	21874	2537	501	19295
5.072778	2492	450	22045	2564	510	19282
5.079167	2489	445	22038	2562	506	19231
5.085556	2492	442	22121	2562	503	19232
5.091944	2498	445	22112	2555	497	19181
5.098333	2496	450	22097	2565	494	19321
5.104722	2495	441	22083	2580	509	19323
5.111111	2504	445	22068	2577	507	19430
5.117500	2500	447	22126	2600	499	19458
5.123889	2495	450	22170	2575	498	19484
5.130278	2496	450	22233	2581	506	19465
5.136667	2498	445	22209	2589	504	19525
5.143056	2509	448	22250	2587	510	19510
5.149444	2507	448	22190	2597	506	19509
5.155833	2514	448	22394	2596	508	19436
5.162222	2517	445	22286	2607	507	19447
5.168611	2535	444	22332	2577	503	19473
5.175000	2485	453	22404	2591	500	19528
5.181389	2516	443	22456	2615	502	19522
5.187778	2526	456	22417	2584	507	19608
5.194167	2531	451	22477	2602	494	19647
5.200556	2522	455	22453	2595	508	19682
5.206944	2539	445	22619	2600	509	19631
5.213333	2522	451	22538	2631	498	19723
5.219722	2527	447	22569	2602	502	19745
5.226111	2521	445	22597	2581	507	19710
5.232500	2527	441	22515	2596	494	19810
5.238889	2539	453	22596	2617	512	19927
5.245278	2527	452	22786	2620	503	19840
5.251667	2529	457	22736	2609	499	19780
5.258056	2531	435	22767	2620	497	19720
5.264444	2544	453	22775	2623	505	19810
5.270833	2533	440	22732	2627	504	19749
5.277222	2518	446	22732	2619	509	19937
5.283611	2527	451	22888	2630	511	20008
5.290000	2545	441	22823	2631	496	20044
5.296389	2549	447	22874	2631	506	20051
5.302778	2548	454	22855	2633	502	19977
5.309167	2560	450	22857	2623	505	19837
5.315556	2550	441	22892	2643	503	19956
5.321944	2535	443	22935	2634	504	19995
5.328333	2562	446	22910	2655	513	20015
5.334722	2545	445	22979	2657	515	20031
5.341111	2553	442	23021	2648	508	20088
5.347500	2558	451	23043	2629	503	20133
5.353889	2565	444	23011	2633	500	20238
5.360278	2572	451	23088	2653	496	20262
5.366667	2571	451	23083	2641	504	20219
5.373056	2572	448	23133	2670	505	20261
5.379444	2577	442	23202	2652	509	20156
5.385833	2566	445	23231	2648	495	20112
5.392222	2561	451	23266	2670	505	20184
5.398611	2556	448	23132	2675	503	20201
5.405000	2574	445	23280	2658	494	20306
5.411389	2579	440	23279	2657	497	20308
5.417778	2574	448	23266	2670	501	20381
5.424167	2588	446	23278	2664	505	20340
5.430556	2591	454	23343	2682	501	20419
5.436944	2591	447	23395	2680	499	20366
5.443333	2569	443	23288	2677	492	20378
5.449722	2570	447	23387	2660	504	20489
5.456111	2579	446	23466	2694	509	20509
5.462500	2590	450	23438	2698	501	20490
5.468889	2601	442	23496	2683	495	20376
5.475278	2605	447	23530	2677	516	20434
5.481667	2593	451	23543	2673	509	20445
5.488056	2598	449	23571	2678	502	20570
5.494444	2590	445	23437	2679	507	20453
5.500833	2585	442	23546	2702	503	20468
5.507222	2584	446	23574	2687	501	20497
5.513611	2588	458	23600	2706	511	20664
5.520000	2595	446	23611	2692	505	20544
5.526389	2595	454	23727	2697	497	20540
5.532778	2600	446	23754	2708	494	20660
5.539167	2596	447	23688	2715	500	20606
5.545556	2623	448	23808	2698	504	20715
5.551944	2605	445	23661	2709	500	20611
5.558333	2607	446	23826	2725	498	20732
5.564722	2614	446	23820	2704	502	20721
5.571111	2609	441	23723	2728	508	20761
5.577500	2608	448	23783	2718	510	20840
5.583889	2615	437	23802	2691	503	20761
5.590278	2620	438	23821	2705	502	20737
5.596667	2608	440	23719	2713	503	20850
5.603056	2621	449	23827	2731	501	20914
5.609444	2614	450	23877	2718	512	20798
5.615833	2621	447	23978	2726	507	20758
5.622222	2631	444	23953	2723	503	20870
5.628611	2613	451	23974	2750	508	20944
5.635000	2624	448	23949	2708	508	20897
5.641389	2632	445	23955	2720	501	20815
5.647778	2623	444	24059	2741	505	20963
5.654167	2646	444	24035	2748	504	21015
5.660556	2625	444	23980	2726	500	20925
5.666944	2644	449	24076	2726	501	20876
5.673333	2623	448	24043	2750	508	20954
5.679722	2629	446	24159	2742	513	20912
5.686111	2654	450	24134	2749	505	20927
5.692500	2646	451	24041	2764	512	20993
5.698889	2645	444	24123	2737	509	21131
5.705278	2643	449	24265	2751	512	21166
5.711667	2638	444	24187	2753	512	21191
5.718056	2634	449	24266	2748	495	21039
5.724444	2655	451	24234	2755	507	21139
5.730833	2647	449	24287	2749	501	21170
5.737222	2672	441	24261	2748	513	21173
5.743611	2641	447	24369	2759	517	21212
5.750000	2655	447	24394	2764	511	21277
5.756389	2686	443	24394	2771	500	21297
5.762778	2678	440	24376	2766	510	21393
5.769167	2672	449	24414	2773	511	21459
5.775556	2661	450	24466	2777	503	21398
5.781944	2669	450	24481	2764	513	21474
5.788333	2672	446	24524	2784	512	21429
5.794722	2681	451	24528	2795	509	21404
5.801111	2676	445	24483	2792	493	21501
5.807500	2672	456	24640	2803	507	21482
5.813889	2671	443	24574	2811	510	21459
5.820278	2699	447	24624	2779	508	21608
5.826667	2699	447	24528	2805	512	21609
5.833056	2659	455	24633	2793	508	21603
5.839444	2672	446	24610	2786	510	21465
5.845833	2671	449	24553	2784	512	21616
5.852222	2685	457	24564	2804	503	21646
5.858611	2700	443	24645	2795	497	21694
5.865000	2694	445	24664	2789	503	21684
5.871389	2703	446	24753	2810	508	21641
5.877778	2702	450	24662	2794	510	21624
5.884167	2693	450	24779	2826	501	21707
5.890556	2707	451	24724	2806	502	21778
5.896944	2694	455	24768	2806	502	21786
5.903333	2702	445	24676	2812	512	21793
5.909722	2702	448	24698	2811	505	21853
5.916111	2675	445	24724	2839	507	21653
5.922500	2702	450	24885	2836	510	21660
5.928889	2714	451	24904	2841	503	21709
5.935278	2698	444	24973	2838	511	21822
5.941667	2727	447	24935	2855	519	21857
5.948056	2715	443	24831	2840	514	21858
5.954444	2700	450	24968	2847	505	21940
5.960833	2739	445	24943	2863	504	21883
5.967222	2738	451	24908	2858	509	21984
5.973611	2742	464	24909	2864	501	21956
5.980000	2734	449	24990	2844	505	22023
5.986389	2728	452	24979	2847	503	21991
5.992778	2726	450	25009	2855	509	22044
5.999167	2746	447	25076	2862	519	22117
6.005556	2732	453	25072	2871	506	22084
6.011944	2732	450	25121	2873	508	22041
6.018333	2748	449	25047	2876	511	22136
6.024722	2744	450	25076	2866	513	22157
6.031111	2756	445	25076	2866	513	22121
6.037500	2747	454	25025	2869	517	22149
6.043889	2742	452	25160	2899	504	22174
6.050278	2753	449	25149	2884	512	22216
6.056667	2744	443	25108	2871	515	22231
6.063056	2745	456	25137	2893	504	22204
6.069444	2764	452	25225	2865	514	22335
6.075833	2746	446	25235	2888	513	22258
6.082222	2752	447	25217	2885	513	22260
6.088611	2768	452	25222	2893	517	22236
6.095000	2767	445	25267	2881	518	22326
6.101389	2768	450	25304	2902	522	22351
6.107778	2770	454	25376	2906	511	22269
6.114167	2792	449	25240	2925	510	22361
6.120556	2780	450	25291	2881	515	22366
6.126944	2777	449	25234	2893	516	22339
6.133333	2778	440	25267	2920	514	22391
6.139722	2767	450	25405	2909	515	22437
6.146111	2783	449	25434	2904	515	22455
6.152500	2774	445	25332	2922	518	22490
6.158889	2791	450	25395	2929	516	22555
6.165278	2770	448	25479	2905	512	22511
6.171667	2786	455	25404	2925	508	22464
6.178056	2766	449	25350	2920	513	22665
6.184444	2777	449	25391	2930	518	22651
6.190833	2805	449	25383	2929	513	22569
6.197222	2799	451	25443	2935	511	22710
6.203611	2797	450	25509	2955	522	22717
6.210000	2830	448	25515	2943	511	22682
6.216389	2804	456	25592	2948	515	22787
6.222778	2796	447	25490	2933	509	22735
6.229167	2792	446	25514	2931	511	22842
6.235556	2810	455	25462	2947	504	22877
6.241944	2819	448	25547	2939	517	22928
6.248333	2821	445	25568	2950	529	22834
6.254722	2806	447	25579	2955	519	22840
6.261111	2811	443	25617	2940	517	22835
6.267500	2836	447	25599	2962	509	22749
6.273889	2801	442	25575	2961	511	22810
6.280278	2830	445	25690	2977	517	22902
6.286667	2817	447	25617	2950	513	23007
6.293056	2838	445	25669	2963	514	22875
6.299444	2821	454	25702	2971	513	22983
6.305833	2820	441	25683	2953	511	23043
6.312222	2849	447	25701	2963	512	23126
6.318611	2824	453	25698	2970	515	23091
6.325000	2835	447	25714	2975	513	23034
6.331389	2847	447	25734	2988	511	23098
6.337778	2833	453	25674	2978	508	23096
6.344167	2839	450	25782	2971	502	23058
6.350556	2841	445	25688	2990	504	23090
6.356944	2840	453	25688	2992	506	23197
6.363333	2826	446	25754	3001	508	23133
6.369722	2850	457	25792	2997	512	23184
6.376111	2857	441	25757	2996	504	23261
6.382500	2859	452	25720	3019	508	23248
6.382500	2902	451	26324	3019	510	23674
6.388889	2892	453	26345	3038	505	23697
6.395278	2893	452	26314	3058	508	23725
6.401667	2881	457	26386	3038	506	23842
6.408056	2905	446	26382	3025	497	23718
6.414444	2902	449	26288	3039	514	23732
6.420833	2876	452	26531	3060	502	23686
6.427222	2907	451	26465	3037	518	23763
6.433611	2885	445	26435	3057	519	23784
6.440000	2888	453	26499	3059	510	23792
6.446389	2900	448	26540	3052	511	23851
6.452778	2886	453	26449	3058	500	23777
6.459167	2885	457	26514	3076	510	23953
6.465556	2897	451	26469	3091	503	23882
6.471944	2922	456	26463	3083	508	24003
6.478333	2906	440	26661	3089	507	24067
6.484722	2901	452	26550	3094	513	23994
6.491111	2895	456	26576	3096	505	24053
6.497500	2922	442	26537	3104	501	24063
6.503889	2928	448	26530	3095	506	23905
6.510278	2931	456	26639	3104	502	23978
6.516667	2913	457	26637	3117	507	24041
6.523056	2928	450	26727	3122	504	24057
6.529444	2927	447	26635	3095	499	24053
6.535833	2943	451	26556	3126	506	24031
6.542222	2923	451	26562	3108	497	24102
6.548611	2925	453	26592	3108	495	24069
6.555000	2936	451	26720	3142	500	24196
6.561389	2912	446	26753	3128	507	24202
6.567778	2916	459	26719	3157	500	24250
6.574167	2954	452	26823	3136	502	24264
6.580556	2930	448	26684	3122	507	24284
6.586944	2954	454	26768	3149	502	24257
6.593333	2947	453	26842	3148	500	24362
6.599722	2945	450	26809	3149	507	24325
6.606111	2931	448	26828	3147	510	24341
6.612500	2946	453	26752	3164	504	24372
6.618889	2957	449	26804	3167	510	24353
6.625278	2943	457	26946	3158	506	24395
6.631667	2940	447	26879	3178	503	24400
6.638056	2950	458	26909	3157	508	24346
6.644444	2960	447	26992	3149	503	24425
6.650833	2958	453	26860	3164	511	24343
6.657222	2964	452	26886	3154	494	24469
6.663611	2934	447	26751	3187	507	24461
6.670000	2956	452	26782	3170	506	24513
6.676389	2967	452	26939	3166	496	24511
6.682778	2950	448	26891	3178	510	24428
6.689167	2979	445	26996	3198	501	24458
6.695556	2969	454	27007	3190	512	24466
6.701944	2986	454	26894	3195	497	24512
6.708333	2973	469	27160	3190	509	24691
6.714722	2967	455	27042	3202	508	24581
6.721111	2956	451	27137	3208	499	24637
6.727500	2995	448	27068	3191	498	24637
6.733889	2975	447	27123	3206	502	24539
6.740278	2974	458	27133	3198	506	24545
6.746667	2974	448	27123	3212	495	24565
6.753056	2999	448	27199	3216	499	24664
6.759444	2973	460	27184	3224	507	24744
6.765833	2981	451	27166	3239	487	24846
6.772222	2978	453	27103	3219	503	24733
6.778611	2994	448	27216	3229	499	24832
6.785000	3018	447	27265	3243	507	24815
6.791389	2993	455	27167	3240	500	24942
6.797778	3009	452	27168	3244	508	24715
6.804167	2965	450	27174	3243	500	24694
6.810556	2990	454	27214	3257	506	24848
6.816944	2991	454	27288	3258	503	24877
6.823333	2997	454	27274	3267	514	24926
6.829722	3017	452	27198	3250	505	24825
6.836111	3025	446	27270	3276	499	25002
6.842500	3012	448	27276	3278	499	25110
6.848889	3006	452	27423	3275	505	24980
6.855278	3007	456	27233	3281	506	25035
6.861667	3022	444	27339	3279	497	25108
6.868056	3001	448	27250	3275	501	25071
6.874444	2984	451	27349	3294	503	24886
6.880833	3021	456	27270	3286	508	25036
6.887222	3006	461	27348	3301	490	25006
6.893611	3032	449	27405	3323	506	25035
6.900000	3030	450	27339	3338	510	25148
6.906389	3026	442	27371	3311	501	25070
6.912778	3016	450	27385	3314	502	25090
6.919167	3008	453	27281	3329	497	25027
6.925556	3024	449	27496	3327	510	25138
6.931944	3027	458	27468	3348	511	25172
6.938333	3031	458	27533	3345	503	25155
6.944722	3030	454	27528	3344	506	25270
6.951111	3030	458	27388	3363	507	25210
6.957500	3051	451	27441	3353	496	25265
6.963889	3037	458	27476	3369	511	25178
6.970278	3008	450	27447	3376	516	25146
6.976667	3019	448	27483	3354	503	25055
6.983056	3047	451	27500	3373	501	25162
6.989444	3023	447	27641	3388	496	25228
6.995833	3015	459	27535	3421	501	25236
7.002222	3055	458	27635	3393	515	25418
7.008611	3045	460	27590	3406	500	25451
7.015000	3057	462	27596	3414	509	25272
7.021389	3046	451	27456	3406	514	25283
7.027778	3039	449	27529	3409	502	25381
7.034167	3050	458	27603	3424	502	25306
7.040556	3062	445	27635	3432	498	25477
7.046944	3065	452	27694	3425	508	25481
7.053333	3038	444	27616	3440	496	25517
7.059722	3073	456	27712	3444	501	25488
7.066111	3045	453	27604	3454	506	25668
7.072500	3070	456	27778	3471	501	25571
7.078889	3061	452	27729	3451	506	25593
7.085278	3075	455	27793	3486	511	25533
7.091667	3045	448	27726	3477	506	25535
7.098056	3085	459	27790	3491	503	25511
7.104444	3081	452	27725	3507	508	25472
7.110833	3056	453	27804	3519	499	25634
7.117222	3087	459	27733	3521	501	25551
7.123611	3059	444	27773	3512	505	25724
7.130000	3086	450	27805	3518	497	25577
7.136389	3098	450	27809	3552	496	25547
7.142778	3097	453	27781	3561	505	25635
7.149167	3087	453	27809	3565	506	25589
7.155556	3096	450	27976	3556	506	25699
7.161944	3102	449	27812	3575	509	25653
7.168333	3102	451	27776	3571	510	25665
7.174722	3098	457	27802	3604	504	25756
7.181111	3075	451	27882	3591	513	25719
7.187500	3086	443	27836	3619	502	25736
7.193889	3082	450	27899	3632	504	25752
7.200278	3100	454	27821	3614	505	25717
7.206667	3088	450	27868	3653	506	25835
7.213056	3115	447	27897	3676	506	25788
7.219444	3112	456	27962	3654	499	25772
7.225833	3093	457	27863	3686	500	25799
7.232222	3102	448	27968	3688	507	25799
7.238611	3096	455	27980	3708	508	25810
7.245000	3118	450	27815	3719	508	25813
7.251389	3114	454	27786	3759	503	25989
7.257778	3110	444	27950	3787	502	25988
7.264167	3104	456	27969	3799	507	25831
7.270556	3116	458	27920	3807	509	26015
7.276944	3125	456	27938	3829	497	26000
7.283333	3110	448	28004	3833	502	25966
7.289722	3119	454	27881	3838	493	25940
7.296111	3136	448	27963	3860	507	25967
7.302500	3115	449	27868	3888	502	26022
7.308889	3133	454	28006	3925	500	26003
7.315278	3144	455	27965	3935	500	26037
7.321667	3117	448	28051	3962	508	26059
7.328056	3146	453	28009	3990	497	26111
7.334444	3155	449	28014	4020	506	26132
7.340833	3150	452	28043	4021	506	26048
7.347222	3140	455	27975	4069	503	25999
7.353611	3172	459	28028	4089	506	26126
7.360000	3142	450	27985	4115	511	26107
7.366389	3172	450	28071	4110	516	26069
7.372778	3147	455	28037	4140	496	26165
7.379167	3159	457	27974	4187	501	26113
7.385556	3148	447	28025	4176	511	26089
7.391944	3139	447	28153	4188	512	26124
7.398333	3169	459	28024	4245	507	26122
7.404722	3186	453	28122	4298	514	26213
7.411111	3186	449	28011	4339	506	26234
7.417500	3169	453	27985	4364	503	26150
7.423889	3194	455	28156	4418	505	26248
7.430278	3175	463	28105	4460	511	26294
7.436667	3186	444	28133	4464	507	26284
7.443056	3190	453	28105	4505	511	26318
7.449444	3197	447	28098	4528	520	26311
7.455833	3195	451	28102	4566	506	26426
7.462222	3214	453	28078	4631	508	26179
7.468611	3196	465	28227	4658	509	26275
7.475000	3223	457	28232	4657	512	26342
7.481389	3218	454	28162	4712	515	26401
7.487778	3204	451	28245	4738	514	26384
7.494167	3234	448	28280	4761	515	26471
7.500556	3207	454	28166	4740	511	26519
7.506944	3224	451	28252	4808	512	26399
7.513333	3225	458	28114	4870	509	26502
7.519722	3208	454	28239	4872	509	26547
7.526111	3239	450	28318	4900	513	26499
7.532500	3236	454	28211	4933	515	26473
7.538889	3251	450	28265	4946	500	26390
7.545278	3253	449	28169	5020	506	26488
7.551667	3255	457	28262	5053	512	26577
7.558056	3270	457	28253	5079	504	26558
7.564444	3284	454	28236	5059	504	26415
7.570833	3277	458	28296	5076	510	26693
7.577222	3275	450	28336	5090	511	26515
7.583611	3278	462	28341	5136	512	26589
7.590000	3262	450	28143	5160	503	26577
7.596389	3284	445	28241	5194	514	26520
7.602778	3284	457	28327	5215	504	26561
7.609167	3306	444	28311	5283	509	26485
7.615556	3308	457	28347	5317	513	26561
7.621944	3307	457	28459	5356	508	26561
7.628333	3332	449	28358	5374	506	26469
7.634722	3309	456	28317	5408	512	26527
7.641111	3336	456	28375	5443	509	26579
7.647500	3320	451	28346	5431	509	26695
7.653889	3332	454	28466	5473	512	26648
7.660278	3361	462	28354	5567	511	26662
7.666667	3356	453	28433	5605	511	26821
7.673056	3352	459	28363	5671	514	26794
7.679444	3372	454	28428	5703	505	26740
7.685833	3387	447	28475	5772	496	26464
7.692222	3399	462	28492	5807	510	26770
7.698611	3372	454	28462	5865	506	26742
7.705000	3396	460	28452	5935	506	26793
7.711389	3422	455	28524	6011	505	26683
7.717778	3404	452	28552	6041	509	26593
7.724167	3431	454	28387	6083	508	26716
7.730556	3431	449	28309	6167	510	26845
7.736944	3442	450	28518	6234	504	26734
7.743333	3466	454	28463	6252	519	26813
7.749722	3465	449	28513	6379	510	26789
7.756111	3480	452	28530	6369	508	26840
7.762500	3476	454	28455	6459	514	26857
7.768889	3495	454	28555	6528	517	26782
7.775278	3528	454	28617	6554	517	26852
7.781667	3527	458	28532	6624	504	26867
7.788056	3551	454	28484	6626	507	26965
7.794444	3540	449	28510	6705	501	26734
7.800833	3535	460	28588	6821	515	26762
7.807222	3581	446	28507	6848	516	26876
7.813611	3601	448	28518	6919	517	26961
7.820000	3610	457	28609	6987	509	27129
7.826389	3591	454	28533	7047	508	26922
7.832778	3632	451	28593	7133	512	26836
7.839167	3603	462	28631	7200	517	26895
7.845556	3659	459	28621	7259	504	26930
7.851944	3653	452	28638	7328	502	26962
7.858333	3657	452	28635	7408	503	27025
7.864722	3683	455	28552	7489	513	26903
7.871111	3684	450	28735	7526	504	26991
7.877500	3717	464	28561	7599	506	27031
7.883889	3717	456	28606	7651	507	26905
7.890278	3727	452	28643	7778	507	26961
7.896667	3745	450	28727	7779	508	27060
7.903056	3758	453	28585	7842	508	27065
7.909444	3783	461	28626	7944	511	27148
7.915833	3786	458	28735	7957	509	27112
7.922222	3823	457	28718	8021	513	27051
7.928611	3821	450	28725	8052	518	27125
7.935000	3838	461	28667	8157	517	27075
7.941389	3863	455	28572	8235	516	26977
7.947778	3882	447	28754	8260	508	27049
7.954167	3906	455	28635	8313	513	27145
7.960556	3940	460	28731	8413	505	27138
7.966944	3948	452	28717	8504	510	27107
7.973333	3954	458	28641	8579	512	27162
7.979722	3968	460	28822	8562	505	27210
7.986111	4005	457	28605	8660	512	27226
7.992500	4009	452	28806	8711	514	27183
7.998889	4033	460	28756	8753	509	27282
8.005278	4048	453	28875	8842	509	27114
8.011667	4082	451	28794	8906	519	27217
8.018056	4075	454	28669	9105	520	27078
8.024444	4098	463	28773	9175	515	27271
8.030833	4128	453	28867	9275	502	27174
8.037222	4162	457	28875	9444	506	27332
8.043611	4171	460	28884	9483	519	27410
8.050000	4164	459	28654	9561	510	27202
8.056389	4195	462	28745	9689	508	27292
8.062778	4244	458	28874	9764	509	27311
8.069167	4239	448	28836	9904	512	27221
8.075556	4262	451	28906	9949	507	27327
8.081944	4302	457	28764	10085	517	27369
8.088333	4336	455	28890	10187	512	27340
8.094722	4337	458	28823	10321	505	27441
8.101111	4367	458	28835	10335	517	27485
8.107500	4391	457	28996	10521	512	27103
8.113889	4372	448	28827	10668	511	27219
8.120278	4418	441	28983	10761	511	27225
8.126667	4465	454	28892	10918	513	27521
8.133056	4473	450	28879	11045	515	27638
8.139444	4512	467	28897	11162	509	27518
8.145833	4519	455	28905	11368	508	27445
8.152222	4517	459	28894	11476	510	27253
8.158611	4525	466	28835	11659	511	27328
8.165000	4578	451	28855	11835	511	27479
8.171389	4600	454	29008	11891	516	27528
8.177778	4581	468	29061	12056	519	27620
8.184167	4618	457	29122	12214	501	27506
8.190556	4638	461	29020	12214	511	27348
8.196944	4630	455	28973	12317	499	27390
8.203333	4620	458	28880	12500	508	27545
8.209722	4652	463	28958	12581	507	27484
8.216111	4670	455	28930	12697	519	27456
8.222500	4677	458	28896	12773	516	27527
8.228889	4709	449	28950	12862	505	27454
8.235278	4750	464	29073	12944	510	27627
8.241667	4767	459	28925	13055	513	27682
8.248056	4789	445	29009	13144	518	27714
8.254444	4796	463	29001	13216	520	27485
8.260833	4839	455	29013	13283	512	27784
8.267222	4840	457	28945	13460	511	27347
8.273611	4852	454	29149	13617	511	27458
8.280000	4863	454	29213	13732	515	27665
8.286389	4873	448	29180	13810	514	27653
8.292778	4877	452	29038	13910	508	27666
8.299167	4925	462	29039	14112	513	27657
8.305556	4918	454	29085	14196	519	27566
8.311944	4959	456	29004	14280	517	27546
8.318333	4967	462	29080	14482	502	27760
8.324722	4999	457	29021	14560	512	27821
8.331111	5058	451	29153	14591	507	27690
8.337500	5085	467	29181	14811	512	27838
8.343889	5116	458	29206	14875	514	27898
8.350278	5154	456	29156	14925	508	27639
8.356667	5164	451	28971	15111	514	27503
8.363056	5224	458	29117	15159	511	27801
8.369444	5250	449	29132	15195	519	27691
8.375833	5296	459	29148	15330	511	27768
8.382222	5320	456	29135	15397	516	27795
8.388611	5334	458	29252	15531	509	27650
8.395000	5377	455	29128	15640	514	27606
8.401389	5442	461	29219	15667	507	27841
8.407778	5461	463	29206	15803	515	27685
8.414167	5468	463	29124	15869	512	27604
8.420556	5525	461	29195	16019	519	27650
8.426944	5556	462	29227	16079	519	27800
8.433333	5614	456	29212	16167	512	27723
8.439722	5642	457	29199	16169	510	27913
8.446111	5639	466	29166	16357	514	27828
8.452500	5690	456	29090	16453	517	27775
8.458889	5764	461	29111	16573	507	27781
8.465278	5773	461	29115	16712	504	27804
8.471667	5791	470	29236	16810	512	27989
8.478056	5858	461	29259	16950	518	28068
8.484444	5866	461	29246	16979	507	27943
8.490833	5906	457	29225	17099	515	27581
8.497222	5927	448	29176	17123	515	27725
8.503611	5945	460	29244	17291	518	27779
8.510000	5976	461	29224	17380	511	27922
8.516389	6029	452	29230	17492	507	27958
8.522778	6113	459	29329	17526	512	27863
8.529167	6141	465	29249	17694	508	27905
8.535556	6162	456	29131	17834	514	27880
8.541944	6203	461	29364	17893	510	28027
8.548333	6246	466	29295	17976	517	28063
