Time	B02	B04	B06	C02	C04	C06
8.554722	6277	460	29278	17976	511	28030
8.561111	6333	464	29327	18056	508	27848
8.567500	6368	451	29304	18107	499	27980
8.573889	6409	468	29275	18271	510	28033
8.580278	6369	460	29362	18313	512	28070
8.586667	6425	464	29434	18419	508	28038
8.593056	6428	458	29413	18512	515	27923
8.599444	6434	459	29378	18681	505	28006
8.605833	6510	457	29284	18761	516	27949
8.612222	6535	456	29327	18818	504	28049
8.618611	6583	461	29424	18886	518	28218
8.625000	6596	456	29309	19007	508	27942
8.631389	6615	449	29355	19171	503	27979
8.637778	6656	467	29405	19069	510	28056
8.644167	6655	449	29498	19158	505	28150
8.650556	6711	464	29417	19260	512	28137
8.656944	6676	459	29391	19392	506	28070
8.663333	6730	456	29538	19571	517	27877
8.669722	6734	461	29457	19622	526	28110
8.676111	6780	461	29268	19750	515	28072
8.682500	6778	455	29380	20015	509	28020
8.688889	6801	459	29443	20111	507	27995
8.695278	6845	465	29474	20203	516	28175
8.701667	6880	456	29308	20144	509	28230
8.708056	6938	461	29422	20217	517	28220
8.714444	6973	460	29357	20344	522	28134
8.720833	6987	458	29430	20473	506	28135
8.727222	6979	447	29518	20534	506	28063
8.733611	7070	457	29459	20736	509	28122
8.740000	7041	460	29425	20948	513	28085
8.746389	7117	462	29343	21024	517	28273
8.752778	7172	460	29384	21140	517	28234
8.759167	7188	457	29491	21495	514	28134
8.765556	7241	467	29526	21810	511	28182
8.771944	7263	461	29520	22032	526	28143
8.778333	7301	465	29513	22391	510	28297
8.784722	7354	469	29515	22502	504	28273
8.791111	7413	456	29495	22663	512	28219
8.797500	7444	458	29580	22968	510	28192
8.803889	7519	460	29560	23144	513	28379
8.810278	7598	456	29539	23292	519	28342
8.816667	7621	465	29514	23515	530	28161
8.823056	7613	458	29469	23613	512	28206
8.829444	7696	458	29575	23867	518	28151
8.835833	7753	468	29564	24015	515	28137
8.842222	7836	465	29651	24177	510	28308
8.848611	7827	460	29490	24158	515	28549
8.855000	7889	462	29548	24288	521	28442
8.861389	7964	459	29618	24222	512	28419
8.867778	7992	465	29587	24443	513	28175
8.874167	8062	459	29575	24462	515	28248
8.880556	8078	462	29510	24570	513	28447
8.886944	8158	454	29510	24746	510	28348
8.893333	8190	472	29690	24915	521	28253
8.899722	8207	467	29672	24892	514	28271
8.906111	8276	465	29555	24974	511	28380
8.912500	8307	465	29697	25481	516	28354
8.918889	8338	468	29509	25327	519	28220
8.925278	8366	467	29629	25278	513	28266
8.931667	8404	464	29627	25168	511	28336
8.938056	8410	466	29586	25094	519	28404
8.944444	8471	459	29607	25499	507	28350
8.950833	8547	463	29619	25855	518	28325
8.957222	8536	472	29631	25885	512	28455
8.963611	8604	472	29666	25958	519	28329
8.970000	8595	458	29689	26068	512	28401
8.976389	8696	466	29712	26175	521	28446
8.982778	8732	462	29595	26388	514	28277
8.989167	8806	468	29738	26482	504	28391
8.995556	8811	461	29595	26715	510	28427
9.001944	8855	458	29654	26693	509	28380
9.008333	8887	458	29647	26594	512	28476
9.014722	8990	469	29638	26674	518	28525
9.021111	9049	464	29703	26794	502	28452
9.027500	9077	461	29572	26949	515	28309
9.033889	9125	461	29686	26741	508	28405
9.040278	9188	470	29593	26913	517	28419
9.046667	9243	468	29812	27160	512	28331
9.053056	9290	456	29638	27271	518	28530
9.059444	9341	465	29761	27174	510	28436
9.065833	9414	457	29654	27392	509	28634
9.072222	9428	468	29747	27327	508	28410
9.078611	9490	470	29695	27378	516	28481
9.085000	9547	458	29610	27442	512	28353
9.091389	9596	461	29748	27459	508	28415
9.097778	9616	459	29765	27693	508	28682
9.104167	9671	470	29727	27804	515	28644
9.110556	9676	469	29706	27883	519	28359
9.116944	9736	461	29682	27887	521	28583
9.123333	9843	464	29755	27946	517	28393
9.129722	9899	459	29752	28155	519	28663
9.136111	9967	455	29751	28223	520	28740
9.142500	9991	454	29818	28365	518	28758
9.148889	10017	462	29823	28458	513	28582
9.155278	10143	462	29817	28486	511	28783
9.161667	10209	466	29830	28648	524	28839
9.168056	10285	463	29600	28925	513	28713
9.174444	10275	464	29743	28891	524	28591
9.180833	10435	462	29715	28920	520	28662
9.187222	10420	463	29760	29104	518	28827
9.193611	10529	470	29777	29237	511	28662
9.200000	10550	464	29810	29456	512	28806
9.206389	10682	465	29814	29680	515	28505
9.212778	10730	457	29854	29967	510	28543
9.219167	10797	468	29738	30274	519	28707
9.225556	10795	464	29765	30539	511	28622
9.231944	10873	461	29879	30934	509	28825
9.238333	10974	469	29786	30813	506	28596
9.244722	11077	464	29807	30978	521	28739
9.251111	11140	473	29738	31041	519	28740
9.257500	11236	460	29854	31102	517	28644
9.263889	11312	468	29919	31019	508	28725
9.270278	11312	459	29901	31154	516	28755
9.276667	11422	468	29847	31186	513	28735
9.283056	11446	454	29792	31112	515	28637
9.289444	11524	465	29834	31153	508	28801
9.295833	11519	469	29935	31263	517	28794
9.302222	11543	477	29899	31253	512	28855
9.308611	11556	455	29916	31309	517	28600
9.315000	11711	465	29954	31149	510	28638
9.321389	11731	465	29790	31331	510	28899
9.327778	11798	467	29962	31524	505	28797
9.334167	11820	462	29917	31649	511	28624
9.340556	11877	464	29985	31896	516	28893
9.346944	11928	469	29849	31781	503	28879
9.353333	11994	467	29837	32084	511	28925
9.359722	11986	457	29845	32162	516	28829
9.366111	12052	462	29982	32243	512	28893
9.372500	12130	464	29879	31978	511	28802
9.378889	12176	468	29989	31842	512	28753
9.385278	12256	464	29970	31666	512	28917
9.391667	12322	465	29898	31883	514	28691
9.398056	12349	460	29941	32122	501	28862
9.404444	12415	467	29969	32332	503	28888
9.410833	12492	469	30010	32401	516	28892
9.417222	12559	463	30020	32389	512	28841
9.423611	12627	463	29950	32436	521	28757
9.430000	12645	462	29841	32323	504	28880
9.436389	12662	471	29861	32202	506	28870
9.442778	12755	469	29901	32334	512	28787
9.449167	12865	464	29902	32565	509	28791
9.455556	12832	461	30005	32550	506	29021
9.461944	12901	470	29949	32720	506	28965
9.468333	12893	473	29919	32655	508	29036
9.474722	12930	464	29943	32787	505	28782
9.481111	12977	463	29890	32778	503	28935
9.487500	13004	464	30033	32858	505	28890
9.493889	13118	468	29974	33059	510	28833
9.500278	13108	465	30024	33052	508	28886
9.506667	13191	465	30077	32902	517	28915
9.513056	13273	461	30014	32988	511	29008
9.519444	13269	459	30030	33078	512	28927
9.525833	13345	462	29971	33277	502	29068
9.532222	13445	460	29997	33270	509	28941
9.538611	13551	470	30081	33261	508	28937
9.545000	13585	465	29989	33349	508	29109
9.551389	13623	470	29919	33538	518	28971
9.557778	13648	472	30040	33407	517	29051
9.564167	13740	464	30103	33704	501	29072
9.570556	13766	467	29986	33591	512	29133
9.576944	13860	469	29940	33738	508	28827
9.583333	13973	472	29965	33854	513	29152
9.589722	14072	472	30021	33964	516	29170
9.596111	14168	462	30111	33880	509	29069
9.602500	14208	460	30019	33818	508	29065
9.608889	14194	468	30121	33804	512	29077
9.615278	14280	460	30043	33886	513	29056
9.621667	14344	463	30023	34025	515	29144
9.628056	14344	460	30161	33951	513	29122
9.634444	14416	464	30058	34060	504	28940
9.640833	14448	466	30064	33994	508	29095
9.647222	14488	463	30095	33706	516	29059
9.653611	14600	462	30020	33817	517	28953
9.660000	14692	466	30130	34001	519	29178
9.666389	14732	464	30126	34260	505	29233
9.672778	14826	461	30192	34441	517	29306
9.679167	14831	468	30148	33998	512	28967
9.685556	14964	472	30149	34065	514	29152
9.691944	15090	465	30110	33905	514	29240
9.698333	15231	463	30064	34053	499	29166
9.704722	15361	469	30047	33553	499	28993
9.711111	15434	467	30016	33282	504	28933
9.717500	15487	467	30117	34002	511	29123
9.723889	15521	463	30086	34322	511	29204
9.730278	15531	462	30100	34344	506	29135
9.736667	15665	474	30133	34752	504	29145
9.743056	15750	467	30096	34893	517	29323
9.749444	15795	469	30083	35115	505	29223
9.755833	15779	465	30139	35418	509	29173
9.762222	15793	466	30126	35478	509	29270
9.768611	15838	464	30106	35553	507	29032
9.775000	15938	464	30255	35811	517	29214
9.781389	15997	470	30101	35879	519	29175
9.787778	16103	463	30103	35588	521	29238
9.794167	16161	462	30274	35859	507	29261
9.800556	16215	470	30293	36015	521	29106
9.806944	16236	452	30267	36126	514	29248
9.813333	16356	468	30236	36288	517	29326
9.819722	16303	464	30224	36552	510	29166
9.826111	16425	468	30224	36708	518	29199
9.832500	16492	466	30109	36782	521	29400
9.838889	16459	465	30157	36804	520	29354
9.845278	16555	461	30260	36756	507	29175
9.851667	16715	467	30293	36995	508	29242
9.858056	16804	456	30250	37267	515	29453
9.864444	16914	470	30240	37077	512	29395
9.870833	16990	465	30272	37072	519	29348
9.877222	17176	471	30319	37142	518	29313
9.883611	17207	465	30387	36920	511	29239
9.890000	17347	467	30227	36701	505	29413
9.896389	17522	459	30218	36611	509	29351
9.902778	17487	464	30213	36569	512	29296
9.909167	17657	464	30221	36782	505	29417
9.915556	17748	465	30296	36895	522	29338
9.921944	17865	471	30331	36860	517	29245
9.928333	17930	456	30299	36790	517	29543
9.934722	18053	463	30342	37033	505	29395
9.941111	18140	470	30318	37072	509	29315
9.947500	18105	466	30401	37082	516	29516
9.953889	18207	466	30239	37169	507	29419
9.960278	18161	461	30380	36883	515	29462
9.966667	18258	472	30348	36767	511	29326
9.973056	18230	461	30409	36655	514	29334
9.979444	18348	468	30249	36771	510	29620
9.985833	18338	459	30334	36713	506	29377
9.992222	18512	467	30323	36998	502	29376
9.998611	18782	470	30337	36978	514	29398
10.005000	18886	462	30285	36973	509	29438
10.011389	18904	465	30383	37284	515	29478
10.017778	18971	467	30403	37263	501	29305
10.024167	19083	465	30270	37439	512	29526
10.030556	19154	463	30372	37373	511	29509
10.036944	19166	475	30416	37429	509	29377
10.043333	19275	468	30324	37325	506	29338
10.049722	19307	466	30223	37633	508	29540
10.056111	19454	463	30396	37743	517	29655
10.062500	19617	467	30374	37766	515	29308
10.068889	19586	466	30258	37607	514	29475
10.075278	19569	457	30351	37510	523	29424
10.081667	19637	464	30372	37662	510	29515
10.088056	19654	468	30265	37121	511	29415
10.094444	19680	465	30338	37157	520	29379
10.100833	19689	469	30305	37065	523	29421
10.107222	19783	461	30449	37289	517	29332
10.113611	19932	469	30367	37243	518	29383
10.120000	20053	465	30381	36960	513	29546
10.126389	19959	474	30397	37156	522	29599
10.132778	19972	471	30369	37303	525	29647
10.139167	20041	463	30316	37481	513	29363
10.145556	20097	468	30303	37673	517	29521
10.151944	20191	463	30393	38006	516	29570
10.158333	20206	459	30361	37903	526	29550
10.164722	20368	464	30444	38057	518	29431
10.171111	20530	470	30456	38161	519	29476
10.177500	20576	469	30455	37988	510	29517
10.183889	20665	465	30410	38101	522	29514
10.190278	20734	467	30356	37574	517	29515
10.196667	20858	467	30444	37598	524	29292
10.203056	20976	469	30481	37596	518	29615
10.209444	21113	472	30395	37833	525	29530
10.215833	21306	462	30458	38189	520	29482
10.222222	21500	473	30377	38435	523	29567
10.228611	21628	467	30350	38495	516	29554
10.235000	21637	466	30458	38603	522	29609
10.241389	21823	462	30400	38638	512	29470
10.247778	21782	460	30497	38939	533	29711
10.254167	21913	468	30435	39083	515	29735
10.260556	22000	464	30369	39255	512	29511
10.266944	22100	462	30439	39180	517	29456
10.273333	22133	471	30414	39156	521	29696
10.279722	22411	470	30474	38930	515	29591
10.286111	22527	464	30483	38860	526	29640
10.292500	22720	470	30475	38750	524	29645
10.298889	22715	458	30378	38813	517	29540
10.305278	22676	460	30462	38748	520	29526
10.311667	22674	465	30445	38837	513	29599
10.318056	22666	463	30434	38827	515	29616
10.324444	22774	474	30507	38934	512	29700
10.330833	22850	464	30496	38785	510	29710
10.337222	22781	468	30410	38634	520	29585
10.343611	22709	460	30496	38571	519	29533
10.350000	22704	465	30591	38655	524	29705
10.356389	22686	458	30406	39028	519	29746
10.362778	22748	461	30483	39203	521	29762
10.369167	22742	459	30554	39215	523	29903
10.375556	22773	462	30485	39158	514	29561
10.381944	22746	465	30517	39414	521	29580
10.388333	23062	461	30408	39727	524	29987
10.394722	23035	461	30466	40215	517	29895
10.401111	23323	468	30455	39731	522	29732
10.407500	23717	471	30487	40142	517	29645
10.413889	23742	457	30483	40493	516	29672
10.420278	23834	468	30448	40465	519	29793
10.426667	23916	463	30490	40521	519	29807
10.433056	23820	466	30487	40739	523	29883
10.439444	23899	465	30556	41139	521	29931
10.445833	24034	464	30421	41151	523	29793
10.452222	24123	462	30457	41254	521	29694
10.458611	24245	468	30562	41063	512	29839
10.465000	24346	465	30407	41139	514	29834
10.471389	24627	459	30571	41052	505	29736
10.477778	24675	464	30509	40973	515	29601
10.484167	24680	462	30489	41031	524	29648
10.490556	24829	461	30516	40960	517	29854
10.496944	24993	463	30587	40803	524	29968
10.503333	25001	460	30430	40676	511	29837
10.509722	25149	474	30589	40859	522	29725
10.516111	25306	469	30531	40830	515	29988
10.522500	25311	459	30548	40610	510	29938
10.528889	25474	460	30604	40324	516	29841
10.535278	25477	465	30544	40515	528	29955
10.541667	25576	469	30516	40574	519	29872
10.548056	25753	463	30411	40830	517	29805
10.554444	25751	469	30513	41422	512	29726
10.560833	25948	458	30678	41450	524	29872
10.567222	26046	457	30540	41463	522	29986
10.573611	26158	465	30547	41404	524	29827
10.580000	26235	464	30448	41588	521	29812
10.586389	26145	463	30517	41863	522	29951
10.592778	26233	461	30481	41696	511	29836
10.599167	26286	464	30531	41601	518	29875
10.605556	26633	466	30606	41321	517	29855
10.611944	26721	465	30488	41410	519	29878
10.618333	26722	463	30498	41694	519	30033
10.624722	26867	464	30565	41763	524	29911
10.631111	27082	466	30648	42160	511	29810
10.637500	27125	458	30637	42047	519	29950
10.643889	27316	475	30660	41932	522	29962
10.650278	27219	464	30642	41509	515	30092
10.656667	27333	470	30592	41467	523	30067
10.663056	27300	470	30455	41815	512	30041
10.669444	27440	463	30533	42021	521	30048
10.675833	27656	462	30632	42321	515	29912
10.682222	27710	474	30664	42180	523	29890
10.688611	27746	471	30661	42783	509	30068
10.695000	27800	471	30514	42342	514	29934
10.701389	27849	467	30511	42626	526	29890
10.707778	27922	466	30528	42681	519	30043
10.714167	27999	468	30633	42587	515	30119
10.720556	28171	467	30659	42793	516	30022
10.726944	28220	460	30604	42614	513	30058
10.733333	28424	474	30631	42518	515	29925
10.739722	28475	472	30606	42358	525	29992
10.746111	28455	463	30661	42301	513	30028
10.752500	28665	469	30638	42563	522	29944
10.758889	28580	463	30578	43034	521	29941
10.765278	28617	467	30565	43012	522	29984
10.771667	28888	469	30725	43087	522	30028
10.778056	28980	473	30520	43035	522	30033
10.784444	28857	468	30622	43300	527	29814
10.790833	28975	472	30653	42910	515	29964
10.797222	29060	464	30620	42756	521	30018
10.803611	29137	465	30729	42841	516	30012
10.810000	29060	469	30677	42828	523	29908
10.816389	29100	462	30601	42728	532	29721
10.822778	29100	465	30697	43200	532	29991
10.829167	29224	464	30722	43693	519	29984
10.835556	29186	480	30656	43321	522	30050
10.841944	29248	470	30702	42734	516	30029
10.848333	29236	464	30625	43383	521	30198
10.854722	29231	476	30733	43483	520	29933
10.861111	29246	466	30653	44088	522	29960
10.867500	29489	460	30662	43961	518	29977
10.873889	29602	474	30760	44082	514	30006
10.880278	29627	468	30594	44134	511	30053
10.886667	29612	461	30663	44658	519	30022
10.893056	29872	469	30841	44500	521	29846
10.899444	29922	463	30646	44834	513	30140
10.905833	30030	475	30611	44206	521	30105
10.912222	29982	467	30597	44339	523	29980
10.918611	30120	468	30626	44142	520	29935
10.925000	30230	461	30637	44392	524	30160
10.931389	30437	467	30699	44301	519	29915
10.937778	30501	470	30882	44145	523	29877
10.944167	30613	470	30618	44191	513	30018
10.950556	30827	465	30727	44424	527	30038
10.956944	30894	478	30706	44282	523	30003
10.963333	30835	472	30695	44277	519	29843
10.969722	30933	476	30643	44423	520	30008
10.976111	30886	467	30753	44526	525	30248
10.982500	30895	475	30524	44400	508	30073
10.988889	31031	465	30736	44709	525	29906
10.995278	31058	462	30673	44644	523	30052
11.001667	31124	467	30700	44924	521	30089
11.008056	31150	464	30733	44870	525	29805
11.014444	31408	474	30684	45435	521	29901
11.020833	31469	463	30587	45694	518	29838
11.027222	31329	472	30625	45578	521	30039
11.033611	31306	468	30676	45968	516	29873
11.040000	31302	465	30709	45863	525	29946
11.046389	31397	467	30708	46034	525	30007
11.052778	31477	462	30790	45617	517	30081
11.059167	31425	472	30718	45675	527	29733
11.065556	31429	469	30673	46040	513	29812
11.071944	31605	471	30723	46207	522	29762
11.078333	31716	461	30658	45529	529	29866
11.084722	32104	470	30777	45624	515	29913
11.091111	32241	459	30762	45695	523	29867
11.097500	32547	469	30786	45545	524	30109
11.103889	32799	462	30652	45769	527	29982
11.110278	32791	468	30720	45941	518	30061
11.116667	32657	475	30755	45672	525	29839
11.123056	32604	466	30751	45709	521	29901
11.129444	32682	478	30851	46396	517	30077
11.135833	32621	467	30803	46728	520	30000
11.142222	32629	464	30800	46679	527	30080
11.148611	32549	461	30911	46341	523	30144
11.155000	32883	470	30849	46258	522	30101
11.161389	32929	471	30739	46747	524	30112
11.167778	32889	468	30848	46467	524	30116
11.174167	33185	478	30914	46483	516	30246
11.180556	33123	470	30778	46748	524	30064
11.186944	33129	470	30899	46794	521	30129
11.193333	33215	481	30827	46571	519	29949
11.199722	33290	472	30870	46424	522	30097
11.206111	33336	469	30803	46426	519	30147
11.212500	33517	466	30708	46431	529	30146
11.218889	33507	468	30862	46068	532	30107
11.225278	33623	470	30834	46098	517	30142
11.231667	33616	464	30795	46308	528	29957
11.238056	33674	460	30791	46613	530	30026
11.244444	33567	466	30742	46383	526	30228
11.250833	33617	469	30889	46716	524	30218
11.257222	33693	461	30860	46790	522	30102
11.263611	33960	472	30826	47228	520	29970
11.270000	34012	472	30779	47477	519	30192
11.276389	34116	467	30731	47264	517	30119
11.282778	34304	471	30782	47655	518	30177
11.289167	34426	469	30781	47564	526	30203
11.295556	34526	461	30887	47433	524	30275
11.301944	34434	479	30822	47101	533	30203
11.308333	34561	464	30740	48051	515	30128
11.314722	34449	464	30858	48072	523	30155
11.321111	34522	465	30846	47221	526	30196
11.327500	34543	472	31046	47411	518	30392
11.333889	34635	468	30767	47571	521	30129
11.340278	34557	468	30542	47679	525	30018
11.346667	34565	470	30668	47697	514	30295
11.353056	34706	463	30851	47701	513	30301
11.359444	34750	465	30764	47519	527	30147
11.365833	34957	463	30657	47546	521	30079
11.372222	35090	474	30981	48722	521	30347
11.378611	34922	460	30905	48424	528	30070
11.385000	34726	463	30948	48441	526	30205
11.391389	34863	468	30874	48598	528	30335
11.397778	34832	467	30827	47820	514	30302
11.404167	35107	466	30954	48031	519	30097
11.410556	35283	471	31085	47816	518	30407
11.416944	35068	468	30693	47922	525	30206
11.423333	35050	476	30762	47986	527	30419
11.429722	35108	465	30880	48067	527	30228
11.436111	35267	475	30874	48310	524	30214
11.442500	35255	467	30905	48444	524	30300
11.448889	35151	465	30848	48244	528	30225
11.455278	35284	467	31043	48531	516	30294
11.461667	35481	463	31077	48224	526	30141
11.468056	35690	470	31082	48104	525	30518
11.474444	35795	463	31019	48314	528	30313
11.480833	35826	469	30872	47801	522	30350
11.487222	36024	465	30907	47881	519	30243
11.493611	36214	464	30884	48619	529	30275
11.500000	36054	458	31105	49291	523	30304
11.506389	35909	477	30971	49690	525	30175
11.512778	36038	474	30868	49292	522	30096
11.519167	36240	461	31021	50208	535	30362
11.525556	36242	471	31012	50638	529	30399
11.531944	36146	465	31048	49728	523	30234
11.538333	36171	469	31006	49980	513	30245
11.544722	36222	468	31083	49690	519	30314
11.551111	36244	466	31059	49159	525	30163
11.557500	36271	474	31028	49281	521	30374
11.563889	36325	468	30941	49451	526	30591
11.570278	36203	471	31076	49247	519	30403
11.576667	36577	482	31038	49921	514	30213
11.583056	36569	475	30890	49839	526	30252
11.589444	36664	462	31061	49675	528	30485
11.595833	36774	470	31015	49651	528	30355
11.602222	36641	464	30991	49903	521	30438
11.608611	36741	464	30933	49564	523	30378
11.615000	36754	466	31044	49832	535	30154
11.621389	36921	470	31073	50078	526	30423
11.627778	36941	469	30977	50699	513	30219
11.634167	36764	470	30878	50842	521	30397
11.640556	36778	468	31017	50822	521	30380
11.646944	37128	474	31009	51527	520	30326
11.653333	37146	472	31080	51042	533	30380
11.659722	37337	470	30920	51013	519	30246
11.666111	37314	465	30987	51542	519	30551
11.672500	37410	473	30981	52220	528	30348
11.678889	37425	474	31079	52702	520	30133
11.685278	37619	475	31071	53124	529	30356
11.691667	37502	477	31119	53041	523	30446
11.698056	37654	466	31124	53092	532	30329
11.704444	37634	459	31038	53146	534	30314
11.710833	37523	474	31054	53065	522	30287
11.717222	37478	467	31072	53036	527	30293
11.723611	37494	471	31057	52441	522	30402
11.730000	37678	464	31113	51887	526	30274
11.736389	37831	468	31006	51972	526	30367
11.742778	37813	465	31081	51296	526	30498
11.749167	37702	470	31029	50939	515	30317
11.755556	37741	468	31120	51146	521	30206
11.761944	37903	462	31028	51373	531	30373
11.768333	37862	468	31209	50971	528	30268
11.774722	37583	471	31072	51193	527	30303
11.781111	37755	469	31154	51156	512	30451
11.787500	37670	472	31058	51288	513	30602
11.793889	37587	477	31049	51575	526	30340
11.800278	37742	468	31151	51061	524	30408
11.806667	37853	466	31004	51369	522	30667
11.813056	37980	466	31157	51728	522	30366
11.819444	38120	472	31085	52364	519	30484
11.825833	38077	459	31057	52203	525	30427
11.832222	38254	475	31077	51787	527	30535
11.838611	38533	466	31048	52102	521	30546
11.845000	38352	474	31084	52178	530	30539
11.851389	38322	478	31119	51364	527	30379
11.857778	38542	465	31136	51111	527	30427
11.864167	38673	469	31166	51120	519	30492
11.870556	38828	470	31138	51888	516	30532
11.876944	39098	467	31148	51546	521	30398
11.883333	38928	463	31110	51174	518	30409
11.889722	39002	473	31076	51538	517	30457
11.896111	39001	462	31161	51450	524	30592
11.902500	39159	470	31092	51465	526	30355
11.908889	39352	460	31200	51811	520	30485
11.915278	39609	479	31244	52631	521	30452
11.921667	39619	470	31210	52574	527	30416
11.928056	39589	469	31174	52012	520	30649
11.934444	39417	464	31094	51568	523	30581
11.940833	39365	471	31152	51476	523	30574
11.947222	39129	465	31181	51502	525	30566
11.953611	39125	475	31037	52001	519	30548
11.960000	39130	466	31264	52260	522	30456
11.966389	39304	467	31218	52513	519	30548
11.972778	39482	470	31193	52027	530	30619
11.979167	39653	472	31220	52470	523	30457
11.985556	39520	468	31191	52995	522	30479
11.991944	39272	477	31205	52664	519	30643
11.998333	39262	472	31207	52627	528	30562
12.004722	39507	468	31172	53082	522	30460
12.011111	39515	472	31164	53171	528	30405
12.017500	39162	461	31139	53734	525	30405
12.023889	39309	466	31216	53774	524	30555
12.030278	39261	471	31162	53496	525	30508
12.036667	39194	465	31096	53855	518	30675
12.043056	39421	471	31270	54181	524	30524
12.049444	39584	473	31129	54066	518	30576
12.055833	39492	474	31127	53742	525	30727
12.062222	39029	462	31271	54021	518	30642
12.068611	38943	476	31207	54349	525	30307
12.075000	39123	484	31296	54217	515	30376
12.081389	39003	481	31280	53909	525	30617
12.087778	38974	472	31297	53675	525	30525
12.094167	39094	464	31254	53299	522	30435
12.100556	39109	467	31308	53670	514	30509
12.106944	39133	470	31225	53572	517	30609
12.113333	39114	475	31278	53693	523	30469
12.119722	39306	473	31271	53620	519	30689
12.126111	39497	475	31218	54102	532	30541
12.132500	39908	472	31269	53433	524	30396
12.138889	39914	469	31249	53809	530	30432
12.145278	39668	468	31148	54604	532	30475
12.151667	39787	469	31227	53742	523	30619
12.158056	39599	467	31305	54503	518	30522
12.164444	39662	472	31279	54886	519	30474
12.170833	39708	472	31313	54820	528	30544
12.177222	39975	477	31340	54625	517	30459
12.183611	40061	480	31259	54339	525	30638
12.190000	40481	468	31286	53818	521	30714
12.196389	40316	478	31187	54439	515	30410
12.202778	39978	469	31223	53877	520	30560
12.209167	40179	469	31294	53580	516	30597
12.215556	40053	475	31317	54018	522	30518
12.221944	40258	473	31264	54010	521	30627
12.228333	40391	470	31339	54089	515	30534
12.234722	40330	471	31416	54224	527	30605
12.241111	40359	476	31346	54096	525	30676
12.247500	40241	473	31347	54758	528	30548
12.253889	40513	471	31381	54315	529	30679
12.260278	40396	479	31235	54668	532	30585
12.266667	40018	467	31325	55279	526	30648
12.273056	39871	477	31336	55293	520	30455
12.279444	39802	475	31331	56148	523	30609
12.285833	40015	477	31464	57140	522	30627
12.292222	40074	474	31350	57265	520	30711
12.298611	40309	475	31353	57304	523	30564
12.305000	40538	479	31363	57144	520	30603
12.311389	40868	473	31358	57547	529	30569
12.317778	41114	464	31480	58178	530	30529
12.324167	41223	470	31298	57794	527	30763
12.330556	40997	477	31356	56887	523	30735
12.336944	40831	470	31310	56755	531	30450
12.343333	40548	472	31299	56830	525	30603
12.349722	40743	476	31412	57409	530	30640
12.356111	40763	465	31351	57300	518	30530
12.362500	40879	471	31435	57731	521	30592
12.368889	40825	470	31394	57405	517	30549
12.375278	40813	477	31335	57000	532	30680
12.381667	40883	469	31274	58042	529	30606
12.388056	40817	476	31405	57984	533	30727
12.394444	40674	480	31355	57457	524	30642
12.400833	41153	476	31393	57864	525	30571
12.407222	40896	469	31404	57828	532	30753
12.413611	40542	472	31354	58366	529	30478
12.420000	40573	468	31401	58237	526	30617
12.426389	40798	472	31418	57538	525	30641
12.432778	41216	471	31419	57389	526	30682
12.439167	41521	479	31446	56562	524	30663
12.445556	41876	480	31481	56736	525	30596
12.451944	41845	474	31370	56835	526	30683
12.458333	41886	466	31361	56800	522	30610
12.464722	41897	475	31375	56721	531	30597
12.471111	41754	477	31433	56643	527	30681
12.477500	41398	468	31444	57232	519	30806
12.483889	41423	475	31483	57354	518	30631
12.490278	41456	470	31457	56696	535	30641
12.496667	41507	473	31519	56349	522	30775
12.503056	41911	463	31399	56080	523	30473
12.509444	42105	476	31300	55520	525	30668
12.515833	42543	473	31458	56399	524	30610
12.522222	42229	467	31405	57162	524	30633
12.528611	41789	480	31347	56853	530	30590
12.535000	41325	475	31407	56588	531	30545
12.541389	41438	472	31475	56818	525	30608
12.547778	41887	467	31403	57178	520	30543
12.554167	42168	469	31442	57068	531	30791
12.560556	42619	475	31557	57441	527	30715
12.566944	42846	474	31520	57499	525	30642
12.573333	42959	466	31419	57689	528	30709
12.579722	42532	470	31501	57270	529	30628
12.586111	42535	479	31477	57329	521	30637
12.592500	42892	483	31506	56891	520	30573
12.598889	43240	475	31352	56081	525	30597
12.605278	43258	477	31532	56861	526	30824
12.611667	43495	466	31614	56955	522	30773
12.618056	43335	476	31473	57747	540	30632
12.624444	43456	478	31439	57770	521	30658
12.630833	43503	476	31483	56928	533	30780
12.637222	43290	471	31471	57147	526	30738
12.643611	43675	468	31495	58057	533	30834
12.650000	43708	474	31546	57785	529	30866
12.656389	43894	475	31507	58514	527	30673
12.662778	43928	472	31435	58314	532	30823
12.669167	43799	471	31600	59571	528	30622
12.675556	43655	474	31529	60532	528	30682
12.681944	43860	462	31513	61073	526	30777
12.688333	44195	472	31507	60776	525	30772
12.694722	44139	470	31551	59966	539	30782
12.701111	44030	467	31404	59725	519	30687
12.707500	44328	470	31416	59069	529	30843
12.713889	44654	474	31475	59278	521	30911
12.720278	44311	465	31342	58957	532	30492
12.726667	44148	473	31374	58626	529	30701
12.733056	43847	472	31550	58739	533	30748
12.739444	44041	475	31546	59610	532	30687
12.745833	44617	478	31489	60595	534	30698
12.752222	44771	482	31383	60662	525	30753
12.758611	44933	459	31540	61025	520	30667
12.765000	44884	474	31440	60460	526	30707
12.765000	44426	479	31521	60689	524	30828
12.771389	44765	473	31449	60176	528	30778
12.777778	44464	469	31529	60067	523	30749
12.784167	44279	472	31451	60166	522	30838
12.790556	44223	481	31487	60407	524	30961
