Time	B02	B03	B04	B05	B06	B07	B08	B09	B10	C02	C03	C04	C05	C06	C07	C08	C09	C10	D02	D03	D04	D05	D06	D07	D08	D09	D10	E02	E03	E04	E05	E06	E07	E08	E09	E10	F02	F03	F04	F05	F06	F07	F08	F09	F10	G02	G03	G04	G05	G06	G07	G08	G09	G10
10.797222	99641	94509	86416	90762	102494	104141	92526	88611	105638	88038	87185	99730	104199	108141	120343	109594	103796	114565	80935	85243	111156	72656	70707	67700	69061	70418	78642	35438	35935	35245	35164	33629	34723	37885	39039	37765	41426	36267	36129	123493	115371	119832	40053	40821	39596	41672	38515	37934	102828	102671	98723	95883	95428	96141
10.810000	99060	95240	85534	90112	103688	104923	91618	89364	104976	89238	86402	101484	103779	108428	120397	109837	102808	115002	80852	84164	112505	72553	70337	67766	70584	70611	78009	34849	35630	34687	34530	33715	34750	38391	38886	37439	41130	36470	36537	122585	115987	120655	40233	40412	39917	41930	38817	37540	103370	104439	98687	96413	96957	95513
10.822778	99113	95952	86966	90905	103009	104757	93404	89342	105510	88233	86658	100952	104846	108390	119875	109339	102127	115121	80898	84627	110868	71800	70651	67770	69103	69882	78258	34808	35810	34555	35124	33152	34370	37821	39382	38413	40140	37294	36835	123315	114038	119904	39726	40620	39746	41222	38693	37601	103305	103997	99858	96419	97341	96350
10.835556	98888	94227	87572	91537	104056	104594	92244	89519	103884	88771	86789	99716	105257	108422	120207	109848	102116	114164	80601	85925	110090	72365	71413	68921	69610	70038	77891	35958	36216	35071	34933	33604	34408	38039	38885	37975	40093	36858	36109	122662	116066	119902	40299	40686	39536	41493	38532	37088	103202	103581	100068	96595	97658	95965
10.848333	98879	96111	86611	91723	103633	104759	93210	88684	105281	88338	86581	100382	104890	107817	119863	109268	102874	113670	79991	84439	111056	71342	71973	67374	69071	69447	77991	34993	35860	35236	33996	33280	34536	37996	39301	37665	40565	36734	36550	122718	116000	119481	40534	40688	39229	41748	38935	37939	102947	103904	99195	97280	96100	96822
10.861111	98465	95280	87493	90966	103842	103715	92760	89859	105878	88325	87136	100851	105194	108852	120220	109042	103805	114861	80420	84717	111502	72933	72317	68651	69862	70109	78299	35486	35463	35875	34636	34081	34892	37741	39472	37701	41824	35251	36920	123716	114299	119816	40592	40493	39319	41657	39004	37844	104607	104619	98155	96566	95628	96394
10.873889	99029	94407	87045	92860	103574	105019	93150	89725	105918	88538	87220	100103	104733	109132	120253	110029	102757	114725	80170	84632	112135	72112	71581	68351	69249	70077	78322	35429	36061	35128	34485	33513	34805	38713	39564	37309	40752	36721	36651	122866	115083	120482	40724	40270	39837	40934	39238	37675	103725	102834	99534	97395	96806	96142
10.886667	99080	95453	86382	91940	103381	104557	93574	89159	106583	88804	85785	100382	104099	107601	119666	109124	102923	115161	80462	84445	110940	71610	71321	68101	69339	70736	78574	35708	35568	36172	34293	33682	34936	38000	39647	37384	40352	36889	36658	123523	115326	120506	40263	40813	39311	41399	39205	37446	104177	104319	99502	95946	96995	96139
10.899444	98897	94832	87049	92851	104182	105338	93659	89693	104799	87864	86199	100565	104654	108591	120288	109210	102634	114841	81297	84887	111267	73622	71204	68624	69330	70829	78610	35846	35483	34939	35422	33514	34735	37934	38784	37594	40086	35686	36541	121536	115028	120491	40399	40988	39750	41255	39135	38057	103526	103708	99711	97095	96621	95414
10.912222	99305	95558	85956	91618	104285	104380	93628	88875	105788	88293	86298	101805	104627	109741	120376	109503	102069	115874	80336	84816	111042	71722	71139	68846	70454	70525	78326	34967	35563	34986	34556	33281	34464	38522	39109	37788	40099	36800	36789	122299	115690	120410	40283	39797	38881	40918	39101	37999	103306	104227	99672	97281	96208	95702
10.925000	99476	95037	86673	91871	104527	103737	93282	90102	107144	87733	87120	100746	105889	108179	119648	110397	102927	114667	80339	84165	111646	73428	71426	67716	70007	69617	78232	34699	35708	35370	34475	33236	34762	39125	39210	38231	39502	35920	37443	122918	115453	119897	41169	40423	39756	41027	38451	38046	103930	104417	99878	97310	96207	95443
10.937778	99407	94545	86896	92044	104424	106342	93694	88521	105694	87896	86782	100651	104333	109196	120489	110293	102812	113884	79976	83411	112996	72768	71055	67311	69934	70329	78753	35660	36006	34858	34289	33266	34834	38079	39322	38781	40644	36346	36859	124010	115406	120121	40296	41290	40011	40973	38712	37719	104036	104641	100279	97210	96660	95699
10.950556	99018	94333	87031	91994	103971	105186	93448	89487	104773	87939	87954	101093	104763	108162	118916	108792	102546	114354	79447	86075	112748	72120	69935	68462	69624	70401	78882	34425	35655	34846	34081	33817	34497	38227	39137	36992	41829	36823	36140	122807	114646	119999	39326	40576	40382	41970	38740	37693	104312	103093	100586	96814	97386	97117
10.963333	99308	94805	86837	91155	103766	104736	93159	89317	105303	88937	86659	100084	104330	106963	120500	110335	103531	115080	80462	85036	112212	71641	71197	68082	70206	70531	78726	35681	35775	34462	34821	33609	35054	38856	38999	38261	39851	36553	36975	123287	115101	120038	40611	41165	39954	40985	39118	37420	102972	103624	99717	97545	97408	97070
10.976111	98267	95225	86120	91567	104536	104396	92675	87894	105447	88833	86444	100148	105273	109342	120468	110089	103714	114931	80854	85534	112421	71387	70239	67672	69031	69795	78975	35036	35718	35142	34762	33665	34186	38484	39382	38302	40857	37302	37113	123484	115853	121158	39885	40786	39996	41279	38883	38072	103123	104685	99129	97144	97947	95726
10.988889	98556	95396	86592	91789	103184	106269	93391	88618	106411	89992	85332	100602	105560	108405	120154	109864	103443	114985	81179	84627	112597	72676	70321	67730	69754	69731	77849	35341	35361	35022	34979	33602	35089	38793	39117	37821	40058	36666	37114	123510	114360	119425	40193	40570	40206	41277	38983	37320	103303	103866	97917	98413	97084	95364
11.001667	99599	94581	86562	92239	103477	106076	94435	89475	105888	87773	86917	100193	105996	107574	121370	112119	102556	114079	79895	84304	112453	72027	70801	67554	69598	70699	78519	35406	36270	35565	34396	33912	34787	37816	38800	37416	40676	36891	37151	123996	114517	121424	40309	40910	39654	41702	39125	37833	104930	103869	100766	96512	97075	95485
11.014444	99877	94760	86731	90895	104529	105577	93360	89570	105840	89043	86519	101178	105610	107989	119924	109467	102712	113555	81076	84413	112274	71824	71004	68277	69897	70026	77955	35516	35467	35309	34951	33899	34784	38105	39673	38231	40574	36324	36158	123020	114903	119145	41001	40765	39264	41105	38956	38378	103593	103938	100049	96758	96035	96187
11.027222	99526	95105	86651	92614	102838	105560	92592	89087	105521	89330	86969	101075	104669	107224	120809	108751	103587	114428	79833	85397	111286	72346	70553	67533	69454	70070	78770	35491	36223	34616	34091	33520	34604	38466	39199	38320	41019	36677	36643	123518	115237	119900	40656	40897	39601	40569	38854	38753	104428	104229	99029	97511	96810	95627
11.040000	99055	95534	87413	91599	103095	104871	93409	89079	106756	88916	86700	100752	105681	107774	119855	110575	102658	115182	80497	84351	111443	71420	69739	67736	69789	69885	78381	35258	35489	34875	35388	33704	34695	38014	38848	37299	40530	36141	36674	122793	115508	119386	40720	40212	39495	41569	38565	37613	103565	103309	99714	96595	95693	95947
11.052778	99714	94837	86723	92503	103864	105229	92363	88843	106281	88887	87705	101611	105018	108181	119776	109469	102124	115160	80263	85095	112375	72613	70722	67192	68797	70181	78947	35407	36211	34986	34401	33682	34748	38055	39426	37182	41636	36522	36660	123532	116189	119029	39856	41538	39769	41862	39243	37470	103041	103801	99681	97503	96789	94905
11.065556	100058	94358	86664	92342	104174	106557	92669	88970	105287	88838	87486	100336	104739	108221	120709	109052	102991	114210	80003	84594	112144	72776	70472	68486	68924	69923	79614	35610	35947	35521	34541	33607	35033	38661	39270	37762	39954	36598	37040	123059	114245	119736	41602	40561	39663	41289	38693	38723	103506	103224	100811	97989	97577	95487
11.078333	99232	95684	86778	91005	104042	105662	92839	90006	105977	90008	87346	101308	105447	108059	121034	109081	102549	114710	80438	84758	111049	71662	70745	67351	69496	70068	78915	35802	36357	34402	34454	34078	34332	37640	38794	38031	40233	36826	36813	122765	114560	120460	40631	39976	40533	41129	38307	37619	103392	103800	99990	96239	97462	96069
11.091111	100032	96535	87423	92613	103659	105250	93781	88877	106769	89329	86268	101904	105566	107843	119765	109151	102929	115305	79803	84461	112045	72095	72003	68555	70214	70195	78708	35267	35557	35445	34902	33501	35115	38264	38655	37930	40643	36872	37205	123829	115905	120016	40665	40852	39649	41196	38850	37851	104248	103756	100278	97820	96537	94932
11.103889	99475	94928	87083	91795	104578	105524	92886	88861	105902	88672	87108	100589	105525	109219	119969	110281	101914	115267	80951	84383	112663	72006	71183	68276	69639	70168	78427	35462	35801	35309	34524	33803	34943	37657	39424	37676	41077	36742	36657	123312	114919	120627	40193	40615	39725	41137	38880	38004	103817	104673	99964	96762	97207	97034
11.116667	100189	94821	86931	91705	103876	105576	93835	89774	106081	88572	88177	101545	104688	108327	120100	109963	103426	115103	80347	85002	111923	72733	71084	68315	70122	69788	79231	34561	35837	34610	34654	33293	34801	38079	39407	37972	39766	36261	36794	123272	115175	119674	40403	41003	39505	40857	39053	37553	104141	103662	100762	98523	96600	96453
11.129444	98892	94023	87328	92666	103210	105330	93610	88638	105707	89741	85637	100009	104836	108532	118471	109862	102475	115631	80785	84119	112149	72316	70570	67212	70280	69869	78015	35046	35702	35210	34739	33001	35056	38187	38665	37728	41171	36615	36610	123455	114374	119855	40356	40357	39655	41566	39648	38156	103486	103317	100593	96814	96756	96245
11.142222	100104	94990	87978	92622	103671	105351	93969	88842	105499	89832	86546	101040	105956	108887	119091	110911	103220	115584	81011	85395	112516	72826	70904	67527	69090	70594	77970	35647	35853	35004	35084	33091	34323	38969	39517	37585	41667	36431	37169	123889	115705	120514	40393	41276	40037	41274	38641	37592	104321	103880	99928	96934	97870	95127
11.155000	99568	93925	87050	91469	103405	104431	92726	89708	106424	88552	87563	100746	104913	108063	120003	109137	103465	114671	80325	84566	112384	73339	72362	68149	69895	69595	77540	35753	35942	34627	33979	33710	35507	37655	39413	37366	39968	37387	36769	122943	115575	119522	40842	40800	39394	41496	38328	37379	104721	103866	100076	97220	97509	96235
11.167778	99496	94686	86262	91816	104030	105490	94012	88892	106364	88623	87640	100425	103864	109113	120655	112406	103469	115610	80957	85385	112520	72302	71122	68483	69377	69963	78823	35394	35996	34995	34655	34283	34832	38040	38901	38025	41254	37049	36934	122891	115306	121354	40662	40542	38957	41198	38759	38043	103826	103588	100379	96319	96746	95427
11.180556	98603	94959	87687	92272	104417	105228	93015	90183	105350	88653	86912	100293	105885	108628	120285	110701	103299	115003	80367	84156	112477	71296	70875	67990	69131	70141	78332	35287	35654	34732	34436	33372	35057	37484	39735	37176	40314	36638	36807	124004	114848	119669	40968	40984	39643	41887	38891	38240	103836	104012	99363	96368	97380	95554
11.193333	98992	95767	86778	91926	102902	104348	94688	89023	104898	87941	88320	101166	105688	108081	118891	110057	103748	113959	79735	84479	111949	72548	71181	68157	69948	70662	79384	35675	35661	34850	35491	33850	34990	38601	39402	37335	40143	36896	36681	124199	115634	120196	40718	40422	39957	41006	38673	38169	104364	104196	99955	97395	97311	96111
11.206111	99335	94693	86352	91829	104374	104612	93429	89518	105928	89201	86431	102067	105267	108871	120206	110640	102277	115056	80106	84621	111947	73034	70940	67584	68394	70086	77707	35266	35778	35698	35278	33600	35009	38667	39724	37447	41082	36491	36881	123643	115142	120293	40229	41065	39602	41536	38277	37137	103077	104258	100324	97001	97174	95873
11.218889	99653	95049	87770	92887	103874	106126	93866	90325	105962	88447	86756	100152	105734	109249	119720	110258	103195	114181	79968	84670	111272	72704	70772	68369	69504	70598	78360	35871	35328	35470	34469	33451	34495	38214	38521	37567	40666	36534	37427	122900	114087	119146	40011	41109	39237	41974	39076	36911	103943	103598	99979	98100	97920	97309
11.231667	99050	94820	86890	91830	103790	106398	93605	89398	107032	88892	86405	101715	105755	108479	121073	110257	103321	115086	80438	84297	111602	72534	70754	68255	69068	70479	78094	34876	36831	35444	34502	33458	34784	38063	39621	37742	40561	36000	36608	124703	115381	119664	39802	40573	39880	41525	39463	36858	104430	104506	98533	97972	98031	95975
11.244444	98419	94541	86976	91697	103022	104998	91442	89469	106456	89391	87002	100024	105819	109085	121167	109507	103996	115561	81190	84075	112657	72199	71212	69116	69775	71000	79169	35349	35935	35311	34658	33876	35253	38189	39120	37546	41514	36708	36430	123728	115890	120837	40052	41023	40340	41625	38895	38478	106524	104563	99863	97609	97812	95872
11.257222	99809	94839	88284	91154	104846	105525	93198	89761	106415	88696	87246	101218	105399	107890	120902	110413	103178	115657	80670	85458	112340	71978	70879	67808	70593	69871	78442	35710	35694	35104	34231	33491	34331	37762	39018	37939	40207	35845	37025	124370	114560	120528	40513	40561	39407	42127	38536	37771	104595	104072	100490	96462	97387	95882
11.270000	99933	94916	87883	91224	103625	104399	93681	89280	106218	88323	87427	101014	106036	110049	120315	111355	102193	114998	80535	84266	112283	72655	71382	67474	69534	70060	78534	35833	35787	35266	34279	33850	34657	38268	38939	38275	40323	36502	37240	124102	115650	120405	40030	40561	39587	41042	38655	37784	104340	104905	100405	97270	97174	96505
11.282778	98607	95076	87676	92205	104087	105609	93191	90523	106668	88714	86629	100895	104332	108747	120916	110966	102805	115078	79622	84599	111299	72074	70933	68115	70635	70408	78811	35646	35227	35170	34988	34033	34467	37780	39501	37745	40334	36605	37851	123909	114814	120005	40484	40933	39552	41474	38992	38412	103732	104901	100293	97021	97162	96133
11.295556	99142	94156	87074	92558	104031	105612	94571	89109	106806	89154	86950	101220	105552	108563	121813	110582	104006	115161	80357	85102	111931	72188	71589	68607	69914	70306	78830	35250	35620	35084	35306	33765	34119	38233	39059	38045	40446	36700	37398	125777	115816	122133	40558	40670	39475	41049	38826	37369	104489	105011	101027	96893	96582	95538
11.308333	99316	95037	86316	91619	104786	106237	93974	88719	106102	88900	86763	101119	105307	108125	120020	109664	103944	115107	80285	84198	110925	72134	71439	67236	69550	70893	78801	35400	35368	34750	35130	33879	34716	38446	39356	37351	40354	36200	36796	124220	114690	120337	39940	40077	40414	41195	37885	38412	103956	103744	100845	96866	96982	97485
11.321111	100100	94466	87707	93150	104043	106600	94179	89632	106549	88872	87112	101418	105738	108942	120296	111159	102813	114251	80734	84745	112205	73077	71094	69217	69700	71393	78153	35287	35970	34344	34110	33676	34465	37806	39075	38015	40089	36379	37500	124533	114464	119577	40852	41327	40239	42202	38740	37257	104881	103627	100359	98144	97362	96529
11.333889	99564	94829	87830	92027	104761	106157	92842	89778	106058	89343	86901	101771	106348	110350	120598	110899	105276	115096	81461	84972	112405	71975	72015	68682	69611	70485	78811	35036	35631	35208	35408	32895	34750	38240	39501	37562	40791	36447	36752	123958	115474	120438	41033	40603	40487	40611	38602	38243	103464	103977	101355	98211	97058	96007
11.346667	99623	95417	87567	92630	104207	107216	93813	90507	107312	89315	87526	102040	106998	109032	119801	111311	102004	116099	80032	85301	112509	72034	70633	68601	70070	71290	78683	34775	36271	35259	34882	33726	34942	38512	39731	37436	40871	36555	35976	124736	115905	121124	39940	40641	39691	40988	38761	37891	104306	104932	100897	97383	98402	96564
11.359444	99827	94503	87551	92549	104008	105784	93617	89517	106876	88438	87019	100617	106889	108111	121387	109659	103103	115477	81399	85070	113145	72504	71583	67863	69573	69416	78244	35344	36068	34595	34976	33777	34340	37983	39131	38307	41537	37130	36708	122959	116065	119136	40540	40686	39544	41222	38948	38159	104422	104327	99876	97736	96879	96960
11.372222	99486	95685	86946	91940	103900	105218	94431	89989	106065	88120	87394	100822	104792	107861	120042	110138	102972	114833	80412	85951	113142	72240	71546	68593	69193	70906	78519	35263	35908	35022	34801	33866	34874	38849	39111	38233	40386	36210	36515	123890	115200	121076	40543	40657	39876	40614	39486	37521	104505	105369	99704	97903	98204	97305
11.385000	100569	95137	86675	92031	103860	106125	95375	91382	107029	89241	87109	100876	105441	109688	119820	110821	102801	116045	81163	85215	113015	72353	70638	68634	69544	71171	78498	35091	35816	34966	34452	33349	34534	38469	39005	37768	39981	36536	36645	123828	114677	120007	40073	40755	39691	41321	39238	38030	104010	104015	100779	97714	98238	95428
11.397778	98538	96668	87027	92957	104428	106027	94108	89306	107393	88451	86749	100949	105742	108093	120801	111077	102282	116028	80582	85638	111824	73508	71210	68754	69442	70068	78837	35356	36265	34941	34877	33904	34683	38522	38940	38074	41743	36239	36310	124752	116332	120012	40304	40487	40177	41471	38841	38047	104757	104810	100830	98220	97420	96192
11.410556	98861	95903	87268	91983	104949	105462	93244	90081	106918	89207	87320	102153	105644	109962	120872	111373	103533	115295	80114	85346	111848	73410	71309	68815	69727	70010	78667	34938	36274	35537	34532	33252	35097	38063	38740	37832	41482	36040	37264	124328	116652	120386	40728	40443	39575	40799	38947	37663	104420	105261	100965	97292	97152	94684
11.423333	99344	94961	87778	92887	104014	105959	93559	89361	107514	88769	86647	101782	105298	108704	120283	110461	103881	114431	80293	85593	113358	72462	72002	68480	70095	69971	78913	34974	36071	34715	34813	33476	34641	37749	38869	37821	40508	35815	36913	124070	115481	121173	41268	40950	39443	41364	38751	36944	104243	104788	101036	97661	97218	96280
11.436111	99393	95827	87661	92656	104375	107359	93523	89089	106428	88751	87031	101591	105641	109225	121292	110905	103658	116716	81423	84923	111892	73539	71696	68915	69975	69553	78834	35455	36020	34924	34702	34029	35195	37802	39002	37566	41193	36580	36790	124490	115251	120587	40115	41262	40129	41194	39225	38338	104216	104157	101181	98135	98533	95595
11.448889	100805	95541	87677	92480	104937	106855	94981	90749	107638	88743	86803	102278	104946	109382	119944	111053	103106	115200	81437	84021	112356	72449	71188	68019	69641	69556	79174	35511	35828	35425	35066	33459	34616	38629	38900	38140	40913	36455	36641	124491	115325	120934	40317	41075	39661	41345	38915	37678	103757	105131	101526	97671	97251	97284
11.461667	100116	95618	88065	91739	105107	106009	93745	90475	106807	88472	86975	101411	105942	108951	120766	111404	102702	114701	80582	85205	112557	72536	71770	68726	68854	70325	78374	35812	36334	35090	34622	33341	34522	38428	39221	37977	40217	36623	36718	123986	116601	120707	40737	40972	39378	41380	38594	38395	105043	105615	100669	98547	97266	97374
11.474444	99819	95347	86784	91987	104726	105453	94650	89283	106738	89200	87794	101629	105751	108929	121179	111631	102330	114772	81256	85741	112172	73829	71659	67903	69713	70173	79134	35903	35954	35367	35014	34073	34626	37594	38816	37988	40717	36154	37286	124189	116283	120844	41152	40400	39865	41729	38786	37947	104397	105023	100622	97503	98582	96964
11.487222	99773	94796	87730	92905	105348	106268	95567	90372	107310	89249	88017	101832	106743	108595	121167	111963	104446	115758	82134	85302	112146	72514	71571	69353	70079	70936	79107	35441	35933	35349	34876	34002	34554	37508	39401	38043	40352	36548	36677	125627	117041	121441	40842	40935	40190	41226	39042	38053	105369	103979	100728	98007	97614	96688
11.500000	100155	95847	87113	92514	104459	105359	93563	90891	105773	90442	86898	100936	106052	109178	121084	111669	102510	116473	81866	85855	112678	73363	71194	67819	69840	71109	79085	35399	35513	35576	34889	33571	35251	38399	39562	37445	40043	36799	36978	124544	116150	121954	40629	41128	40164	41742	38289	38014	104965	104046	100410	98435	98067	97061
11.512778	100283	94612	87431	93192	105475	106338	93815	90393	106784	89407	87636	101940	104964	108920	121775	110995	102984	114450	81102	85117	112626	73385	72545	67470	70246	69923	78641	36176	36446	35006	34748	33348	34951	38526	39288	37828	39836	36500	36885	126242	116555	120823	40952	40618	39882	41547	39110	37380	104448	105183	101278	98362	97640	97189
11.525556	99337	96821	87834	93465	105358	105834	94657	89538	105576	88903	87881	101193	106270	109798	122027	110472	103217	115320	81241	85473	113474	73031	71472	67781	69075	70001	78538	35203	36179	35505	35022	34428	34514	39252	39472	37606	41479	37002	36940	124381	116837	121766	40389	41829	39832	41187	39353	37444	104638	103703	100860	99329	97315	96736
11.538333	99605	95713	87322	92337	105077	105473	94596	90800	106392	89374	87832	102530	106412	109561	120456	111214	103552	115730	80608	85658	112389	72955	71730	67771	69597	70963	78692	35858	35856	35514	35359	33417	34771	38548	39761	38068	40027	36545	36030	124000	115021	122650	39775	41424	39769	41207	39382	37221	105044	105942	99672	98698	98528	96893
11.551111	99888	95356	87971	93481	105318	105213	94014	90225	106228	89989	88032	101514	105666	109812	121717	112552	104072	114853	80807	85715	113037	72765	71308	69806	69480	70054	79034	35377	35663	34533	34275	33815	34696	38724	39145	38120	40602	36685	37588	124901	117106	120652	40654	41352	39850	40519	38885	37522	105081	104974	101577	97949	97316	96762
11.563889	98803	94166	88126	92745	104393	106239	93963	89882	106168	89537	87848	102373	106239	109179	121892	111703	103684	115547	80436	85104	113349	72738	72049	67911	70026	70196	79233	35555	35402	35473	34926	33364	34817	38426	39196	36846	39852	36974	37435	125721	116188	120481	41237	40886	39446	41170	38953	38199	105426	104935	100595	98432	98432	97784
11.576667	100037	95712	87132	93202	104728	105967	94876	90857	107397	89401	87597	102454	106076	109204	121383	110344	102595	115230	81082	86408	113431	72739	71490	67658	69517	70620	78814	35506	36204	35204	34497	33846	34610	38912	38847	37490	41645	37267	36734	124832	116670	121048	40947	40888	39570	41337	39452	37407	103347	104824	100684	97725	98565	97028
11.589444	99005	95372	86774	93382	105846	107597	95230	90039	106865	88928	87798	101953	105519	108324	120609	111466	103808	115136	80236	86184	111825	71873	71815	68703	69669	70693	80596	35146	35647	34687	34154	33916	35226	37816	39459	37416	40734	36456	36826	124379	115279	121393	40267	41470	39168	41276	38953	38475	103792	105180	101334	97609	98280	97348
11.602222	100837	95485	87926	93391	104563	106329	94057	89931	106978	88994	87669	101467	106283	109505	119926	110692	104757	114906	81277	86088	113777	74162	71274	68336	70338	70646	78592	35299	35853	35223	34885	33370	34396	38299	39190	37285	41145	36445	36845	124300	115755	121549	40425	41262	40049	41551	38545	37137	104498	105397	100617	97984	97460	96791
11.615000	99919	96297	88567	93638	105009	105676	94711	90116	107181	89299	87723	102176	105943	108970	120832	110528	103635	114155	81910	84914	114178	73759	72238	68717	70291	69999	80279	35655	36201	35193	34633	33875	34874	38504	39198	38111	41471	36848	36564	125098	116416	119280	40981	40993	39640	40922	38787	37822	105448	104637	100375	98650	97691	96114
11.627778	98815	97423	87947	93460	105647	106715	94618	90632	105886	88728	86826	101123	106710	109263	120797	110666	103479	115399	79935	85351	112172	72453	70993	68587	70028	70805	79375	36149	36235	35075	34642	33403	34856	38001	39100	37747	41082	36236	36849	124480	116067	120740	40415	41199	39683	41378	38877	38277	105226	106051	100787	98124	97309	96090
11.640556	99943	95977	86992	91994	104801	105246	94231	90060	106803	90044	88188	101820	106089	109702	120637	111793	103166	114928	81267	86143	112383	72855	71011	68796	70342	69162	78484	35184	35945	34639	34848	33481	34275	38703	39594	37725	40629	36717	36566	124750	115703	121070	40775	41028	39889	41609	38844	37179	104832	104092	100324	98558	98345	96986
11.653333	100402	95314	87779	92738	104497	106100	94578	90131	105874	89034	87038	101514	105935	108400	120356	111501	102681	116306	80738	86031	113237	72057	71658	68788	69513	70593	79010	35389	36697	35447	35048	33327	34806	38149	39323	37916	40671	36298	36625	123574	115247	120393	40242	41630	40126	41190	39392	38723	103803	106095	100527	98652	98656	96910
11.666111	99417	94885	87944	93567	104945	106376	94629	90912	107102	89961	87361	101087	106084	109788	121936	111483	103757	115110	81524	86440	113601	72081	70690	68282	70213	70715	79657	35510	36418	34700	34665	33605	34566	37906	38968	38344	39955	36669	36882	124332	116684	122118	40443	40427	40051	41307	38513	37834	105121	104458	100056	97791	98959	96507
11.678889	100154	95523	88306	93080	104316	105330	93585	90554	106027	88255	87749	101997	105688	109454	121156	111878	104931	115834	80697	85268	114149	73110	70860	68575	69648	70496	79571	35788	36113	35448	34873	33808	34681	38326	39140	37920	40140	37141	36982	124440	115402	121570	40428	41297	39999	40937	39034	37758	105673	104521	100486	98031	98303	97243
11.691667	100322	94969	86760	93646	105521	105038	94448	90601	106782	88354	87301	101778	106500	110413	121169	111851	104050	115635	80487	84812	112865	74342	71224	68787	70557	70323	79558	35204	35819	35149	34753	33586	34985	38182	39396	38212	40091	36625	36207	125049	117197	120549	39909	40501	39635	42130	38960	37425	105127	105298	100732	97463	98078	97784
11.704444	100057	95956	88391	93203	105371	107356	94358	90990	107193	89785	88038	102534	104550	109191	121954	111064	103709	116486	80756	84668	112856	73713	71913	68475	69867	70328	79536	35325	35728	34827	34645	33838	34689	39033	39592	37924	42262	36687	36996	123809	116964	122100	39961	41132	40106	41393	38923	37461	105279	104626	101337	97901	98181	96326
11.717222	100327	95762	88075	93402	104616	106184	93374	90347	106835	90435	87806	102232	106629	109490	120978	110171	103111	116517	80463	85298	112690	73155	71794	68847	70296	69992	79097	35467	36463	35576	34624	33848	35048	38695	38964	37749	40464	36450	37320	124222	116729	120014	40659	40545	39499	41823	38354	37596	104288	104312	100987	98321	98091	98053
11.730000	99622	95857	88262	93087	105263	106484	93922	91743	106376	87896	87644	101895	106376	108947	121268	110989	103449	115110	79862	85296	113628	73069	71671	68888	70215	69856	79215	35329	35517	35332	34663	33522	34549	38772	39466	38008	39771	36393	36341	124179	116254	121390	40664	40443	39386	41975	38469	37620	104972	105985	100901	97451	97013	96014
11.742778	99998	95420	87908	93476	105712	105229	93923	89797	106775	89259	88069	102321	107175	109959	122586	111156	103630	116248	80882	85670	112329	72671	71967	69027	69991	70999	78913	35266	35879	35511	35104	33769	34417	38995	38991	37559	41843	37212	36899	124780	115834	121224	40980	40773	39587	42032	39283	37722	105206	104573	101349	97607	98408	96620
11.755556	100327	96271	88014	92832	104544	106673	94401	90971	107441	88735	86886	102449	107312	108955	120167	111019	102832	115067	80880	85832	113462	73518	71110	68563	69661	70332	79533	35955	36258	35034	34124	33923	34411	38571	39340	37056	40509	36297	37271	124961	115761	120283	40502	41231	40004	41484	39329	37733	106534	106156	101153	97920	98140	96014
11.768333	100820	95948	86864	92961	106546	106193	94517	89355	106943	88846	86948	101984	106797	109247	121005	110472	102663	115738	80361	85637	113595	72390	71443	68748	70478	69787	79363	34991	36323	35539	34721	34143	35273	38559	39834	37523	40914	36624	36860	123898	117014	120964	40776	41295	39761	41194	38211	38116	104738	104900	101014	97992	97692	97647
11.781111	98924	94493	86768	93583	104816	106607	93950	90811	107075	88961	88288	102171	106761	109537	120964	111209	103739	116400	80671	84607	112884	72689	72159	69874	69427	71096	79427	35329	36321	35349	34591	33626	34428	38448	39190	38058	41297	36046	36952	125692	116898	121659	40375	41215	40336	41137	38203	37739	104864	104593	100369	98339	97170	96480
11.793889	99827	95670	86638	93191	105800	106924	95045	90701	107301	90092	87169	100786	107775	110350	120114	111697	102955	115931	80643	85524	112345	73295	71453	69300	69842	70776	80123	35160	36068	35208	34729	33369	34786	38929	39120	38063	40290	36482	37140	125296	116695	120926	40941	41098	40457	41042	39139	38258	105633	104520	101971	99335	98689	96984
11.806667	99313	95784	87766	92900	104696	106890	93329	90138	106342	88968	86649	101956	105591	109155	120295	110740	104450	115795	81546	85166	112445	73026	72124	68721	69545	70438	79085	35062	36013	34675	34968	33725	34449	38464	39939	38005	41132	36524	36245	125789	116090	122195	40451	40940	39965	40852	38593	37936	104232	104498	101275	98508	98276	97457
11.819444	99149	94989	88339	93573	105528	104928	95057	90829	106545	89012	87247	102817	105397	109161	120912	112435	103996	115179	80905	84900	113400	72431	72072	69200	70073	69424	80147	35674	35189	35199	34735	33694	34710	38683	39824	37891	39864	36572	37218	124210	116726	121114	40897	40639	39160	41431	38991	38399	105011	105816	101305	98433	97585	96244
11.832222	100890	96117	87572	93419	104580	105316	93848	89748	106728	88674	86147	102393	106459	109512	122632	110642	102396	114061	81217	86180	113910	73146	71795	68941	70551	70465	78999	35949	35403	35873	34324	33634	34642	37682	39478	37355	40881	36519	36451	125989	116927	121521	40358	41106	39354	40630	38312	37705	104240	104942	101463	98493	97677	97377
