Time	B02	B03	B04	B05	B06	B07	B08	B09	B10	C02	C03	C04	C05	C06	C07	C08	C09	C10	D02	D03	D04	D05	D06	D07	D08	D09	D10	E02	E03	E04	E05	E06	E07	E08	E09	E10	F02	F03	F04	F05	F06	F07	F08	F09	F10	G02	G03	G04	G05	G06	G07	G08	G09	G10
2.517222	71725	82919	73795	75012	80190	82282	78118	77800	84328	68455	70968	75087	78568	85382	93812	84686	85507	94751	71859	73821	81675	67002	60830	57990	64024	66487	65626	33366	33758	33836	34849	33299	33927	36188	37437	36342	36768	35501	35522	96752	90433	95753	38368	38140	37648	39900	37714	37941	82948	82836	79008	76432	77704	77339
2.530000	72286	81879	74192	74572	80894	82172	78627	76719	85703	68688	70741	75664	78695	85193	94704	85170	84698	92966	71048	74030	81474	67765	62029	58273	63345	66730	64768	33848	33893	34494	34177	33103	33047	36013	36959	36794	36013	35112	36212	96836	88432	95758	38714	38183	36289	39679	37950	37932	82253	81295	78648	76609	76600	77696
2.542778	72165	80847	76962	73740	80812	82736	78300	77298	84372	68448	70814	75021	78649	85347	93738	85666	85767	95276	70503	73625	81180	66807	61261	59043	63916	66085	64985	33659	33478	34354	34567	33107	33592	35680	37111	36377	38332	35726	35546	97596	88772	95776	38804	38402	37205	39622	38326	38071	83379	81321	79499	76704	77136	76882
2.555556	70970	82246	74337	73866	80420	82995	77905	76421	83958	68669	71457	74666	79082	84979	95364	85084	86002	95031	70784	73568	80555	66677	61326	58038	63604	65347	67166	33984	33556	34117	33933	33407	33752	36614	37090	36172	37481	35529	35583	96572	89390	94795	38365	38569	37026	39429	38203	38047	83470	81913	79664	76999	77644	76669
2.568333	71540	82718	76019	74328	81576	82051	78509	77396	85494	69281	70411	75212	77732	84683	94314	85411	85218	94306	71381	74289	81221	67857	61081	58577	63711	66217	65361	34066	34269	33850	34669	33577	33787	36665	36137	36588	37920	36414	35757	97068	89674	95165	38343	37997	36927	39982	38264	37951	83739	81904	78974	76063	76056	77129
2.581111	70638	82091	74220	74766	81003	82059	78285	77299	85374	68553	71012	75015	78394	85466	94308	86366	85400	94286	70757	73879	81604	67135	61466	58582	64747	66637	65438	33152	34044	33548	34723	33429	34236	36049	37454	36325	37881	35695	36059	96725	89111	94909	39287	37614	37182	39615	38380	37581	83747	82853	79719	77487	78333	77570
2.593889	71921	81489	75890	74154	80505	82348	79716	76521	85820	68292	72164	75631	79662	84341	95248	86511	84511	95987	70260	74288	82792	67514	61504	58873	62420	65486	65737	33857	33969	34171	34413	33765	34152	35907	37123	36122	37199	35169	35498	96908	89794	94546	38779	38163	37123	39615	38319	38159	83772	82349	79251	76889	76967	78641
2.606667	71683	82324	74336	75079	80705	82623	78931	78152	85853	68523	71614	75197	78214	85594	94811	87252	85243	95907	70962	74473	82552	66168	61979	59536	64830	65989	65605	33303	34533	34271	34039	33217	33585	36900	36383	36510	37722	36343	35303	96734	90051	95080	39159	37823	37254	39335	38030	37995	83800	83471	79096	76851	78253	75977
2.619444	71993	81739	75198	75210	80468	82098	78993	76880	85822	69466	71674	74893	79023	85213	94777	85979	84350	95422	70808	74887	81479	66964	61189	59465	63888	66403	66264	33088	33473	34293	34027	33471	33769	36592	37486	36631	37970	35634	36735	97402	89945	93971	38155	37844	36857	40101	38816	38339	82573	83245	79351	77408	77520	77176
2.632222	71717	81925	75224	75208	79850	83426	78795	77217	86340	67922	72121	74937	78889	86625	94780	86334	85096	95379	70264	73950	81491	67148	61694	59042	63368	65854	65442	33651	33706	34100	33891	33427	33946	36237	37212	36138	38193	35451	35536	96837	90657	96599	38050	38567	36607	40323	38290	38509	83886	81731	78166	77425	77382	77130
2.645000	72495	82576	74336	75031	80885	83337	78829	76821	86529	68076	72101	75455	79392	85290	94168	86924	86009	96040	70525	74592	81969	66983	61967	59273	63827	66585	65545	33917	34296	34317	34583	33750	33784	35741	36389	36211	37505	35525	35733	97537	90070	95740	39028	37562	36955	39891	38900	38522	84149	82776	80483	77658	76507	77476
2.657778	72589	81525	75746	75922	80515	83125	79481	76990	86108	68110	71226	75899	79187	85951	94856	85857	85219	95543	70740	74276	81763	66031	61679	58742	64289	66290	66434	33524	34618	33728	33947	33502	33620	36455	36915	36330	37030	35544	35622	96443	90035	95576	38583	37292	36966	40467	38140	37821	83543	82356	79763	78066	77487	76869
2.670556	71875	82351	75057	74487	80104	83418	79367	76547	87200	69155	72231	75165	79083	85636	95276	86404	85301	95759	70718	74433	81929	67251	61440	58463	63502	66105	66916	33777	34055	34607	34203	33595	33633	35867	36582	35687	37851	34988	35652	96506	90741	96082	38798	37540	37135	39711	37971	38227	83502	82883	79768	77836	79057	77512
2.683333	72475	82009	75865	74291	81166	82643	79586	76538	85479	68693	70667	74817	79812	85170	95211	85453	86637	96083	68790	74959	83755	67335	61299	59724	63458	66366	65516	33911	33478	34408	34547	33487	33860	36238	36923	37220	38510	35728	35724	97834	91639	95943	39001	37446	37548	40677	37402	37756	84096	83451	79734	77785	78130	76822
2.696111	71901	82977	73780	75149	81013	84656	79997	77625	86393	69734	72073	74768	79560	86184	95015	87130	86600	96297	71332	73842	83516	67258	62449	59318	63449	65282	65712	33440	33829	34205	33328	33429	34144	36222	37063	36587	37616	35366	36105	97428	90990	95214	38815	37974	37526	40160	38357	38434	84188	83311	79720	77969	77971	77153
2.708889	71998	82959	75981	75462	82364	84506	78719	77412	85287	68875	72887	76069	78999	86098	95378	87446	86344	96414	71105	73309	83390	67878	61754	59070	63783	66762	66107	33361	34059	34969	34122	33268	34406	36593	36246	36605	38022	35780	35912	96092	89581	95700	38923	37984	36325	40148	38409	38018	84305	82467	79364	77533	77185	77535
2.721667	71807	81331	75846	75522	80950	82703	78555	77276	86381	69831	72563	76139	78645	85716	95078	87499	86658	96869	71795	74367	82459	67294	62326	57848	63838	66426	66356	33817	33474	34323	34048	33467	34036	37060	36853	36449	37082	35230	35611	97363	89517	95447	38573	37717	36985	39406	39702	38562	84262	83070	79609	77675	78420	77446
2.734444	73085	81589	75680	75483	81255	83563	79167	77847	87534	68188	71682	75951	79255	85657	96556	87711	86639	96349	71427	74354	82675	67324	62562	59063	63887	65974	65996	33578	33769	34851	33776	33609	34083	36233	37658	36306	37973	35479	35825	98402	91353	95925	39170	38732	37898	39716	38402	37842	84755	83444	79275	78166	77808	76408
2.747222	72345	83288	76634	75982	82740	83989	80528	77528	86971	68616	71604	75786	80294	86580	95679	87361	85869	96037	71249	74487	84716	67173	62657	59679	63538	65793	66663	33724	33271	34204	34167	33208	34477	36239	37556	36284	38058	35740	36083	98152	89965	96393	39010	37906	37574	38972	38802	37475	83600	82335	79380	77822	77369	77328
2.760000	72990	81970	75265	76081	82230	83661	79608	77817	87503	68892	73020	75033	81021	85643	95473	88447	86011	95779	71197	73640	84409	66661	61577	59273	63582	65263	66276	33572	34441	34276	33838	32916	34095	36708	37075	36465	37343	35369	36039	97141	90090	96313	38460	38458	37382	39892	38820	38166	83795	83524	80971	77238	78465	77114
2.772778	72627	82471	75286	75317	82011	84211	79564	77205	86899	69891	71669	76462	80288	86324	95982	87396	87210	96033	72059	74098	83271	68026	61598	59216	64171	65757	65888	34293	33183	34171	34484	33143	33117	36395	36730	36065	38234	35417	36136	97505	90927	97384	38463	37632	37412	40105	38469	38435	84995	82579	79503	77329	78299	77390
2.785556	73041	83390	75015	76098	82466	83201	79225	77476	88375	69186	72092	76984	80475	86220	96238	87436	87052	95962	71603	74413	84537	67053	61475	59808	64179	66107	66289	33503	34024	34250	34773	33305	33572	35875	37131	36391	37685	35496	36001	98387	91326	95768	38205	37656	37085	39897	38603	38481	84619	82605	79763	77236	78082	77644
2.798333	72781	83216	75918	76193	81726	82943	78504	76891	86959	69015	71903	75435	79793	86139	95811	87252	86527	96660	71435	74388	84483	66703	61825	59146	63109	66698	66056	33718	34177	33525	34262	33206	33751	36138	37370	36457	38075	36522	35491	97759	90139	96851	39389	38207	37048	40065	38755	38420	84321	82607	79180	77954	78783	77608
2.811111	72564	83583	75371	75777	81730	83285	79034	78293	87671	69222	72215	76182	79725	86233	96137	86612	86236	95966	71263	74919	83311	66469	61726	58502	64540	66178	66298	33927	34135	34139	34329	33248	33585	36600	36977	36941	38026	34958	35601	97824	92240	97223	38643	37589	36912	40091	38480	37483	83894	83095	79696	78350	78879	77711
2.823889	74214	83563	76550	76097	82113	84326	80332	78290	87681	69128	72222	75509	80240	86259	96085	87088	87147	96054	72760	74517	82962	66837	62603	59862	63818	65480	66964	33462	33673	34221	34401	33599	34717	36741	36762	36642	37027	35917	35911	97981	92298	96863	38423	38408	37452	39398	37926	37267	84242	83700	79975	78389	77572	77920
2.836667	73092	82401	75512	75679	81248	84619	79750	79136	86628	68667	72031	76993	80042	85218	96646	87637	87066	97308	72076	74910	83636	66542	62164	59603	64500	66767	65809	33875	33564	34272	34157	33372	34187	36378	37707	36545	37773	35534	35754	98909	90627	98302	38452	38413	36693	39738	38948	37980	85198	83802	80335	77698	78616	78317
2.849444	73791	83309	75443	76039	81460	84917	79925	78852	88370	69421	72598	76027	79483	86230	95791	88902	86222	96186	72153	74626	84943	66773	62277	58574	63446	66304	66728	33693	33753	34443	34283	33175	33664	37012	37026	36896	38018	35896	35348	97837	91577	95990	38344	37971	37058	39102	38785	38091	84569	84096	79906	78407	79435	77878
2.862222	72648	81660	75835	77171	82401	84737	79629	78143	89461	69242	71678	76268	80332	86143	97392	86739	86715	97285	71305	76175	84346	66483	62054	60101	63760	66243	66880	33463	33856	33330	33848	33733	33096	36449	36865	36759	37304	35382	36052	98491	91695	97698	38261	38275	36851	40178	38407	38213	83882	83281	80958	77910	77228	77877
2.875000	73293	82962	75958	76467	82756	84357	79458	78063	87851	69388	71680	76043	81328	87707	96975	88613	86446	95730	70139	75229	85568	67052	62159	59988	64372	66178	67619	33777	33519	34851	33859	33550	34443	35964	37451	36398	37565	35937	35293	98376	92739	98301	38276	38187	37350	39704	38736	38116	85090	83986	80451	78838	77717	77505
2.887778	73242	82599	75513	75570	82378	82790	79665	78983	87473	68517	71291	76158	80690	86670	97835	87912	86960	97300	72193	75041	84215	67335	62439	59632	63970	66056	66103	34016	34066	35054	34296	33668	33590	36377	36825	36588	37993	36032	35336	98779	90892	97846	38513	38256	37159	39879	38367	37840	84957	82831	79898	77880	78698	76598
2.900556	72712	83610	75756	76467	82175	84228	79500	78640	88059	68911	71926	76576	80504	85464	98010	87358	87694	97331	71725	74086	84459	66273	61458	58484	64618	66574	67662	33769	33702	34332	34068	33521	34259	36144	37221	36590	38041	35254	36043	98569	92176	99092	38576	37675	37344	40309	38501	37845	83955	84051	80007	77879	78603	76801
2.913333	72648	83131	75936	75336	82084	84991	79926	78853	87052	69476	71068	76223	79920	87256	97772	88688	87469	97637	71825	74112	84341	67717	61628	59950	63368	66313	66749	33911	34152	34797	34200	33416	34093	36281	37179	36720	38157	34988	35661	99485	92428	98159	38626	38001	37620	39960	38064	37455	85455	83974	80627	78591	78177	77783
2.926111	73002	82361	75715	76727	82078	85535	80198	78523	87599	69729	72057	77099	80997	86948	96726	87533	87026	96886	72624	74894	84979	66919	62507	59896	63775	67420	66461	33327	34093	34005	33857	33779	34508	36514	37476	37250	38143	35422	35726	99582	93021	97710	38377	38209	36844	39979	39115	38216	85417	84247	81029	78614	78581	78425
2.938889	72612	83311	76015	76040	83218	84444	80771	77661	87766	68081	72582	76972	80626	86671	95701	87186	87785	97622	72194	74436	84869	67286	61971	60232	64019	66149	66436	34000	34432	34481	34543	33293	33723	36184	37329	36851	38194	35413	35898	100008	92802	98121	39055	39091	36977	39463	38467	37947	85129	84105	80752	78184	78531	79050
2.951667	73222	83153	75215	76841	82533	84111	79415	78316	87303	69277	71707	76267	81020	86080	97165	86673	86898	97492	72320	74981	85604	67445	62386	58946	63828	65807	66631	33973	34345	33774	34513	32912	34285	36163	37087	36684	37947	35476	35364	99459	92519	97661	39117	38319	37113	40293	38648	37444	84329	83768	80831	79030	78551	77565
2.964444	74540	82614	76311	76184	82354	84511	80335	78479	87969	69726	71317	76319	80779	85653	97424	88538	88231	98350	71893	74622	84953	67242	62403	58625	64209	66804	67347	34085	34120	33643	34109	33731	33557	36697	37106	36842	37983	35877	35733	100155	91484	98093	38697	37627	37758	40528	38905	38916	85389	84959	81859	78637	79694	77768
2.977222	74586	84253	76393	76465	82940	84351	79940	79012	88139	69948	71449	76483	81354	87601	97814	90007	87112	97214	72197	74058	85217	66827	63142	59440	64441	66710	66269	33446	34252	34438	33878	33911	34311	36239	37076	36594	38069	35995	35249	99197	92595	98405	38504	38670	37714	40379	38482	38371	85305	84505	80531	77668	78769	78218
2.990000	73343	82274	76443	76215	82263	84938	80854	78165	89025	70332	72279	76812	80679	86607	97920	89408	87113	97417	72295	74155	83634	67463	62173	59317	64367	66329	66477	34060	34295	34668	34176	33417	33691	36320	36638	35970	37959	35608	36320	99351	91901	98655	38731	37481	37379	40156	38571	38240	86059	84822	80720	79564	78532	78522
3.002778	74923	83820	76689	77506	82779	85733	80358	77855	89433	70911	71694	76808	81156	87080	97621	89806	88485	98197	72281	74148	84109	66361	61751	60199	63056	66595	66792	33673	33665	34660	34029	33635	34535	36110	36696	36200	37498	35715	36011	99345	93586	99373	39226	38164	36804	39572	37987	38515	84624	84489	80238	78735	79293	78980
3.015556	72620	83064	76825	77341	84114	85363	80316	78388	87497	69650	71701	78533	81149	88249	98072	89457	88530	97689	72232	74678	84960	66316	62161	58696	63788	66298	67594	33733	33980	34404	34390	32747	33994	36500	36910	36497	37955	35101	36163	99215	92672	97548	38230	38589	37275	40038	38159	37767	85957	84582	80577	78916	79603	78291
3.028333	74472	83344	76712	76584	83777	86125	79922	77172	87305	70513	71585	77027	79772	87275	98020	89090	88216	96792	72670	74968	86160	66500	62966	59464	64817	66722	66666	34114	34263	34256	34681	33288	33346	36451	36606	36339	38528	35137	35722	99872	93425	98056	39208	38364	36991	39830	38260	37967	85414	84100	80844	78338	78687	78244
3.041111	74089	82711	77085	77211	82590	86885	80785	77928	88150	68395	72164	77394	81115	88226	97735	89770	88953	98522	72032	74759	86398	66844	62289	59795	64584	66690	67793	33567	33977	34150	34166	33283	34230	36503	36684	37001	38011	35703	35966	99965	93272	98396	37970	38841	37353	39803	39764	37672	83360	84862	80194	78019	78848	78466
3.053889	73448	83364	77175	76321	83392	85665	80647	78943	89046	69626	72694	77715	80841	89545	97632	90187	88042	97545	72332	74757	85754	66627	62266	60318	63827	66683	67050	34618	33999	34481	33950	34134	33674	36288	36788	37142	38066	35535	35988	99938	93733	98680	38096	37958	37337	39597	38331	38151	85154	83650	81331	79042	79021	78834
3.066667	73583	83645	75992	76965	82553	85776	80235	78237	87744	69324	72902	77685	80781	89641	98076	89368	87150	98757	73933	74543	84841	67934	61972	59980	65022	66856	67065	33743	33770	34270	33997	33388	33992	36078	36855	36664	38283	36468	35820	100320	93372	97897	38729	38361	37265	39320	38120	37522	84753	84441	81106	78522	78996	77843
3.079444	73001	83540	76807	77034	84422	85803	80399	78174	88178	69652	71223	77878	81279	88780	98513	90645	88559	97645	73591	75396	85708	67111	62230	60049	63906	66895	67843	33963	34917	33883	34967	34025	33705	36395	37548	35879	37624	35942	36255	101120	92478	99144	38325	38523	37338	40169	38064	37722	85534	85185	80640	79155	79381	78410
3.092222	74445	83559	77830	77032	83199	85023	79896	77542	88840	69489	71662	77918	81469	88037	98450	89849	88313	99147	72942	75475	86397	65927	61838	59666	64101	66875	67034	33674	34353	33476	34283	33351	33788	36734	37138	36887	38279	35647	35986	100617	94105	98722	38954	38846	37287	40339	38760	37848	85560	83971	81107	79138	78359	79408
3.105000	74317	84284	76554	76228	82573	84954	80395	77623	88077	69608	72402	77139	81355	88974	98559	90095	86687	97480	72377	73950	86709	65851	62672	60251	63589	65579	67783	33860	33516	34096	34223	33494	34244	36755	36489	35951	38003	35863	36204	99727	93565	99058	38525	38436	37219	40048	38568	37886	85841	84157	81745	78716	78921	78576
3.117778	72741	83240	77001	78038	83144	85805	79803	78591	89367	69748	72201	77189	80647	87384	98943	89378	87183	98708	72985	74728	86463	67799	62184	59677	64143	66968	67578	33514	33601	34352	34000	33110	34512	36422	37103	36629	38114	35366	36533	99587	93450	98176	38947	38210	37413	39568	38533	38104	85387	84386	82070	79168	79797	78050
3.130556	74135	84673	76930	76618	82752	84962	81471	78284	88827	69315	72147	77496	81865	87566	98237	89502	88108	99616	71999	73939	86442	67552	61507	59841	64984	65885	67049	33819	34393	34688	34463	32965	34335	36195	37080	36409	37968	36121	35906	100717	93391	98879	38735	38152	38040	40835	38389	38342	84747	85454	80808	79662	79017	78545
3.143333	74342	84059	77040	77079	83720	85892	79882	79141	89710	70807	72547	76908	81429	87485	98311	90114	88124	98798	72331	74665	86521	66232	62997	59949	63860	66873	68201	34063	33921	34076	34306	33327	33008	36747	37082	35761	38257	34990	35798	99437	93123	98767	39364	38222	37245	39511	38950	38581	86501	84515	81456	78729	79924	79181
3.156111	75576	82993	77389	77042	83522	86743	81126	79470	88844	69458	72689	77570	82150	88642	97902	90305	88879	99512	71979	74952	86222	67622	63431	60028	64035	66744	67601	34003	34251	34617	35102	33794	34303	36603	37918	36775	38558	35898	36234	99652	93893	99360	38734	38594	37555	40025	38741	38556	86017	84302	81053	79548	79679	78769
3.168889	75326	82503	76837	77683	83820	86148	81547	78335	88674	70151	72364	77281	81289	87962	98766	90214	87459	99315	72411	74657	86460	66744	62706	59854	63944	66990	67881	34407	34329	33908	33903	33648	33644	36573	37587	36728	38072	35451	35329	101779	93057	99938	38191	38292	37330	40657	38926	37674	85243	84960	80315	78906	79647	79287
3.181667	75332	83654	77463	77647	84439	85217	79165	78696	88944	70678	72930	78290	81563	88660	98125	90601	88545	99961	72100	75266	86983	66745	62713	59612	64606	66504	67339	34898	34029	34273	34077	33839	33865	36834	37324	36437	37439	35736	36077	101014	93447	99117	38810	38342	37173	40622	38994	38269	85128	84795	81495	79359	79336	78936
3.194444	74534	82774	76659	77201	84555	85471	79850	78208	89595	69396	72674	77960	81246	88056	99257	90948	88630	98589	72135	76068	86960	67155	61432	60429	63679	66746	67220	34413	34400	34965	34697	33430	33932	36281	36933	36383	38343	35780	35808	100296	93943	98828	38916	38802	37057	40211	38316	38724	85613	85280	82379	79766	79343	78474
3.207222	74520	84285	77193	77660	84104	86469	80240	78047	88849	70210	72627	78263	82482	88740	98755	91481	88645	98196	72353	74092	86270	65953	62424	59221	64205	66726	67248	34026	34027	34071	34210	34029	34058	36398	37448	36851	38759	35765	35333	101216	94394	98351	38088	38609	37713	40031	38823	37493	85486	85438	80153	78239	80368	80017
3.220000	74240	84291	77462	79538	84663	87415	80454	78669	88888	70259	71439	78482	82050	88555	100673	90447	89206	97459	72620	75560	87030	66074	62617	60702	63629	66527	67356	34158	34466	34446	34838	33336	33860	36111	36677	35714	37605	35353	35605	101866	94443	98112	38529	38956	37417	39669	38713	38224	85657	85294	80623	78392	78852	78454
3.232778	74898	83800	77092	78541	84409	86618	80318	79128	88503	70660	71450	78499	81595	88319	99233	91189	88104	98899	72938	75773	86320	66217	62778	60332	64033	66890	67638	34491	34306	34377	33952	33288	34067	36545	36996	37069	38251	35869	36078	100053	94125	99256	38534	38420	37310	40021	38728	38084	86099	85867	81664	80155	79382	78960
3.245556	73964	83854	77707	78250	85179	86729	80606	79031	89301	70630	72195	78281	82016	88950	100660	90187	90335	99842	73506	75072	87149	66218	62133	60333	64834	66850	69191	33768	33502	35001	34676	33778	33882	36769	37353	36429	38339	35653	36230	102294	94515	98364	39180	39354	37977	40574	39045	38109	86458	85721	80855	80477	79038	78955
3.258333	76054	84491	77660	77973	85132	86314	80924	79105	90221	70834	73367	77118	81565	88987	99035	92130	88589	97429	73070	75224	87874	67258	62666	60454	64183	66740	68476	33726	34535	34422	34377	33614	34202	36179	36710	36684	38163	35836	36173	101189	94659	100544	38766	37616	37448	39759	38541	37190	86840	84929	82093	79842	79402	79739
3.271111	74597	85057	77140	77714	84854	86378	80861	79106	89406	71332	72455	78220	81967	89364	100342	91210	89080	99643	72235	75714	88039	67241	63657	60162	65261	66189	68782	34499	34129	34265	34954	33322	34465	36524	37046	36754	37940	35485	36328	101640	94112	100783	38432	38012	37233	40489	38259	38695	86761	84740	82641	79898	80106	80059
3.283889	74979	84381	76571	78870	84645	86499	81192	79167	89877	70655	72620	77196	82184	89385	99621	93306	88627	99744	72465	75647	88597	66477	62874	60091	64670	65918	67912	34566	33921	34077	34364	33289	34171	36766	36743	36957	38072	35679	36141	101572	93746	100064	39153	39195	37518	40385	38323	38141	86654	85850	81775	80027	80063	78341
3.296667	74975	83775	76856	78231	84506	85793	81840	78743	89683	70589	72821	78402	83388	89226	100493	91743	89203	99538	73336	75822	87636	66282	62766	60821	64507	66794	67700	34940	34616	33743	34546	33144	33484	36432	37599	36641	37751	35751	35726	100693	94860	99675	38789	38336	37412	40855	38515	37986	86908	85637	81859	78867	79895	79706
3.309444	74644	84459	76835	78525	86428	86991	81419	79012	89217	70646	73007	78264	82614	90309	102058	91780	89634	99323	73699	76065	87525	66111	62466	60735	64598	67083	68781	34558	34062	34305	34113	33209	33810	36528	36779	36499	38125	35198	35886	101305	94082	99472	39065	38780	37804	39344	39112	38162	86704	84795	82140	79835	79187	79801
3.322222	74711	83660	77780	77248	85563	86269	80985	78776	88851	70701	72310	78651	81431	88935	100089	91430	87780	99242	72511	75021	88481	67643	61814	59330	63335	66114	68436	33844	34220	34508	34290	33755	34273	36494	37180	36361	37894	35389	35407	101150	94481	101321	39270	39122	37379	40190	38337	38220	86476	84851	81492	78937	79317	78108
3.335000	74675	84212	76773	78063	85735	86803	80720	78653	89924	69905	72191	79645	82366	89916	99715	91659	89663	100155	72180	75488	88688	67534	62883	59516	63975	65652	68318	33551	34357	34423	34694	33694	33767	36984	37328	37013	37423	35466	35529	101965	94624	100099	38415	38783	37315	40094	38529	38207	86063	85542	81823	79415	80779	79558
3.347778	73962	84820	77449	77710	85292	86382	81370	78270	90022	71043	72753	78971	83756	89255	100473	91965	89409	100088	72794	75106	88392	66972	63041	59775	63982	67414	68526	34197	33810	34029	35226	33567	34398	37163	37877	36617	38192	36242	35457	101405	94315	100008	38812	38632	37340	40330	38845	38244	86592	85318	81119	80303	79670	78936
3.360556	75677	84032	76544	79052	84227	86494	81218	78631	89734	72786	71869	78135	82255	89748	99836	92320	88567	98891	72958	75282	87652	67119	63042	60179	64755	66760	68332	34094	34636	34262	34535	33031	34203	36542	37849	36989	38978	35203	36128	101921	95616	101057	39224	38551	37647	40201	38578	37633	85843	85878	81357	80167	80058	79125
3.373333	74559	83945	76248	79106	85035	88111	82222	78540	89155	71133	71537	78737	83139	90998	101120	91362	89914	99080	73618	75722	88706	66825	61939	60088	64124	67823	68092	34516	34608	33872	34545	32739	33698	36431	37538	36110	37950	35932	35698	101520	95764	100224	39194	39105	37190	39811	38832	37775	86151	85200	81695	79447	80405	79541
3.386111	74469	84449	77600	77993	85490	86889	81589	79094	89370	71404	72875	80604	82091	90058	100980	91413	89268	99824	73299	75573	87648	67015	62365	60241	64228	66420	68308	34073	33911	34392	34104	33154	34087	36805	37044	36482	37961	35751	35481	102380	95207	101059	38030	38662	37527	39718	38385	37950	85395	85757	81188	79780	80184	79903
3.398889	75452	83689	77798	78438	84028	87134	82659	78388	89995	71562	72289	79927	83546	90198	100412	92471	89264	100186	72786	76246	88152	66916	63353	60471	64637	66651	68886	34200	34255	35116	33394	33768	33797	36542	37104	36742	38354	36083	35802	102815	95388	101032	38548	38787	37645	40163	38652	37870	87495	85536	81464	79370	79816	79621
3.411667	74803	84116	77644	78943	85331	87048	82430	79107	90481	71838	72594	79475	83211	90060	101203	92391	89228	99932	73512	75478	89332	67080	63543	60596	63389	67060	68725	34374	34432	34501	34733	33380	33622	37034	36779	36959	37992	35473	35812	101734	94363	101352	39234	38700	38376	39601	37916	38514	86090	86340	82307	79698	79234	81313
3.424444	75336	84918	78109	78828	84911	87646	81268	79062	89438	70959	72733	78435	83675	90376	100445	92360	88222	101172	73626	75253	88947	67387	62768	60782	63704	66320	67814	34522	33809	33882	34559	33106	33903	37165	37179	37427	38695	35827	36026	102025	95114	100137	38661	38677	37230	40068	38996	38063	87461	85570	82474	80514	79164	79821
3.437222	76998	83752	77234	79366	86060	87120	81454	78773	89649	71433	72014	79970	81983	91196	100631	91436	90343	99543	73786	75176	88782	67070	63146	59746	64153	66329	67944	34454	35082	34809	33877	33647	33921	36624	37354	36865	38887	35211	35849	102157	96172	101396	38783	37799	37336	40276	38825	37648	86682	86724	83696	80146	79896	79142
3.450000	76326	84269	76668	78178	85765	87432	81510	78271	89825	71383	72664	79601	83041	89795	101425	91975	90220	98769	73186	75470	87842	67182	61818	60790	64232	66987	67759	33713	33727	34679	34584	33285	34402	36692	37541	36754	38745	36111	35931	102501	95646	100126	38674	38548	37807	40170	39026	38084	86195	85758	81731	79644	80662	79067
3.462778	76133	85856	78415	78208	86450	87222	80918	78368	89937	72255	73139	79352	82021	90584	101855	91811	89684	101446	73717	74721	87717	66395	63001	60436	64639	67378	68581	33931	34628	33890	35106	33503	33953	36495	37055	36426	38038	35036	35949	102102	96213	100677	39546	38331	37710	40428	39185	38407	86220	87292	82491	81093	79878	79658
3.475556	75897	84283	77814	79114	87518	88095	82160	79343	90044	71669	73916	79806	83013	91111	102040	92371	89266	100743	73515	75413	88777	66707	63135	60822	64285	67004	67883	34383	34493	34493	34195	33233	33818	36681	36897	36482	37830	35421	36082	103799	95864	101057	39525	38873	37453	39902	38688	38336	87151	85803	82808	79442	79834	80621
3.488333	77217	84700	77786	77922	87046	87724	81740	79392	90626	71452	73155	79559	83871	90913	100964	92057	89253	100312	72715	74788	88487	65475	62026	59927	64788	67385	68954	33610	33983	34703	34497	33125	34998	36729	37619	36450	38233	35979	36186	102799	95923	101060	39238	39162	37815	40898	39167	38531	85965	85769	82826	79569	80152	79790
3.501111	76675	85304	78823	78384	86367	87889	83262	79642	90093	72340	72852	79804	84145	89427	101967	92938	88640	99954	73155	75325	88649	67730	63902	60802	63956	67572	69226	34394	34143	34261	33770	33425	33604	36959	37577	36109	37680	35504	35759	102208	96620	101392	39158	38410	37217	40801	39206	38187	86023	86780	82811	80312	79810	80628
3.513889	76780	84873	77975	78222	86979	87358	80871	79008	90101	71650	74388	79908	82538	91281	100398	92211	89756	100676	73233	75711	89815	66867	62870	60770	64053	67462	68138	33963	34175	34746	34410	33156	33390	36352	38091	36962	38515	35505	35948	102141	95483	100855	39124	38236	37319	39968	38663	38602	86100	85859	82392	80542	80365	79761
3.526667	77297	84602	77701	78546	87166	88081	80874	78760	90775	72733	72598	80093	83214	91082	101967	92058	89654	100801	73318	75637	89695	67913	62970	60907	64638	67199	67819	34014	34818	34605	33908	33456	33633	36722	37428	36708	38701	36060	35923	104017	96508	101870	38576	38672	37011	40708	38987	38082	87609	86289	83116	80476	79710	81411
3.539444	77720	85382	78664	78499	86908	87531	81293	78849	91292	70604	72091	80302	83876	90850	100905	92613	89866	100043	73109	76056	89060	66509	62729	60295	65113	66485	68248	33360	34446	34686	34568	33695	34402	36017	37047	37016	38444	35632	35447	102593	95178	101054	38441	38866	37253	40520	39032	38320	88188	86287	82474	79694	80825	80900
3.552222	76734	85716	77867	78616	87064	88105	81685	79304	91141	72072	74045	80519	84030	90892	100905	93114	90225	100830	73763	77041	89671	66016	62637	60306	64878	67394	68764	34512	35161	34469	34252	33844	33834	36800	37372	36687	37971	36068	35716	103421	95154	100406	38007	38828	37549	40391	38173	38267	87495	86709	82331	80278	81299	80964
