Time	A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12	B01	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	B12	C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	D01	D02	D03	D04	D05	D06	D07	D08	D09	D10	D11	D12	E01	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	E12	F01	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	F12	G01	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11	G12	H01	H02	H03	H04	H05	H06	H07	H08	H09	H10	H11	H12
1.772222	18031	31719	30570	29548	41715	44302	33155	42679	28952	27122	26048	18353	26631	26757	29205	25412	40099	40185	40844	35828	17631	17917	23481	21226	20720	20649	22788	17629	37242	35003	37615	38912	32663	22477	28186	15381	15109	22332	23093	52883	36675	39833	44879	50863	40357	39242	33640	34871	45290	52654	24854	35046	43718	45506	38460	50412	33443	27212	27113	37685	24976	23889	20011	28896	48369	44541	36384	48432	38187	24396	32986	24972	22720	25031	34051	27383	42481	42751	36785	46217	37092	31631	30443	34506	30970	31026	33170	33333	34914	37984	34039	40963	24614	26392	29148	35223
1.860833	15372	35682	33688	23035	42474	44653	37036	40142	28707	24183	23967	17947	24026	27640	29194	21148	40173	41664	42841	35857	19284	17248	24636	23410	19653	19299	23446	17779	35907	35021	37567	39684	31785	22633	27996	15060	14442	23028	25071	52727	36072	41612	45081	52814	41149	37724	32692	35460	43981	49720	24045	34264	41275	45846	39660	50175	31940	28450	25646	34410	25040	23863	18585	27258	42811	44543	36975	48589	37641	23752	33849	24046	21611	24025	35295	26194	45832	39586	39289	47757	36412	29395	30356	35469	28855	29629	35582	34010	35533	40612	35192	39001	24730	25514	29993	34393
1.949444	14156	33768	31716	25344	37445	49008	36912	36842	27641	25254	24019	17224	21712	29030	29284	21568	36540	37598	40460	36275	19699	16664	23556	21733	20247	19479	22109	17739	35765	35541	39558	40486	33404	21689	27497	16431	15313	21686	23432	50776	35767	42570	44701	51567	38764	40049	31523	32484	42331	50557	23966	34958	39568	50698	38781	47605	35364	28026	25048	36464	23430	22731	21121	26252	48663	43081	37871	46698	36098	24943	32415	26285	21864	24957	34683	24043	43182	40497	37333	44165	36856	30162	29639	34622	31655	30177	35549	33614	36693	39470	37200	40109	24687	27608	26833	33776
2.038056	16519	31703	29769	24034	41489	48308	36615	39329	26464	22789	24161	17304	24061	26118	28742	22321	36518	40203	38845	33802	18675	15932	22175	20439	18636	18782	22381	16952	37670	37743	38742	38285	28417	21556	29217	15488	15200	22273	25101	49867	35690	38615	45119	51598	39220	38855	30224	32400	44989	49718	21935	34573	38083	47275	37341	47526	34099	27972	25484	34701	24952	22160	21297	27800	44763	41444	36409	47548	35440	24572	32081	24155	21020	24947	35101	25767	42770	42492	39171	44281	37399	30426	29973	33214	29896	30332	32464	34110	34534	40417	33363	38329	23682	24907	28511	34161
2.126667	15655	32779	31703	26216	38870	47591	37294	39015	27031	27103	22509	17300	22889	29229	27928	21592	35607	40349	38350	35947	17739	15906	21570	19733	18449	20255	24649	17860	35781	33842	36756	35776	28564	22136	30261	16834	14086	22606	24358	50834	34348	39411	43097	49623	37544	37452	29185	32509	42686	51787	23909	32080	41628	46291	37929	45191	32205	26876	24903	33478	24746	21426	21512	26790	40778	43210	35428	44409	35193	23406	32102	23127	20790	23259	35060	26305	42933	42270	35469	45139	35695	30179	29222	31354	28412	29265	32862	32617	36612	38764	35683	39533	24687	24384	27781	34159
2.215278	15695	33619	31178	27331	36912	45114	40831	41419	26581	24273	24823	16399	23835	28074	27280	22830	33762	35969	38431	33875	17762	19483	23558	19850	18532	17613	22299	16497	34157	35867	39006	36531	29557	20588	27580	15250	14925	21274	21250	49211	37122	39708	43206	50597	39014	35347	31026	30740	42013	49676	22082	32002	42891	44987	35962	45119	33129	27768	25020	33723	24991	22144	19998	24934	42880	43953	33487	43648	33445	25370	31715	21821	21551	23386	31369	25829	45170	40830	39591	43212	33535	27845	30907	33599	27519	29078	32977	32112	41520	37159	35122	38264	24277	25173	27248	32509
2.303889	13777	29576	31274	25628	37192	41520	39805	40317	27789	25046	22076	16570	24499	28309	28228	21778	35826	38238	39567	31004	18644	16726	23538	21035	18741	20553	20453	17080	37523	33297	38541	38658	28333	20683	26078	13958	14687	21699	23137	48200	36046	39633	42833	50808	39115	39078	29716	30233	40973	48965	22617	30758	38622	42506	34962	45311	32690	27321	24178	33191	23471	22537	21831	26221	45864	40224	33988	42816	32888	24001	31901	23732	20891	24718	32844	24619	40965	41209	36152	41991	34854	28369	28776	32602	29579	29885	31676	32095	38136	38576	34772	39529	24302	28376	28274	31625
2.392500	15565	28020	30323	26131	38660	42817	39384	36958	27599	23712	23272	17057	20915	28076	27613	21835	36283	36009	37404	36438	17524	15859	22045	20383	18384	19108	21837	16483	36253	33279	36024	37774	30448	20897	27749	15544	14869	20584	23898	48536	33153	37380	40879	48517	36967	38422	29197	31099	37962	47551	23076	30754	40886	43420	37849	46737	32535	27095	24623	32209	23843	22975	20892	25044	43630	42190	33932	41818	35035	22675	30809	23216	21673	24424	31991	25405	41741	40358	36222	44110	36576	28810	29707	32421	27603	28787	32543	31026	32178	37566	35142	36031	25262	25061	26659	32214
2.481111	13527	32362	32041	26046	37531	44312	37732	37120	25342	24341	21979	17272	22094	27726	28271	22666	35852	36399	36077	34022	17234	17530	23277	19542	19921	18451	21025	16402	36296	35034	36915	39294	27944	21406	27049	14723	14041	20894	21591	45452	34605	38184	41788	47325	38085	36729	30565	32368	39621	46987	22737	33845	36846	43943	36855	48306	31702	26387	24130	32565	23982	21947	19461	24609	43707	40216	36153	39857	33168	23371	30166	22148	19253	24513	32669	24623	42844	39653	38852	43842	34285	27235	28627	30379	28011	27351	29936	33405	34674	40258	34970	38617	23433	22996	25573	31982
2.569722	17245	30863	26768	23525	38244	42956	37917	38675	25968	23119	22688	16493	23353	26355	26502	20417	36514	37467	38102	33893	16770	15819	22886	20906	17728	19765	21196	17981	38139	33955	35669	35740	27188	19215	26194	16951	14275	20710	22452	46323	32914	40285	41859	48592	37873	36434	28736	30804	38638	45325	23100	31314	37947	41322	37130	46685	31332	26993	24966	31051	24464	23681	20941	27036	43027	40164	33869	45317	34040	22759	29700	22930	20899	22166	31855	25748	41670	39957	35256	42432	34862	29377	28222	30866	27609	29491	31005	33150	35438	40164	33613	39511	23567	23566	25854	30994
