Time	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	D02	D03	D04	D05	D06	D07	D08	D09	D10	D11	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11
0.555556	7943	18891	21598	20913	23724	24122	10925	12865	13759	13170	13632	13019	10002	11670	11124	11503	11503	11545	8932	10263	11008	10447	11101	10768	8799	9080	9274	9302	9619	9228	9085	9709	8980	8992	9445	9123	8512	8845	8962	8835	8770	8777	9215	7560	7474	7734	7699	7957	8394	8909	8453	8757	8849	8942	8288	8242	8057	8214	8482	8160
0.611111	7995	19097	21176	21437	23842	23373	11078	12981	13775	13295	13707	13125	10053	11689	11359	11669	11642	11604	8954	10432	10908	10580	10898	10739	8721	9169	9363	9331	9635	9260	9003	9754	8866	8924	9492	9101	8410	8726	8825	8964	8777	8790	9292	7697	7565	7655	7753	8050	8368	9026	8497	8763	8947	8895	8282	8302	8099	8267	8595	8296
0.666667	8005	19855	21846	21320	24223	23608	11057	13075	13946	13322	13761	13119	10101	11877	11277	11629	11692	11620	8959	10439	10920	10490	11170	10789	8877	9069	9390	9405	9666	9062	9106	9631	9015	8948	9368	9247	8471	8871	8982	9170	8787	8841	9237	7616	7625	7717	7717	7878	8362	8875	8564	8769	8820	8895	8337	8293	8101	8167	8424	8176
0.722222	7944	20220	21864	21669	24516	23901	11047	13043	14259	13411	13824	13072	9901	11873	11353	11634	11838	11703	8932	10625	10973	10461	11007	10804	8739	9091	9388	9356	9720	9287	9090	9675	8950	9147	9509	9205	8472	8910	8879	9079	8918	8810	9165	7662	7640	7639	7772	7966	8444	8861	8388	8750	8903	8951	8282	8266	8183	8260	8484	8297
0.777778	7913	19741	21853	21993	24561	23817	11010	13045	13982	13366	13918	13293	9836	11945	11370	11688	11932	11718	9011	10473	10970	10405	11008	10890	8852	9051	9441	9532	9641	9207	9218	9787	9014	9095	9426	9230	8562	8917	8918	8996	8845	8822	9207	7648	7565	7748	7712	7883	8331	8860	8451	8836	8868	9007	8170	8216	8043	8316	8513	8188
0.833333	7947	19698	22712	21613	24618	24234	10986	13078	14148	13746	14100	13174	10037	11844	11362	11745	11797	11844	8912	10447	11185	10483	10950	10827	8876	9113	9470	9541	9622	9294	9194	9697	9132	9002	9465	9284	8547	8861	8950	9158	8732	8831	9251	7644	7642	7780	7704	7937	8481	8952	8542	8796	8828	9051	8340	8252	8032	8233	8532	8302
0.888889	7903	19765	22151	22128	24778	24570	11080	13197	14105	13857	14351	13136	10029	11822	11340	11876	11933	11905	9004	10594	11145	10540	11076	10856	8807	9248	9500	9561	9720	9342	9205	9652	9014	9270	9541	9242	8503	8870	8963	9095	8805	8884	9313	7628	7505	7722	7676	7948	8496	9005	8486	8804	8895	8987	8254	8337	8096	8112	8555	8338
0.944444	8034	19496	22338	22106	25144	24853	11001	13224	14612	14132	14192	13365	10015	11826	11557	11829	11914	11860	8948	10584	11175	10642	11081	10708	8760	9192	9599	9457	9672	9284	9071	9789	9027	9153	9574	9240	8563	8741	8922	9168	8679	8957	9226	7603	7551	7728	7593	7899	8371	8991	8544	8639	8835	9014	8162	8343	8103	8164	8613	8406
1.000000	7943	20829	22979	22285	25179	25073	10699	13277	14174	13951	14314	13531	10131	11991	11503	11867	12221	12045	8925	10677	11225	10439	11124	10935	8885	9376	9543	9502	9799	9259	9190	9792	9039	9089	9537	9354	8480	8880	9096	9158	8771	8774	9328	7745	7622	7712	7713	8031	8448	8951	8560	8750	8800	8910	8274	8263	8113	8162	8581	8311
1.055556	7992	20778	22268	22721	25251	25187	10686	13188	14305	14189	14361	13351	9918	11927	11744	11958	12284	12100	9057	10730	11291	10408	11126	10786	8981	9309	9529	9444	9547	9263	9212	9776	9169	9171	9487	9331	8554	8868	8964	9082	8779	8837	9239	7578	7605	7751	7630	7887	8628	8892	8476	8779	8863	9055	8213	8186	8110	8255	8530	8328
1.111111	8082	20795	22166	22864	25379	25416	10478	13318	14833	14341	14283	13560	9950	11949	11680	12100	12324	12136	8876	10621	11190	10538	11034	10885	8844	9293	9544	9508	9709	9222	9161	9926	9122	9232	9606	9386	8577	8945	8901	9101	8807	8896	9302	7706	7566	7803	7716	7910	8455	8848	8521	8758	8777	9086	8332	8280	8103	8317	8525	8306
1.166667	8161	21019	22487	22738	25622	25848	10604	13146	14222	14560	14782	13890	10086	12056	11741	12099	12423	12273	8927	10709	11463	10526	11070	10961	8860	9248	9647	9457	9695	9389	9269	9832	9203	9156	9599	9280	8571	8838	9022	9223	8651	8951	9339	7695	7626	7747	7697	7964	8452	8874	8398	8833	8908	8828	8233	8235	8144	8230	8521	8309
1.222222	8139	21028	22649	23820	25899	26075	10323	13243	14576	14634	14508	13893	10045	12068	11885	12163	12486	12396	9065	10489	11524	10476	11023	10874	8914	9409	9667	9569	9670	9325	9206	9746	9149	9140	9668	9310	8541	8889	8993	8979	8767	8892	9385	7713	7584	7896	7643	7984	8449	8910	8379	8708	8804	9021	8329	8332	8100	8260	8599	8372
1.277778	8246	21157	22930	23184	26328	26742	10312	13495	15174	14682	14785	14099	10011	12358	11705	12167	12788	12361	8831	10738	11457	10583	11019	10970	8957	9195	9714	9521	9779	9285	9180	9969	9144	9193	9635	9455	8586	8795	8943	9135	8729	8808	9277	7664	7592	7802	7689	7919	8498	8829	8396	8655	8875	8973	8188	8212	8108	8151	8573	8397
1.333333	8244	21143	23391	23513	26817	27307	10463	13663	15616	15055	14710	13917	10006	12141	11856	12459	12558	12342	8942	10786	11553	10616	11110	11049	8986	9353	9672	9453	9801	9390	9220	9827	9164	9274	9485	9355	8583	8874	9078	9187	8800	8964	9461	7701	7716	7847	7599	8008	8428	8879	8432	8632	8804	8970	8221	8199	8049	8123	8562	8351
1.388889	8211	21484	23647	24409	27347	27806	10729	13829	16357	14993	14850	14048	9950	12020	11821	12482	12722	12550	8846	10922	11311	10675	11102	11027	8952	9263	9601	9506	9755	9476	9193	9966	9296	9159	9755	9274	8642	8900	8971	9185	8760	8892	9246	7703	7730	7859	7635	8086	8450	8936	8482	8824	8764	9023	8274	8169	8114	8099	8504	8330
1.444444	8199	21477	24011	24544	28131	29329	10768	13838	17012	15388	14860	14073	9944	12108	11906	12568	12837	12674	8910	11111	11601	10605	11019	11013	8977	9243	9673	9568	9763	9408	9274	10005	9259	9188	9641	9388	8602	8906	9016	9143	8718	8900	9191	7692	7611	7809	7722	8048	8481	8896	8405	8717	8870	9018	8124	8197	8023	8081	8465	8282
1.500000	8272	21809	24355	24471	28700	31254	10753	14111	17795	15404	14975	14146	9999	12313	11991	12538	12846	12685	9044	10966	11693	10487	11106	11166	8916	9339	9706	9589	9771	9439	9170	9879	9184	9206	9585	9290	8651	8850	9013	9068	8615	8890	9429	7664	7744	7844	7676	7998	8518	8821	8449	8788	8818	8844	8211	8252	8030	8135	8531	8337
1.555556	8277	22266	24684	25638	30530	34201	10761	14097	18730	15842	15240	14217	9991	12320	12167	12570	12958	12604	8849	11083	11633	10577	11433	11014	8920	9310	9781	9503	9753	9454	9104	10054	9224	9156	9563	9421	8559	8946	9016	9007	8622	8928	9458	7751	7640	7786	7677	7915	8421	8911	8468	8725	8725	8993	8226	8119	8051	8143	8624	8281
1.611111	8421	22405	25916	26485	32013	36576	10945	14189	20230	16334	15681	14485	10072	12483	12044	12549	13060	12850	8917	11036	11737	10724	11161	11088	9019	9308	9820	9549	9868	9407	9187	9922	9325	9266	9578	9387	8626	8938	9117	8999	8521	8824	9385	7694	7674	7902	7742	8014	8536	8825	8389	8565	8829	8902	8252	8159	8078	8133	8415	8310
1.666667	8346	22850	27147	27720	34638	40479	11226	14367	22143	17163	15766	14720	10214	12856	12167	12842	13063	12917	8966	11113	11648	10836	11074	11085	9007	9367	9769	9656	9804	9417	9340	9822	9386	9271	9741	9436	8596	8886	8992	9080	8732	8874	9367	7681	7728	7922	7667	7970	8455	8927	8332	8607	8684	8923	8148	8225	8085	8077	8473	8300
1.722222	8390	23384	28572	29099	37294	44191	11383	14803	24195	18335	16301	15014	10183	13462	12102	12795	13317	12882	8879	11050	11628	10639	11209	11083	9105	9459	9777	9489	9889	9522	9222	9999	9403	9191	9745	9366	8579	8846	8972	9091	8665	8868	9338	7726	7730	7819	7729	8048	8507	8850	8515	8591	8737	8857	8249	8232	8032	8188	8517	8242
1.777778	8378	24468	30381	31065	40219	48478	11741	15253	26903	20212	16934	15457	10244	14049	12242	12959	13122	13036	9070	11242	11625	10565	11085	11215	8957	9347	9703	9678	9804	9480	9267	9892	9299	9213	9588	9429	8558	8954	9038	9039	8509	8760	9383	7668	7605	7864	7604	7931	8456	8931	8420	8610	8526	8954	8250	8230	7939	8011	8450	8326
1.833333	8347	25070	32242	32831	43738	51783	12293	15642	29476	22658	17551	16153	10605	14492	12376	13041	13257	13101	8956	11084	11572	10657	11087	11232	8985	9477	9790	9594	9765	9527	9181	9994	9428	9299	9625	9385	8577	8861	9044	9147	8408	8885	9410	7680	7753	7871	7703	8015	8464	8914	8377	8467	8728	8862	8269	8216	7993	8181	8532	8338
1.888889	8422	26159	34258	35368	46761	54732	12739	16534	32388	25642	18590	16851	10954	15057	12394	12997	13282	13279	8961	11254	11499	10845	11115	11113	9036	9521	9802	9619	9863	9449	9081	9839	9138	9233	9646	9440	8664	8831	8952	9010	8646	8795	9372	7718	7623	7823	7699	7923	8407	9002	8263	8500	8607	8958	8337	8170	8044	8150	8525	8351
1.944444	8490	27697	35677	37778	49791	57143	13341	17910	35637	28324	19376	18312	11407	15709	12483	13080	13641	13442	8775	11191	11456	10747	11259	11173	9021	9460	9823	9689	9900	9523	9133	9814	9223	9179	9602	9336	8535	8838	9092	9143	8711	8625	9353	7689	7722	7873	7650	8027	8344	8990	8398	8520	8542	8923	8140	8268	8015	8073	8502	8331
2.000000	8498	30756	37358	40656	52340	59333	14304	19776	38804	31618	20866	19665	11919	16596	12442	13301	13683	13480	8869	11238	11666	10892	11316	11231	9086	9402	9713	9668	9919	9558	9197	9832	9249	9170	9538	9287	8634	8917	8938	9152	8463	8621	9311	7640	7627	7836	7652	7950	8428	8997	8329	8485	8519	8819	8213	8159	8003	8128	8573	8267
2.055556	8494	32308	38767	43321	55213	62073	15149	21801	41836	34353	22652	21826	12593	17698	12552	13298	13870	13712	9199	11322	11639	10858	11266	11165	8999	9426	9828	9776	9832	9570	9170	9893	9178	9129	9693	9316	8549	8828	8929	9199	8606	8765	9271	7695	7638	7866	7659	8005	8415	8847	8339	8349	8534	8770	8266	8199	8147	7980	8504	8316
2.111111	8433	34739	39966	45664	56459	63208	16263	24133	44305	37108	24454	24032	13151	18795	12753	13510	14129	14036	8770	11271	11614	10970	11184	11322	9093	9447	9836	9685	9895	9648	9138	9790	9286	9231	9565	9370	8603	8968	9224	9249	8495	8686	9266	7718	7668	7800	7552	7997	8423	8830	8266	8502	8535	8874	8157	8200	8043	7980	8463	8231
2.166667	8455	36855	40760	47982	58461	64424	17534	26365	46719	39394	26430	26296	14003	20164	12779	13888	14433	14311	9469	11259	11689	11260	11272	11301	9075	9502	9942	9590	9927	9660	9107	9732	9227	9162	9472	9350	8567	8868	9165	9148	8505	8710	9346	7696	7620	7893	7598	7905	8421	8967	8312	8493	8675	8826	8165	8216	8114	7990	8461	8350
2.222222	8531	39534	42529	50054	59541	64834	18719	29031	49074	41750	27603	29376	15034	21738	12864	14443	14746	14940	9129	11273	11710	11206	11246	11186	9166	9700	9980	9764	9888	9645	9139	9769	9329	9255	9469	9516	8613	8920	8954	9189	8674	8605	9339	7683	7648	7849	7714	8039	8401	8905	8388	8449	8522	8870	8219	8147	7935	8138	8568	8363
2.277778	8700	41119	43371	51614	61004	65000	20140	31636	50337	43461	29505	31307	16117	23203	13182	14761	15254	15402	8692	11306	11892	11350	11280	11348	9050	9628	10021	9747	9914	9610	9265	9736	9307	9142	9480	9595	8643	8969	9077	9282	8485	8607	9250	7711	7615	7882	7728	8101	8347	8842	8398	8659	8663	8788	8204	8195	8074	8200	8470	8247
2.333333	8584	42930	44188	52828	61714	64988	22050	33452	52263	45251	32174	33411	17344	25079	13376	15498	15783	15947	9454	11339	11807	11553	11395	11544	9064	9592	10020	9702	9834	9677	9100	9763	9285	9108	9489	9604	8565	8876	9118	9187	8586	8662	9278	7738	7647	7880	7700	8026	8480	8937	8338	8490	8604	8840	8207	8098	7983	8304	8504	8361
2.388889	8468	44519	44614	54098	62850	65000	23145	35642	53423	46519	33747	35580	18809	27073	13764	16217	16730	16999	9123	11434	11689	11747	11347	11481	9200	9635	9959	9666	9942	9733	9065	9800	9073	9007	9505	9579	8599	8878	9042	9187	8696	8621	9290	7689	7619	7848	7706	7992	8501	8944	8267	8561	8582	8787	8179	8242	8070	8214	8469	8288
2.444444	8517	46126	45249	54961	63230	65000	24711	37121	55436	47753	35628	37080	20401	28995	14107	17045	17420	18137	9015	11491	11923	12014	11569	11473	9078	9650	9986	9715	10023	9706	9074	9735	9333	9098	9702	9633	8557	8973	9123	9253	8511	8603	9348	7679	7707	7978	7647	8041	8363	8882	8375	8459	8614	8836	8287	8226	7997	8219	8531	8254
2.500000	8505	47639	45955	55426	63993	65000	26429	38994	55909	49152	37279	38728	22111	30856	14922	18166	18521	19548	8992	11475	11908	12417	11772	11506	9134	9705	10099	9669	10167	9698	9056	9951	9329	8984	9626	9513	8549	8932	9131	9145	8546	8629	9298	7707	7659	8015	7697	7978	8445	8922	8323	8458	8549	8761	8116	8097	8013	8320	8374	8203
2.555556	8480	48396	46785	56228	64156	65000	27499	40161	56376	50253	38625	40562	24471	33009	15891	19456	20090	21115	9607	11648	11984	12665	11928	11552	9211	9686	10209	9773	9988	9676	8985	9978	9204	9063	9620	9562	8661	8955	9040	9216	8614	8608	9380	7770	7670	7828	7685	8185	8282	8926	8477	8433	8519	8930	8172	8113	8019	8236	8439	8333
2.611111	8571	49847	47568	56528	64520	65000	28425	41864	56972	50449	39508	41747	26621	34699	17115	20795	21282	22673	9360	11592	12139	13311	12399	11778	9197	9639	10295	9742	10161	9690	9209	9966	9402	8992	9609	9648	8582	9059	9021	9143	8371	8623	9308	7681	7639	7878	7709	7977	8565	8970	8330	8340	8503	8833	8217	8120	7966	8206	8565	8300
2.666667	8558	50656	47553	57132	64665	65000	29672	42630	57641	51320	40743	43239	28903	36268	18385	22413	22649	24175	9895	11583	12257	13933	12928	11910	9212	9648	10363	9693	10110	9657	9099	10040	9458	8991	9585	9602	8655	9012	9123	9230	8546	8651	9296	7706	7588	7904	7590	8060	8453	8992	8371	8482	8600	8807	8151	8157	8026	8233	8415	8228
2.722222	8494	50543	48296	57249	64837	65000	30857	43076	57663	52016	41674	44265	31737	38005	19942	24119	24072	25590	10138	11642	12360	14805	13537	11868	9267	9657	10361	9839	10048	9704	9181	9641	9260	9020	9609	9612	8657	8966	9054	9221	8448	8582	9376	7732	7600	7886	7638	8084	8396	8921	8453	8510	8479	8874	8250	8120	8068	8432	8408	8284
2.777778	8542	50775	48612	57657	64735	65000	31642	43684	58086	52305	42076	45505	34665	39093	21513	25747	25493	27155	10025	11765	12564	16193	14339	11804	9140	9632	10646	9760	10211	9789	9127	9701	8980	9018	9524	9681	8629	8957	9037	9185	8645	8577	9254	7652	7667	7811	7676	8008	8424	8904	8531	8408	8528	8916	8171	8204	7903	8534	8453	8364
2.833333	8636	51883	49247	57924	64952	65000	32667	44105	57913	52424	42734	46227	37296	40823	23133	27222	26694	28575	10098	11666	12688	17643	15358	12134	9219	9686	10748	9783	10167	9832	9087	9786	9267	9079	9602	9461	8611	8857	8985	9293	8544	8468	9270	7742	7611	7903	7697	8025	8413	8991	8389	8539	8484	8911	8201	8204	7906	8321	8542	8332
2.888889	8631	52683	49541	58113	64923	65000	33818	44595	58263	52956	43229	47148	40521	42257	24717	28614	27998	29748	10254	11905	12802	19538	16488	12236	9275	9635	10745	9738	10159	9804	9084	9684	9117	9041	9645	9671	8656	8881	9067	9242	8557	8596	9282	7680	7571	7901	7667	7979	8444	9052	8357	8615	8576	9023	8108	8188	8079	8394	8411	8346
2.944444	8601	52651	49131	58298	64979	65000	34690	44763	58672	53032	43381	48075	43598	43404	26025	29650	29362	31195	11027	12057	12945	21992	17730	12481	9162	9665	11074	9782	10344	9915	9012	9887	9347	9056	9637	9663	8569	9059	9035	9151	8644	8577	9341	7710	7500	7823	7673	8030	8422	8985	8367	8493	8579	8794	8196	8181	8071	8424	8290	8241
3.000000	8573	52981	49557	58350	64849	65000	35304	44875	58347	52666	44077	48813	46430	44642	27458	31243	30634	32460	11479	12151	13190	24158	19627	12460	9265	9749	11243	9776	10070	9874	9058	9692	9109	8968	9529	9651	8693	8910	9037	9237	8300	8510	9239	7628	7724	7853	7626	8065	8517	9030	8236	8488	8577	8857	8102	8123	7957	8515	8512	8307
3.055556	8566	53685	49925	58557	64968	65000	35851	44998	58569	53169	44482	49543	48692	45555	28657	32156	31683	33664	11764	12342	13635	26655	21691	12766	9225	9692	11537	9815	10291	10016	9035	9806	9083	9018	9458	9673	8663	8944	9007	9117	8475	8590	9208	7736	7613	7829	7741	8052	8441	8867	8420	8445	8572	8785	8143	8270	8077	8507	8543	8334
3.111111	8605	53918	50192	58510	64962	65000	36441	44668	58217	53470	44337	50105	50814	46508	30309	33184	33230	34877	11957	12299	13891	28746	24017	13086	9156	9718	11926	9914	10252	9993	9162	9744	9084	9099	9626	9540	8644	8903	9094	9243	8372	8510	9153	7654	7617	7806	7604	8003	8369	9170	8354	8497	8651	9018	8067	8048	8023	8435	8471	8445
3.166667	8596	54119	50386	58768	64991	65000	37069	44398	58781	53249	44905	50720	53251	47142	31670	34549	34173	36221	13011	12518	14427	30176	26607	13455	9350	9838	12369	9827	10276	10019	8976	9673	9069	9114	9563	9427	8596	8945	9048	9225	8383	8484	9269	7650	7645	7804	7577	8006	8384	9036	8487	8584	8448	8958	8168	8136	8095	8557	8583	8417
3.222222	8670	54222	50966	58407	64940	65000	37052	44883	57833	53381	45060	51411	54509	47695	32790	35554	35459	37106	13278	12797	15022	31657	29147	14063	9176	9710	12761	9827	10177	10060	8897	9728	9206	8948	9539	9560	8562	8948	9034	9207	8321	8509	9187	7702	7545	7779	7654	7919	8330	8841	8356	8492	8471	8853	8002	8125	7978	8489	8476	8309
3.277778	8658	54505	50838	58660	65000	65000	37535	44760	58289	53297	45750	51685	56947	48231	33553	36252	36676	37930	13737	12787	15888	33053	31545	14661	9212	9744	13161	9891	10367	9928	8994	9699	9221	8987	9485	9537	8544	8952	9002	9219	8718	8585	9244	7671	7579	7887	7654	7990	8381	9074	8190	8515	8560	8879	8132	8156	8140	8379	8432	8399
3.333333	8673	54171	50512	58994	64999	65000	37794	44736	58438	52903	45387	51946	58256	48418	34901	37217	37489	38550	14863	13003	16764	33641	34152	15395	9253	9697	13625	9946	10284	10095	9097	9747	8979	9052	9454	9735	8509	8881	8995	9284	8654	8582	9183	7688	7665	7867	7624	7981	8333	8983	8437	8581	8505	8787	8051	8141	8028	8502	8462	8241
3.388889	8572	54301	50731	58667	64900	65000	38064	44714	58484	52977	45951	52253	60241	48577	35719	37867	38522	39382	15514	13566	17681	34192	36958	16053	9398	9780	14375	9932	10265	10015	8995	9702	9016	9181	9510	9619	8632	8996	8986	9338	8359	8662	9241	7615	7581	7844	7533	7977	8354	9069	8327	8509	8517	8797	8094	8191	8191	8424	8433	8301
3.444444	8617	54636	50883	59087	64989	65000	38159	44845	58025	53270	46186	52382	60721	48836	36402	38786	39274	39708	17330	13978	18510	34826	39678	16979	9255	9734	15122	10019	10357	10139	9023	9742	8871	9083	9535	9718	8539	8916	9077	9266	8505	8897	9122	7633	7576	7774	7621	7963	8333	9105	8240	8388	8571	8819	8153	8191	8093	8394	8417	8394
3.500000	8644	54847	51044	59073	64952	65000	38722	44686	58054	53216	46334	52646	62463	48887	36669	39056	40373	40360	18305	14506	19497	35753	42024	17706	9356	9783	15693	10182	10251	10223	9050	9671	8926	9106	9477	9551	8573	8949	9046	9262	8370	8414	9203	7628	7653	7745	7575	7966	8428	9217	8348	8488	8450	8864	8010	8173	8069	8494	8363	8367
3.555556	8702	55018	51053	59032	64937	65000	38487	44822	57714	53095	46771	52673	63206	48862	37331	39875	40341	40359	20462	15106	20515	36541	44047	18656	9190	9785	16476	10184	10468	10100	9108	9600	8946	9111	9532	9551	8493	8983	9053	9188	8333	8413	9215	7512	7638	7822	7596	7972	8356	9016	8423	8424	8490	8763	8135	8215	8063	8391	8498	8387
3.611111	8739	55297	51236	59007	65000	65000	39047	44947	57996	53111	45684	52910	64324	48701	38046	40428	40825	40879	22217	15845	21740	35717	46157	19522	9192	9755	17576	10315	10368	10209	9013	9513	9349	9054	9628	9566	8597	8933	9016	9267	8412	8671	9084	7640	7572	7747	7532	7985	8382	9172	8310	8411	8529	8658	8018	8149	8168	8428	8385	8491
3.666667	8765	55596	51444	58692	64998	65000	38983	44754	57752	53348	46319	53145	64592	49436	38357	40655	41330	41094	23843	16710	22818	35524	47661	20471	9359	9865	18476	10396	10381	10367	9066	9667	9194	9189	9618	9661	8419	8929	9053	9231	8383	8554	9150	7564	7492	7875	7520	7975	8308	9247	8271	8452	8495	8764	8094	8160	8022	8356	8333	8408
3.722222	8730	55012	51360	58673	64919	65000	39175	44771	57867	52981	46390	53047	64788	48909	38750	40595	41624	40890	25553	17777	23939	35430	49406	21496	9266	9794	19809	10748	10414	10445	8934	9845	9015	9083	9598	9566	8452	9038	9089	9278	8449	8511	9094	7644	7536	7822	7544	8023	8360	9193	8294	8482	8562	8785	8082	8111	8113	8490	8526	8393
3.777778	8712	54961	51590	58487	64947	65000	39039	44547	57711	53335	46378	52621	64979	49041	38913	41387	41926	41337	27017	18744	24654	35274	50303	22402	9285	9753	21007	10771	10329	10526	9116	9549	9167	9157	9537	9652	8615	9110	9094	9320	8405	8491	9151	7642	7594	7732	7526	8033	8423	9183	8263	8329	8561	8798	8124	8162	8091	8373	8456	8433
3.833333	8800	54750	51557	58420	64924	65000	39618	44911	58105	53010	46708	53042	64993	49028	39310	41574	41969	41692	27729	19700	25940	34979	51366	23268	9391	9990	22772	11070	10341	10526	9560	9710	9235	9114	9520	9662	8580	8916	9073	9264	8490	8551	9145	7661	7684	7922	7549	8038	8393	9208	8292	8454	8432	8807	8132	8154	8195	8433	8465	8407
3.888889	8802	55371	51756	59039	64939	65000	39479	44833	57750	53009	46556	52950	64979	48714	39496	42067	42165	41592	28507	20754	26391	35163	52184	23450	9252	9907	24545	11243	10410	10607	9250	9718	9318	9207	9416	9676	8523	8991	9078	9257	8553	8558	9169	7643	7622	7753	7589	8099	8415	9279	8276	8402	8551	8835	8062	8194	8153	8608	8502	8385
3.944444	8749	55122	51729	58923	64849	65000	39679	44546	58154	53008	46518	53407	64987	48928	39223	41818	42141	41702	29310	21852	27435	34913	52715	24065	9337	9975	26327	11468	10421	10850	9545	9557	9314	9120	9527	9680	8562	8928	9057	9284	8514	8860	9252	7654	7633	7767	7575	7948	8345	9141	8419	8596	8465	8903	8141	8125	8019	8589	8404	8426
4.000000	8698	55281	51763	58933	64979	65000	39685	45155	57981	53188	46839	52995	65000	48525	39431	42264	42510	41716	30289	22996	28155	34718	52975	24469	9378	9963	28691	11806	10443	10816	9476	9562	9387	9188	9451	9768	8639	9008	9077	9297	8525	8459	9204	7652	7551	7755	7646	8055	8477	9201	8428	8548	8664	8645	8176	8223	8004	8501	8546	8427
