Time	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	D02	D03	D04	D05	D06	D07	D08	D09	D10	D11	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11
0.000000	13475	14787	14611	15020	14808	15590	12726	13402	13720	13699	14039	12943	11141	11297	12184	11612	13745	12078	11934	11426	11135	13092	11552	12031	9223	10756	10370	10383	10363	10480	9847	10067	10795	9921	9628	11918	9029	9202	9489	9239	9085	8682	8898	8574	8761	8858	8682	8946	8587	8723	8220	8070	7979	8460	8784	8658	8619	8649	8747	8702
0.055556	12767	14159	14267	14462	14030	14974	12550	12959	13317	13175	13730	12735	11068	11085	11806	11456	13387	12031	12179	11250	11007	12751	11327	11817	9271	10835	10408	10350	10124	10418	9813	10220	10801	9963	9734	11574	8858	9353	9468	9191	9170	8642	8907	8674	8840	8926	8678	9130	8626	8697	8174	8126	8093	8482	8728	8733	8581	8633	8683	8688
0.111111	12881	14252	14128	14359	14131	15026	12432	12966	13283	13176	13717	12608	11021	11294	11867	11532	13258	11946	12506	11086	11072	12799	11545	11958	9299	11185	10415	10403	10209	10556	9916	10237	10750	10095	9708	11489	8930	9400	9481	9206	9210	8814	8893	8703	8856	9035	8813	9049	8776	8654	8302	8133	8083	8580	8953	8943	8733	8782	8792	8759
0.166667	13029	14333	14401	14650	14316	15084	12617	13133	13504	13177	13694	12594	11096	11321	11911	11660	13457	12080	12924	11181	11253	12909	11396	11956	9363	11128	10467	10572	10175	10684	10008	10251	10741	10037	9799	11221	9070	9286	9425	9174	9363	8810	9118	8741	8920	9032	8867	9070	8762	8717	8323	8253	8025	8728	8945	8838	8811	8792	8845	8791
0.222222	13032	14460	14585	14387	14464	15103	12569	13162	13347	13318	13829	12657	11042	11254	12032	11525	13279	12145	13062	11234	11086	12844	11385	12068	9350	11292	10497	10384	10287	10767	9955	10202	10838	10193	9693	11132	9026	9283	9543	9305	9413	8912	8946	8859	8946	9023	8787	9059	8790	8671	8367	8178	8150	8563	8898	8769	8862	8788	8805	8857
0.277778	12901	14305	14586	14627	14435	15148	12553	13132	13446	13277	13873	12634	11232	11370	11979	11477	13328	12092	13301	11378	11095	12919	11376	12047	9311	11240	10494	10353	10161	10809	10015	10331	10771	10217	9840	11353	9024	9372	9529	9289	9343	8904	8921	8786	8983	9120	8929	9089	8590	8701	8433	8268	8161	8616	8916	8878	8742	8809	8715	8822
0.333333	12955	14398	14384	14592	14515	15251	12591	13114	13576	13144	13728	12767	11125	11297	11960	11571	13349	12213	13348	11343	11269	12791	11443	12072	9406	11270	10473	10458	10317	10857	9946	10453	10644	10167	9891	11255	8976	9301	9488	9333	9374	8967	9055	8831	8984	9165	8933	9033	8824	8697	8268	8162	8208	8662	8958	8880	8773	8845	8735	8892
0.388889	13124	14454	14402	14690	14436	15335	12670	13259	13665	13325	13967	12670	11264	11563	11857	11748	13374	12057	13444	11306	11194	12722	11512	11946	9472	11331	10558	10394	10394	10774	10020	10437	10790	10241	9918	11352	9060	9316	9532	9324	9500	8929	8890	8805	8972	9158	8947	9072	8782	8704	8346	8227	8121	8618	8907	8974	8887	8899	8954	8904
0.444444	13090	14652	14592	14908	14719	15404	12655	13315	13612	13443	13928	12939	11244	11443	12204	11613	13291	12268	13491	11329	11181	12915	11392	12042	9397	11484	10589	10405	10337	10678	10069	10485	10822	10274	9895	11268	9160	9345	9480	9362	9572	8992	8949	8825	9012	9177	8989	9115	8739	8704	8400	8294	8218	8656	8964	8993	8886	8855	8990	8976
0.500000	13167	14656	14590	14987	14654	15387	12735	13408	13725	13443	13966	13047	11225	11563	12080	11776	13504	12287	13309	11503	11209	12873	11605	12108	9401	11519	10508	10545	10498	10826	10010	10469	10803	10290	9805	11319	9170	9307	9547	9527	9504	8885	9066	8964	8990	9194	9023	9053	8845	8911	8401	8341	8129	8573	9039	8923	8977	8931	8935	9019
