Time	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	D02	D03	D04	D05	D06	D07	D08	D09	D10	D11	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11
0.000000	11794	19993	15745	23102	17940	17276	12267	13064	13905	13198	14559	12947	10136	12652	11972	11901	12371	12389	10684	11307	11167	11942	11835	12416	9449	10734	10466	9906	10167	10355	8814	9461	8920	10048	9176	8882	8628	8726	8566	8635	8506	8910	8636	8571	8464	8772	8609	8743	8334	8487	8032	8416	8458	8796	8023	7682	7875	8086	8923	8889
0.055556	11528	19345	14965	21022	17091	16456	11705	12647	13600	12898	14590	12645	10084	12380	11782	11635	12062	12206	10463	11030	11117	11788	11574	12355	9272	10626	10495	9845	10103	10345	8883	9336	8914	10118	9185	8837	8631	8696	8727	8641	8513	8915	8758	8698	8650	8844	8733	8753	8428	8417	8126	8455	8541	8808	8041	7891	7858	8170	9012	8754
0.111111	11623	20009	14926	20687	16982	16435	11777	12667	13611	13034	14510	12670	10260	12274	11751	11663	11918	12246	10394	11118	11026	11863	11496	12493	9550	11015	10415	9936	10119	10442	8858	9311	9032	10039	9322	8985	8697	8738	8727	8733	8688	9075	8857	8660	8634	8832	8805	8782	8588	8467	8294	8498	8665	8853	8060	7910	7978	8236	9116	8847
0.166667	11718	20270	15085	21064	17172	16579	11863	12778	13721	13041	14754	12838	10283	12384	11833	11699	12052	12160	10548	11110	10927	11891	11654	12519	9625	11048	10603	9895	10304	10485	8928	9426	9076	10093	9383	9017	8729	8789	8829	8706	8686	9092	8876	8740	8755	8983	8766	8950	8690	8619	8317	8681	8717	9003	8140	8023	8106	8251	9235	8847
0.222222	11910	20129	15096	21495	17312	16507	11941	12742	13843	12992	14816	12946	10283	12456	11909	11904	12177	12229	10560	11205	11089	11973	11669	12608	9452	11118	10539	10048	10307	10466	8996	9457	9172	10200	9330	9162	8819	8903	8818	8845	8759	9309	9049	8941	8724	8966	8754	8979	8674	8626	8424	8658	8814	8946	8179	8076	8092	8363	9196	9009
0.277778	11892	21218	15305	21581	17432	16580	12168	12713	13863	13190	14839	12994	10357	12528	11810	11960	12099	12276	10595	11065	11063	11949	11608	12555	9554	11153	10520	10060	10274	10440	8998	9613	9189	10249	9274	9090	8784	8830	8945	8833	8901	9308	9088	8893	8734	9123	8786	8999	8792	8859	8395	8729	8844	9055	8224	8110	8085	8368	9357	8959
0.333333	12052	20927	15238	21598	17296	16569	12113	12992	13898	13180	14741	13070	10432	12425	11980	11864	12140	12298	10707	11073	11327	11941	11643	12623	9709	11264	10675	10200	10432	10595	9095	9607	9306	10227	9341	9134	8855	8916	8931	9017	8924	9351	9128	8988	8865	9193	8976	8931	8873	8804	8408	8710	9011	9049	8257	8155	8276	8529	9372	9093
0.388889	12043	20635	15223	21721	17375	16722	12324	13059	14020	13342	14863	13183	10557	12518	12067	11831	12338	12365	10876	11327	11293	11999	11644	12636	9605	11428	10579	10152	10505	10615	9092	9576	9264	10192	9308	9316	8957	9041	8993	8929	8935	9451	9220	9067	8811	9306	9036	9058	9022	8869	8579	8851	9055	9079	8303	8213	8220	8470	9678	9107
0.444444	12269	20732	15245	21758	17335	16769	12203	13057	14065	13527	15060	13186	10619	12687	12204	12045	12306	12510	10915	11269	11245	11937	11862	12695	9714	11385	10520	10149	10457	10612	9135	9581	9380	10264	9503	9193	8858	9055	9008	9014	8830	9454	9061	9006	8899	9340	9088	9156	8856	9087	8667	8991	9067	9187	8351	8194	8281	8434	9612	9223
0.500000	12299	20882	15294	22001	17387	16761	12478	13151	14315	13516	15065	13387	10610	12691	12156	12021	12417	12492	10800	11388	11216	12137	11734	12731	9780	11459	10775	10267	10488	10787	9174	9669	9330	10254	9481	9232	8973	9040	9098	8987	8904	9477	9117	9062	8879	9175	9131	9147	8895	9053	8570	8990	8968	9142	8407	8113	8316	8589	9690	9298
0.555556	12473	20785	15245	21651	17563	16983	12474	13292	14308	13709	15256	13393	10626	12741	12143	12116	12455	12656	10814	11390	11241	12066	11854	12900	9619	11646	10768	10264	10544	10725	9295	9786	9434	10292	9492	9401	8857	9122	9096	9011	9002	9547	9086	9095	8903	9246	9112	9027	8833	9138	8691	8980	9095	9086	8377	8151	8353	8653	9662	9246
0.611111	12514	21046	15537	21866	17698	16935	12392	13326	14334	13809	15301	13412	10688	12906	12340	12283	12429	12653	10637	11530	11482	12185	11979	12839	9634	11493	10583	10232	10538	10742	9315	9589	9361	10299	9525	9387	8937	9201	9126	9094	9057	9500	9189	9132	8978	9404	9103	9209	8723	9121	8523	8920	8947	9161	8375	8348	8398	8680	9636	9373
0.666667	12607	20908	15531	21877	17696	17136	12487	13341	14327	13727	15144	13586	10763	13052	12301	12253	12561	12717	10763	11513	11556	12330	12122	12919	9770	11558	10690	10270	10548	10779	9336	9756	9466	10389	9527	9264	8944	9093	9068	9083	9078	9496	9253	9153	9109	9404	9126	9158	8766	9092	8590	9131	9055	9042	8408	8423	8338	8630	9564	9382
