Time	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	D02	D03	D04	D05	D06	D07	D08	D09	D10	D11	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11
0.000000	11484	15377	16674	21067	16888	16838	12868	12840	13345	13961	14676	13025	10977	13095	13306	12606	11963	12154	10182	10494	10386	11566	10812	11383	10187	10098	10725	10860	10658	10708	9596	9964	9726	9299	9277	9492	8795	9111	9061	9287	9122	9042	8432	8758	8586	8815	8668	9043	8481	8536	8550	8581	8425	8858	8411	8348	8668	8592	8534	8249
0.055556	11049	14235	15586	19162	15662	15464	12365	12323	12537	13029	15429	12539	10736	12784	12869	12197	11523	11853	9965	10358	10197	11607	10809	11224	10062	9994	10685	10654	10543	10706	9601	9764	9632	9203	9388	9502	8723	8997	8797	9148	8994	8920	8458	8785	8613	8761	8698	9089	8455	8586	8530	8532	8414	8737	8354	8249	8579	8544	8435	8211
0.111111	11132	14056	15455	18648	15446	15304	12388	12358	12478	12988	15681	12480	10704	12530	12543	12109	11526	11792	9896	10361	10405	11823	10688	11163	9818	10051	10493	10514	10444	10643	9589	9814	9558	9216	9294	9343	8626	8966	8827	9099	9007	8975	8494	8634	8606	8851	8582	9085	8369	8439	8546	8578	8468	8778	8415	8174	8617	8591	8590	8190
0.166667	11210	14163	15281	18455	15386	15245	12372	12241	12446	13033	15502	12448	10696	12517	12691	12051	11410	11703	9962	10174	10020	11748	10660	11096	9983	9986	10416	10562	10451	10475	9562	9595	9666	9226	9355	9380	8682	9009	8794	9109	9013	8978	8433	8596	8509	8676	8544	9173	8269	8404	8538	8565	8280	8763	8190	8133	8577	8650	8652	8135
0.222222	11252	14089	15286	18002	15435	15164	12270	12198	12380	12959	15475	12415	10723	12375	12673	11947	11326	11692	9818	10111	10070	11659	10676	11067	9877	9874	10413	10409	10389	10529	9438	9760	9630	9184	9097	9371	8580	8973	8792	9031	8915	9035	8330	8553	8376	8600	8591	9035	8184	8392	8564	8600	8239	8638	8230	8207	8552	8470	8635	8202
0.277778	11103	14067	15220	17889	15302	15255	12389	12098	12335	12889	15212	12338	10815	12536	12580	12140	11363	11577	9836	10090	10162	11550	10591	11057	9879	9844	10448	10457	10191	10480	9387	9672	9516	9154	9210	9337	8631	8928	8841	9053	8895	8928	8309	8727	8573	8688	8613	9127	8273	8313	8406	8517	8353	8700	8122	8120	8643	8424	8624	8184
0.333333	11085	14112	15296	17948	15466	15326	12482	12151	12390	12920	15313	12320	10742	12653	12689	12177	11575	11668	9850	10121	10189	11642	10499	11019	9714	9919	10421	10480	10321	10451	9403	9641	9533	9089	9199	9343	8624	8879	8725	9146	8915	8940	8395	8632	8547	8812	8514	9216	8297	8471	8596	8422	8329	8636	8257	8244	8498	8513	8686	8201
0.388889	11141	14191	15144	17970	15428	15348	12615	12206	12457	13078	15384	12450	10893	12706	12667	12215	11516	11622	9827	10119	10138	11725	10609	10965	9877	9942	10282	10479	10263	10501	9435	9675	9488	9125	9187	9408	8629	8897	8768	9116	8996	8789	8348	8658	8461	8721	8555	9001	8239	8329	8539	8488	8389	8692	8287	8209	8552	8563	8653	8261
0.444444	11118	14299	15337	18384	15588	15421	12586	12362	12408	12914	15561	12379	10840	12654	12604	12164	11393	11584	9876	10049	10182	11644	10652	10829	9815	9808	10241	10415	10422	10442	9416	9625	9483	9047	9255	9373	8469	8936	8727	9113	8896	8865	8405	8652	8562	8702	8570	9028	8305	8369	8592	8473	8346	8734	8318	8217	8547	8561	8736	8223
0.500000	11275	14344	15417	17995	15523	15565	12575	12282	12398	13117	15394	12516	10871	12561	12836	12011	11465	11626	9859	10382	10154	11713	10575	10988	9884	9834	10415	10497	10329	10489	9434	9585	9437	9046	9337	9317	8621	8909	8752	9066	8938	8948	8362	8788	8463	8681	8605	9088	8281	8546	8623	8496	8328	8659	8176	8444	8531	8402	8583	8173
