Time	A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12	B01	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	B12	C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	D01	D02	D03	D04	D05	D06	D07	D08	D09	D10	D11	D12	E01	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	E12	F01	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	F12	G01	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11	G12	H01	H02	H03	H04	H05	H06	H07	H08	H09	H10	H11	H12
0.733333	13477	12437	12437	12079	12052	12622	11989	12134	12354	13550	13380	12581	13369	12242	12412	12518	12752	12402	12463	12662	13426	12705	12308	13037	20944	13051	12272	12384	15091	13646	13418	12389	12340	12590	15701	14562	13023	12513	12946	13041	12915	12166	11950	13300	13640	14837	13070	18695	13353	12933	12790	13012	12343	11954	12008	13006	12927	13398	15143	22374	14057	13612	11903	11653	12067	12307	12359	12141	12762	13181	12351	21263	13703	12661	13337	15810	14878	17047	16392	17833	17375	16588	13486	28248	14332	12907	17458	23507	22997	22444	27485	25307	26295	25992	26850	28733
0.755556	13601	12533	12497	12197	12073	12695	12114	12022	12809	14139	13765	12900	13223	12889	12688	12571	12792	12498	12637	12949	13516	13290	12791	13404	20964	12898	12682	12358	15447	13842	13448	12990	12333	12805	16996	15806	12758	12957	13044	13117	12741	12273	12003	13792	14548	16090	13660	20094	13275	12809	12702	13045	12723	11947	12342	13376	13382	14186	16330	23672	14266	13790	12163	11941	12251	12436	12369	12423	13095	13558	12728	22568	13568	12449	14241	16625	15549	18355	17752	19062	18432	18248	14441	29168	14218	12866	18422	24929	24554	23526	28200	26481	28250	27499	27651	29008
0.777778	13372	12230	12447	12110	12247	12494	12427	12361	13488	15081	15202	13579	13236	12664	12581	12872	13079	12468	12661	13738	14175	14047	13368	13395	20758	13105	12391	12761	16076	13977	13644	12805	12387	13609	17805	16543	13129	12979	13272	13780	12866	12300	12172	14555	15528	17189	14441	21022	13142	12774	12444	13394	12974	12522	12417	13660	14191	15013	17326	25015	14406	13799	11956	11787	12360	12287	12094	12765	13804	13813	13234	23964	13607	12372	14849	17615	16209	20248	18718	20363	19896	19339	15292	29277	14052	13137	19736	26650	25331	24966	29324	28102	29104	28629	28421	29483
0.800000	13413	12041	12407	12381	12733	12807	12271	12607	13857	15937	15942	13529	13364	12675	12765	13427	13801	12828	13113	14480	15182	15265	14234	13953	20887	12833	12638	13300	16630	13935	14172	13501	12523	14000	19192	17667	12924	13292	13099	14240	13689	12636	12501	15834	16468	18301	15612	21533	13008	12582	12644	14047	13482	12727	12608	14359	14754	15931	18440	26006	14314	13669	12169	11722	12406	12561	12507	13267	14287	14680	13836	24675	13593	12682	15028	19219	17309	21516	19961	21741	21005	20805	16847	30212	14108	13609	20652	27556	26925	26589	29376	29237	30059	29640	28772	30267
0.822222	13352	12321	12649	12757	12717	12967	12595	13097	14449	17172	17450	14739	13072	12656	13312	14270	14355	12787	13018	15199	16257	16327	14945	14564	21035	12860	12904	13903	17636	14264	14991	14229	12603	15030	20474	19119	13017	12681	13355	15111	14106	13306	12630	16674	17692	19555	16904	22940	13181	12597	13328	15020	14264	13214	13101	14532	16176	17583	19563	27081	14042	13524	12106	12092	12856	12545	13069	13678	14700	15396	14591	26224	13654	12615	16137	20476	18204	22858	21462	23209	22282	22225	18190	29863	14284	13466	21881	27994	28205	27238	30236	30185	30730	29762	28840	30230
0.844444	13496	12655	12810	12569	12799	13060	13003	13667	15538	18018	18179	15607	13421	12372	14181	14839	15609	13514	13704	15972	17112	17479	15932	15691	20946	12943	13459	14620	18350	14783	16015	15298	12982	16384	21123	19763	12888	12973	13796	15731	14603	13791	12715	17945	18753	20932	18059	23640	12942	12690	13082	15875	14790	13292	13485	14999	16997	18355	20614	27288	14339	13692	12273	12020	13074	12922	12906	13992	15609	16559	15082	27325	13661	12522	16949	21600	19599	24516	23284	24674	23670	23619	19638	30480	14169	14336	22655	29618	28667	28315	29951	30653	30941	30148	29282	30104
0.866667	13336	12466	13365	13156	13172	13228	12930	14279	16466	19066	19610	16945	13301	12853	14691	15588	16190	14170	14635	17048	18015	19081	17390	16818	20924	13147	14315	15974	19335	15228	16811	16153	13328	17401	21810	21067	12923	12887	14492	16796	15610	14258	13217	18452	19707	21737	19199	24927	12936	12772	14030	16669	15956	14112	13689	16014	18014	20189	21837	28787	14584	13344	12115	12426	13454	13228	13428	14725	16312	17734	15762	28492	13579	12353	17728	22578	20863	25423	24583	26736	25042	24896	20793	30550	14091	14939	23454	30030	29408	28848	30024	30692	31167	30487	29352	30351
0.888889	13269	12430	13260	13317	13616	13776	13525	14939	17110	19825	20227	17834	13556	12621	15312	16284	16847	14788	15398	17675	18612	19274	17727	17789	21044	13128	14880	16812	20160	15778	17769	16902	14139	18796	22782	21863	13025	12559	15398	17767	16373	15237	13827	19889	20564	22232	20349	25446	13114	12876	14868	17690	17059	14935	14149	16880	19650	20782	22808	28862	14170	13779	12080	12714	13925	13696	13800	15266	16984	18937	16889	29054	13597	12323	18633	23446	22133	26871	26178	26783	26299	26141	22071	30535	13960	15255	24541	30930	30319	29297	30572	30804	31001	31460	29776	30083
0.911111	13399	12540	13572	13838	13726	13887	13900	16105	18245	20904	21091	19501	13266	12831	16257	16642	18130	15703	16543	18544	20361	20358	18868	18804	20995	12688	15812	17521	21090	16896	18783	18004	14765	19713	24008	22654	13138	12914	16211	18808	17260	16107	14674	20684	21659	23647	20962	25723	13042	12592	16487	18487	18057	15872	14743	17712	20230	22576	24408	28734	14126	13693	12386	13082	14846	14164	14159	16480	18040	20224	18407	29630	13783	12442	19730	24524	22846	27963	27382	28442	27116	27389	23356	30593	14101	16353	24941	31417	30577	29870	30776	31692	31456	31369	29771	29839
0.933333	12898	12537	14059	14356	14300	14094	14435	16286	19043	21688	21991	20982	13156	12906	17182	18092	18582	16429	17285	19577	20595	21266	20051	19725	20601	13461	16404	18335	21640	17906	19867	19005	15906	20663	24491	22985	12979	12776	17052	19352	18485	16468	15495	21996	22270	24152	22176	26803	13395	12723	16830	19384	19035	16697	15368	18390	21412	23630	24938	29626	14271	13757	12186	13505	15681	14809	14806	17332	19308	21505	19397	30424	13297	12325	20615	25153	24411	29152	28587	29258	27472	28327	23779	30871	14130	17515	25223	31867	31063	30037	30916	31522	32249	31445	29729	29450
