Time	A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12	B01	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	B12	C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	D01	D02	D03	D04	D05	D06	D07	D08	D09	D10	D11	D12	E01	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	E12	F01	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	F12	G01	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11	G12
89.809167	124114	115250	144075	125240	138924	106915	110699	168645	105800	260000	260000	212254	106331	117211	88189	92530	112762	100600	68052	52795	88853	104276	67256	94024	86554	178242	104759	93083	88876	167138	142653	119238	116117	123441	40316	124521	108468	109575	134281	109343	152815	85218	50650	46533	62240	59307	58002	57387	66921	93512	73102	52778	64016	70357	47021	55429	61093	55690	60225	71116	28318	49853	38292	46374	61514	52807	52438	41109	35182	92924	75717	61146	24001	22410	24217	27912	21659	112621	41412	51967	210250	58715	58131	53927
89.848333	124081	116350	144988	124575	137137	105423	113419	163942	103633	260000	260000	212731	104936	114319	88915	92756	112575	100702	69117	51840	87106	105895	63720	99346	85791	177911	103892	94207	89310	170422	143271	118537	116469	124035	40683	124410	107160	108882	134418	108758	152407	85374	49820	47455	62651	59689	58668	57893	72000	91671	71129	51756	64743	72889	44910	55316	60469	56229	59903	67943	28771	49349	36004	47486	64906	51761	52528	41473	34983	94374	78094	61175	23937	22454	24112	28821	21937	112163	40959	51595	210488	58925	58042	54308
89.887500	124022	116328	148114	124523	137746	106251	110725	168177	103759	260000	260000	212169	105674	115583	87446	90993	111905	101943	63396	51623	83641	104887	65051	84043	87093	179234	103616	95809	88512	163352	143242	118584	116362	123210	40509	124260	108370	108425	134449	109370	151572	86466	49901	46482	62038	59430	59796	57800	73641	91699	73883	53139	63659	70349	46814	55413	60301	55690	60373	69313	28331	53674	36226	46605	66196	53267	51992	41133	35064	93305	76469	59801	23958	21974	24374	28496	21634	113202	40975	52031	208350	59187	58321	54326
89.926667	123964	115656	146465	123617	136922	108041	108543	169796	104967	260000	260000	210843	106554	115665	88506	91883	114112	102739	67713	52776	84773	104420	65465	85783	86608	178494	104541	94240	87973	166364	142334	118962	114905	122460	40329	124767	109062	109788	134364	109641	153189	86072	50511	47096	62493	60577	59394	57689	69633	94251	70944	52403	64427	70211	45082	56135	60084	55124	61285	69816	28542	48675	38555	48477	64561	51351	52263	41131	34647	93130	73719	60573	23821	22413	24054	28676	21541	112919	41267	51971	208869	58665	58700	54552
89.965833	122479	116849	147142	122375	137363	106474	109377	177645	102772	260000	260000	211818	103550	112305	86708	94072	112706	98842	64797	53157	87932	105755	64835	89469	85375	176258	101886	91876	87935	170549	143336	119012	115849	122723	41293	124343	108420	109357	134982	109822	152339	85624	50274	46115	63680	59847	59789	57472	77434	91563	75754	52410	65047	70075	45707	54843	58702	54552	60551	73044	27821	47850	37826	48229	63693	51531	51660	40815	35061	93675	74249	57200	23746	22258	24629	28366	21407	113646	41187	52552	209651	59606	57990	54490
90.005000	124222	116356	146899	123956	136204	107237	111612	167666	104862	260000	260000	210143	104712	113227	87983	92059	111872	100930	65981	52680	83976	106048	63156	95905	87303	177737	103787	94362	88161	166476	140783	118100	114905	122132	41103	124582	108922	110079	135592	109626	151974	85723	50229	47134	62721	59690	59619	58104	76407	91300	71663	52028	63743	70587	44955	54669	59938	56270	60394	75206	28513	49478	36026	47601	69144	52120	51828	41233	34848	94726	73597	57955	24200	22539	24104	29311	21545	112394	41532	51794	210852	60300	58056	54220
90.044167	123104	117292	145183	123861	137287	108155	109542	170340	104374	260000	260000	210241	103049	111555	87840	92900	112348	98979	63683	52429	87597	106355	62755	85991	86510	175285	103463	93745	88876	167030	142383	119247	114595	123287	41061	124763	110256	108776	135806	109370	153035	85657	49556	46489	63123	59319	58757	57484	79457	94150	69523	52795	64700	72036	45478	55128	59152	55522	60677	68252	29204	49155	36042	46585	63651	51588	51318	41470	35754	92866	73438	58189	23947	22156	24539	28939	21695	112698	41359	52186	209750	59546	57716	54347
90.083333	122997	115967	145285	122799	137198	107841	111838	171437	104341	260000	260000	211741	104145	114637	88722	94953	112911	101657	64850	52924	88115	103600	63289	87973	85384	176712	104080	93840	88677	165857	141490	119090	115250	121854	41197	125010	109495	109509	134955	109470	151278	85843	49501	46810	62489	59964	59437	57274	76529	91875	74474	52042	64583	73742	46705	55137	58956	55452	60557	70656	28681	48811	36267	44830	64719	52020	51782	41482	34545	94078	73945	60440	23706	22715	24109	28999	21518	111806	41351	52180	210723	60368	58972	54231
90.122500	123490	116522	145987	122992	137372	107035	110964	170256	104383	260000	260000	211320	105182	114881	88801	92627	112872	101239	62174	52161	91548	103959	65546	92844	85984	179791	103798	93184	88087	166474	141910	119912	114403	123854	40782	124254	109494	108602	136184	110832	152574	85615	49777	46524	63640	59777	59787	57345	75346	91683	73119	52211	63793	69614	45971	54608	59314	55005	60793	68108	28404	50456	35906	47763	65570	51960	50843	40999	34699	93524	73490	57398	24150	22224	24043	28803	22071	114052	41562	52017	209995	59788	57692	54690
90.161667	122481	116436	145753	122494	136869	106872	111151	167637	103879	260000	260000	211834	105917	115513	89619	94581	111937	102006	68802	52546	88407	120585	65929	90365	86782	175251	104697	93904	87981	168644	140942	118549	113668	122793	41290	124497	110127	108900	134768	109208	153297	86527	49545	46653	63195	60040	58412	57185	67352	90394	72475	51810	64980	71422	45587	55281	60198	54374	60100	73614	27898	50706	38274	46793	63030	52287	51453	40909	34614	93559	72909	61431	23885	22681	24294	28938	21877	114389	41504	52215	210340	60096	58179	54235
90.200833	122414	116710	144439	122305	136482	107891	111760	167199	104642	260000	260000	210898	107513	116637	88787	90482	112493	101073	66085	52164	87286	123711	64486	90698	85307	177231	103936	93596	88679	166914	141590	118557	114369	122491	40950	123729	110079	109720	135466	109637	152824	85423	49767	46215	62935	59701	59398	58460	72522	95762	68881	52179	64018	70036	44785	55189	59359	54825	59847	69425	28385	48733	37402	47791	65805	51342	51414	41744	35108	93463	73595	59782	24163	22036	24528	29138	21788	114108	40747	51579	209704	60140	57789	54480
90.240000	121354	116742	144747	122959	136865	107688	108014	169912	104298	260000	260000	211605	103317	116489	87112	92323	112385	101230	58861	52281	83790	124038	66632	85234	86753	178836	103108	93213	88164	169557	141349	119591	114331	122088	40830	123126	111440	109401	135341	110088	150897	86276	49944	45418	62995	59306	58718	57722	66186	85691	74873	52080	64431	71591	46143	55118	60266	54615	60482	68065	28715	47793	36170	47078	63818	53209	51947	41624	34048	94266	74633	59245	24685	22026	24189	29137	21674	113327	41377	51754	210901	60454	57798	54057
90.279167	121921	116689	145399	121883	137165	107794	119913	169422	104161	260000	260000	210639	104354	115617	87655	92421	114108	101028	60458	51712	86109	122036	64055	87502	85015	176886	105421	93388	88504	169403	143143	118307	113513	122964	41673	122749	111335	109011	135351	109531	151179	86717	49333	46663	61989	59903	59255	57632	71269	95128	70773	52513	63743	70224	44596	54755	60219	55315	60900	67119	28942	48587	37230	47340	62973	52628	52953	40910	34215	93288	74504	58442	23734	22251	24541	29466	21558	114180	41172	51656	208878	59947	58582	54742
90.318333	121620	116273	145194	122178	136279	106743	112838	171647	103055	260000	260000	211196	104991	114427	89496	91436	111448	101741	67862	52099	82955	118729	64904	92902	87589	177021	104405	94071	87978	167902	141073	118158	115021	121186	40962	123983	110335	109542	135606	108459	153589	86407	50551	46437	62294	59831	59016	57536	71903	92281	75210	51043	64795	72355	44733	55029	59617	54923	60058	70383	28735	48125	36625	45171	64976	52770	51405	41118	34248	92037	76039	58838	23904	21849	24530	29453	21520	113122	41008	51280	209694	60010	58595	53599
90.357500	121240	116685	144965	122140	135763	107817	114137	177196	104807	260000	260000	211570	105573	116050	87757	92029	113097	99838	66474	52464	85494	119218	67063	88418	86970	177710	105335	93323	88691	165510	141515	118674	113631	122524	40249	124200	111193	108326	135460	109401	150908	86439	49738	46681	62664	59093	59367	57724	67397	92677	71599	51276	64480	70931	46611	55063	59466	55134	60697	65998	28177	51053	37720	46174	61230	52958	51744	40405	34475	93532	74349	60490	24014	22116	24038	29470	22160	112619	41665	52609	209819	60641	59558	54597
90.396667	121093	117868	145936	122340	137337	106708	109763	174748	103769	260000	260000	212001	103653	114905	87994	93688	110742	99769	66935	52030	88037	117810	69101	87304	85862	175503	103462	95362	88533	164579	141964	118790	113591	123559	40090	122278	111373	110224	135210	111086	151780	86102	48888	46841	63117	59894	59364	57015	69032	90660	70820	51661	64113	72756	45280	55596	59606	55111	59981	67381	28473	46746	38322	45916	64374	52157	51719	41054	34569	93483	73792	59068	24305	22821	24516	28939	21781	114110	41388	51763	208833	60198	58058	53973
90.435833	121667	115913	145343	121227	137012	106812	113003	168639	103671	260000	260000	211995	101531	115111	87147	93764	113253	100274	67096	51893	87246	115932	64825	96710	86311	177045	103336	93583	87972	169061	141956	118937	114302	122990	41013	123505	111373	110593	135829	109478	152694	85857	49457	46388	62633	60183	58406	58061	79698	94475	72324	51765	64795	71827	45346	54994	58785	55156	60476	69980	28794	49207	36322	44937	63367	52285	51992	40673	34738	94386	75801	57880	24224	22456	24368	28710	21965	112817	41166	51378	208877	60894	57990	54074
90.475000	120167	115981	143939	120970	136158	106424	112393	174640	105875	260000	260000	211864	98484	117073	89192	91503	112968	100339	65790	52418	85134	119484	65682	85460	86872	177148	104719	93907	87725	165177	140314	118666	113861	121053	40372	124629	111146	111425	136945	110337	151598	86617	50044	46372	61057	58870	58798	57754	78552	92286	75059	52097	63636	73296	45796	54769	59001	55098	59983	64213	28519	47105	38872	46464	62863	51818	51901	41212	34904	94004	72393	61486	23638	22148	24860	27376	21591	114550	40830	52535	208277	61520	58196	54051
90.514167	120302	115239	143972	122034	135336	106176	112882	164902	103627	260000	260000	211888	98307	115245	88159	91966	112009	101676	67893	51925	87032	116611	64055	90855	85921	177562	104495	94336	87826	168309	139440	120481	113630	123004	40776	122453	111622	109043	136016	109325	152919	86297	49578	45826	61355	60541	58536	57606	77150	93772	68710	52385	63256	71542	45304	55406	59975	53743	61017	71786	28670	49745	37161	45694	64822	51505	51915	41423	34653	93502	76763	60764	24301	22123	24153	27976	21882	113140	41115	51888	210660	60975	58137	53747
90.553333	120916	116247	144459	121645	135612	107448	113518	169907	105228	260000	260000	211445	96733	114748	88480	91707	112777	100454	67711	51147	86899	116788	64525	87352	86437	176731	103363	95247	87379	167864	140584	118800	114755	121750	40424	122570	112881	109954	136358	110628	152989	86571	49752	46360	61365	60761	57930	57823	82476	92725	75446	50954	63847	71288	45315	55101	59821	54169	60264	71801	28923	47182	46354	45440	61884	52668	51435	41191	34563	93214	76864	58817	23908	22786	24487	27950	21779	113805	41606	51676	209026	61359	58056	53321
90.592500	120611	115869	143942	121402	135182	107286	115585	166866	104438	260000	260000	211402	97844	114026	89051	93382	112277	101603	65586	52495	88329	116556	65481	87752	85191	176199	104738	94075	88450	169183	139928	116938	113347	122354	40789	123928	112840	109855	135233	110044	153637	86979	49398	46770	61731	60386	59235	57181	83892	92868	72253	51421	64430	71230	44543	54404	59964	54597	59219	72693	28348	47267	43958	47953	62658	52730	51486	40948	34545	94584	74187	58274	23769	22639	24498	28311	21521	112674	41779	52431	209171	62436	59087	53739
90.631667	120496	116777	145748	121419	134191	108165	112159	167367	102677	260000	260000	212075	100370	117706	89084	92890	110616	97123	63657	53033	86826	116484	64943	88429	86262	175003	103391	95149	87218	165456	140081	118550	113301	123077	40310	123126	112585	110949	135447	110787	152840	86020	50024	46213	61982	59808	57936	56996	87139	93133	75839	52001	64491	69555	44822	54822	60198	54444	60072	68040	27660	48588	44821	44296	62577	50446	51871	40420	35791	94042	72996	60343	24020	22599	24665	28298	22090	114388	41343	51379	209867	61554	58940	54844
90.670833	120095	115698	143519	121525	135599	106630	109595	168752	104283	260000	260000	211622	100653	116702	87642	92909	112577	101370	63665	52181	85169	115878	66122	89125	84924	176949	102905	94225	87301	167771	139978	118200	112655	121332	40177	124295	112972	109912	136887	110661	152701	86363	49737	58196	61489	59697	58597	58032	85505	92987	74566	51412	64300	71980	46778	56070	59183	53609	60651	70686	28352	49290	45922	46918	63736	52295	50809	40711	34423	93756	72688	60386	24048	22496	24330	28744	21739	113157	40788	52304	209796	61587	58306	53638
90.710000	120332	116486	144450	121225	135323	106186	109954	167430	104615	260000	260000	212579	98865	118485	87355	92653	112720	100429	62887	52917	90455	117091	64460	84725	85728	176012	103117	93409	88140	165470	139944	118868	114674	122155	41252	123641	112762	110099	136020	108776	152420	86418	50042	60985	62022	60058	58574	57200	76932	92769	70921	51821	64522	72180	44567	55219	60244	54033	59544	70125	28818	49536	43564	44679	68906	51244	51124	40622	35008	93454	71774	60521	23904	22174	23658	28739	21526	114109	41546	51792	212692	62543	58288	53114
90.749167	121218	115571	143242	120827	134303	107014	113803	165516	103668	260000	260000	211280	97826	114647	87943	93989	111033	100084	63980	51679	89125	115439	65479	94727	86147	174583	102388	94333	87812	162459	140352	118905	112881	122087	40476	123444	113905	110268	136823	110238	152053	86020	49253	59848	62733	60017	59179	58160	65683	89770	71141	51733	64332	69899	46722	54293	60118	52903	59717	66387	28647	47077	46988	45782	64038	52512	51422	40665	35171	94220	75068	59344	24034	22547	24175	28774	21855	113164	41135	51977	209704	62333	58408	53532
90.788333	119092	115801	141368	120986	134923	107111	109064	171308	105043	260000	260000	211808	98102	114065	87991	92420	112122	99767	60027	50727	84367	116207	61804	90038	85450	175150	101908	92296	87266	165453	140745	116283	113018	121803	40740	123704	113865	110705	137642	110546	151382	87183	49663	58366	62141	59511	58042	57121	81147	83656	72771	52141	64641	71870	44503	54964	59429	53994	60490	69309	28974	46966	46426	46814	63693	50090	51868	40490	34764	93578	73861	57823	24123	22068	23867	28944	21476	114396	41516	51542	211010	62127	58421	53451
90.827500	119706	115370	143389	120036	135253	105632	114419	167147	104314	260000	260000	210587	98974	118044	88689	91673	113127	99176	63869	52212	86673	116170	65273	93553	84844	174353	103066	94969	88617	167898	139872	118020	111494	121452	41006	122404	113167	110589	137280	109683	153263	86473	48941	58697	62082	59749	58492	58351	73334	91418	70792	51586	64367	71609	44650	54475	58694	53186	60031	64155	28170	47691	44308	46831	62064	51362	51201	40981	34760	93304	73027	58600	23709	22604	24661	29062	21413	114695	40837	52176	210784	62059	58191	54324
90.866667	119470	115707	143914	122100	133234	107686	110116	166400	104632	260000	260000	210511	101069	116814	87329	91856	111641	99865	64281	51578	88420	114692	65922	94678	85136	174348	101252	94754	87526	168225	139561	119046	111982	121290	41251	122285	114017	112145	136316	109981	152755	86797	49139	59846	62404	59532	58147	56765	78253	91041	69254	51737	63573	72113	44542	54304	59658	53713	59671	71246	28480	47544	44834	47592	64009	50588	51164	40781	34049	93927	74827	56653	23968	22433	24711	29258	22179	113775	41981	51906	209810	62093	57685	53247
90.905833	118770	114931	143401	120406	132807	107919	111103	171457	103564	260000	260000	210675	102124	118453	88284	93376	111783	101404	65825	51693	85420	115900	64370	94837	86900	176234	103013	93897	88027	165816	140819	117466	112872	121155	40752	122489	114635	110660	137047	110035	151796	85969	49231	59039	61681	59704	58076	57672	71037	88524	75670	51556	63594	71856	45898	55091	58942	53505	59795	67662	28027	46823	43830	45761	63053	51999	51529	40976	34809	93806	73947	57769	24016	22399	24522	28853	21535	114644	41533	51290	210118	62402	58748	54586
90.945000	119074	115755	144037	120699	135081	106165	112175	168113	105405	260000	260000	212122	101914	114596	87412	93612	113055	98841	59830	51538	86074	115892	62824	88206	85555	176505	102325	93737	88312	171468	139603	117398	111488	121537	41156	122415	114577	110752	137887	109813	151957	86812	48520	59130	62137	59648	59150	57089	73647	99808	69462	51575	63783	72176	45752	55437	60038	53280	59268	69672	28469	48035	46808	45426	63984	52115	51218	41124	34775	93728	74727	59091	23800	22182	24488	29350	21955	115986	41543	52593	209795	63008	59029	54055
90.984167	118125	113527	143550	119643	135574	106767	110702	165079	104909	260000	260000	211599	103225	117474	88426	92693	111422	101240	61346	51683	86495	114906	65667	84337	85301	176016	100354	94312	87211	170953	139628	118118	112423	120172	40429	121770	115205	110197	137575	110251	151406	86488	48945	58542	61686	60098	58102	58125	67738	86077	72150	52094	63396	73314	45186	54733	60197	53887	59452	70374	28598	47656	46467	46701	66581	51749	51678	40824	34628	93456	72553	58017	24101	22539	24944	29649	21626	113544	40738	51635	207345	63176	58536	53358
91.023333	118704	114444	144502	119777	134610	105961	110606	164929	104817	260000	260000	213440	103008	115590	87579	92644	112189	100492	65233	51448	86811	113152	63821	86124	85535	175413	103644	94241	88892	168259	141612	118573	111397	120085	39812	122765	114802	110706	136961	109852	152405	86514	49019	59338	61752	59861	58490	58100	84390	87918	71610	51898	63893	71534	44823	54956	59096	53685	59139	67488	28495	49570	46137	47047	62406	51027	51708	40851	35292	93001	71228	60102	23853	22449	24558	29457	21780	114469	41275	52053	206875	63640	59259	54089
91.062500	118522	115839	144376	119801	134922	107195	110862	167584	104303	260000	260000	212310	99407	116725	89600	92650	114382	100126	61527	52265	84128	114615	65836	91929	85534	175529	101860	93556	87527	170587	139462	117815	111371	121974	40219	123173	114823	111041	136806	110388	153080	85802	49036	58361	62291	60158	58464	57394	83002	90315	71399	51095	63328	72580	45065	54958	59467	54066	60327	69251	28173	46538	46949	44352	64956	50712	51427	40711	48806	93064	73052	57553	23765	22629	24371	28837	22071	113587	41573	52519	207376	63019	59264	53845
91.101667	119357	114860	143933	120905	134653	107245	108822	170810	103752	260000	260000	211321	98157	115576	88846	91333	112524	99366	62080	51713	85086	115511	63979	89636	86154	175035	102620	93241	88271	168784	140005	118456	111520	120901	40559	122116	115700	111347	138638	110179	152354	86864	48953	58768	62113	59567	58891	57016	72948	91561	70644	51406	64608	74156	45555	54578	59076	54008	59314	72180	27809	46438	47879	46379	62613	52814	51670	39960	49199	92498	71951	62465	23870	22290	24872	28894	21628	115029	41147	51902	207733	62859	59015	53681
91.140833	118325	115994	142681	118666	133748	106175	112577	169362	104940	260000	260000	211529	101266	116584	87769	94246	112481	99033	62425	52042	87101	115396	63670	98343	85550	174213	103799	93747	87620	165773	139977	118704	111808	120926	41344	122703	115638	111813	138487	110230	151321	86817	49305	59282	62049	60302	58275	57281	73912	91605	70791	51756	63289	73788	46578	54432	59378	53031	59790	68267	28730	45877	45461	46908	66558	52191	50682	40347	50224	93145	74202	60067	23647	22462	24912	28991	21393	113978	41164	51269	208635	62901	59269	54307
91.180000	117953	116003	143726	121099	134086	106095	114853	165220	105099	260000	260000	211247	98323	118996	88894	92933	112424	100111	60845	51757	86519	115733	63995	86606	85954	173705	102194	92851	87303	166254	140107	118091	110754	121494	40779	121641	116464	111431	137900	110685	152549	85813	48680	59472	62123	60396	58874	56801	75189	89038	72236	51757	63634	72888	44938	55602	58757	54044	60174	68994	28661	46027	46845	45970	67329	51635	51143	40576	50083	93659	73816	60301	24088	22728	24332	29575	21594	112664	41211	51754	207689	63212	58812	54472
91.219167	118061	114507	143049	120048	133599	107409	108571	162238	104688	260000	260000	211267	99261	121025	89056	92324	110157	99670	60941	51646	87625	115880	64218	95922	85393	173968	103070	93430	87372	163061	139935	119094	110119	121666	40563	120951	116464	111375	138790	110005	152403	86531	49131	58747	61530	59755	58591	57475	69944	92724	78179	50678	64652	72654	43477	54074	59244	53516	59538	68749	28233	47819	45650	46991	64368	50676	50977	41339	51123	94172	71647	60616	23897	22893	24579	29619	22214	113057	41076	51370	206514	63473	59231	53894
91.258333	116416	114260	142937	118832	135199	106196	110874	167880	104655	260000	260000	211297	99988	116433	87135	92096	111477	100488	65125	52205	84082	115028	66204	84672	86016	172695	102490	93643	88592	168455	139507	118495	111093	120898	40662	123333	116585	111259	138128	110746	152374	85563	49093	59467	61284	60376	58160	57392	69453	94505	71019	51420	64220	73966	43353	54624	58621	53579	59677	70423	28307	49896	46365	45191	63562	51255	51096	40063	51256	94372	72133	58109	23469	22757	24208	29152	21471	112270	40988	51447	208620	63773	58514	54037
91.297500	117602	113261	141576	119369	134599	106807	110110	167826	104417	260000	260000	210499	98971	117247	87972	94849	112533	96390	58366	51797	87988	115128	63911	93114	85878	175423	101778	93799	86837	168913	139223	117634	110557	121276	40408	122012	116566	110560	138164	109223	152243	86072	49590	58604	61851	59872	58262	58354	75530	92314	71333	51192	64163	71657	43977	54523	59921	52666	59570	69525	28343	45993	46940	43802	65317	51713	51038	40369	52250	93906	71530	58949	24416	22898	24485	29845	22034	113772	40934	51958	207856	64019	59345	54355
91.336667	117159	115748	141355	119866	134487	108064	111750	164809	104495	260000	260000	211486	98683	114854	88252	93058	112018	99956	61938	51121	86621	114822	65138	88505	84199	174450	102261	95408	87485	170552	140023	118264	109655	120887	40294	122288	117383	111970	137728	111516	149396	86993	48954	59154	62081	60200	58440	57197	70172	83362	67367	51301	64582	72949	46416	55454	59914	53565	59250	67006	28123	49084	44279	46273	65060	51574	52034	40201	51496	94194	69942	59170	23947	22346	24875	29437	21372	112533	40850	52222	207024	64567	58511	53377
91.375833	116840	114089	143006	119745	133592	106869	110994	168150	104764	260000	260000	213929	98466	117998	88049	92867	111558	100148	61286	52008	83049	114727	60426	89253	85814	173468	102338	93842	86761	164348	139872	116875	111163	121684	40302	122226	116965	111738	138448	109796	151796	86453	48781	58517	61374	59946	58238	58283	69006	83143	72022	51897	64107	73199	43804	54934	59412	52913	59433	66971	27930	47925	44977	46484	64327	51070	50683	40695	51646	94352	72378	59424	23701	22808	24987	29484	21667	112320	41301	52007	208753	63696	59089	54259
91.415000	116365	113999	141642	119335	135329	108581	110249	168623	105858	260000	260000	211226	99925	117717	89006	92260	111956	101288	64517	52301	87947	114775	61398	85436	85388	173469	101784	94083	87478	164048	138019	118242	109920	120695	40693	121182	118094	112119	137541	109883	150265	86914	49084	57709	62481	60448	57792	57620	76951	92330	68107	51347	63631	73384	44798	55547	59442	52826	59101	66340	28292	46895	45625	47446	66564	51528	50713	40102	52071	93295	71730	60979	24093	22515	24862	29185	21491	112808	40935	51963	208760	62861	59172	53368
91.454167	115527	114415	143522	120253	134372	108011	112938	169400	104984	260000	260000	210902	98324	117667	87470	93161	145764	101167	61735	52602	88428	114591	62766	84021	85316	171209	101372	93091	87455	168540	139361	118608	109183	120770	40550	121974	117126	112068	139269	111007	153120	87067	48987	59068	61704	59517	58452	58311	80124	88157	71849	51414	63491	73453	44583	54850	59429	52858	58645	70305	28043	45997	46373	46065	66693	52180	50960	40692	52447	92573	73067	59640	24003	22606	24412	29848	21267	113335	41272	51705	207590	64317	58817	53209
91.493333	116602	113563	143017	119492	134630	106105	112292	166344	105063	260000	260000	210520	99674	115896	86041	93301	146090	101143	61978	51387	85004	112291	61230	85655	84519	174988	101953	95093	88566	169151	139349	118459	110526	120883	40663	121676	118186	112065	138415	111267	151443	86310	48307	58759	61041	59460	57710	57524	79979	84010	74130	50714	64151	74005	45051	55629	58826	52748	58843	70128	28681	47681	44629	45294	64434	53468	51041	40200	51271	93652	72749	57943	24175	22914	24566	29875	21959	113970	40868	51879	209192	64485	59432	54148
91.532500	116949	114583	142667	118309	135732	107788	110865	167527	103514	260000	260000	210346	97374	116972	87940	94166	145267	102235	63687	51662	89023	113397	61503	81432	85870	173682	100977	93169	87405	163662	139010	118816	109787	122639	41227	121551	118290	112288	137559	110361	152887	87004	48893	58999	61790	59229	57626	58106	71203	93321	67883	51245	63642	72315	46180	54681	60110	52973	59050	69082	28537	48429	44012	44896	65649	53411	51043	40349	52586	93302	72578	60551	23771	22674	24520	29733	21075	114880	40889	51653	206994	64653	59389	53863
91.571667	115748	114942	142135	119223	134426	106619	112734	165430	104567	260000	260000	213175	98646	116098	86879	93240	144348	100067	63918	51797	86587	113937	59073	87845	84870	173249	101925	94088	86925	168347	139122	118915	110011	121471	40896	122019	119177	111985	138020	110379	150819	86735	48536	58558	61431	60091	57730	57061	67716	93673	71191	50600	64632	72880	43921	55015	59358	53194	58944	68892	28251	48704	42282	44112	65920	51866	51337	39632	53152	93410	70114	59356	24014	22492	24792	29956	20850	114538	41740	52778	207845	65778	58938	53625
91.610833	116746	113314	141838	118242	134332	104881	114069	165475	106803	260000	260000	212735	99661	117212	88189	92934	135656	100207	62728	51650	90046	113732	65484	85828	85093	173941	102238	92886	86795	164329	139201	117925	110662	120790	41900	122145	118298	112954	138952	110672	152464	86725	48615	58432	61124	59563	58136	57879	75438	86749	73555	51830	63749	73112	46247	55172	59051	53321	59009	66257	28135	49067	46774	44025	66616	51975	51528	40910	52251	93655	71570	57433	23981	23059	24401	29730	20997	114870	41675	51928	206740	64720	59653	53500
91.650000	116324	113870	143284	119294	135534	106148	112259	166276	105376	260000	260000	211924	98375	117996	87165	92568	125816	102062	60221	51130	89389	113440	65143	87692	84354	174050	102147	92637	87386	167840	138903	118276	110353	119773	42027	121979	118965	111706	139883	110009	151207	86982	48836	57842	61200	60338	58553	57329	67686	85879	72870	51064	64120	74373	44688	55120	59656	52564	58895	71037	28463	50678	44113	46254	64115	53031	51725	39246	52046	93336	70945	61894	24163	22423	24815	29933	21054	115361	40419	52282	208151	64790	59798	53168
91.689167	114971	114743	140493	118475	134058	106969	110205	167374	104235	260000	260000	211699	99562	119282	87720	93978	126152	101136	64440	53025	84897	112606	66180	83698	85570	174279	101840	93214	86348	165511	139020	117992	109359	120623	41217	122016	118737	112714	139922	110106	151424	86146	48516	57188	61737	59985	57749	57457	76693	85508	75122	51287	64476	73818	46225	54837	58978	52094	58252	71884	28579	48111	43118	46368	68891	52194	51674	39822	52540	93754	73211	58801	23842	22914	24932	29926	20840	115657	41437	51844	207407	64846	59375	53401
91.728333	114734	114893	141359	117821	134559	105266	112133	170228	104072	260000	260000	210884	99168	118591	87714	94744	124818	101468	65696	51602	85686	113918	63418	76601	85155	173856	101495	92735	86681	168466	138871	117743	109274	120892	41452	121095	120340	112242	139514	111627	151591	86686	48102	58686	61249	59850	58485	57063	66449	93292	72560	51060	64303	74965	44880	55184	59214	51880	58316	69609	27702	45746	45987	45936	64889	52267	51256	39726	52215	93769	70370	60198	23831	22023	24957	30347	21229	116015	41932	51899	209271	65505	58929	53659
91.767500	115506	113351	139873	118879	133978	106105	107898	171624	103072	260000	260000	212740	99609	117858	87310	93420	126214	101766	62781	52149	85302	114708	66502	86055	84579	172149	103156	92587	86683	164418	137635	118133	108024	119951	41620	120901	120983	112588	139490	110732	152495	86140	49242	58652	61655	59855	58217	57705	77634	91221	72540	51458	63540	72703	43268	55509	59208	52693	59975	72635	29418	46369	46608	44487	68426	51624	51790	40095	52486	93670	71842	57228	23517	22029	24669	30564	21173	117189	41234	52176	209787	65599	59673	53321
91.806667	114955	113505	142781	118270	134954	107739	111441	171982	104048	260000	260000	211181	98589	117659	86510	93203	128279	101886	64579	53083	86116	113457	62400	90364	84181	173051	103036	94905	86475	167950	138933	118242	110088	120233	40968	121494	119916	113337	140808	110043	152522	86880	48554	58325	61028	59256	58583	56665	78348	96153	68680	51677	62918	73137	46267	55218	58790	52262	58767	70609	28332	47036	46503	45802	67140	50875	51029	40055	51933	92931	70648	60010	23392	21848	24587	29816	21996	117218	40778	51458	206349	65696	59100	53950
91.845833	114730	113813	143374	118212	134276	105352	114342	168418	103093	260000	260000	211844	97800	115826	87823	93729	126313	101509	62542	51192	83310	113555	61659	88263	83563	172958	102764	94269	86286	166028	139350	117735	108103	119749	42106	120120	120213	112523	139230	110689	152551	86297	48529	58990	61720	59283	57487	57943	73756	91698	71701	50760	62998	72851	44616	55364	59163	51841	59086	71176	28474	46414	43090	46985	68592	50982	50792	39589	52238	94486	70791	60174	23838	21474	24751	31023	21134	116056	41611	51507	207409	65747	59855	54010
