Time	A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12	B01	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	B12	C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	D01	D02	D03	D04	D05	D06	D07	D08	D09	D10	D11	D12	E01	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	E12	F01	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	F12	G01	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11	G12
26.163333	101812	91423	117001	108636	157291	126534	168263	185885	107163	140936	90871	47494	166416	160802	86718	102511	129014	107854	99525	17047	79086	18990	25218	146201	20036	20133	20960	181995	21093	20509	36592	36252	35387	35617	34185	37256	78586	80223	79816	77524	81349	78158	53221	75160	115237	54069	59278	58487	78881	124107	84736	68277	75722	70332	16201	53057	47951	46801	78108	72124	58249	15823	14136	15210	15447	15103	16830	16864	16732	16439	16278	15539	23147	23698	24104	24508	23760	27037	50919	57873	54065	53736	52416	54664
26.202500	100456	90788	117995	108590	156730	128126	169532	188136	106386	144141	92622	47321	158779	173278	84967	104210	127714	101115	98584	16405	80786	19450	24412	145865	19887	20593	20903	185015	20945	20638	36366	35436	35801	35697	34315	37672	77366	79531	78936	77964	82758	78461	54259	69917	116299	52971	58435	57755	77834	107740	83422	69663	74995	73171	16660	54912	50302	48156	76375	71621	57130	15777	14261	15095	15309	15909	16936	16517	16803	16470	15890	15453	22929	23272	24105	23906	23586	26572	51499	57723	54357	53789	52475	54027
26.241667	100412	91771	116347	108335	156412	126942	166903	190714	108133	146050	90827	46799	164515	170430	84741	103869	128875	107844	93369	16747	81094	19595	25784	145383	19639	20799	20738	181996	20769	20519	35394	36196	35070	35622	33879	37034	77539	80547	75213	76950	82604	79128	52372	71065	113908	53950	59303	58091	83249	104474	86390	68569	78208	73857	15991	51465	49167	46749	78336	67653	58738	15680	14337	15023	15618	15447	15945	17030	16648	16206	15553	15779	22898	23045	24547	24474	23515	27357	50944	57719	54274	53369	51179	54523
26.280833	99902	91228	117639	107625	155618	127276	156589	201575	108028	142759	90054	48061	158861	170119	86166	109257	127918	101121	94842	17174	85413	19360	25449	147297	19931	21683	20723	182917	21491	20213	35525	36429	35824	35344	34259	37159	77174	80763	75445	76653	81513	77089	53406	72310	114997	54084	59797	59004	85469	114431	91934	68082	78613	72423	15983	53128	49339	47178	77418	71401	56703	15533	14125	15130	15751	15289	17063	16902	16898	16785	15886	15462	22826	23456	24171	24312	23470	27070	50468	58586	54204	53524	52422	54048
26.320000	100627	92078	116994	108667	157422	127636	178300	192638	107504	145455	90382	48421	161701	174466	82011	102006	129448	102553	94208	16455	87060	19753	26839	142701	20231	21086	20845	184189	20743	20703	36091	36437	34737	35889	33889	37529	78077	80848	75818	78162	82705	78386	53658	72056	115104	53298	59825	57696	79501	104814	80520	68319	74407	70559	16303	56017	52282	45235	78923	66586	57392	15574	14439	14987	15701	15651	16881	17007	16909	16129	16254	15429	23440	22906	24375	24457	23364	27222	50682	57087	54694	53815	51851	54329
26.359167	101396	90361	116036	108314	158050	125751	179952	187586	104474	138121	90820	49122	162312	169992	83698	109439	128503	104129	98562	16220	80671	19533	27960	150087	20028	21484	20725	183075	20928	20540	36281	36227	35463	35970	34247	37612	77820	80048	75793	77940	82467	77882	52456	70134	112989	53034	59461	57475	74032	103748	81180	68168	77810	71798	16271	53628	47910	46063	78235	72143	56930	15242	14326	14683	15450	15335	16919	16976	16994	16492	15899	15697	23101	23108	24158	24564	23991	27186	49929	58191	54305	53372	51500	54451
26.398333	101091	92766	117612	107858	155674	127203	176003	211732	105975	143363	91040	48480	164888	161864	82076	100628	131625	105278	96484	16509	86575	18994	26331	147790	19171	20911	20337	185753	20797	20703	36136	35966	33895	36104	33587	37310	77735	80860	74592	76849	82414	78623	52511	72625	113448	53189	59483	57953	77932	104692	96621	68367	70530	73331	15884	55308	48191	46370	75274	71341	58038	15600	14411	14992	15858	15712	16965	16786	16835	16676	15841	15903	22881	23223	24574	24478	23874	27395	51005	57951	54647	53741	51793	54235
26.437500	100359	91502	116976	106675	157159	127365	163824	187279	107217	148902	91733	48466	161338	170668	82973	99668	127196	100246	92812	16193	87514	19691	27027	142195	19607	21196	20293	184041	20886	20385	36213	36024	34893	35753	33634	37257	78810	80071	75573	78015	82380	78096	53003	71460	118394	53231	58596	57167	78306	94431	86457	69060	73586	73358	16549	55216	51650	46575	76513	73511	56668	15721	14255	15180	16064	15229	16959	17360	16648	16589	15840	15551	23013	23099	24240	24339	23649	26881	51020	58430	54194	53957	50890	54180
26.476667	100689	90602	117951	108339	156648	128475	160197	181441	108324	148234	91723	47964	165410	172083	82684	101671	127524	102372	94985	16739	89357	19760	26292	140170	19701	21659	20824	184415	20892	20723	36844	35381	34262	35548	34667	37238	77945	81007	76195	77910	81623	79094	53209	72350	114316	53184	59471	57682	83975	106737	92512	67471	74763	68980	16196	53888	49974	46131	78781	77684	56655	15309	14266	14683	16262	15697	17054	16893	16461	16651	15822	15226	22603	22953	24165	24356	23489	27164	50301	57318	54003	53503	51439	54171
26.515833	99734	91552	115891	107340	154844	127460	181865	193836	110028	144993	92468	49520	167390	173534	82951	109395	127324	103471	95493	16429	87715	19019	27582	142184	19960	21147	20645	184264	20805	20512	36286	36263	34505	36128	34668	37506	78166	80389	77313	77584	82205	78723	52985	70966	114607	52589	59525	56906	76926	110707	86290	68086	79154	72177	16555	55010	52380	45985	78792	77199	56829	15441	14507	14802	15827	15648	17516	16611	16785	16881	16521	15723	23676	23477	23880	24094	23482	26811	50849	57777	55568	53172	51794	54730
26.555000	100485	91587	116950	108480	156328	127395	173970	187180	109153	143599	89289	49469	166035	174046	82536	108811	127872	106192	93593	16751	86179	19492	26311	143270	20435	21506	20915	186025	20507	20217	36326	35720	34365	35589	34324	37232	77719	81201	75909	77475	82010	78112	53033	72537	113295	53006	58226	57539	77635	116591	80547	68673	72897	71775	16257	55167	52480	46428	78775	73297	57311	15091	14064	15195	15379	15267	17431	16875	17103	16704	15843	15868	22936	23471	24225	24333	23596	26875	50630	57979	54040	53446	52404	54680
26.594167	101502	91399	117081	108340	155224	127930	174465	191745	106222	149811	88441	49024	163878	178248	81652	105703	130805	108162	88987	16490	93872	19439	26704	135609	19718	21105	20493	186133	21353	20232	35951	35744	34620	35617	33699	37331	77661	81128	75287	77751	82052	78375	53015	72266	109972	52717	59189	57223	77927	95712	91654	67489	80688	69979	16560	54018	50206	46014	77592	77844	55899	15631	14465	15373	15601	15578	17101	16561	16603	15752	15977	15769	23094	22901	24153	24493	23780	27093	50808	57594	53825	53993	52214	54125
26.633333	101406	92178	117097	107510	157248	127459	182891	187272	108202	146948	90954	48759	171198	177148	81414	97315	129144	105877	90294	16125	90165	19417	27748	154629	19578	21605	21048	185463	21154	20440	37112	36494	34727	35657	33627	37769	76996	81357	75593	77094	82037	77638	53471	74004	116124	53379	58285	57775	75698	112234	85996	68264	76310	75924	16425	55285	51267	45968	77913	69363	57052	15605	14464	15067	15767	15530	16680	16734	17148	16093	16265	15578	23050	23213	24508	24053	23536	26986	50625	58183	55098	53521	51914	54969
26.672500	102165	91011	116502	107512	155286	127635	179056	189602	104645	148579	106929	50086	161860	179785	81257	101563	127958	109914	97482	15876	90694	19643	25866	142236	19821	21234	20471	184078	20793	20952	36464	35737	34209	35750	34118	38067	78253	80753	75697	77370	82528	77782	52504	72215	112081	52942	59197	57204	72861	106206	88863	68659	76072	73645	16424	53690	52099	45735	76568	71055	57567	15538	14506	14654	16045	15547	16952	16734	17041	16052	16128	15561	23096	23255	24609	23716	23804	26986	50497	58197	53895	53686	51350	54631
26.711667	101613	90690	116218	107625	154845	127416	171857	198021	106852	142312	107265	49352	164442	174778	83425	99069	127537	108058	92941	16311	88653	19527	26721	157365	19707	20984	20635	183587	20934	20548	35992	35220	34187	35721	34491	37847	77537	80632	75937	78072	81977	78983	52804	72668	113077	52488	58064	58444	81764	116427	89735	67628	73438	69968	16973	54183	53732	46363	78084	70177	56554	15376	14240	14770	15762	15472	17145	16634	16951	15879	15428	15319	22727	22977	24369	24185	23637	26922	49712	58228	54414	54028	52181	54091
26.750833	101044	91490	116199	108315	155988	127893	180701	198428	105860	149592	100965	49201	161446	166294	80809	102569	128872	111748	91648	16714	83069	19728	26492	147585	19745	20981	21001	185578	21228	20056	35727	36357	34573	35578	34657	37314	77668	79744	76482	77588	82655	78888	52930	73615	111478	53513	59291	57092	82817	104413	81707	69183	81238	72372	16909	54740	51431	45878	76571	71880	57736	14952	14522	14995	15766	15737	17218	17043	16602	16232	16034	15221	23146	23340	24378	24432	24054	27159	51164	58068	53862	53297	52249	53979
26.790000	100786	91048	115965	107265	156197	127438	151975	191415	104923	138880	102142	50077	162026	181415	81410	100248	128440	107231	92714	15954	91269	19438	26691	142747	19881	21152	20472	183923	20787	20447	36324	36650	34177	35414	33913	37899	77883	80861	75599	78675	82701	79545	52625	72011	115579	53515	58650	57949	82026	106929	84748	67164	75498	69789	16598	55572	53885	45061	77986	71877	58061	15197	14354	15019	15943	15061	17103	16902	17284	15862	16345	15270	22993	23552	23891	24175	23107	26836	50653	58406	53859	52974	51520	54736
26.829167	100731	90765	115539	107210	156285	128478	161724	187775	107233	141492	100968	50947	158412	163927	81668	99970	127728	107031	93443	15845	92370	19892	25660	148633	19745	21386	20937	184432	21306	20903	36367	36343	34220	35913	34242	36560	77350	80247	75088	78280	82071	77364	53102	71772	116915	52666	58122	56831	78702	108930	89257	68626	72093	72866	16681	53918	51011	45346	76596	71340	57110	15373	14581	14910	15859	15570	17335	16647	16673	16150	15987	15455	23466	23230	24017	24144	24097	27275	51419	57989	55054	53215	52389	54731
26.868333	101385	91726	116505	107134	155458	128324	153726	182827	107046	138175	102495	50971	161973	170851	81797	111436	127771	106639	91033	16515	97044	19447	26649	141068	20209	20975	20657	183588	20535	20656	36743	35719	34853	36143	34480	36026	78486	79960	75764	77717	82309	78467	52042	69498	110400	53549	59663	57489	75978	113918	94900	67986	75558	76485	16826	54412	51545	46045	76913	75967	57047	15589	14039	14966	15595	15455	17546	16956	16462	16702	15885	15439	23017	23576	24539	23978	23665	26667	50762	58896	54685	52876	51476	54439
26.907500	100452	92115	116308	108501	154839	127331	169936	200338	108557	141075	102572	52069	161609	176955	80976	101983	130036	107881	93251	16590	98915	19471	26025	142649	19703	20907	20836	183543	20939	20319	36723	36128	34949	36457	34015	36241	77999	81579	76625	78285	81697	78453	52252	68926	111953	52689	59806	57303	80471	102310	94716	68935	74047	71951	16353	55409	54197	44761	78432	72954	57767	15316	14438	15250	15667	15725	17053	16583	16498	16590	16168	15383	23300	23176	24663	24395	23563	26576	50574	58137	54518	53734	51629	54937
26.946667	101567	91315	115255	108574	156692	128462	162324	197214	109734	141752	105931	51448	159125	180669	79840	103334	125564	103339	94680	16433	89272	19481	26843	146033	19737	21193	21200	183422	20849	20529	37104	36160	34185	35491	34444	35857	78344	80232	75249	78013	81655	78300	52583	73377	113767	52859	59155	57566	77218	105481	83286	67664	75834	70900	16828	55066	52876	45269	76063	70278	57898	15415	14695	15150	15797	15726	16727	16927	16981	16067	15834	15728	23373	23480	24779	24520	23699	27688	51440	58553	55286	53870	51706	54791
26.985833	101340	91517	116177	106428	155508	127547	163355	183927	108247	137934	99957	52113	163656	164527	82122	106375	125916	105260	93015	16902	93635	19849	27642	139792	20173	20977	20388	182819	20717	20781	36925	35743	34304	35196	34569	36697	74389	80523	75588	76885	81181	77588	52878	72785	114705	53668	59083	57744	78995	115678	94270	69243	74391	70576	17016	53700	52134	45371	77375	69366	57592	15527	14386	15209	15552	15839	16465	17023	16646	16357	15958	15730	23238	23246	24693	24043	23851	27288	49894	58118	55027	52908	52841	54025
27.025000	101710	91607	116238	106646	157082	127715	175174	192322	106237	142115	102039	52704	159650	173777	82739	99844	127345	105693	88951	16527	96697	18710	26884	146258	19429	20969	20829	183886	20388	20095	37016	35298	33581	35724	33706	36236	74373	80473	75036	77779	81338	78448	51148	68925	112130	52726	59055	58724	80333	112516	81200	67625	73609	70264	16989	56542	54589	44788	79843	72359	57709	15708	14462	15386	15436	15646	17122	17164	16787	16248	16122	15524	23561	23295	23939	24228	23650	27307	51112	58471	54327	53209	51778	54958
27.064167	100780	91153	115967	107885	156757	126861	159711	206401	103799	145942	102939	52790	164878	176904	81323	108975	128033	106805	91613	16566	95459	19317	27163	140357	19888	20742	20793	182970	20990	20479	36639	35961	34103	35444	33900	36135	74435	80317	74773	77595	82512	78333	53281	71474	115027	53054	58399	57557	83371	112402	86873	67585	78760	75205	16883	54762	52615	45030	75648	70166	57193	15824	14563	15097	15759	15766	17275	16694	16508	16319	16444	15199	23265	23338	24058	24094	24106	26711	50992	58302	55099	53401	51719	54303
27.103333	100935	91715	115334	107151	156977	126983	161592	183786	106283	142981	106139	52487	159835	187534	80359	106278	126309	103003	90329	17271	98088	19043	28656	141709	19847	21135	21136	182749	20906	20874	36948	35824	34072	35641	33890	36390	73746	80841	75988	77311	82202	78898	52076	72481	112584	52822	58262	57769	82141	98639	90513	67471	77566	72968	17009	53776	53103	44586	76238	68339	57808	15438	14374	14597	15195	15782	16889	16900	16699	16176	15963	15645	23244	23301	24138	24138	23903	26773	51174	58421	54927	53719	51364	55118
27.142500	101078	91180	116222	108409	156173	128222	163676	193862	107715	141618	102531	53826	165845	178214	83883	105845	126595	102392	93255	16503	97807	19458	27405	143944	19333	21110	20781	184721	21034	20758	37265	35905	34068	36026	34349	36664	73028	79986	76140	77897	82219	77781	52322	72745	115994	53474	58656	57051	77253	100220	88780	67754	81511	71918	17455	55026	55508	45209	78491	67417	57752	15447	14702	15078	15644	15605	17172	17120	17061	16490	16203	15981	22900	23184	24628	24504	23722	26882	50546	57977	54576	53657	51159	54347
27.181667	101861	91901	115405	107177	156926	128032	158356	192827	107038	133212	101393	54198	165659	176705	81430	100967	126903	103164	93871	16417	100857	19837	28239	147574	19826	20762	21026	185896	20589	20757	36951	36336	34199	35651	34581	36476	73120	81078	76113	77260	81486	77766	51831	69618	113936	52932	58636	57621	78301	116411	86869	68725	74188	71150	17382	52380	52644	45042	78232	68317	57852	15354	14201	15176	15706	15957	16819	16706	16801	15878	16061	15393	22811	23150	24558	24386	23765	27245	50557	58034	54337	53582	51736	54490
27.220833	102555	90710	115663	108229	157287	126972	155011	196908	105738	134010	101791	54763	164127	180631	81227	105443	126609	102259	89945	16476	94269	19953	28157	144800	20003	21570	20783	183501	20960	20675	37182	36335	34230	36163	33885	36881	73481	80379	76831	77665	81080	78519	52301	72505	118566	52550	58583	57589	80877	115971	88629	67458	74201	71702	17568	54480	54953	44000	77102	67470	57159	15137	14652	15284	15771	15685	16732	16994	16801	16545	16599	15407	22886	23606	24367	24284	23803	26749	50466	57853	54292	52878	51577	54371
27.260000	100205	91155	114819	108738	156556	127748	160608	200675	106242	136672	99710	52986	159919	180011	79132	106317	127916	105443	92540	16151	98182	19636	28158	139968	19892	21067	20893	183804	21126	20652	36400	35892	34116	35572	34165	36130	72837	80942	75851	78814	82288	77930	52167	71952	116253	52041	58836	58021	81031	98585	90636	66979	89481	75681	17439	55693	57434	45475	77118	73073	57372	15173	14404	14729	15482	15633	16674	16717	16511	15872	16317	15265	22938	23132	24447	23758	24039	27416	51158	58316	54038	53091	52071	54160
27.299167	101989	91172	115547	108608	157074	128887	160853	199478	105517	143745	101441	54877	159882	166990	79600	108880	126906	106002	92327	16392	96825	20146	28939	136720	19956	21116	20878	184529	21195	20926	36883	35920	34050	36679	33976	36829	72995	79942	76049	77684	82894	78513	52346	70733	113127	52525	58607	56485	82486	110428	89370	67117	79793	73454	17824	55309	57650	44007	77737	69898	57757	15470	14454	14727	15565	15919	17015	16951	16517	16527	16100	15572	22732	23496	24655	23579	24120	26883	49651	58515	54314	51712	50902	54477
27.338333	102273	90826	115204	106823	155887	127751	174516	199112	107695	138722	102762	53376	160714	168104	79265	100873	127929	107249	92666	16621	104373	19973	30428	146909	19687	20672	20881	182416	21130	20687	36954	35937	34340	35519	34572	35752	73611	80562	74937	78199	82080	78260	51801	70046	115999	52240	59466	57207	77525	106115	94459	66683	81392	72163	17725	55064	57953	43758	77275	71296	55685	15199	14421	14648	15497	15670	16675	16988	16793	16191	16068	15902	23206	23320	24123	23710	23662	27078	49877	57888	54770	52410	52469	54787
27.377500	100792	91847	116089	108139	156258	127838	148619	196826	105527	143013	99961	53480	157886	165555	79398	101834	127114	107521	85509	16435	100143	19142	30061	141700	19559	21155	20856	182411	20921	20663	36459	35901	34395	36094	34016	35747	73469	80156	75010	77833	81332	78641	51410	70384	112240	52354	58366	56627	80992	110806	83374	68131	86397	76030	17608	54160	56302	43770	76697	71357	56615	15031	14448	14726	15948	15717	16798	16683	16977	16096	15930	15458	22675	23161	24221	24205	24114	27148	51218	58450	54745	52441	52395	55338
27.416667	100702	92354	116040	107918	156436	128412	175187	195024	106536	138802	100328	54717	164131	167364	78505	106479	127982	104204	94998	16406	98850	18985	30774	145769	20419	21224	20560	184814	21009	21055	37044	36017	34459	36055	34012	35849	73112	81453	75631	78192	82155	78139	51626	72529	113730	51790	58862	57633	78772	112257	87047	66782	81423	73019	18406	55072	55487	44309	79482	70390	58387	15631	13948	15012	16054	15893	16406	17226	16583	16692	16141	15598	23094	23125	24419	23636	23812	27423	50604	57980	54867	52574	51764	54817
27.455833	100867	91850	114271	107229	157753	128427	183673	202881	106572	140522	104424	55863	166554	169320	78631	105428	127615	105299	90992	16766	99574	19676	31179	145725	19676	21254	20269	183084	20819	20571	36824	35700	34205	36071	34356	36333	73596	81666	75623	76964	82509	79117	52094	69764	113370	52736	58785	59178	80186	125705	88260	67997	81130	73225	18566	55550	59786	44479	78237	69747	56723	15524	14151	15198	16120	15528	16620	16840	16566	16424	15930	15571	22906	23471	24442	24189	23580	26713	51200	58402	54135	52594	52625	54972
27.495000	100216	91792	115459	108449	155629	127801	174645	185228	106179	140701	105244	54894	164426	166457	77504	104868	128424	104283	95791	16343	99492	18880	31506	143942	19666	20702	20771	183274	20763	20918	37454	36317	34305	36071	34145	36433	74373	80597	75735	78033	81859	78778	51811	70091	115880	52689	58152	57619	76331	109583	87538	66211	83525	70609	18745	55570	58257	43420	78036	73976	59040	15046	14375	14877	15675	16015	16744	17031	16763	16403	16022	15247	22984	23450	24679	23664	23971	26893	50395	58546	54454	52438	51923	55586
27.534167	99898	91824	115766	109052	156679	129598	158210	181672	105910	142178	101901	56356	162207	175237	78623	105944	127521	102252	91442	16441	101814	19322	32007	139134	19654	21172	20746	181242	21135	20772	37396	36767	34362	35913	34890	36468	72457	81124	74942	77991	81468	78126	52307	71260	116063	52666	58525	57666	82900	114164	85808	67303	82325	71697	18953	56952	56828	44903	79569	73672	57738	15491	14419	15047	15589	15966	16879	16698	16436	16337	16670	15407	23167	23059	24244	24094	23496	27292	50438	58159	55400	52607	52276	54294
27.573333	101168	91629	115442	108704	155538	129254	189085	196048	107925	139931	101906	56134	157124	168614	79303	103302	128010	102541	94916	16672	96695	19804	32716	158288	19709	21175	20523	183648	20478	20899	36760	36152	33954	35028	34261	36635	73173	81877	75755	78236	83423	78326	52030	72214	114555	51941	58145	56585	80663	120110	94648	66620	80343	68968	19517	54041	57371	44275	78769	69094	57886	15358	14549	15020	15636	15404	16599	16664	16730	16175	15844	15338	23430	23614	24148	24170	23939	26601	50503	57487	54039	52225	52218	54659
27.612500	101581	92407	116256	108776	155526	128872	153684	181053	107503	139818	100313	57217	161071	174242	76471	105365	126913	105999	96950	16392	100120	19260	30890	148149	19849	21142	20309	183227	20939	20563	37382	36288	34107	36206	34035	36775	72723	80559	75786	77859	82540	78693	50915	72431	116747	52986	58164	56838	78707	100741	91211	66090	82008	71057	19847	53874	57617	43751	78758	67062	57472	15557	14203	15355	15404	15835	16791	16893	16845	16233	16106	15541	22892	23809	24516	23699	23760	27244	50490	58583	54637	52428	52419	54831
27.651667	101341	92765	115640	107984	157541	128653	155951	204020	108553	140746	99830	56666	163923	173532	76396	103490	127351	101685	91546	16123	96404	19225	32560	146140	19689	21200	20447	183340	20664	20781	37279	35669	34601	36228	33681	36146	73730	81767	74873	78299	81072	78654	51529	74039	112812	51934	58366	56795	77579	114281	82837	67507	81314	72519	19650	55119	58257	63065	75462	66280	57260	15133	14587	15068	15366	15626	17147	17077	16488	16301	16006	15252	22838	23244	24666	24065	23648	26681	50747	58496	54594	52128	52173	54969
27.690833	101981	93229	115676	108236	156645	128429	160076	192191	108085	137257	100232	57863	165568	176521	77255	104665	128691	103579	91230	16990	100742	19578	32338	140439	19873	21487	20900	183824	20715	20665	37537	36209	34183	36303	34248	36267	73331	80737	76510	78274	81513	78184	51194	71735	113379	51731	58555	56799	78248	106318	89534	66116	78202	73491	20916	55157	58994	63548	78450	71339	57961	15711	14403	14855	15368	15625	16469	17097	16573	16080	16335	15294	23260	23151	24745	24050	24073	27161	50645	58483	53939	52752	51362	54611
27.730000	102465	92683	116089	107193	155577	129704	168110	201392	108821	140660	103134	57074	163823	171436	77945	109710	126855	103310	92627	16386	109649	19396	32315	141650	19959	20565	20547	183533	20428	20613	37275	35649	33898	36059	34118	36609	74090	80352	76339	78025	81293	79140	50708	71043	115466	52377	58199	57682	78612	114716	87194	65779	81388	73402	20644	56616	58949	58820	77801	65817	57893	15419	14485	14933	15904	15537	16453	16761	16956	16438	15863	15990	22548	23385	23932	24089	23590	26973	50499	58281	54455	52450	51366	55080
27.769167	102368	94128	115287	108471	155573	129681	183907	202222	108787	146545	102657	56846	162247	167159	76557	102019	125457	107885	93243	16521	96352	19120	32446	148630	20105	20748	20550	184238	20734	21154	37196	36011	34953	36110	34798	36433	73596	81431	76280	77324	81499	77716	51030	72847	111197	52815	58425	57684	76350	120714	88049	66974	78613	71338	20929	55379	58397	59236	78999	65606	57528	15375	14496	14961	15470	15859	16552	16680	16862	16256	15948	15649	23004	23009	24822	24222	23476	26819	51209	58307	54425	53118	52305	54964
27.808333	102463	94422	117186	107783	156855	130387	157486	200068	107820	142098	102629	58376	166907	178184	75857	113640	128451	105143	91136	16547	104603	18909	34496	145339	20084	21049	20647	182772	20916	20622	37150	36237	34466	36149	33637	36747	72674	81429	75647	77503	82395	78240	51077	73607	115066	53289	58413	57462	80878	109961	89199	65232	82358	70398	22217	55062	59309	58869	79586	68931	57897	15460	13854	14990	15432	15798	16686	16858	16963	16224	16288	15747	23232	23015	25315	23984	23288	26445	50700	58414	53936	52641	51578	54055
27.847500	102967	95311	115094	106671	155125	128532	186924	182295	105849	142500	101945	58359	162797	175684	77823	100781	127046	103654	91216	16070	102659	18536	33790	142271	19846	20881	20562	182195	20685	20861	34885	36054	34494	35963	33601	36255	73455	81161	75069	77153	81275	77693	51115	71985	114656	52366	58278	57021	78466	116768	84877	64978	79830	74998	21485	56677	58327	58540	77849	68358	56343	15249	14789	14965	15914	15392	16914	16935	16834	16220	15989	15824	23420	23185	24289	23465	23954	27078	50121	57562	54517	52941	52013	55093
27.886667	103086	93338	115991	108077	156808	128555	178078	192227	104692	143666	103225	59564	167871	164794	80673	99316	126988	101853	89604	16713	102481	19276	32664	147887	20159	21318	20683	182163	20625	20696	35362	36206	34922	35592	34662	36706	73691	81114	75524	77913	81352	78633	50793	71740	115919	53230	58388	57601	76202	120201	86965	64405	78573	71185	22428	55216	57155	60784	78837	75334	57342	15297	14438	14896	15602	15522	16220	16922	16503	16367	16074	15705	23366	23187	24373	23987	23632	26513	51312	57840	54010	52113	51725	54720
27.925833	102821	92915	116105	108405	156288	128526	168515	203310	107066	142761	102594	57585	159466	171894	80450	101913	126241	105275	91631	16024	101192	19316	34412	145495	19865	20641	20758	181939	21124	20957	34996	35715	34676	36261	33885	35992	73549	80829	75844	76783	80611	77936	49929	70610	114009	52791	57477	56563	78644	101667	89216	63234	80215	71897	22806	58159	57098	60394	79964	68239	57911	15017	14399	15086	15345	15808	17117	16619	16290	16478	15756	15678	23110	23464	24029	23840	23866	26754	51277	58589	54170	53137	51495	54819
27.965000	102452	93133	117286	106307	156502	127688	176557	201877	106996	139574	101066	58657	164615	169220	77588	99564	128293	99960	94081	16380	99921	19786	34367	141559	19515	20623	20231	181624	20890	20754	35479	36017	33936	35791	34051	35965	72876	81402	75696	77936	81672	78769	50685	70318	116390	52576	58578	56551	78795	103046	91147	63471	77872	70419	24141	56087	57258	62140	78254	69837	56336	15119	14389	14517	15517	15650	17040	16592	16557	16307	16186	15753	22760	22896	24726	23894	23667	27052	50459	57711	55246	52764	52420	54741
28.004167	102825	93368	116106	106478	156102	126822	153632	183257	108202	134158	101484	56926	152515	162310	77134	102642	125815	101820	92600	16190	107577	19617	35342	148572	19615	20821	21048	182347	20670	21381	35907	36242	34003	35860	33771	36093	73262	79902	74906	77431	81237	78407	50034	70409	116635	52872	57140	57312	82471	121668	89227	63208	79255	72736	24317	56830	58244	62973	79116	76238	56743	15122	14440	14966	15911	15218	16175	16690	16219	16074	15892	15717	22789	23195	24386	23995	23611	26703	51093	57647	54302	52785	51717	54964
28.043333	102067	93396	115967	108024	156020	127321	158737	202459	107761	143512	100675	58363	159452	163398	76888	103187	126695	104590	94749	16374	105953	19779	39264	138712	20279	20621	20692	182640	21213	21076	35618	36247	33815	36054	34481	35868	72786	81068	75905	77896	82082	78571	51379	69253	115331	52287	57825	57126	79474	119072	81252	63264	79238	75617	26242	53930	58657	61216	78079	72465	56867	15250	14314	15217	15680	15701	16444	16839	16519	16349	15930	15619	22594	22943	24605	23921	23855	26731	51009	57806	53052	52570	52515	54518
28.082500	102521	93108	115988	107322	157084	126410	163556	195784	105989	141592	100118	57665	166086	150318	76457	104134	126867	105648	92638	16437	104097	19358	42558	152273	19852	21015	20931	180653	21191	21730	35404	35757	34448	34848	34564	36014	73703	81124	75683	78029	81227	77873	51215	72173	114258	52088	57736	57305	75415	117593	82720	64316	82335	75168	25868	59148	57760	59901	79942	75683	58202	15167	14881	15209	15878	15755	16412	16503	17103	16133	15632	15867	23235	23373	24179	23748	23538	26885	51047	59206	54885	52445	51370	55175
28.121667	103520	93042	116110	108096	155541	128156	155518	196372	107162	129332	102133	58425	162474	159363	77654	104487	125501	102845	92325	16606	101868	19697	45897	150366	19758	20989	20824	181839	21173	21527	35635	36441	34474	35149	33763	35909	72896	81142	76321	78359	81796	78256	51105	71933	116453	52906	58272	57197	81570	121783	92636	68034	77858	72029	26955	55164	59071	60639	78905	71107	56470	15272	14317	15039	15869	16102	16765	16627	16549	16141	16023	15567	23092	23053	24213	23278	24021	27804	49986	58560	54861	53105	51305	54003
28.160833	104168	94153	116097	107199	156058	128051	161460	221070	109647	139246	100132	59917	166405	165996	76456	105698	125859	102536	91445	16882	100980	19223	47988	148971	19997	21031	20245	182122	21289	21433	35547	35842	33613	34481	34287	35667	72961	81413	76183	77767	81308	78821	51279	70052	114224	52328	58693	57122	75536	118960	97275	67157	78645	72815	25230	55660	58437	61930	78434	72226	58379	15642	14346	14969	15749	15802	16794	16784	16665	16441	16044	15785	23373	23459	24813	24394	23604	26835	51061	58649	53940	53270	51944	54623
28.200000	103724	93785	114965	108146	154345	125514	168918	181018	104490	140575	102104	59607	159342	172652	77422	106692	126486	103855	91743	16280	103696	18740	52153	139292	19740	21240	20994	180992	20710	21753	35615	36049	33895	34387	34230	35917	73960	80735	75147	78302	81876	77871	51532	68781	112027	52615	56972	56588	76062	97410	89086	68169	79846	74494	27600	57185	59215	60154	79587	70148	58791	15343	14640	14930	15851	15836	16649	17100	16763	16531	15927	16043	23385	23472	24445	23875	23454	26878	51189	58816	54409	52341	51909	54827
