Time	B01	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	B12	C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	D01	D02	D03	D04	D05	D06	D07	D08	D09	D10	D11	D12	E01	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	E12	F01	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	F12	G01	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11	G12	H01	H02	H03	H04	H05	H06	H07	H08	H09	H10	H11	H12
0.907222	15872	17247	17207	18669	17564	19335	17321	17451	17620	17295	17787	16716	15928	16932	17179	17385	17593	17569	17601	17251	17518	17374	17339	17264	15699	17986	17246	17262	17748	18001	17696	17946	17581	17506	17020	16948	15614	17967	17988	17945	17666	17982	18938	18012	18012	17962	17992	17092	16905	18684	19010	19035	19571	19781	22603	22857	22624	22782	22296	22196	27156	27983	28122	27858	28268	27888	42777	41993	43262	43128	45430	42750	73487	74645	68964	75443	70461	68976	16709	18852	15681	16627	16042	15569
0.926944	15734	16908	17138	18743	17517	19079	17352	17170	16936	17328	17648	16698	15101	17373	17173	17284	17845	17515	17458	17593	17356	17187	17273	16915	15106	18310	17011	17901	17474	17503	17904	17885	17343	17342	17239	17263	15510	17576	18212	17641	18013	17894	18169	18144	18216	17628	17737	16202	16887	18914	18808	18861	19528	19871	22608	22913	22589	22576	22582	22064	27231	28042	28170	28068	28514	28269	42462	42698	43376	43343	45347	42581	72704	74653	69713	75215	71973	68604	16922	18727	16061	16048	15966	15741
0.946667	15837	16893	17224	18857	17640	19499	17395	17426	17009	17006	17242	16631	15383	16947	16801	17525	17352	17564	17554	17413	17091	17369	17089	17143	15282	18252	17366	17243	17609	17734	17955	17731	17190	17319	17273	17067	15755	17585	17604	17831	17732	17649	18588	17939	17573	17640	18009	16496	16769	18614	18942	19069	19349	19640	22492	22391	22562	22905	22226	22517	27409	27823	28183	28040	28967	28434	41931	41958	43092	43008	46052	43107	71722	74626	69297	74574	71440	68265	16431	18372	15595	16263	15689	15446
0.966389	15733	16681	16714	18622	17906	19381	17327	17104	17354	16749	17645	16710	15453	17064	17320	17165	18043	17567	17014	17460	17575	16967	17329	17014	15444	17988	17488	17415	17683	17634	17793	17500	17176	17181	17005	17129	15825	17347	17415	17538	17386	17610	18172	17741	18029	17955	17603	16770	16816	19021	18886	18759	18728	19395	22382	21959	22121	22369	21941	22283	27229	27737	28305	28253	28340	28022	42121	42551	42945	43152	45967	42754	72176	74106	69960	75077	71725	69462	16869	18427	16165	16246	15862	15570
0.986111	16030	16966	16979	18527	18026	19311	17190	17559	17223	17182	17231	16538	15675	16907	17312	16819	17356	17822	17051	16999	17101	16982	17280	16950	15400	17904	17185	17441	17750	17506	17432	17622	17282	17262	16861	17057	15810	17631	18168	17464	17343	17335	18236	17769	17806	17507	18013	16800	16882	19018	18762	18672	19155	19260	22632	22320	22423	22332	22180	21695	27334	28167	28135	28245	28511	28256	42309	42037	43210	43100	45765	43173	72747	74615	69352	75138	70905	69272	16829	18430	15811	16420	15853	15655
1.005833	15401	17057	17073	18696	17421	19265	17445	17292	16956	16652	17128	16547	15600	16927	17513	17356	17544	17624	17519	17311	17113	16984	17085	16714	15619	18245	17381	17078	17660	17064	17442	17945	17502	16821	16920	17150	15672	17565	17541	16981	16894	17713	18485	17900	17640	17078	17334	16727	17152	18731	18998	18572	18949	19150	22839	22510	22085	22618	22398	22350	27505	28440	27817	28423	28267	27733	42039	42294	43415	43012	45939	43123	73896	75122	69952	75423	71749	68994	16743	18532	15655	16095	15534	15462
1.025556	15684	17140	17106	18498	17447	19225	17543	17094	16901	16859	16969	16964	15165	17167	16881	16939	17028	17227	17011	17047	16980	17166	17269	16871	15463	17950	17316	17222	17459	17603	17182	17056	17277	16934	17128	16742	15778	17495	17649	17650	17681	17427	18135	17872	17638	17551	17817	16670	16959	18353	18971	18702	19139	18667	22753	22408	22149	22578	22097	21958	27788	28523	28063	28224	28460	28148	42405	42263	43820	43376	45934	43138	73054	75247	70372	75128	71142	69814	16275	18222	15713	16346	15888	15311
1.045278	16032	17236	16755	18803	17375	19203	17331	17334	16934	17217	16782	16463	15184	17164	16642	17087	17311	17144	17383	16783	17309	17030	17112	16774	15547	18589	16807	17228	17685	16897	17546	17676	17311	16713	16712	16499	15955	17407	17817	17294	17331	17534	18075	17087	17458	17793	17538	16480	16790	18748	18872	19311	18900	19232	22157	22126	22342	22705	22509	21559	27814	28598	28054	28340	28180	28798	42878	42138	43214	42401	46483	43135	74139	75149	70247	76210	71829	68847	16579	18291	15316	16029	15491	15570
1.065000	15973	16967	17081	18576	17516	19169	17323	17119	16579	16833	17431	16846	15565	16400	16839	16993	17610	16950	17120	16879	17260	17082	16766	16372	15912	18205	16908	17409	17346	17373	17311	17182	16804	16933	16732	17050	15521	17557	17820	17514	17700	17708	17856	17903	17761	17168	17430	16718	16591	18821	18702	18426	18510	19582	22599	22361	22472	22093	21766	22164	27648	28109	28546	27998	28531	28069	42204	43036	43081	42933	46161	42842	72717	75674	69926	74270	71683	69814	16223	18223	15938	16286	15799	15605
1.084722	15862	16800	17038	18618	17421	19238	17299	16965	16441	16920	16976	16374	15316	16900	16629	17161	17105	17244	17128	17022	16956	17001	16528	16927	15614	17926	16772	17110	17524	17153	17503	17338	17490	17070	16463	17032	15867	17289	17570	17240	17679	17459	18135	17870	17839	17469	17508	16773	16860	19030	18828	18967	19097	19002	22493	22341	21968	22345	22121	22095	27485	28349	27974	28474	28742	27780	42864	42392	44141	43508	46864	43605	74181	75323	70078	76316	73013	70039	16622	18645	15861	16553	15788	15164
1.104444	15748	17023	17092	18730	17545	19294	17092	17416	16699	16859	16896	16408	15103	16999	16757	17051	17191	17128	17039	16732	17083	16883	16666	16648	15413	17975	17182	17297	17222	17287	17097	17445	17337	16795	16629	16998	16065	17095	17596	17203	17007	17285	17921	17553	17930	17603	17561	16765	16848	18245	19092	18709	18575	18837	22320	22551	22234	22257	22053	21893	27835	28800	28463	28784	28669	29066	42685	42607	43758	43621	46406	43938	73997	75901	70137	76145	71960	70257	16373	18367	15543	15803	15338	15467
1.124167	15774	17109	17103	18381	17500	18792	17044	17224	16436	16555	16998	16790	15654	16696	16571	16956	17211	17253	16948	17051	16899	16885	17048	17067	15601	17922	16645	16945	17398	17505	16953	17018	17094	16808	16918	16534	15903	17470	17548	17126	17146	17425	18035	17896	17758	17483	17669	16794	17144	18517	18843	18632	19150	19597	22395	22450	22303	22175	22242	21810	28076	28146	27723	28248	28938	28474	43178	42530	43595	42695	46640	43341	74989	76436	70488	75173	71944	70615	16263	18661	15586	16283	15596	15558
1.143889	15998	16849	17009	18456	17604	19338	17448	16781	16714	17045	16924	16244	15541	16458	16947	16765	16903	17117	16835	17340	16825	16718	16960	16673	15380	17816	17281	16998	17587	17184	17281	17294	17040	16753	16919	16767	15602	17498	17289	16605	17326	17162	17730	17473	17353	17145	17542	16962	17052	18853	18649	18473	18892	18585	22499	21979	22320	22486	22249	21974	27712	28190	28629	28534	28385	28581	42771	42820	43676	43342	46580	43324	74865	76048	70910	75658	72124	69982	16290	18462	14966	15666	15678	15179
1.163611	16280	16730	16759	18589	17353	18970	17008	17249	16600	16842	16735	16343	15264	16697	16589	16938	17295	17044	17114	16990	16669	16674	17291	16267	15664	17642	16916	17272	17231	17282	17312	17372	16709	17000	16837	16734	15588	17334	17462	17310	17277	17492	17683	17678	17514	17377	17827	16815	16973	18633	18392	18303	18622	18864	21935	22294	21976	22401	22132	22054	28172	28155	28383	28175	28540	28428	43268	42313	43713	43311	46929	43204	74046	76022	71308	76786	72154	71120	16359	17781	14975	15941	15428	15048
1.183333	15620	16897	17526	18102	16982	18828	17104	17116	16667	16899	17036	16856	15399	16602	16962	17086	16996	16745	16869	17130	16890	16635	16490	16903	15457	17847	16627	16967	17113	16937	17297	16643	17007	16992	16822	16294	15530	17151	17527	16980	17409	17324	17745	17281	17488	17093	17322	17177	17290	18271	18577	18540	18526	19287	22089	22600	22146	22564	22073	22144	27982	28041	28353	28656	28979	28662	42890	43131	44098	43192	47058	43584	74378	75935	71107	76174	72374	70245	16607	18330	15821	15458	15522	15187
1.203056	16127	17202	16904	18654	16967	18637	16907	17042	16782	17138	16886	16352	15589	16675	17002	16854	17099	16893	17151	16826	16701	16554	16543	16421	15280	17926	16574	17118	16978	17037	16978	17096	16657	16541	16788	16393	15975	17367	17413	17069	16851	17208	17755	17473	17439	17468	17023	17163	17239	18701	18635	18182	18426	18983	22190	22009	22480	22261	22147	21900	28115	28115	28337	28258	28267	27887	42596	42556	43458	43629	46629	43961	74587	76532	72401	76275	72732	70486	16539	17885	15887	15635	15293	15426
1.222778	15920	16644	17220	18658	17548	19074	17079	16741	16205	16530	16419	16539	15371	16781	16544	16389	16664	16849	17178	16696	16722	16706	16315	16474	15733	17611	16923	17033	16845	17037	17108	16743	17106	16595	16738	16548	15624	17182	17415	17073	17208	17370	17722	17154	17554	17120	17541	17057	16720	18368	18485	18291	18390	18786	21825	21913	22657	22529	21713	21654	28003	28263	28397	28567	28470	28419	43460	43024	43531	43407	47336	44052	75168	76055	71585	76662	71847	71297	16584	18543	15262	15612	15524	15166
1.242500	15995	16915	16763	18222	17244	19177	17157	16862	16707	16840	16765	16419	15732	16459	16778	16790	16975	16886	16801	16639	16438	16619	16801	16540	15426	17929	16688	17204	17013	17008	17020	17097	16716	16688	17002	16240	15648	17186	17469	16943	17215	17245	17784	17501	17465	17372	17068	16819	17073	18373	18796	18618	18595	18666	22625	22213	22378	22247	21828	21647	28260	28471	28086	28524	28899	28614	43076	42899	43944	44082	47402	44195	75749	76681	71696	76862	73201	70484	16334	18269	15349	15515	15341	15361
1.262222	16253	17373	16879	18861	17331	18705	16943	17053	16796	16594	16381	16356	15520	16993	16309	16693	16720	17148	16874	16607	16566	16759	16696	16271	15597	17804	16925	16720	16906	16972	17091	16721	16764	16259	16553	16270	15700	17012	17069	17222	16746	17132	17927	17590	17347	17354	16967	17239	16571	18393	18512	18320	18593	18813	22632	21941	21827	22664	21833	21712	28152	28163	28552	28744	28368	28780	43325	43083	44097	44248	47043	44291	76975	77376	71117	76655	73051	70304	16606	18329	15475	15969	15448	15705
1.281944	16053	16458	16988	18329	17314	18906	17051	16619	16387	16757	16390	16365	15334	16776	16428	16510	16749	16261	16559	16863	16418	16560	16744	16382	15570	17991	16526	16923	17250	16844	16796	17401	16926	16590	16737	16199	15550	16809	17203	17344	17080	17058	17751	16918	17343	16902	17425	17513	16903	18448	18378	18483	18699	18893	22292	21764	22343	22283	22151	21860	28492	28871	27743	28464	28542	28706	43516	42371	44233	44324	47376	43255	76807	76663	71662	77281	73715	71298	16710	17894	15521	15656	15910	15188
1.301667	16011	16593	16780	18686	17133	19054	16756	16577	16278	16233	16531	16229	15255	16463	16475	16664	16871	16723	16916	16741	16549	16603	16292	16552	15768	17329	16509	17286	16853	16801	17078	16745	16834	16817	16544	16138	15682	17335	16813	16887	16786	17318	17856	17385	17391	16985	16977	17697	17374	18353	18615	18188	18075	19496	22142	22131	22041	21778	21961	21976	28743	28791	28273	28659	28664	28561	43651	43398	43847	44387	46419	43205	76479	77325	71670	77616	71970	72002	16358	18657	15438	16019	15622	15451
1.321389	16083	17242	17010	18529	17151	19067	16794	17051	16384	16647	16676	15933	15530	16459	16151	16290	16688	16580	16614	16909	16296	16420	16764	16488	15349	17670	16736	16970	16839	16704	17020	16723	16524	16560	16758	16286	15693	16776	17073	16724	16882	16991	17776	17448	17660	17021	17425	17746	16817	18249	18256	18519	18185	18655	21979	21913	22131	22148	21981	21397	28746	28925	28551	28480	28865	28592	44156	43124	44676	43722	47400	44255	76374	77485	71711	77451	73112	72044	16797	17656	15557	15728	15317	15308
1.341111	15925	17149	17142	18652	17276	18780	16681	16778	16242	16522	16775	16609	15411	16867	16194	16581	16999	16449	16795	17008	16517	16062	16550	16639	15742	17811	16481	16663	16913	16829	16770	16866	16729	16533	16643	15817	15293	16867	17183	16424	16875	16987	17355	17434	17253	16864	17265	17791	16659	18345	18050	18098	18729	18726	21732	22019	22329	22190	22026	21876	28408	28483	28226	28504	29104	28498	44228	43421	44765	44327	47380	43575	76227	77950	72841	77052	73360	71491	16485	18192	15416	15645	15362	15092
1.360833	15903	17047	16691	18399	17564	18963	16864	16548	16490	16148	16671	16220	15102	16339	16264	16239	16751	16589	16424	16481	16317	16454	16244	15855	15621	17745	16191	17085	16868	16812	17056	16983	16663	16505	16225	16181	15908	16745	16900	16642	16481	17127	17791	17396	17295	16743	17331	17744	17152	18005	18519	18313	18253	18775	22155	21749	21812	22456	22031	22023	28134	28586	28791	28235	28691	28780	43697	42767	44510	44106	47666	44230	76771	78065	72578	77545	73040	71418	16377	17759	15319	15585	15426	15439
1.380556	16049	16869	16871	18590	17594	19020	16920	16942	16835	16341	16710	15972	15824	16530	16262	16748	16802	16414	16379	16840	16611	16543	16647	16300	15634	17648	16658	16673	16671	16444	17258	16868	16731	16484	16471	16426	15573	16746	16536	16796	16516	17049	17345	17453	17502	17116	17114	17612	17157	18339	18360	18563	18658	18645	22045	21888	22247	22127	22063	22014	28436	28220	28185	28406	29201	28858	43758	43211	43718	44473	47489	44131	76147	78702	72950	77174	73183	72184	16373	17868	15561	15453	15685	15314
1.400278	16180	17174	16770	18368	17101	18778	16510	16866	16507	16338	16565	15944	15819	16428	16317	16752	16611	16640	16303	16369	16344	16724	16752	16172	15633	17836	16552	16641	16684	16564	17047	16852	16933	16518	16725	16039	15613	17091	16973	16897	16507	17281	17205	17486	17390	17145	17509	18045	16714	17843	18398	18232	18348	19039	22281	21951	22437	22232	21841	22213	28369	28393	28600	28344	28657	28434	43811	43836	43791	44646	47369	43940	77801	79285	72288	77906	73266	71579	16207	18128	14794	15269	15413	15233
1.420000	16488	17134	17154	18742	17380	18660	16728	16605	16816	16384	16372	15815	15290	16619	16444	16416	17087	16654	16709	16867	16180	16600	16706	16171	15567	17573	16242	16612	16879	16457	16940	16927	16763	16500	16380	16090	15316	16976	16853	16662	16657	16726	17580	16919	17299	17082	16853	17858	17283	18176	18453	18131	18833	18789	22200	22029	22271	22106	22069	21828	28328	29049	28363	29028	29034	28160	44001	43557	43950	43825	47526	44206	78111	78121	72737	77873	73433	71625	16213	18023	15316	15675	15574	15492
1.439722	16182	16819	17194	18399	17492	19309	16390	16633	16229	16414	16655	15896	15612	16487	16301	16319	16820	16757	16755	16483	16428	16708	16354	16177	15667	17609	16489	16589	16884	16832	16915	16674	16277	16664	16298	15992	15476	16543	16868	16866	16702	17118	17331	16989	17267	16668	17140	18157	16841	18064	18519	18206	18614	18710	22097	22142	22168	21841	21994	22035	29141	28631	28476	28755	28889	28769	43773	43074	44642	44790	47669	43953	78343	79828	72435	78026	73791	72714	16205	17961	15402	15736	15515	15188
1.459444	16389	17374	16820	18637	17037	19497	16507	16451	16397	16175	16798	15853	15670	16326	16005	16721	16778	16609	16517	16344	16276	16520	16157	16569	15427	18214	15990	16817	16676	17022	16718	16619	16415	16166	16510	16090	15548	17052	16953	16716	16836	17127	17521	17015	16874	16727	16653	18184	16982	17954	18012	18067	18156	18620	22570	22012	22132	22436	22110	21913	29297	28562	28328	28436	28799	28537	43331	44271	44318	44306	47503	43772	78522	79005	74163	78287	73971	73270	16383	18087	14606	15138	14959	15173
1.479167	16198	17095	17577	18802	17180	19392	16718	16453	16417	16328	16621	16139	14886	16097	15871	16745	16344	16614	16675	16693	16461	16083	16545	16097	15841	17572	16632	16670	16869	16815	16808	16679	16294	16088	16271	16275	15906	16766	16381	16549	16739	16774	17539	16915	17587	16883	16907	17746	17055	18159	17792	18444	18430	18680	22209	21869	21797	22094	21913	21720	29311	28567	28123	28254	29432	28398	44195	43439	44757	43780	48051	44185	78271	79418	73780	77939	74756	71870	16069	18121	14973	15426	15200	14821
1.498889	16243	17448	17291	19072	17347	18725	16579	16661	16016	16328	16379	16013	15057	16776	16208	16595	16846	16455	16164	16588	16320	15858	16294	16130	15757	17977	16308	16365	16515	16359	16653	16854	16558	16714	16412	15939	15893	16519	16845	16557	17065	17094	17090	17355	17145	16755	17176	18017	16843	17819	18040	18517	18475	18575	21885	21772	21651	22217	21757	22276	28934	28831	28697	29022	29301	28860	44122	43436	44877	44129	47412	44499	77314	79771	73923	78407	73706	71458	16061	18272	15094	15160	15067	15108
1.518611	16658	17116	17320	18505	17025	18912	16282	16760	16342	16070	16196	15975	15667	16575	16255	16261	16556	16623	16768	16382	16007	16576	16446	16044	15531	17566	16388	16768	16740	16942	16663	16722	16090	16396	16166	15746	15319	16577	17124	17001	16860	17064	17342	17438	17012	16602	16961	17691	17061	17848	18058	18648	18513	18650	22382	22076	22219	22415	22026	22012	29258	28830	28958	28258	28916	28669	44000	44259	45153	44778	47726	44215	78124	79470	73359	78002	74615	72831	16249	17850	15141	15438	15095	14716
1.538333	16758	17800	17187	18935	17089	19344	16627	16345	16000	16188	16196	15764	15447	16277	16188	16470	16547	16893	16487	16449	16114	15985	16235	15939	15700	17000	16789	16476	16769	16700	16876	16708	16397	16615	16346	15901	15958	17113	16818	16364	16738	16986	17349	16928	17180	16769	16636	17960	17186	18393	18237	17996	18273	18859	21742	21840	22188	22244	21946	22102	29191	29245	28665	28762	29373	29354	44158	43033	44795	44645	49227	44037	77971	80365	73191	78345	73671	72958	16018	17953	15145	15294	15314	15094
1.558056	16696	17506	17466	18882	17425	19337	16430	16174	16009	16456	16418	16015	15457	16183	15904	16751	16877	16172	16089	16579	15997	15963	16405	16167	15359	17631	16360	16681	16761	16601	16562	16775	16240	16108	16347	16426	15520	16624	16677	16692	16363	16982	17525	17040	17162	17250	16974	17605	17594	18330	18067	18222	18398	18390	22344	22336	22494	22136	21854	21719	28954	29001	28565	28525	28783	29180	43817	43553	44620	44599	48111	44508	79200	80310	74607	79104	74092	71985	16471	18000	15308	15416	15042	15009
1.577778	16847	17933	17473	18991	17139	19352	16567	16512	15773	16078	16077	15922	15342	16001	15760	16561	16647	16629	16487	16326	15900	16330	16413	16309	15488	17431	16261	16545	16606	17025	16817	16463	16176	16219	16168	15855	15608	16775	17084	16403	16959	16453	17090	17172	16895	16602	16760	17974	17391	18070	18269	18329	18050	18433	21802	22148	22185	22286	21883	22057	29411	28858	28852	29040	29098	28589	43966	44045	44080	44630	47757	44585	77534	79621	74789	78278	73725	73022	16469	18130	15621	15584	15107	15393
1.597500	17044	17705	17658	18901	16990	19246	16795	16284	16467	16143	16680	15845	15461	16407	16343	16495	16659	16457	16463	16369	16104	16525	16493	16360	15140	17272	16401	16709	16551	16685	16682	16443	16281	16220	16419	15967	15629	16569	17068	16553	16539	16921	17306	16959	17032	16818	16822	17869	17017	18186	18251	17762	18120	18511	22268	21964	22081	21738	22008	22030	29547	28975	29093	28538	28914	29008	44311	43725	44768	44474	48770	44110	78008	80019	74809	78655	74546	73101	16332	17801	15096	15122	14818	15276
1.617222	16788	17850	17275	18849	17484	19604	16461	16468	16313	16076	16054	15998	15493	16493	15776	16250	16218	16383	16387	16403	16566	15916	16308	15907	15772	17476	16283	16413	16707	16535	16775	16733	16310	16587	16178	15594	15628	16654	16746	16658	16450	16191	17335	17029	16657	16738	16952	17673	17019	18092	18041	17947	18093	17986	22075	21793	21689	22449	21956	22304	29375	28743	28686	28580	28901	29096	44076	44205	44687	44379	47916	44597	79640	80231	74122	79022	74125	72505	15960	17739	14961	15364	15161	15155
1.636944	17328	17833	17919	19760	16991	19874	16377	16406	16244	16264	16656	16061	15557	16279	16478	16399	16107	16464	16454	16487	16422	16572	16121	15781	15800	17309	15978	16867	16445	16406	16456	16817	16394	16091	16357	15941	15819	16521	16840	16712	16700	16939	17375	17051	17174	16692	17006	18017	16835	18310	18488	18153	18181	18238	22324	22307	22307	22343	21644	22173	29176	28589	29106	28423	28904	28649	44295	43447	44989	44681	48839	44530	78527	79701	75108	78076	74380	73570	15934	17810	14886	14997	15065	15195
1.656667	17100	18471	17588	19778	16873	19387	16237	16361	16111	16022	16433	15593	15163	16255	16192	16886	16957	16905	16149	16280	16110	16417	16345	15849	15803	17338	16334	16261	16913	16681	16542	16448	16317	16076	16102	16002	15631	16461	16900	16364	16104	16546	17239	16964	16901	16524	16814	17421	17041	17862	17776	17944	18324	18760	21942	22339	21839	21815	21903	21764	29107	28765	28687	29155	28732	28653	44368	43997	44810	44844	48160	44343	78587	80211	74646	78002	74304	72620	16088	17802	15105	14911	15154	15059
1.676389	17313	18091	18308	19356	17273	20073	16433	16203	16277	16126	16584	15759	15666	16278	16131	16307	16433	16513	16237	16401	16297	16129	16294	15998	15134	17244	16048	16374	16358	16477	16464	16292	16273	16173	16300	15881	15629	16601	16788	16229	15939	16677	17564	16988	16738	16586	16730	17397	17331	18367	18064	18373	18481	18214	21727	22209	22172	22436	22267	21580	29631	28599	29081	28537	29086	28656	43704	43524	44558	44833	48803	44530	79180	80350	74620	79738	73858	73408	15829	17698	15020	14759	15340	15111
1.696111	17301	18655	18110	19585	17221	19708	16243	16369	16434	16116	15823	15711	15640	16466	15558	16662	16866	16314	16154	16183	16132	16254	16195	16030	15381	17477	16026	16583	16194	16164	16326	16310	16403	16388	16242	15669	15598	16506	17044	16622	16466	16734	16872	16870	17057	16211	16897	17518	17466	18272	18089	18278	18371	18029	21823	22228	22283	22454	21913	21750	30136	29380	28486	28797	28730	29071	44043	43392	45085	44495	48617	44451	79402	80068	75549	78392	74727	72504	16191	18002	14981	15033	15131	15197
1.715833	18054	18547	17986	20164	17309	20862	16380	16656	16200	15932	16498	16563	15526	16677	15965	16459	17062	16376	16327	16182	16451	15719	16343	16360	15685	17075	16100	16319	16086	16477	16908	16141	16166	16075	16099	15791	15599	16623	17112	16364	16337	16898	17154	17072	17110	16545	16629	17396	17283	17678	17982	17680	18348	18621	22444	21931	22342	22415	21792	21949	29473	29292	28546	29268	29265	28844	44554	43510	44559	44637	48274	44241	80750	81072	74651	79091	74436	72672	15883	17252	15053	15057	15214	15079
