Time	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	B12	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	E12	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	F12	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11	G12
14.543056	10675	12878	13674	29692	25287	28399	68440	97037	42472	54761	10190	62992	11235	14743	16690	23906	23075	37976	44292	47152	41834	15619	10667	11587	13633	17136	30863	136520	89264	50626	101076	69076	16994	10263	11781	14005	16472	35298	71539	119905	50635	83639	65689	16528	9752	11030	13748	14908	16249	37508	106852	143049	102611	102641	16040
14.594444	10655	12983	13591	29883	22817	28533	68750	99647	40272	55754	10203	62896	11153	15061	17505	23525	22612	39732	37792	46891	44228	15669	10812	11585	13623	17218	31518	127318	90768	52111	95576	70220	17515	10312	11823	14050	16148	36664	72274	113946	50213	81002	67340	17094	9623	10881	13755	15074	15883	37524	105630	141154	106208	104578	16420
14.645833	10433	12883	13882	29669	22971	25600	71146	97819	43740	56594	10262	61543	11377	14696	16708	24687	23292	40525	46233	47601	44814	15839	10527	11541	13529	17346	32067	140075	90123	51614	94966	71635	17520	10419	11723	13902	16642	37669	74655	116645	49904	83178	69202	16775	9743	10947	13826	15033	15738	38802	107310	146421	104122	102885	16421
14.697222	10605	12904	13544	29530	25147	28338	72409	103492	40373	56206	10269	65066	11395	14597	17361	25446	22340	40443	42561	49222	44942	15797	10695	11507	13600	17342	33058	132703	88766	53256	104655	71592	18289	10317	11718	13926	16562	37463	71057	117534	53197	82833	69633	16864	9767	10881	13755	14836	15903	38362	111990	141435	106473	105972	16556
14.748611	10465	13031	13495	29974	24935	29594	75222	95675	44691	55089	10490	63912	11299	14869	17056	25498	22737	44149	47858	47866	47420	15810	10750	11675	13572	16940	33839	140724	93141	53472	115600	74002	17633	10252	11772	14102	16416	39339	64551	119310	50165	83158	71186	16837	9621	11006	13685	14846	15831	39639	115133	142119	108373	105696	16906
14.800000	10777	12671	13980	29717	24968	28215	73640	100957	42602	54902	10326	61155	11302	14818	16797	26235	23506	40670	50706	47851	48366	16281	10675	11593	13642	17193	33567	135775	92884	55862	91989	74135	17877	10313	11852	13916	16450	39705	67052	115972	51883	83422	69465	17007	9742	11040	13720	15079	15843	41442	110605	143025	102979	106883	16556
14.851389	10702	12891	13991	30332	23884	25707	74029	100161	43672	55568	10102	63719	11455	14777	17090	25494	23560	43995	47677	48386	47920	15961	10715	11721	13628	17051	34385	140515	98243	57796	109446	73601	18206	10254	11909	13911	16409	40138	80812	119607	51283	85101	72535	16924	9887	11074	13777	15036	15861	42525	106973	147376	107268	109896	16960
14.902778	10623	12708	13938	30788	23659	30946	76205	97624	47541	57787	10486	62628	11443	14722	16588	25218	24251	44390	49932	50221	45842	15981	10621	11709	13365	16973	35409	131698	92409	53247	97506	76264	18143	10060	11874	13989	16540	38673	77850	114126	55223	84053	74931	17286	9753	10886	13620	15036	15989	43741	105521	142455	118097	107581	16354
14.954167	10547	12765	14234	30600	23841	31417	74259	97144	46414	57430	10539	67252	11245	15014	16252	25868	23652	42975	50270	46057	50878	16140	10638	11586	13711	17042	35252	129034	91473	56649	84946	73354	18166	10372	12022	14197	16526	39421	73019	116479	56709	84779	74655	17792	9709	10922	13613	15148	15698	44300	112171	133611	115226	109169	17096
15.005556	10609	12697	14070	31647	24147	30990	82639	94510	48773	58449	10392	68594	11462	14751	16418	25329	24412	46438	51822	50412	50707	15881	10600	11679	13485	16990	35577	137634	94639	59422	108480	75877	19358	10297	11986	13944	16789	41115	79652	119863	55945	85478	75464	18024	9600	10872	13621	15117	15449	45266	109419	138105	122293	108871	17334
15.056944	10684	12749	14142	31905	23614	29113	85407	97183	47600	57715	10407	66806	11389	14775	16736	25144	24257	43854	52180	42896	50527	15985	10569	11647	13544	16997	38223	137053	99720	61250	98037	76585	18915	10153	11981	13755	16833	40151	79411	124768	58918	86377	77370	18013	9827	11056	13658	15150	16450	41749	106808	139764	116399	109914	16787
15.108333	10615	12858	14241	32007	22520	28702	81060	97811	49983	60557	10360	62258	11476	14875	17669	25455	24182	46606	49412	53308	54661	16165	10818	11500	13686	16996	38420	134811	96313	61047	92541	77690	19126	10262	11771	14040	16660	41878	79099	115501	60384	85711	72394	18337	9868	10990	13657	15275	16513	45299	115181	137572	117464	111995	16064
15.159722	10561	12745	14170	31879	21493	31030	80034	96879	46117	61627	10366	71146	11380	15033	18693	25324	24296	44003	53984	46470	51554	16232	10835	11586	13683	16706	38409	144539	99427	59929	100002	76429	19814	10238	11793	14096	16558	41767	79488	123137	58292	86754	74557	17435	9778	10953	13695	15185	16066	41434	110036	131219	122180	112126	17281
15.211111	10711	12601	14569	32328	22014	32389	83664	100014	50440	61708	10022	67208	11466	14865	18871	25486	24335	48697	51976	56500	52995	16511	10744	11604	13779	16554	39555	142282	97255	60935	97818	79298	19021	10403	11853	14073	16705	43500	79909	126478	61644	87077	78621	17772	9807	11068	13790	15265	16065	46896	108298	131158	114558	116721	16992
15.262500	10792	12580	14309	32461	21942	31370	82122	98744	52296	63432	10476	66430	11343	14783	19343	25990	24890	48448	57882	50350	56442	16761	10628	11655	13517	16819	39980	136901	99769	62111	125543	78691	19403	10385	11878	14019	16776	43935	80259	121872	61858	86708	82747	17626	9784	11050	13679	15242	16364	47845	107398	128926	118649	113290	17165
15.313889	10669	12801	14545	32325	30016	27499	84979	102545	50564	62375	10223	70891	11346	14756	17406	25612	25404	47113	56373	54426	56802	17489	10760	11466	13476	17037	41201	143192	103760	64758	131642	80468	19577	10198	11883	14088	16306	45461	85159	122834	65292	87182	80591	17497	9841	11018	13658	15080	15866	46639	108637	133151	120175	112682	16263
15.365278	10720	12875	14539	32563	28207	31881	84543	96967	52358	60668	10231	68005	11325	14952	17997	25767	25292	47907	58978	54894	55042	17695	10670	11716	13624	16929	39788	147403	103170	65121	106840	80159	20379	10423	11939	13940	16420	46449	83563	121997	66850	87573	81840	18592	9806	10962	13662	15207	16134	47322	111125	132233	120108	119259	16621
15.416667	10568	12881	14742	32556	22944	32435	82579	98707	55003	63880	10428	66780	11360	15221	19022	26176	25975	47886	61601	56368	59761	18310	10757	11563	13543	17403	40318	139503	103850	58783	94882	82303	18751	10279	11855	13990	16375	47372	86868	122162	66116	87436	83448	18905	9667	10926	13772	15397	16343	48806	111427	130425	121620	113892	16592
15.468056	10638	12793	14550	32735	25434	33326	85182	93692	54284	65061	10303	72015	11495	15033	16127	25877	25794	49484	59566	54856	56014	18552	10725	11520	13717	17157	39680	138545	105094	63983	129106	82165	19206	10365	12008	14027	16853	47139	85441	124423	69457	90168	83548	18742	9587	10883	13561	15410	16269	49600	116231	135543	121052	120685	16762
15.519444	10810	12823	14670	33497	28611	33010	87888	100651	53515	62974	10356	67123	11358	15143	20281	26503	25279	48522	60890	60172	59420	18593	10525	11484	13780	17180	41471	141337	104622	67475	133230	83041	19314	10203	11856	14175	16693	47152	93982	119060	69356	88367	83162	19304	9562	11129	13664	15527	16285	52339	107585	129786	120926	120422	16484
15.570833	10530	12656	14728	33559	31038	33709	88352	96334	56487	65673	10551	69809	11394	15387	16599	26421	27007	49242	58707	56309	63313	19533	10513	11551	13597	17159	43623	139270	104159	69425	127292	84158	20048	10338	11686	14047	16740	48288	87821	124350	71170	89279	84513	19371	9819	10964	13496	15614	16365	50496	108994	130740	121621	119231	17025
15.622222	10693	12890	14855	33564	28464	34821	88964	101090	49848	66657	10345	73176	11462	15345	16578	27249	27502	50653	60717	50336	53784	19552	10672	11650	13742	17112	43321	137401	104737	64078	110805	81513	20409	10101	11770	14037	16563	48378	85306	129038	69953	89844	85478	19410	9695	10816	13808	15249	16752	52061	105324	128800	120005	115025	17053
15.673611	10619	12788	14762	34176	28938	32628	90180	94905	58104	67407	10479	73046	11496	15512	17030	28210	27371	53278	58634	57651	57882	19478	10675	11542	13632	17045	43873	144105	106204	65429	123282	85749	21763	10311	11752	14136	16318	49096	83963	124349	68633	90559	86729	18596	9688	10771	13618	15502	16264	51865	109051	129040	120837	117834	16975
15.725000	10525	13057	14882	34356	27851	35330	85303	98246	55290	68743	10522	72755	11250	15268	17736	28479	26609	56113	64162	58803	61850	19734	10660	11524	13331	17125	43943	139525	109497	70905	120309	82313	21283	10339	11809	13914	16514	50478	88571	121505	73073	91009	86519	18822	9524	10852	13627	15189	16462	52749	110426	128240	121420	120496	17306
15.776389	10737	13135	14692	33970	32067	32274	90378	95568	56116	67562	10263	71645	11286	15152	17587	28250	28376	56171	69198	60354	67573	19835	10580	11458	13561	17039	44095	146421	99246	73307	127509	85119	20841	10372	11673	14086	16585	52714	91701	127818	68362	91619	87670	18777	9726	10946	13496	15435	16443	54920	112138	129573	117842	119553	17584
15.827778	10626	12998	15335	34164	31448	36182	91715	94416	61140	69633	10151	73562	11264	15463	18249	28625	27535	55062	67202	60882	64811	19947	10564	11568	13487	17406	46955	151159	104651	73775	127483	86194	22541	10140	12127	14208	16561	54621	93826	129237	73948	92484	86648	18867	9752	10918	13845	15179	16118	53245	111329	125350	118928	119476	17675
15.879167	10831	12789	15284	34069	30647	34121	86607	95131	54034	68687	10097	73550	11535	15088	20635	29450	27197	53087	72224	61567	65380	19815	10708	11830	13577	17196	46160	150368	111368	73302	123448	87852	21236	10495	11867	14082	16488	53146	91732	123192	70618	92195	86490	19295	9686	10972	13942	15409	16700	55443	108656	120519	117753	118356	17595
15.930556	10648	12818	15534	34634	27638	37269	93934	97071	62888	69278	10175	74332	11324	15309	18618	29230	28740	55795	67292	60254	63660	20015	10715	11661	13586	16968	46212	142463	113490	75002	114323	88565	22141	10240	11847	14069	16573	51963	94900	124410	77532	91889	89302	20130	9743	10936	13547	15600	17041	56840	110742	123438	118383	118676	18470
15.981944	10463	12752	15449	33923	32913	36882	94400	94025	53394	66630	10430	77477	11348	15213	19391	29452	29416	50188	62383	61069	66789	20016	10690	11593	13625	17209	46693	140921	112111	74195	129287	88133	22629	10364	11899	14113	16651	52341	91071	130690	75342	92540	92557	20468	9771	10967	13825	15274	16577	56560	107625	126602	117810	121061	17487
16.033333	10512	12808	14923	33901	29743	36810	92979	92210	61086	67146	10431	75328	11491	15137	19569	29418	28807	56760	61926	61901	66949	20399	10577	11620	13786	17266	45196	140770	111458	72490	107819	91229	21545	10511	11755	14402	16644	54378	92111	127507	77149	92890	89292	20929	9674	11014	13643	15302	16741	57875	111135	132696	116521	119472	17378
16.084722	10607	13097	14840	34473	30785	36867	86173	93959	54517	67235	10712	79325	11457	15032	17772	29562	28893	57121	73990	62473	68363	21402	10722	11476	13970	17243	48898	147675	112375	73932	123769	85075	21495	10269	11838	14106	16575	54008	92919	122328	76909	92070	90019	20398	9585	10962	13743	15109	16521	57189	111186	132179	119472	116724	18006
16.136111	10545	13167	14927	34496	30900	35087	87646	98444	64042	69742	10757	78091	11599	14921	17975	29712	29772	56332	72427	64001	63867	21477	10699	11673	13700	17272	44254	146368	117564	76307	113272	91758	22553	10466	11695	14542	16695	55115	92551	124687	77722	94319	88779	19989	9911	10926	13725	15395	17679	59350	109283	124918	117598	118586	18048
16.187500	10689	12979	15176	35213	33412	39779	90503	94201	57378	69039	10647	79467	11216	15126	18595	29380	29460	52717	75590	65147	69064	22368	10837	11640	13803	17028	45421	146914	119004	77110	130085	87271	22085	10195	11732	14203	16612	54103	93582	127946	79957	92003	85929	19561	9862	10932	13680	15124	17499	59803	111860	125815	116519	118815	18401
16.238889	10591	12838	15121	36043	31793	35607	96702	94849	58293	69766	10372	80933	11276	15119	20846	30349	29870	55236	76423	59834	71204	22004	10531	11442	14064	17259	46232	147192	117352	75095	127230	91186	22788	10218	11820	14069	16567	57633	96941	124314	81203	93941	90766	19197	9698	11076	13775	15351	17457	61691	111707	129123	115056	119007	18017
16.290278	10631	12852	15056	35453	27292	37962	96945	95970	64772	66252	10671	78576	11431	15331	20391	30870	30687	56702	72944	67561	68458	22483	10434	11529	13967	17088	49523	145422	111954	75540	136344	93053	22615	10303	11911	14194	16729	52836	96023	122473	80522	95028	95108	19653	9741	10893	13890	15207	16813	60579	111680	130152	119878	115176	18459
16.341667	10746	13139	15083	35912	30572	41470	96163	95089	57130	71005	10540	80211	11302	16006	20552	31802	31048	64535	75009	63370	66779	23179	10466	11628	13771	17137	48775	145562	115015	78799	128144	91559	22391	10401	11820	14112	16886	54522	97840	126753	82775	94978	92855	20308	9753	10982	13614	15032	17139	59247	112055	127674	116566	118449	18536
16.393056	10569	13081	15242	37765	35799	36007	96461	96712	56575	71803	10469	77838	11373	15628	21660	32514	28893	65155	80080	66732	74927	23577	10577	11645	13821	17358	50010	148989	110633	80474	125259	91363	24020	10474	11606	14126	16526	56082	97442	128733	78905	95244	93063	20262	9709	10896	13615	15327	17318	62254	114040	123765	118303	119211	18880
16.444444	10604	13141	15201	37932	30735	41218	92163	94460	59092	71560	10639	80965	11307	16055	18619	32358	31381	62859	79486	63440	68184	23703	10593	11501	13949	17324	49556	146965	120376	80840	115853	89922	23671	10444	11813	14434	16806	55607	98006	132925	81267	94726	93861	20000	9623	10955	13621	15392	17664	63773	111772	127368	120000	121709	18339
16.495833	10709	12852	15229	37882	36562	39416	96191	94736	57527	71474	10795	80491	11541	15494	19195	32588	31032	60032	73880	67768	75256	24073	10530	11619	13937	17489	51207	143154	119290	80047	117067	92078	23595	10202	11946	14390	16674	57215	97727	129483	84605	95320	92540	20750	9523	10774	13841	15408	17751	62333	108331	120419	118531	113855	18398
16.547222	10739	12952	15264	38077	38730	33893	93814	94804	51449	72313	10408	74682	11630	15723	19036	32875	32458	59645	72576	58469	71331	23779	10530	11530	13747	17146	51181	145194	111961	80647	135904	93145	23178	10447	11745	14360	16556	56961	101981	127016	84319	94025	94565	20676	9808	10947	13687	15212	18173	65743	109180	121885	117876	118725	18696
16.598611	10709	12940	15186	37914	38927	40270	99194	93300	53305	71479	10339	80586	11596	15491	18407	33589	32565	60118	81801	64491	68855	23525	10660	11562	13801	17339	49614	149812	123169	83057	123256	94727	22118	10186	11701	14070	16581	60059	100703	129802	84601	95804	93960	20484	9685	10777	13766	15459	18402	63977	110734	128120	116961	119406	18547
16.650000	10824	13033	15275	37182	29552	36193	96802	95196	55733	71593	10632	79063	11266	15657	20590	32640	31360	69802	75166	61758	69500	23934	10692	11501	13786	17444	53981	150753	118021	82704	120846	93496	22728	10226	11884	14318	16398	55385	100519	130383	83992	96277	93927	19876	9830	10933	13556	15389	18275	65311	110984	125534	120184	122377	18851
16.701389	10640	12921	15137	39395	26643	39175	89727	92485	56922	73103	10706	77448	11381	15447	19254	33000	33715	61838	82920	66451	72181	23814	10543	11668	13666	17327	53734	147479	117467	83962	129339	92848	23457	10346	11913	14027	16364	58781	103188	129461	85499	96162	95316	20342	9650	10905	13641	15299	18598	63616	109761	122265	117791	122497	18426
16.752778	10568	12822	14990	36860	31090	42545	91283	93709	61537	71579	10673	81599	11384	15394	19651	33852	34533	58572	79403	65171	68961	23974	10657	11563	13753	17208	55608	145681	122047	78163	133122	96021	22777	10284	11756	14252	16510	59952	102596	126719	85778	95707	93348	20165	9676	10921	13718	15603	18977	64853	106623	122207	116655	117840	18124
16.804167	10778	12959	15164	37432	34319	42506	89896	93962	61145	70257	10898	80014	11556	15614	18974	33754	32816	69152	84620	61031	76529	23227	10448	11418	13920	17218	54597	143471	118845	82682	139640	96164	22892	10267	11885	14230	16564	59960	100010	125960	87286	96554	93884	20508	9741	10941	13734	15655	19354	68172	113992	121936	117212	116709	17673
16.855556	10667	13090	15235	38451	36172	45488	89258	89989	54632	71827	10493	76473	11366	15271	20181	35510	33120	67662	75443	68702	76087	23122	10742	11695	13681	17305	54586	142948	121775	85071	134556	95123	22318	10393	11943	14257	16547	57450	97661	129319	86072	94752	92838	21148	9634	11078	13771	15559	19682	67663	116500	122550	117665	116238	17838
16.906944	10572	12863	15271	40374	40106	40362	88795	94464	69569	70458	10941	78429	11417	15370	20065	34677	34395	67328	79495	69660	78273	24250	10813	11511	13839	17196	53183	145149	125114	81861	136514	96656	24087	10252	11794	14174	16550	59047	106205	127564	86854	98341	94988	22193	9829	10907	13787	15523	20131	68888	109474	122186	116818	121544	18062
16.958333	10556	12851	15253	36976	31785	41060	99818	94988	60348	73200	10895	77891	11552	15808	20016	33363	34312	56805	73990	65379	73848	21987	10577	11563	13889	17205	55019	146772	128825	82754	136976	97250	23178	10348	11837	14281	16387	58091	106289	129326	87697	97910	94826	21928	9675	11128	13562	15781	20178	70341	111843	124239	116898	122174	18225
17.009722	10564	13040	15173	36547	41454	42987	95671	93715	66344	73677	11093	79324	11337	15800	20417	34647	34804	70086	84165	65932	72682	24069	10669	11593	13828	17291	56707	143905	127469	83690	133508	97311	23477	10232	11752	14402	16198	59894	103487	127896	88269	95973	94448	22045	9636	10953	13758	15835	20327	70768	114498	120728	114094	115894	18086
17.061111	10723	12924	15143	37062	28858	45522	101432	93968	66226	72234	11047	79160	11537	15622	20947	34946	28730	66148	82633	66577	74623	24908	10456	11486	13656	17389	56047	140908	118967	82533	137426	96041	22875	10339	11984	14193	16025	58606	106105	126392	88136	97334	96757	21481	9711	11045	13794	15743	21052	70427	112917	117855	117697	115329	17755
17.112500	10500	12928	15322	36977	30040	40938	104279	91332	71762	71819	10975	74327	11491	16039	20568	35999	36159	71968	89660	66821	79615	25950	10629	11668	14018	17387	57457	141715	118474	86061	131931	96390	23667	10421	11792	14478	16418	58843	105520	126249	90561	96747	94855	22376	9715	11035	13831	15677	21024	70720	111579	118865	117699	116957	17918
17.163889	10542	12994	15230	37502	36891	44815	98898	93829	68526	76230	11157	70718	11528	15314	20669	35767	35874	62413	73709	68042	77635	26229	10611	11638	13906	17149	61152	143185	116355	88660	132317	96370	23053	10171	11862	14241	16253	61178	106944	128128	90891	97937	93381	20865	9587	10928	13806	15873	21138	72856	108907	120865	115132	118918	18643
17.215278	10605	12932	15217	36549	39464	42325	97052	95130	74711	74276	10976	69448	11664	15794	22279	35125	34963	74267	85301	59442	79506	21652	10631	11662	13801	17308	67539	144171	125972	88396	136896	96714	23522	10176	11743	14201	16376	61315	104839	129483	91741	96257	95356	21330	9744	11126	13913	16121	21363	76124	113257	117021	114339	117249	17447
17.266667	10458	13126	15459	37984	39008	46172	99406	92180	75805	73576	10838	72370	11509	15751	20919	34220	38821	73632	89642	66608	78584	25922	10632	11398	13742	17418	68501	141875	123181	85888	137358	95487	22810	10397	11885	14144	16361	56679	106231	126374	90640	95812	97029	20304	9789	11087	13831	15914	22054	73685	111380	116049	116487	114395	17437
17.318056	10574	13287	15380	38533	37680	42563	105065	93046	75526	75926	11083	67258	11348	15687	20212	37263	36176	75558	80777	76638	81704	26619	10643	11344	14020	17341	72707	139778	124680	85995	138672	97510	23717	10207	11902	14260	16242	59565	106589	126346	91481	97134	95634	20633	9903	10987	13817	15919	21535	73526	110756	120305	115282	115644	17661
17.369444	10511	12794	15242	39515	26346	37004	107359	98202	74925	75639	10846	68044	11312	15822	20390	36159	39735	69388	83378	72488	80786	27400	10699	11404	13745	17404	75996	138549	124759	87924	134221	97112	23765	10223	11899	14266	15966	58124	108208	129116	91661	97506	95294	21260	9836	10971	13661	15773	21960	75988	111925	120777	115707	118074	17623
17.420833	10571	12987	15571	39484	28692	39258	111020	92225	72151	74678	10978	66847	11212	15607	20616	35745	38230	65698	94109	78245	81069	26818	10509	11525	14100	17329	76729	138992	125482	87215	135794	99444	23413	10326	11865	14144	16582	57892	106564	127997	91687	97781	95863	22296	9667	10871	13929	15919	21965	77493	109702	117224	113370	116971	17366
17.472222	10541	12975	15505	39878	34392	33470	110144	93284	69369	74632	10928	67564	11278	15627	20516	34073	39339	76934	79651	77215	80512	28136	10560	11488	13741	17260	76695	143561	126787	87565	136253	99014	22985	10364	11740	14147	16795	57990	107922	125521	91909	97466	96491	22087	9763	11013	13758	15857	22687	74407	107194	116218	113568	119420	17020
17.523611	10648	13024	15653	39904	33918	37553	108647	90754	62990	74297	10996	73372	11440	15849	21160	34337	40436	82321	88534	79933	79885	27978	10733	11481	13599	17331	68586	141013	123542	88039	136191	97064	23112	10405	11891	14119	16470	61132	107699	128535	91880	97776	96994	21716	9784	11077	13584	16092	23011	75838	106802	119640	115909	117112	16947
17.575000	10650	13026	15643	40752	34631	38530	110005	88138	68249	73455	11291	68818	11476	15841	21583	35723	37513	65602	79778	72487	82854	27685	10646	11659	13766	17394	59157	140063	125734	89404	142402	98609	23153	10199	11927	14232	16734	62136	107266	127409	91845	96790	96404	20949	9608	10901	13774	15934	23496	77915	107915	119491	115822	117366	17315
17.626389	10502	12705	15803	39378	40092	38507	107981	92341	71294	74239	11156	72321	11339	15789	21882	35298	38581	71459	89510	79328	83665	27062	10467	11559	13716	17396	58398	135283	124100	88882	138647	99573	23328	10156	11803	14534	16361	61923	108053	123918	91275	95698	95619	21570	9759	10805	13757	15953	24092	79411	105758	120335	113567	116309	17779
17.677778	10743	13150	15570	40239	44461	42992	107469	93206	71395	76025	11259	70300	11535	15778	22264	36227	37977	76110	94996	76931	82168	27743	10627	11509	13812	17237	58485	135311	130703	90152	135899	96208	23316	10304	11658	14373	16580	62455	109851	123030	93618	98500	95902	21722	9886	10927	13842	15961	23979	76717	109811	118942	113396	117488	17368
17.729167	10674	12933	15333	40758	35532	42822	108482	93352	80475	76465	11206	71972	11311	15736	22707	37089	38146	82184	92206	70434	84092	28623	10660	11590	13708	17474	63683	142360	124485	87792	139343	97471	22869	10310	11907	14441	16576	60550	107614	127019	93800	95759	97633	22097	9689	10882	13730	15999	25052	78172	109320	113925	114936	116498	17382
17.780556	10565	12717	15631	40933	29998	40111	107672	92585	83329	76029	11346	75132	11285	15721	23040	35785	34901	73746	90582	79771	84225	27761	10538	11644	13711	17266	68099	137699	125534	92403	135941	97826	22931	10253	11725	14725	16919	59007	108230	125406	93036	98947	96200	22210	9556	11005	13827	15986	24741	78569	108458	113817	114533	117488	17314
17.831944	10535	12968	15680	41705	31269	39220	108049	92308	81570	75836	11364	78194	11346	15957	22912	38050	38419	74633	88313	77556	85561	27532	10660	11591	13612	17545	66867	139199	123182	90825	134537	98315	22601	10247	12035	14386	16655	61200	109762	125437	92487	97217	95731	22057	9721	11226	13812	15914	25673	80806	110088	117697	113699	113310	17313
17.883333	10699	13001	15902	42262	33617	44134	108817	91366	80424	74355	11242	80914	11310	16055	23166	37662	43301	83622	91148	77775	86063	27437	10596	11563	13800	17529	64912	142113	121682	90784	138408	98547	22564	10223	11824	14473	16713	60662	108597	124992	92753	99249	97008	22953	9793	10969	13784	16055	25578	80133	107514	117083	112471	120612	17146
17.934722	10476	12932	16233	42154	35362	40036	110551	93059	81331	75967	11045	79687	11465	15989	22927	38632	40721	83580	88331	78145	84481	27219	10631	11528	13986	17564	70396	139939	124560	94808	134054	98411	23322	10246	11641	14285	16481	60968	109186	118834	93476	99596	97325	22934	9668	10961	14007	16071	26754	80549	105684	120847	115469	115800	17097
17.986111	10756	12942	15773	42293	36943	40510	112679	92664	79714	77628	11061	82736	11287	15817	22722	39704	42610	94453	95576	71123	87035	27819	10540	11619	13835	17339	72691	143941	120905	91748	141850	96678	23050	10378	11869	14381	16620	64699	109361	124777	95379	97368	97042	22806	9909	10865	13774	16047	26958	80794	107918	122102	114292	109234	17231
18.037500	10721	12744	15891	42484	42009	39471	111824	95505	85329	76880	11117	85438	11369	15864	23310	38259	37484	70189	90955	74115	81796	26977	10540	11537	13796	17240	75220	141729	122747	93196	137884	95148	22563	10409	11740	14304	16769	63636	110820	125831	93294	98869	97047	22612	9716	10947	13687	16274	27031	81154	102128	118140	112939	118669	17043
18.088889	10618	12744	15864	42040	43724	46523	110440	92676	84940	70443	10981	86587	11254	16061	23236	37144	42675	69094	98195	79163	84353	27256	10523	11799	13865	17276	79606	136723	123980	92596	139329	97824	22874	10259	11877	14249	16607	64112	109175	122160	93580	97124	96955	21984	9715	10812	13889	16133	27730	82653	107161	114618	112871	119259	17566
18.140278	10517	12960	15653	42664	27712	40885	111882	92009	81705	78011	11285	91794	11624	16228	23568	40432	42717	68417	100047	76711	87790	29285	10606	11489	13998	17324	81951	139685	124639	92346	141321	100218	23828	10299	11899	14353	16532	65340	111300	123559	95087	99564	97243	22084	9673	10808	13874	16288	28290	82346	106269	114477	112043	108934	17619
18.191667	10642	12790	15631	43248	24471	41471	111204	90537	84353	77040	11412	92116	11251	15935	23356	43823	43868	81039	94141	70511	88083	28190	10511	11473	14058	17657	80087	140113	125497	94303	136255	101590	23234	10212	11606	14177	16874	63208	109688	119895	93088	99541	96848	21685	9881	10814	13740	16274	28185	83183	108598	119567	111547	117698	18119
18.243056	10661	13034	15653	44190	25525	46593	109996	91364	84728	76200	11255	89285	11467	16342	23491	42739	46982	86581	94544	67796	89508	27905	10812	11733	13778	17592	79199	144990	125844	90076	139662	98960	22457	10490	11772	14139	16513	62619	110658	118872	95169	97724	96751	22189	9655	10891	13905	16445	29052	84047	105366	116686	110681	113810	17334
18.294444	10625	13102	15659	44794	27142	46869	104928	91836	85334	77443	11142	91677	11302	16079	25524	41181	40965	89850	95956	76900	89400	28853	10646	11636	14181	17713	79263	144990	123453	94078	143188	99517	23467	10369	11837	14157	16684	64187	111482	113962	94994	97980	96322	22274	9817	10727	13777	16479	29399	84330	102653	117204	112585	118232	17271
18.345833	10585	12783	15944	45474	37302	46027	107228	92436	85955	78591	11032	92944	11151	16201	25450	37508	38230	86087	98468	71842	88580	29449	10616	11748	14115	17465	81351	140618	123432	93145	135242	99422	23723	10265	11822	14204	16999	64728	109952	118935	94111	97829	97087	22623	9707	10915	13875	16411	29981	83553	102393	113685	109944	111126	18418
18.397222	10528	12874	16047	44468	32441	44866	106944	90591	86330	77319	11477	90568	11446	16110	25031	36892	46639	84578	99037	69880	91633	28710	10794	11636	13883	17513	79239	145611	126856	96165	140879	99697	23559	10062	11610	13944	17019	65339	111068	119005	94022	97883	98993	23100	9634	11036	13864	16761	30358	85224	105316	110486	110073	122418	18558
18.448611	10519	12724	16360	44610	26474	43007	102965	91659	87452	75594	11366	96846	11457	16117	24460	40438	43591	90429	92896	77361	88900	28554	10657	11625	13726	17536	83852	142895	124095	93157	141486	102013	23283	10108	11808	13560	16841	67184	109820	120551	93105	97768	98699	23147	9849	10931	13981	16685	31479	84742	105620	117049	110618	116709	19250
18.500000	10525	13045	16525	44821	28772	48714	108067	91141	85237	81482	11510	96360	11542	16383	26808	42851	46523	70888	99923	77594	92023	28753	10662	11525	13813	17840	81656	144401	125159	91952	140924	101265	24062	10478	11964	13648	16900	65546	111228	116324	94927	96534	98393	23104	9926	10969	13850	16960	31884	86178	104446	115475	109977	113324	17911
18.551389	10371	12668	16411	44976	36771	50714	110125	90485	86436	73345	11670	93156	11389	16469	24119	42174	46348	79453	101030	75797	93989	29285	10634	11463	13804	17775	79721	146782	124442	95123	142417	101214	23562	10377	11731	14275	16947	62673	111685	114470	94701	97883	97468	23267	9679	11056	13484	16971	33055	86168	100713	112579	110074	121367	18563
18.602778	10630	13003	16617	46256	42176	50793	111941	88555	84261	81203	11226	94602	11469	16151	23843	46615	48429	86870	97927	75134	90695	29872	10542	11565	13896	17541	78629	145052	121628	99508	144242	100313	23157	10437	11906	14426	16894	62531	110975	115182	92747	97841	99840	22936	9901	10832	13641	16572	33441	86471	104896	109337	110688	120016	18662
18.654167	10514	13193	16580	45793	42621	51832	112439	91090	88670	81228	11508	93896	11391	16105	24130	38710	48810	78436	100877	81390	92444	28562	10716	11674	13978	17911	79357	140932	122139	97881	138149	100990	23941	10439	11843	14737	16811	64400	109715	116112	94336	96043	101596	23003	9728	10911	13922	16620	34271	86319	107738	106874	109793	117865	18455
