Time	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	B12	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	E12	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	F12	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11	G12
35.663889	10695	13288	111225	69563	60120	67028	122316	81613	98134	78047	17923	107711	13768	50481	75031	64129	71947	91862	91755	77782	90018	30800	10383	11647	43216	70791	81563	96908	98254	83701	140557	77831	22609	10367	11870	24995	69496	66102	89986	103090	88646	81634	94770	22285	9953	11243	58486	70258	74605	75564	88496	90098	92398	93077	18334
35.715278	10387	13176	110010	67472	60473	67848	122331	78581	98327	76468	18074	103420	13992	50467	75250	53825	67747	89419	95590	73897	88675	29613	10518	11650	43549	74229	78997	96452	101094	83069	138739	78091	22570	10339	11917	24879	69438	65408	86773	97981	89961	83129	93355	23351	10051	11145	59193	69321	72524	72677	88884	90877	96188	91586	18531
35.766667	10537	13338	119830	68876	58503	67235	120300	78835	101354	76394	17148	108131	13743	52784	76000	54511	71730	88101	94150	76949	89160	29594	10608	11428	43487	71561	78739	97913	101351	82753	139743	80900	22680	10384	11798	25160	67805	68431	90534	98621	89687	84728	95689	22968	9942	11055	59860	68429	73175	72693	89133	89266	99788	91926	18875
35.818056	10640	13183	125679	68671	58887	66901	122906	78162	100427	77541	18420	102758	13674	52563	75851	54630	69426	92127	91964	76040	90940	27980	10592	11680	43210	71754	77853	96544	99624	82928	138076	81238	22841	10240	11938	25728	69021	64506	89101	98663	88628	81840	95066	22208	9880	11294	60191	69372	74005	73040	90154	92332	100352	91951	18249
35.869444	10547	13307	121080	65299	56863	67214	122724	78516	99870	77089	17655	100085	13673	50929	77390	53655	74719	89003	92899	72242	83139	28745	10403	11685	43903	73959	78390	98040	100287	82374	137464	81172	22693	10264	11801	25791	68860	62484	85210	101899	89795	83769	93652	22506	9958	11185	59830	70412	73949	73951	90658	93526	96044	92209	18418
35.920833	10515	13281	112472	65146	56309	67379	122382	78728	97235	77220	17693	96584	13679	54065	78208	59661	69721	87896	95693	78533	88227	29036	10673	11863	44308	72839	79092	101080	95591	81132	141976	80262	22563	10253	11599	26033	66698	63678	87234	101809	89578	84361	93471	22776	9931	11253	61453	72015	75208	75714	88654	93382	94931	91224	17707
35.972222	10630	12966	109720	64427	56138	63447	121050	78277	101826	78251	17623	98515	13969	57323	76058	60188	72027	91103	92622	77025	84038	29897	10595	11664	43414	75249	79604	101187	94262	82965	134572	77756	21809	10315	12059	25994	65930	64842	87304	102781	89224	84670	96131	23013	9963	11092	61141	71186	74674	73895	88103	93497	95178	92724	18155
36.023611	10570	13231	119526	64920	56414	66869	121364	77388	99901	76840	18292	99036	13937	52856	78555	60369	73383	88375	90301	78951	87151	28731	10680	11835	43606	74456	80493	101171	95580	84120	137715	78731	22136	10366	11747	26690	64490	68786	91874	101808	87354	80787	94730	22622	9809	11254	61244	72977	73308	73252	89180	92662	97783	91321	18494
36.075000	10516	13167	126931	63975	56102	68732	121524	78377	102992	77960	16690	96513	13905	51374	77322	60118	72312	90993	91391	79053	86118	29146	10431	11554	44585	69846	79388	98972	100666	84078	138209	80019	22692	10102	11910	26682	64025	68601	88406	102944	88824	82744	92526	21751	10233	11158	61960	72106	72685	72923	89147	90891	99597	90513	18409
36.126389	10536	13094	127033	63695	56383	68143	122727	79120	101416	77512	18786	102894	13918	52585	76722	55937	73416	87850	93835	75469	85020	30141	10490	11764	44464	69399	77971	99428	100121	80863	139785	80455	22659	10212	11734	27364	64817	67694	87360	103969	88205	82876	92701	22495	9978	11105	62298	72668	72801	74430	90679	91465	100955	90216	18135
36.177778	10495	13241	126602	64584	55377	66807	121284	77466	96782	76568	17476	100573	13850	51909	76555	58287	65820	90367	94815	72607	86451	29745	10421	11564	44596	67519	77048	98777	97145	80058	141839	78188	22507	10375	11659	27118	64731	66013	87998	103684	87796	83421	96815	21789	9996	11227	62902	72154	73822	75300	92306	90040	102421	91178	18020
36.229167	10441	13292	120861	63841	57479	67666	119719	78173	101309	77733	18530	98413	13848	53622	76694	57482	71422	87175	90037	73195	91515	30218	10471	11452	44309	74294	76883	95640	93062	80130	131766	78479	22657	10162	11849	27635	65890	65850	89072	103994	88713	82532	97606	22143	9801	11068	62567	72347	74668	73701	90559	90022	100903	90556	17978
36.280556	10593	13149	109694	62776	60200	67694	119781	77356	101067	78038	18314	98941	13943	52511	76986	57197	70994	90346	87706	67484	90537	29330	10544	11516	44781	74391	79121	95299	93585	79406	141868	78882	22205	10226	11761	27965	66992	65184	93191	105606	88966	82256	93960	22139	9887	11270	62676	72282	74304	69808	91601	90356	98750	90356	17626
36.331944	10606	13312	113143	63928	59181	65426	120907	78132	99938	77397	18602	96447	13928	57464	76951	62675	71079	89073	93317	74338	87960	30631	10574	11709	44510	70700	89547	95527	95554	80905	131122	78893	21963	10277	11662	27757	67783	66455	87470	105392	88000	80723	92624	22127	10012	11159	63297	72255	72785	69430	87016	91338	98164	89771	18353
36.383333	10656	13234	123835	62548	59778	67914	121155	77315	97645	78278	16726	89422	13862	52684	76014	59378	73882	83832	90855	68695	82488	31963	10605	11764	44672	68137	89199	98609	95966	83581	140117	78900	22342	10159	11977	27727	68172	62855	83635	105700	90047	83984	96553	22860	9963	11092	63598	72303	71813	71359	85440	91592	100317	92156	18197
36.434722	10575	13140	125651	63285	57657	64885	122598	79354	102126	77367	16807	92803	13988	50430	76829	56636	70095	89531	93315	76667	86248	29882	10421	11733	44514	67893	88013	95123	98031	82610	134245	77158	21942	10261	11621	28863	68388	65264	84851	104439	89540	83584	95846	22274	9944	11077	63649	70870	74123	76952	84099	92086	100597	89315	18505
36.486111	10650	13295	130298	62492	58075	65943	120390	76307	99583	77164	17192	97783	13963	55575	77635	60852	73916	85648	93653	73043	88741	29748	10627	11534	45267	66760	89555	97978	97451	81934	139160	75903	22227	10332	11575	28774	69321	64237	85292	101568	88208	81596	94009	22573	10117	10991	64298	71232	76459	79086	86121	90295	99084	88703	17552
36.537500	10599	13448	126970	63315	60492	65100	120787	77038	104221	76968	16857	93948	14066	50317	77456	53912	73266	89271	92519	72423	92100	29610	10541	11590	45733	69816	85272	97395	98033	81410	141424	76722	22478	10414	11971	28982	69763	63420	88100	102032	88650	82352	91363	22437	9975	11073	64304	69894	74137	78416	89939	90623	98525	89934	18121
36.588889	10665	13198	104295	63198	59754	61984	120131	78727	98487	77147	18114	97090	14162	52743	77006	51887	75292	86022	90494	74593	84792	30394	10606	11691	45987	69369	85874	97182	95903	79389	137159	76732	21970	10270	11873	29398	68230	64410	91608	100391	87877	83251	88912	22032	10072	11138	64129	70665	70380	76176	91085	90780	96227	89082	18297
36.640278	10458	13446	119628	63593	59153	66062	121824	77267	100791	79602	17120	99907	14270	48833	77617	53199	72187	86632	92535	73383	85361	30190	10506	11742	46146	71013	87309	96392	93939	80825	143992	78802	22227	10361	11811	29639	68613	64395	90861	98343	87722	83692	92966	22084	9977	11099	63551	70215	72121	74128	96029	90142	99674	87062	18068
36.691667	10421	13085	133973	62621	59747	64025	120706	78702	98623	81006	17901	98586	14137	55716	76830	54544	72128	83969	91370	72190	87491	29000	10532	11764	46692	70994	87460	96415	94032	83368	138155	78957	22099	10254	11692	29311	68649	63644	90221	99151	89360	81462	93017	22231	10055	11220	64908	68966	75723	73867	93567	89821	99247	88756	17964
36.743056	10533	13280	126059	62642	61144	64726	120810	77317	98431	79151	18043	95948	14070	52605	76868	53423	72838	90029	90706	75434	83596	28038	10553	11759	45672	68138	89077	96930	94829	82143	144459	77829	22417	10291	11741	30039	67456	65627	87641	98164	88926	81815	91125	22127	9814	11150	64792	68603	77293	74528	93036	90350	99290	90581	18583
36.794444	10634	13411	113987	63576	62188	69305	120490	77014	102410	77680	17565	90319	14104	52890	76274	60848	68591	87008	91947	76000	83806	29721	10622	11634	46711	66193	89663	96022	95056	83216	131468	77525	22020	10305	11768	29782	67253	66667	88368	99136	89385	84380	89234	22309	9896	11157	66101	68658	78587	75247	89617	89978	98073	89102	18794
36.845833	10410	13082	112208	62552	60133	67119	118788	75087	102312	76412	16965	97070	14297	55848	76117	62639	72304	87115	91247	70301	89283	29279	10628	11884	47765	66975	89077	94863	95655	80300	135778	77625	22549	10400	11811	30558	65753	66410	90091	100697	87479	82087	95187	22268	9963	11278	66248	66477	78276	74480	88017	89147	98765	88395	17889
36.897222	10555	13373	118553	63249	64030	67680	119602	76422	99833	76536	17830	96820	14216	52062	75874	60959	73323	91381	90930	73230	83418	29013	10510	11627	47675	67440	90538	92314	93996	80747	136877	76995	22320	10232	11725	31100	66596	65668	90350	102134	89464	82472	97202	22424	9981	11093	65011	67502	77665	74961	89808	90359	98608	84626	18470
36.948611	10487	13429	132228	62829	63386	65457	121633	76556	98368	71723	16922	101660	14034	53411	75459	62420	68531	89869	93548	74858	85223	29501	10497	11687	48028	72957	89248	94093	92851	79624	133431	77220	22380	10322	11535	31238	66853	65757	88809	103297	88115	84128	95774	22569	10187	11162	64244	68298	75455	76816	89932	89919	99829	85580	18641
37.000000	10453	13211	127861	62841	62602	67477	119447	75744	95734	80090	17588	94750	14259	55448	75923	64309	73407	88468	91432	74284	88211	28945	10457	11642	47331	67953	87084	94104	93587	81587	141636	77522	22268	10339	11727	31386	67618	65445	89555	100351	87886	83349	92009	22023	10004	11216	64048	68766	75773	76279	88613	89473	97256	86378	17701
37.051389	10556	13246	99632	62256	64367	67915	119227	75695	98656	79868	16775	92976	14223	53136	76552	62798	72204	88789	92274	75216	84514	28059	10477	11601	48534	69122	87308	97886	96184	80399	136362	77421	22166	10223	11754	32296	69593	66435	89082	98776	88257	81591	92831	22109	10042	11291	64099	69126	76222	78619	88936	90017	96621	88072	17592
37.102778	10552	13266	126867	62638	63032	66418	120897	75337	103229	72628	16868	94526	14194	53825	76322	60040	72893	88656	90902	74081	83737	30124	10382	11923	48663	65803	86752	96475	91786	82791	143791	77261	22426	10350	11812	32297	68087	64622	91590	97711	87215	82207	91791	21867	9983	11192	64927	69796	76385	78882	89586	89739	96455	87332	17882
37.154167	10615	12986	134381	63062	65547	65722	119107	76405	101230	78925	17646	97355	14605	52879	74797	58891	73727	88061	91664	73582	89669	30659	10546	11732	50120	66445	86405	98301	91629	81070	135159	78657	21773	10346	11737	32554	67278	62987	92053	104764	87001	82597	90846	22173	10112	11215	65537	70094	77131	78304	92579	89034	106230	85055	17995
37.205556	10586	13518	117151	62356	64972	65268	120308	77508	94724	79417	17424	109599	14311	53398	73768	59654	72342	89088	91429	72585	86058	30657	10422	11747	50449	68316	86514	98568	90616	81542	139709	77542	22042	10227	11636	33054	68777	65263	92228	103075	88402	82549	90007	22457	10020	11352	65913	69655	76499	78446	95940	88651	105381	85793	17163
37.256944	10301	13212	108712	63354	63760	64970	118983	76065	102258	71417	17029	95838	14495	56333	74446	60310	72902	86669	91881	71671	89437	30396	10483	11763	50426	71757	90517	96776	92362	79992	138875	76062	21967	10340	11807	33228	67657	61445	89107	104856	87147	81908	92809	22547	9941	11200	66253	70326	74813	76255	94718	90269	105302	88168	18074
37.308333	10637	13209	131681	61436	62502	62596	119817	77776	99598	73572	16842	98341	14287	53870	74462	60237	73566	87539	91487	74925	88868	29604	10612	11681	51055	73399	88282	97600	95417	79963	133141	76415	22213	10148	11831	33798	67493	64382	91683	103337	88556	82401	93849	22530	10055	11269	67467	70965	73614	77051	93081	89496	99108	85952	17901
37.359722	10590	13331	138383	61407	63431	62869	121042	76188	101450	78575	16965	88286	14298	51665	74471	64903	70157	86320	92216	74657	92505	28747	10526	11667	51141	73156	90882	94627	95008	80620	135449	78052	22279	10329	11761	33898	66745	65410	89791	102001	87283	81895	91665	22163	10084	11267	66871	69842	73262	76150	91455	90186	98182	84682	18448
37.411111	10526	13191	130048	62895	63847	64008	120026	75635	98291	73407	17228	95460	14300	59406	74026	62180	69626	89998	93408	73821	90714	30717	10482	11461	50782	72169	84639	97206	96713	79789	133210	80404	22686	10215	11572	34616	66963	68105	93269	100843	88825	81604	90374	22494	9971	11166	67189	70477	74749	77575	89836	89635	100881	85140	18075
37.462500	10366	13160	115995	61083	62423	61249	118779	75058	101567	74854	17586	103790	14287	58048	72906	61514	73573	85803	89856	75814	88435	29626	10551	11373	49940	71360	86518	93589	98202	81610	141085	78446	22395	10201	11613	34827	67078	68364	90346	100470	88550	81877	93416	22037	10048	11181	66171	72189	75778	78941	89599	88580	99097	85647	18486
37.513889	10651	13062	114306	62025	63792	64635	120362	75231	99115	81955	17742	103328	14252	53295	73264	63398	70939	86394	91047	74635	86884	30494	10468	11581	50644	67527	81316	94175	94148	80719	133792	75454	22052	10293	12023	34865	68021	66348	88242	98040	88533	82957	98814	22256	10118	10963	65041	71449	74870	76586	91337	88941	101198	86485	18443
37.565278	10498	13407	130571	62042	64465	65917	120101	76906	100989	72966	16135	106004	14456	49452	73296	62645	72148	87540	89552	70737	89627	30995	10400	11717	50819	69689	85321	93089	92510	80570	134381	76902	22287	10346	11838	35765	65804	66946	87061	101664	88476	83841	97293	22248	10084	11140	63885	71800	73254	77506	94391	87928	101483	86157	18406
37.616667	10611	13361	138434	63893	65508	68738	119720	77024	100936	71539	18231	99978	14281	57183	72680	64673	73362	85706	89367	75063	87969	30110	10495	11541	52017	69900	85712	92978	90576	77616	141206	80965	22386	10331	11707	35777	65581	66739	88931	102955	89399	84161	94361	22443	9872	11181	63823	72241	72149	77632	95523	81570	103219	87280	17511
37.668056	10607	13515	139126	61707	65408	65745	122291	75867	95292	78549	17327	105001	14462	52135	72861	63558	74255	87083	95837	72842	88011	29987	10609	11621	52901	67545	87796	95072	90109	80095	137024	81933	22352	10307	11686	36702	66279	66198	91351	103969	87336	81310	93458	22139	10015	10998	63809	71715	72663	77339	95887	81903	99903	86433	17913
37.719444	10519	13291	129928	63207	64114	66934	119867	76066	101635	80103	16471	102197	14356	52495	71473	64430	72538	85184	91679	71991	87822	29483	10548	11662	52943	66021	87544	94457	91719	80737	144511	79478	22253	10547	11505	36099	67650	64211	91965	103041	87288	81305	94700	22491	9988	11218	65683	71550	71755	76711	95786	81960	100913	85676	17622
37.770833	10555	13204	117998	62077	63201	69090	118360	76000	100872	78211	17162	103302	14461	58709	72100	64256	71736	85899	91938	75843	89657	28818	10620	11543	54423	67989	87307	94900	92552	81398	141626	77367	22542	10360	11824	35736	66858	65535	88290	101357	88507	84041	97946	22623	10113	11004	65407	69683	71791	76462	94122	81896	100083	85127	17785
37.822222	10457	13098	117736	62094	62079	67490	120341	76642	103429	85993	17824	102259	14332	53904	71232	63542	70363	86970	90373	70214	90836	30008	10463	11589	54039	68877	86732	96974	89033	81587	136721	76224	22093	10311	11851	36565	66535	68387	89812	100931	88096	83000	95479	22106	10122	11265	64591	70177	72470	75656	93578	79847	93974	86362	18088
37.873611	10540	13363	135515	61403	61768	66212	119418	75518	97005	81690	16739	103155	14611	53073	70616	63230	72021	87990	88344	71544	88901	29600	10455	11487	54115	68169	86713	96066	88090	80698	137783	79545	22341	10114	11648	36642	66976	63462	89935	101765	88370	81191	94921	22433	10159	11147	62549	68045	72344	75724	93069	80733	98031	81415	18358
37.925000	10817	13441	143226	62772	62243	64523	118967	76817	98508	77282	17359	104105	14790	56360	68487	63675	76243	89380	91981	73171	92677	28059	10546	11562	54071	67374	83548	97213	90173	79446	135735	80268	22340	10339	11590	37618	66994	63704	88427	101164	88411	83655	93667	22270	9982	11065	61525	68747	72038	75141	95526	81156	98283	84351	18053
37.976389	10609	13358	144863	60617	61153	67271	118688	76957	98373	77173	17840	107309	14548	52455	65638	66402	71640	89236	89913	75729	81671	28731	10575	11771	54129	68550	82982	94436	91751	77887	137051	80894	22598	10239	11799	37693	68279	62393	84908	102126	87627	86293	90230	22217	10004	11181	60934	66343	71803	76389	94573	80862	99382	82330	17910
38.027778	10516	13315	137219	63724	61025	63137	118031	77342	100926	77709	17491	110834	14771	53278	62431	64523	70735	87918	92261	72901	89952	29494	10387	11644	53189	67176	82182	95365	91145	79418	139286	80403	22345	10290	11741	38117	67393	63306	87359	101571	88904	83485	89927	22668	9909	11147	61860	66383	72100	76992	93801	82599	95709	85304	18831
38.079167	10574	13336	130220	62558	60251	63914	118562	76109	101820	73271	16279	109419	14830	56709	59022	66835	71600	87950	89665	67956	87777	29245	10347	11504	54547	66412	81996	93314	89713	77530	140007	79022	22622	10277	11888	38390	66025	63911	86866	105991	88458	83774	94894	22644	10201	11045	62493	67925	72065	77168	91791	83195	96756	83730	18188
38.130556	10454	13442	124835	64498	59860	66977	118921	74886	101999	78610	16978	107541	14623	51609	66998	65134	71552	87872	93983	73636	89821	28148	10613	11461	53974	59005	84439	93070	87805	81646	138073	80660	21982	10232	11785	39240	67961	64256	88079	103310	89188	83707	96848	22758	10029	10960	64869	68394	72087	73672	89157	85067	97791	83824	18819
38.181944	10626	13319	116247	62747	59822	63054	118710	76355	97848	76191	18174	107407	14555	55949	67260	65695	71126	88445	90985	66936	86898	29318	10461	11730	53931	58311	84088	92649	87060	83122	140500	79989	22560	10287	11795	40009	66760	64712	88269	104472	88952	83199	94442	22453	10251	11098	64882	67177	73250	74552	88495	84816	99195	82188	18412
38.233333	10607	13480	119628	62485	60460	66022	119000	75456	99645	73094	17227	108734	14661	52495	73185	66094	70136	89453	90815	72303	85537	28053	10682	11632	53765	59454	83686	91659	98484	80437	138582	81195	22096	10197	11715	40219	65206	65202	87876	102567	88133	84190	92974	22751	10199	11190	64145	69890	71636	74455	90314	85031	98003	81877	18263
38.284722	10619	13405	134913	62904	61255	68212	118403	74781	99820	77738	17856	112673	14671	56507	71891	67299	71088	88198	88461	70910	91012	28821	10528	11535	53756	59686	82996	92086	101763	81043	143766	81252	22713	10260	11600	41139	64684	66284	88395	101615	87356	82469	88215	22682	10269	10983	63742	70959	70766	76502	92355	84128	97533	83567	17996
38.336111	10567	13497	146676	64519	61638	67705	119030	76755	95594	74269	18182	111810	14750	54404	71242	66699	73148	87205	90500	72988	84998	30780	10632	11747	52429	60016	84261	93778	100795	81459	135021	80185	22662	10242	11822	41687	65606	65531	87353	100622	88226	83809	90130	22285	10096	10946	63453	70218	71255	76684	93843	83855	97108	84438	17974
38.387500	10553	13421	136826	64205	61034	68304	119421	75639	98089	83125	17303	108035	14655	55211	73082	66763	72958	89090	88185	76458	87377	30031	10399	11574	55143	58468	81730	93532	97729	83261	139261	80771	22575	10261	11668	41545	65120	66036	87587	101781	88182	81994	91192	21979	10007	10999	62694	70369	70699	76008	93974	82957	97131	81739	18021
38.438889	10558	13543	118288	62919	60853	65838	119581	76131	98654	77304	16862	114964	14571	53293	73848	67494	69511	90663	93435	71465	84201	30470	10433	11714	53765	57404	82716	94987	90110	83123	135970	80835	22231	10295	11666	42420	66415	65658	86461	106238	88313	85221	90569	22114	10155	11010	62655	68782	72357	74757	91917	82525	95897	82098	17944
38.490278	10526	13375	134167	64836	60646	67428	120136	76141	98374	77277	17099	115359	14933	54861	68258	66822	70975	86332	89496	63044	92183	31433	10587	11334	56767	56301	82619	94402	88956	82120	142334	82032	22201	10236	11771	42732	66562	65332	87229	107013	88611	83176	91165	22015	10039	10931	62477	70404	73748	72318	90090	82858	96346	81633	17626
38.541667	10552	13319	140214	64732	59163	66981	119882	75999	102664	73337	17484	112735	14721	59444	69439	67334	70016	88757	89298	61754	93471	29641	10412	11537	55514	56250	83088	95608	88386	81017	139259	80289	21972	10394	11670	43086	66976	64596	86230	107472	88196	82881	91366	22219	10174	10986	63773	69407	73025	72770	88542	83594	98079	81718	18393
38.593056	10461	13357	137824	64981	58598	66196	119839	76923	98655	78600	17877	108012	15003	54068	66447	68233	71937	87543	91321	62102	86382	31051	10568	11762	54130	56618	81905	95643	93704	79227	138863	80013	22423	10201	11768	43312	65260	65286	85279	104027	88522	83476	92373	22639	10068	11165	63500	69809	71160	74004	89999	85589	99882	82915	17560
38.644444	10529	13233	136599	65338	58214	68611	118949	76565	95948	81998	17494	115431	15008	53918	73783	67949	71688	89957	92033	68953	91941	31183	10664	11514	56768	56697	82733	95603	93734	82445	140569	79725	22335	10207	11786	44036	64152	64637	85915	100877	87710	83378	92260	22971	10156	10983	63352	70321	69907	75847	92918	87149	99670	84007	17458
38.695833	10702	13385	134362	65410	56495	67005	119562	75753	98550	83120	17621	115092	14805	56305	72381	67067	74316	87217	91216	69522	90111	30605	10520	11772	54290	56050	85047	93616	96191	83237	132619	82773	22359	10202	11727	43967	62472	65812	85645	102178	86748	81812	90584	22590	10118	11146	64443	69092	71227	74176	92089	87705	97018	83331	17955
38.747222	10565	13590	142837	67149	56108	66891	118952	75641	96922	80175	17946	106654	15043	53639	69884	65871	72999	88547	93648	75405	88477	30574	10582	11650	57209	57234	85175	93153	96749	84670	139579	84261	22196	10368	11624	45113	64662	63796	85827	101451	87269	83815	92402	22984	10155	10905	64509	70319	72185	71414	89570	87964	95493	81059	18258
38.798611	10439	13381	140946	65129	54355	67633	118019	74649	100556	74102	17718	111878	14725	57577	62069	64953	71290	88171	92987	74848	87157	29382	10601	11616	57860	60115	83798	91814	94261	80818	134787	83141	22116	10269	11665	45352	64519	64646	83534	102014	88727	84253	91475	23064	10141	10864	65778	70667	74985	70530	87533	86949	96102	79925	18237
38.850000	10494	13397	141418	65297	54604	63411	119820	75560	101878	74253	18060	113490	14719	54174	62926	66490	74315	90026	88895	69290	90300	30381	10598	11721	56487	60253	84639	92470	92487	82877	141327	82291	22376	10302	11524	45912	66782	63857	81863	103658	87293	84876	96356	23624	10090	11047	66000	69329	76017	71318	89143	86399	98072	82828	18338
38.901389	10525	13445	138790	65325	55902	66971	120221	75844	98387	79138	17557	113735	14973	58215	57976	73891	70541	86735	90902	75778	85277	31043	10576	11791	58397	60480	83100	93782	88147	81552	135487	80158	22228	10121	11600	45997	66903	65059	82842	102245	87787	84482	94495	23914	10063	11058	65015	70121	75421	72922	89160	86484	98531	85634	18010
38.952778	10541	13384	139462	64317	56366	64042	120153	75869	99441	80204	17848	113697	14936	53982	57185	64953	72492	88219	92634	69957	88593	28366	10585	11657	59540	59254	81120	92964	89046	79279	134900	79050	22178	10364	11668	46138	66019	64286	86405	102180	87751	83518	95331	23933	10152	11004	64354	69956	72610	73460	91480	84880	98355	86098	18193
39.004167	10656	13274	139473	66403	55403	69329	118864	74329	97044	79061	17149	115361	15220	59593	57651	65120	73241	86673	90826	77649	87766	29322	10502	11415	57932	56845	82222	106851	90736	82326	139011	81020	22291	10163	11608	46754	65895	63688	89340	100377	89249	82468	93905	24403	10098	10990	63055	68586	71352	74212	91191	84790	97591	83351	17660
39.055556	10598	13492	139555	65955	57203	67182	118409	74391	97558	75486	17248	114348	15040	58267	59363	65644	71805	89456	89085	76608	90774	29625	10745	11688	60680	54857	81486	104947	92892	82582	131806	80755	22151	10318	11672	47032	64127	67198	86319	98953	88511	81366	94879	24013	10021	11084	62428	68695	69603	72825	89754	86077	97753	80637	17964
39.106944	10457	13404	142883	65869	57395	67492	117898	74349	100369	78991	16958	116669	14972	53269	61486	64880	71762	88964	91875	73588	87296	29162	10478	11761	58251	54278	81814	100082	93972	80011	137768	82516	21850	10393	11642	47574	62466	66300	83229	101541	87076	82086	94550	23928	10091	10909	63402	67353	69547	70260	90667	85614	97915	84778	17593
39.158333	10652	13455	143176	65883	58474	68625	118340	74425	96966	78522	18064	115364	15015	59292	62817	66218	71098	87862	93121	75625	86835	30114	10415	11787	57534	53977	81925	98963	91941	81128	140717	83175	22140	10330	11642	47918	60996	66412	84086	103824	88257	82120	93885	23804	10151	10929	63359	67476	70827	69735	91269	87620	95515	84850	18224
39.209722	10472	13411	141337	65621	59049	64861	119249	75912	95839	74303	18463	116112	15311	59065	64284	62656	69235	87460	93128	68906	85576	28925	10610	11670	59340	54623	80304	101199	94231	78968	136673	84165	22189	10349	11659	48227	61506	64321	86427	102735	87197	83902	96111	23611	10227	11177	63663	68384	71592	71705	91990	87596	97015	83625	17945
39.261111	10704	13579	139479	67087	60548	67931	118450	76087	98325	77802	17290	118585	15050	56338	65014	63201	70058	87695	89292	76067	83365	28255	10564	11549	59362	57424	79227	100137	95006	80962	143839	82981	21858	10127	11672	48237	65650	63171	85895	104315	88100	81145	97346	23921	10172	11095	64787	68753	72752	72279	94274	88336	98713	81161	17593
39.312500	10389	13319	139125	66839	61498	65029	119102	75401	99461	82131	16684	111788	15066	59435	66021	63870	71402	86496	90510	71614	87731	29170	10501	11385	60139	58041	81969	100886	94050	81150	132951	81343	21942	10357	11549	48846	69248	62899	84105	101276	88849	81746	93340	23207	9950	11198	65213	69103	71366	72793	92453	88607	97944	81972	18098
39.363889	10613	13496	139998	65382	61027	67502	118851	76327	96026	79400	17371	114274	14944	56398	66753	63109	73014	86470	91154	76706	84807	29261	10507	11608	57837	57296	83013	99542	92313	82645	139304	79972	22303	10323	11445	48063	70425	63689	84821	99548	87233	81786	95718	23524	10083	11179	64711	70248	72003	75934	92500	86820	96573	83547	17408
39.415278	10592	13526	141681	65693	63419	67566	118687	75052	94869	75321	17172	114060	15238	59891	76833	62455	74925	86337	90149	70338	88043	28393	10610	11605	58603	56345	83038	100067	92938	82331	135032	79976	22352	10330	11440	48199	70258	64432	86813	102439	89792	80352	94271	23974	10085	11032	65324	71081	74211	78072	92200	87170	95057	84306	17678
39.466667	10643	13640	143449	64783	64049	64367	119094	74042	100939	80020	18206	119732	15142	61075	74958	59931	73272	85694	92980	75460	86103	27401	10645	11308	60114	56103	83362	98598	89338	80695	140621	82393	22435	10460	11631	48966	68054	65456	88695	105148	86914	79904	95629	24004	10092	11219	65322	70654	73175	77628	91489	87303	95354	81832	17746
39.518056	10564	13381	145997	65809	62401	67110	118683	75583	98083	79940	17651	112403	15332	56358	74485	61632	73625	84820	87173	68931	85255	29055	10609	11372	58797	56058	85011	96938	87406	80683	136112	82836	22022	10354	11650	49211	68755	65960	88551	103682	89181	83244	96885	23942	10221	11179	65380	70130	71968	77111	91122	86358	97964	83614	18118
39.569444	10670	13304	148440	66510	63335	64755	117728	75158	100533	75699	18205	121903	15434	60139	67367	60856	74025	88461	93491	75134	87286	28355	10551	11692	59933	57324	82616	97745	88863	78515	144850	82716	22065	10416	10674	49947	68521	64684	87569	105634	88364	84014	93765	23351	10113	10984	64633	70267	70723	73633	90501	86167	99455	84559	17777
39.620833	10436	13351	146796	67487	62813	67932	118088	74091	97479	80965	17283	120452	15392	60849	66120	58976	73007	86150	93237	72192	89430	27965	10703	11304	60180	57192	82715	96784	91895	82189	132539	81287	22243	10371	11529	49973	67663	64329	87283	102974	88262	82805	92826	23309	10037	11134	63811	70152	69338	70983	89322	85469	98680	83985	17542
39.672222	10593	13487	147966	65510	63101	62572	117157	75356	99823	79236	17129	124337	15170	57102	65019	59104	71553	85056	91009	74542	80946	28440	10609	11389	59675	57737	82931	96787	93632	85884	136584	80888	21848	10315	11728	50178	66450	64221	86284	103554	87131	83831	94366	23810	10031	10990	64273	71383	70055	69812	88847	85312	96386	80086	17844
39.723611	10445	13413	142748	66982	63626	68015	117366	76041	100738	80534	17587	118271	15346	58423	63230	60731	72652	85800	91157	78082	85976	28787	10577	11260	58535	56270	82622	96820	96221	84644	134777	82823	21825	10512	11434	50841	68253	65391	86852	103872	88494	82908	97298	23367	9996	11081	63121	71428	70903	74730	90059	86375	95627	82027	18279
39.775000	10367	13359	144087	65654	64006	64780	119084	74073	98673	79993	16782	111250	15421	56977	74767	59783	70297	87464	89429	79226	85143	29044	10283	11682	57160	54673	80622	96608	95070	83014	136758	80630	21998	10240	11604	49949	70312	65591	83919	103282	86722	81280	92894	23166	10036	11056	63776	71190	71474	74921	90588	86751	97067	83833	17407
